"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.668853494686713E9,"2022-11-19 18:24:54.687 UTC+08:00"
"PAUSE",1.506146138333133E2,1.668853645297448E9,"2022-11-19 18:27:25.297 UTC+08:00"
