"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.671348333E-1,3.211302713E1,1.189536706E2,1.525115494E1,1.088231896E0,8.412852412E1,4.729114012E0,4.729114012E0
1.467109442E0,3.211302688E1,1.189536822E2,1.525215661E1,1.073989443E0,8.768653589E1,4.728076423E0,4.728076423E0
2.467083573E0,3.211302664E1,1.189536940E2,1.534246977E1,1.095767077E0,9.068442216E1,4.730528151E0,4.730528151E0
3.467057943E0,3.211302725E1,1.189537090E2,1.511040857E1,1.260343448E0,8.952882831E1,4.733609656E0,4.733609656E0
4.467031240E0,3.211302899E1,1.189537193E2,1.523694535E1,1.128505486E0,8.853813495E1,4.735100929E0,4.735100929E0
5.467005730E0,3.211303099E1,1.189537319E2,1.513789233E1,1.156685220E0,8.521216136E1,4.735306838E0,4.735306838E0
6.466979623E0,3.211303194E1,1.189537467E2,1.508831689E1,1.292630781E0,8.329872669E1,4.734826679E0,4.734826679E0
7.466954589E0,3.211303421E1,1.189537587E2,1.501564729E1,1.208671626E0,8.018956131E1,4.735801126E0,4.735801126E0
8.466928005E0,3.211303756E1,1.189537720E2,1.499241055E1,1.216678140E0,7.768565212E1,4.737206011E0,4.737206011E0
9.466901779E0,3.211303914E1,1.189537877E2,1.487876629E1,1.353835918E0,8.126708051E1,4.737048605E0,4.737048605E0
1.046687603E1,3.211304278E1,1.189538001E2,1.495700889E1,1.261476118E0,7.841956833E1,4.737243046E0,4.737243046E0
1.146685052E1,3.211304818E1,1.189538122E2,1.486128239E1,1.286507916E0,7.197578323E1,4.735736418E0,4.735736418E0
1.246682501E1,3.211304858E1,1.189538219E2,1.457978114E1,1.106827682E0,7.498086690E1,4.732637046E0,4.732637046E0
1.346679926E1,3.211305135E1,1.189538360E2,1.442907141E1,1.255333526E0,7.513666999E1,4.732698739E0,4.732698739E0
1.446677196E1,3.211305610E1,1.189538456E2,1.438704570E1,1.106784738E0,7.005268408E1,4.734455745E0,4.734455745E0
1.546674705E1,3.211305870E1,1.189538602E2,1.459714457E1,1.213624889E0,7.155547381E1,4.736672070E0,4.736672070E0
1.646672130E1,3.211305971E1,1.189538768E2,1.475975453E1,1.385957137E0,7.620971559E1,4.734231939E0,4.734231939E0
1.746669459E1,3.211305872E1,1.189538899E2,1.487060860E1,1.279169901E0,8.156137229E1,4.732254308E0,4.732254308E0
1.846666896E1,3.211305679E1,1.189539062E2,1.477216130E1,1.398695254E0,8.610492462E1,4.732889366E0,4.732889366E0
1.946664274E1,3.211305982E1,1.189539201E2,1.480005764E1,1.297592483E0,7.830936332E1,4.730471021E0,4.730471021E0
2.046661711E1,3.211306123E1,1.189539358E2,1.452032046E1,1.339732089E0,7.920945543E1,4.727854659E0,4.727854659E0
2.146659184E1,3.211306316E1,1.189539490E2,1.478305507E1,1.294093462E0,7.383067640E1,4.725482009E0,4.725482009E0
2.246656585E1,3.211306045E1,1.189539641E2,1.444220994E1,1.310359104E0,8.541227212E1,4.732122690E0,4.732122690E0
2.346653938E1,3.211305990E1,1.189539787E2,1.447488670E1,1.300070324E0,8.828885245E1,4.731828239E0,4.731828239E0
2.446651375E1,3.211306331E1,1.189539946E2,1.439089942E1,1.346495465E0,8.148479690E1,4.730504149E0,4.730504149E0
2.546648836E1,3.211306549E1,1.189540140E2,1.417127220E1,1.551393527E0,8.027668852E1,4.731043056E0,4.731043056E0
2.646646249E1,3.211306821E1,1.189540266E2,1.421760998E1,1.443150072E0,8.040670329E1,4.724380180E0,4.724380180E0
2.746643579E1,3.211307099E1,1.189540318E2,1.399243273E1,8.581668883E-1,7.627132242E1,4.729439075E0,4.729439075E0
2.846641040E1,3.211307840E1,1.189540379E2,1.377579485E1,7.072908207E-1,5.745219682E1,4.725705534E0,4.725705534E0
2.946938479E1,3.211307929E1,1.189540500E2,1.397226752E1,7.663151821E-1,7.633339435E1,4.727745339E0,4.727745339E0
3.046938539E1,3.211308237E1,1.189540609E2,1.406926458E1,8.314962143E-1,7.499374572E1,4.727287959E0,4.727287959E0
3.146938360E1,3.211308567E1,1.189540755E2,1.393753932E1,1.052959325E0,7.524718707E1,4.725368477E0,4.725368477E0
3.246938169E1,3.211308580E1,1.189540878E2,1.415376349E1,1.019902020E0,7.930664151E1,4.725817443E0,4.725817443E0
3.346937823E1,3.211308519E1,1.189541034E2,1.445327978E1,1.093416413E0,8.396434941E1,4.728757394E0,4.728757394E0
3.446937466E1,3.211309298E1,1.189541196E2,1.453287138E1,1.254383080E0,7.477584110E1,4.729524051E0,4.729524051E0
3.546937585E1,3.211309487E1,1.189541375E2,1.485014606E1,1.347990067E0,8.035205438E1,4.733489649E0,4.733489649E0
3.646937823E1,3.211309733E1,1.189541526E2,1.493869296E1,1.299902912E0,8.075138092E1,4.735410935E0,4.735410935E0
3.746938300E1,3.211309866E1,1.189541658E2,1.494152654E1,1.254414499E0,8.232709465E1,4.736607546E0,4.736607546E0
3.846938562E1,3.211310113E1,1.189541802E2,1.490672808E1,1.295519305E0,8.364446314E1,4.738017179E0,4.738017179E0
3.946936381E1,3.211310153E1,1.189541925E2,1.499108529E1,1.212138990E0,8.653733807E1,4.735837849E0,4.735837849E0
4.046934259E1,3.211310447E1,1.189542078E2,1.509540630E1,1.308535649E0,8.615827079E1,4.734814696E0,4.734814696E0
4.146932089E1,3.211310974E1,1.189542237E2,1.564149213E1,1.378178219E0,7.944803624E1,4.735588579E0,4.735588579E0
4.246930039E1,3.211310808E1,1.189542394E2,1.570497953E1,1.383190002E0,8.800656350E1,4.734224240E0,4.734224240E0
4.346927881E1,3.211310671E1,1.189542554E2,1.545809425E1,1.353619113E0,9.342117090E1,4.737133489E0,4.737133489E0
4.446925700E1,3.211310283E1,1.189542668E2,1.531402975E1,1.142900876E0,9.974366860E1,4.734566336E0,4.734566336E0
4.546923399E1,3.211309955E1,1.189542769E2,1.543773623E1,9.445602694E-1,1.056184634E2,4.732010936E0,4.732010936E0
4.646921158E1,3.211309422E1,1.189542866E2,1.529766398E1,9.079606286E-1,1.120074113E2,4.726122577E0,4.726122577E0
4.746918917E1,3.211308446E1,1.189542954E2,1.551170147E1,9.751617631E-1,1.285255381E2,4.722362217E0,4.722362217E0
4.846916616E1,3.211307610E1,1.189543087E2,1.644825840E1,1.168638190E0,1.293413604E2,4.723435755E0,4.723435755E0
4.946914232E1,3.211307108E1,1.189543173E2,1.652869484E1,9.190078111E-1,1.274047909E2,4.722450905E0,4.722450905E0
5.046912003E1,3.211306825E1,1.189543269E2,1.688474134E1,7.627734309E-1,1.142062350E2,4.724847358E0,4.724847358E0
5.146909618E1,3.211306782E1,1.189543459E2,1.689327386E1,1.171145318E0,9.830264965E1,4.719247318E0,4.719247318E0
5.246907258E1,3.211306860E1,1.189543619E2,1.684696344E1,1.390240511E0,8.978934269E1,4.718262701E0,4.718262701E0
5.346904826E1,3.211307099E1,1.189543726E2,1.684103337E1,1.200531889E0,8.339883731E1,4.723640932E0,4.723640932E0
5.446902502E1,3.211307215E1,1.189543825E2,1.650308003E1,1.016795861E0,8.184264623E1,4.728360787E0,4.728360787E0
5.546900141E1,3.211307460E1,1.189543894E2,1.646948742E1,7.987154149E-1,7.909549951E1,4.727448783E0,4.727448783E0
5.646897733E1,3.211308000E1,1.189544023E2,1.660615399E1,9.574052499E-1,7.389665192E1,4.735577919E0,4.735577919E0
5.746895301E1,3.211308011E1,1.189544159E2,1.676390993E1,1.035157287E0,7.828472053E1,4.740784952E0,4.740784952E0
5.846892858E1,3.211307858E1,1.189544278E2,1.680724475E1,9.520988792E-1,8.528041074E1,4.744268713E0,4.744268713E0
5.946890390E1,3.211308110E1,1.189544407E2,1.697314789E1,9.652462010E-1,8.491807928E1,4.748164789E0,4.748164789E0
6.046888089E1,3.211308189E1,1.189544482E2,1.653562995E1,6.903737306E-1,8.973329576E1,4.745243115E0,4.745243115E0
6.146885526E1,3.211308459E1,1.189544626E2,1.621236614E1,8.597164412E-1,8.845181906E1,4.748513110E0,4.748513110E0
6.246883082E1,3.211308446E1,1.189544759E2,1.598658919E1,8.473301107E-1,8.882061180E1,4.749026402E0,4.749026402E0
6.346880579E1,3.211308777E1,1.189544886E2,1.592071898E1,8.579093011E-1,8.003496713E1,4.750580426E0,4.750580426E0
6.446878147E1,3.211308708E1,1.189545008E2,1.605506421E1,8.245055124E-1,8.266818734E1,4.754342948E0,4.754342948E0
6.546875668E1,3.211308726E1,1.189545157E2,1.590159149E1,9.256873740E-1,8.503797469E1,4.759384590E0,4.759384590E0
6.646873224E1,3.211309048E1,1.189545298E2,1.612003122E1,9.676721563E-1,7.878167004E1,4.761510111E0,4.761510111E0
6.746870732E1,3.211309587E1,1.189545448E2,1.632247691E1,1.070673310E0,7.068196616E1,4.764613047E0,4.764613047E0
6.846868229E1,3.211309754E1,1.189545574E2,1.630009813E1,9.464135274E-1,7.513284555E1,4.766474857E0,4.766474857E0
6.946865678E1,3.211310427E1,1.189545700E2,1.614287701E1,8.766981740E-1,7.218437925E1,4.768406450E0,4.768406450E0
7.046863151E1,3.211310769E1,1.189545840E2,1.599128231E1,9.047747858E-1,7.356550533E1,4.768601975E0,4.768601975E0
7.146860611E1,3.211311602E1,1.189545984E2,1.589172663E1,9.406717192E-1,6.523716829E1,4.765296687E0,4.765296687E0
7.246858084E1,3.211312004E1,1.189546142E2,1.594988232E1,1.003958347E0,7.171113275E1,4.768336084E0,4.768336084E0
7.346855664E1,3.211311915E1,1.189546243E2,1.575113285E1,7.376028114E-1,7.632071090E1,4.762621920E0,4.762621920E0
7.446853232E1,3.211312059E1,1.189546376E2,1.555332366E1,7.830326562E-1,8.030022867E1,4.760109313E0,4.760109313E0
7.546850586E1,3.211311975E1,1.189546527E2,1.541710398E1,8.797142489E-1,8.469396771E1,4.761155946E0,4.761155946E0
7.646848106E1,3.211311856E1,1.189546686E2,1.553753179E1,8.351514389E-1,8.388697078E1,4.759975071E0,4.759975071E0
7.746845448E1,3.211312188E1,1.189546905E2,1.591975580E1,1.246675245E0,8.207438322E1,4.766230814E0,4.766230814E0
7.846843028E1,3.211312478E1,1.189547056E2,1.606544428E1,1.170703086E0,8.210635506E1,4.767850202E0,4.767850202E0
7.946840489E1,3.211312772E1,1.189547162E2,1.589680000E1,9.239201133E-1,7.601879863E1,4.766772791E0,4.766772791E0
8.046837866E1,3.211313201E1,1.189547357E2,1.588444830E1,1.261093307E0,7.377716918E1,4.763516543E0,4.763516543E0
8.146835446E1,3.211313233E1,1.189547496E2,1.563763290E1,1.171938065E0,7.778727411E1,4.767159614E0,4.767159614E0
8.246832752E1,3.211313660E1,1.189547593E2,1.588343512E1,9.898876099E-1,7.066768468E1,4.763336632E0,4.763336632E0
8.346830273E1,3.211313853E1,1.189547765E2,1.572555062E1,1.212299395E0,7.553295964E1,4.761660397E0,4.761660397E0
8.446827793E1,3.211313598E1,1.189547904E2,1.566373287E1,1.098853091E0,8.130874643E1,4.763017580E0,4.763017580E0
8.546825218E1,3.211313723E1,1.189548087E2,1.600562127E1,1.261080222E0,8.317099794E1,4.763304536E0,4.763304536E0
8.646822631E1,3.211313354E1,1.189548229E2,1.584435662E1,1.154169780E0,8.806197620E1,4.766524857E0,4.766524857E0
8.746820092E1,3.211313294E1,1.189548377E2,1.560949987E1,1.115037467E0,8.669100769E1,4.764365285E0,4.764365285E0
8.846817541E1,3.211313456E1,1.189548506E2,1.543769217E1,1.094672561E0,8.528282937E1,4.765917979E0,4.765917979E0
8.946815002E1,3.211313506E1,1.189548624E2,1.534383044E1,9.510201238E-1,9.122831504E1,4.766064266E0,4.766064266E0
9.046812475E1,3.211313806E1,1.189548798E2,1.517613909E1,1.199444300E0,8.510324372E1,4.765718160E0,4.765718160E0
9.146809816E1,3.211314548E1,1.189548901E2,1.549691009E1,1.063050405E0,7.487117221E1,4.767347812E0,4.767347812E0
9.246807313E1,3.211314329E1,1.189549077E2,1.594375335E1,1.238894234E0,8.816472839E1,4.764369949E0,4.764369949E0
9.346804726E1,3.211314811E1,1.189549214E2,1.604144582E1,1.182009094E0,7.761809937E1,4.758589711E0,4.758589711E0
9.446802080E1,3.211315272E1,1.189549351E2,1.589600858E1,1.187249305E0,7.482948200E1,4.757853055E0,4.757853055E0
9.546799576E1,3.211315692E1,1.189549447E2,1.568249768E1,1.017606448E0,7.298564788E1,4.758403036E0,4.758403036E0
9.646797001E1,3.211315732E1,1.189549585E2,1.560924109E1,1.009718339E0,7.627435724E1,4.755844842E0,4.755844842E0
9.746794415E1,3.211315640E1,1.189549725E2,1.538664082E1,9.887957483E-1,8.394004987E1,4.750326194E0,4.750326194E0
9.846791959E1,3.211315683E1,1.189549858E2,1.549228240E1,1.034786653E0,8.806058485E1,4.752559109E0,4.752559109E0
9.946789348E1,3.211315659E1,1.189550003E2,1.542866936E1,1.110805857E0,8.941178369E1,4.745247589E0,4.745247589E0
1.004678674E2,3.211315906E1,1.189550117E2,1.536887966E1,9.993266874E-1,8.514165254E1,4.744838069E0,4.744838069E0
1.014678420E2,3.211316098E1,1.189550183E2,1.465093707E1,6.813798155E-1,8.584482404E1,4.742145531E0,4.742145531E0
1.024678161E2,3.211315808E1,1.189550350E2,1.487266254E1,9.289266104E-1,8.515675679E1,4.738819617E0,4.738819617E0
1.034677908E2,3.211315568E1,1.189550481E2,1.469783426E1,9.788322008E-1,8.275548873E1,4.729102086E0,4.729102086E0
1.044677649E2,3.211315577E1,1.189550643E2,1.494413338E1,1.081000362E0,8.198767813E1,4.729152411E0,4.729152411E0
1.054677395E2,3.211315523E1,1.189550751E2,1.529117803E1,9.566977858E-1,8.246880080E1,4.725365529E0,4.725365529E0
1.064677137E2,3.211315926E1,1.189550890E2,1.509265628E1,9.704937868E-1,7.623557502E1,4.725762825E0,4.725762825E0
1.074676877E2,3.211315953E1,1.189551016E2,1.488359414E1,8.397785844E-1,8.192750274E1,4.722748805E0,4.722748805E0
1.084676614E2,3.211315279E1,1.189551162E2,1.481472219E1,9.099358735E-1,1.102423054E2,4.721413378E0,4.721413378E0
1.094676363E2,3.211314487E1,1.189551211E2,1.509746088E1,6.956590926E-1,1.360420818E2,4.722928735E0,4.722928735E0
1.104676108E2,3.211313806E1,1.189551279E2,1.509550330E1,6.882829149E-1,1.431739319E2,4.720585263E0,4.720585263E0
1.114675847E2,3.211312502E1,1.189551342E2,1.530518487E1,8.351841432E-1,1.602516538E2,4.720606478E0,4.720606478E0
1.124675587E2,3.211311406E1,1.189551370E2,1.543200547E1,9.509502465E-1,1.685076717E2,4.719981301E0,4.719981301E0
1.134675337E2,3.211309863E1,1.189551415E2,1.554369345E1,1.181992505E0,1.713287650E2,4.724484408E0,4.724484408E0
1.144675071E2,3.211308857E1,1.189551450E2,1.536009391E1,9.999233954E-1,1.736540172E2,4.726166251E0,4.726166251E0
1.154674817E2,3.211307705E1,1.189551457E2,1.529236417E1,9.904738828E-1,1.781053615E2,4.726342823E0,4.726342823E0
1.164674562E2,3.211306694E1,1.189551489E2,1.536789129E1,9.376979769E-1,1.793151137E2,4.726131350E0,4.726131350E0
1.174674300E2,3.211305397E1,1.189551488E2,1.532780654E1,1.090357012E0,1.839390953E2,4.729521776E0,4.729521776E0
1.184674050E2,3.211304546E1,1.189551530E2,1.559546205E1,8.710943568E-1,1.822941229E2,4.729213664E0,4.729213664E0
1.194673791E2,3.211303629E1,1.189551573E2,1.561643688E1,7.859668409E-1,1.800617358E2,4.723193847E0,4.723193847E0
1.204673529E2,3.211302281E1,1.189551605E2,1.584343453E1,1.002330029E0,1.819567160E2,4.722343899E0,4.722343899E0
1.214673282E2,3.211301737E1,1.189551556E2,1.559071170E1,8.271251597E-1,2.015953988E2,4.723907398E0,4.723907398E0
1.224673015E2,3.211300691E1,1.189551566E2,1.559263784E1,8.562353245E-1,1.952844930E2,4.720272620E0,4.720272620E0
1.234672760E2,3.211299557E1,1.189551613E2,1.560198202E1,8.737460949E-1,1.849165920E2,4.719181128E0,4.719181128E0
1.244672506E2,3.211298432E1,1.189551635E2,1.558877601E1,9.341768873E-1,1.822275101E2,4.720747468E0,4.720747468E0
1.254672254E2,3.211297057E1,1.189551686E2,1.590865227E1,1.051694498E0,1.801752653E2,4.716565008E0,4.716565008E0
1.264671988E2,3.211295964E1,1.189551758E2,1.623696583E1,9.582049054E-1,1.789128151E2,4.722851697E0,4.722851697E0
1.274671729E2,3.211294831E1,1.189551787E2,1.612982749E1,9.228867750E-1,1.779137122E2,4.713530649E0,4.713530649E0
1.284671476E2,3.211293014E1,1.189551843E2,1.660813296E1,1.124948201E0,1.757674972E2,4.715669938E0,4.715669938E0
1.294671220E2,3.211291982E1,1.189551862E2,1.676429200E1,1.077758219E0,1.850179146E2,4.716338739E0,4.716338739E0
1.304670960E2,3.211290782E1,1.189551860E2,1.664048512E1,1.058004530E0,1.856939269E2,4.719364615E0,4.719364615E0
1.314670695E2,3.211289988E1,1.189551918E2,1.659124390E1,7.309219387E-1,1.815486179E2,4.719359343E0,4.719359343E0
1.324670442E2,3.211288600E1,1.189551968E2,1.668512285E1,9.309978162E-1,1.799755820E2,4.723867319E0,4.723867319E0
