"Time (s)","X (hPa)"
-5.927636250E-1,1.016534729E3
4.120083750E-1,1.016536713E3
1.416804375E0,1.016538773E3
2.421589375E0,1.016540680E3
3.426396375E0,1.016540680E3
3.778702375E0,1.016540680E3
4.850467375E0,1.016542053E3
5.922191375E0,1.016542740E3
6.993971375E0,1.016542740E3
8.065744375E0,1.016543579E3
9.137464375E0,1.016544342E3
1.020914538E1,1.016545181E3
1.128081138E1,1.016545486E3
1.235254237E1,1.016547470E3
1.342422838E1,1.016548538E3
1.449593537E1,1.016548615E3
1.556761537E1,1.016548615E3
1.663931037E1,1.016548309E3
1.771103937E1,1.016545639E3
1.878279537E1,1.016542053E3
1.985447737E1,1.016541443E3
2.092611237E1,1.016541443E3
2.199777737E1,1.016540833E3
2.306942737E1,1.016539993E3
2.414114238E1,1.016539993E3
2.521287038E1,1.016539764E3
2.628456337E1,1.016539764E3
2.735624638E1,1.016539764E3
2.842795437E1,1.016540985E3
2.949972837E1,1.016543884E3
3.057150537E1,1.016545181E3
3.164324837E1,1.016547089E3
3.271498038E1,1.016550522E3
3.378667337E1,1.016550674E3
3.485841237E1,1.016551361E3
3.593019638E1,1.016552582E3
3.700194638E1,1.016552582E3
3.807373837E1,1.016552200E3
3.914550738E1,1.016551056E3
4.021724437E1,1.016548996E3
4.128901438E1,1.016547165E3
4.236071838E1,1.016544952E3
4.343244538E1,1.016544952E3
4.450421838E1,1.016544952E3
4.557598138E1,1.016544342E3
4.664777238E1,1.016542435E3
4.771954238E1,1.016540756E3
4.879132538E1,1.016536636E3
4.986313637E1,1.016531067E3
5.093490437E1,1.016528244E3
5.200670637E1,1.016525421E3
5.307847338E1,1.016520767E3
5.415023938E1,1.016519165E3
5.522203438E1,1.016517258E3
5.629380138E1,1.016516342E3
5.736553438E1,1.016516342E3
5.843725338E1,1.016516342E3
5.950897037E1,1.016515503E3
6.058069537E1,1.016515503E3
6.165237737E1,1.016516418E3
6.272410137E1,1.016516571E3
6.379582638E1,1.016516571E3
6.486758837E1,1.016517792E3
6.593936938E1,1.016517792E3
6.701115238E1,1.016518326E3
6.808299537E1,1.016518936E3
6.915483637E1,1.016519318E3
7.022664737E1,1.016519318E3
7.129843838E1,1.016519318E3
7.237023037E1,1.016517258E3
7.344201837E1,1.016515503E3
7.451381838E1,1.016515503E3
7.558560538E1,1.016516724E3
7.665745837E1,1.016517258E3
7.772931238E1,1.016518097E3
7.880111137E1,1.016517258E3
7.987289538E1,1.016517029E3
8.094469537E1,1.016513443E3
8.201649538E1,1.016512833E3
8.308833337E1,1.016512756E3
8.416011638E1,1.016511993E3
8.523189038E1,1.016511993E3
8.630364137E1,1.016514053E3
8.737534537E1,1.016515121E3
8.844707937E1,1.016515121E3
8.951886137E1,1.016516800E3
9.059063038E1,1.016519318E3
9.166244638E1,1.016519470E3
9.273426937E1,1.016519928E3
9.380605037E1,1.016519928E3
9.487779538E1,1.016519928E3
9.594955837E1,1.016518326E3
9.702136338E1,1.016518250E3
9.809322238E1,1.016517868E3
9.916501237E1,1.016516953E3
1.002368584E2,1.016513672E3
1.013086754E2,1.016510696E3
1.023804564E2,1.016508331E3
1.034522294E2,1.016505051E3
1.045240204E2,1.016504364E3
1.055957804E2,1.016502228E3
1.066675264E2,1.016499329E3
1.077392734E2,1.016497421E3
1.088109954E2,1.016496201E3
1.098827874E2,1.016495895E3
1.109545854E2,1.016494217E3
1.120263384E2,1.016492310E3
1.130980614E2,1.016490479E3
1.141697204E2,1.016488571E3
1.152414284E2,1.016488571E3
1.163131534E2,1.016487732E3
1.173848684E2,1.016487122E3
1.184566124E2,1.016487045E3
1.195282914E2,1.016485901E3
1.206000094E2,1.016484756E3
1.216717054E2,1.016483307E3
1.227433954E2,1.016481400E3
1.238150904E2,1.016481171E3
1.248867864E2,1.016479340E3
1.259585244E2,1.016477280E3
1.270302944E2,1.016476746E3
1.281020424E2,1.016475983E3
1.291737944E2,1.016475983E3
1.302455524E2,1.016475143E3
1.313173294E2,1.016475143E3
1.323890454E2,1.016472855E3
1.334607774E2,1.016471710E3
1.345325294E2,1.016469421E3
1.356043604E2,1.016468735E3
1.366762124E2,1.016466751E3
1.377480504E2,1.016465912E3
1.388198624E2,1.016465683E3
1.398916694E2,1.016465378E3
1.409634474E2,1.016464767E3
1.420352154E2,1.016464157E3
1.431069494E2,1.016463318E3
1.441787014E2,1.016463318E3
1.452505264E2,1.016464539E3
1.463223264E2,1.016464615E3
