"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
3.945500008E-3,3.655442414E-1,1.133848205E-1,-1.627421619E0
2.402950003E-2,6.523605479E-1,3.685871324E-1,-2.170954227E-1
4.411250004E-2,7.606088088E-1,3.610494867E-1,1.441128743E0
6.419650000E-2,1.194189936E0,3.960906807E-1,2.839805532E0
8.428050001E-2,1.591330557E0,5.137770054E-1,3.880180147E0
1.043645000E-1,1.445184664E0,6.012452120E-1,4.643215477E0
1.244485000E-1,8.504598288E-1,7.734866434E-1,3.986915222E0
1.445325000E-1,3.389861879E-1,1.283648608E0,2.816347672E0
1.646165000E-1,8.199608251E-1,1.444260804E0,2.764891005E0
1.847005000E-1,1.412551939E0,8.891094857E-1,4.268559812E0
2.047845000E-1,1.383263528E0,-2.622973233E-2,5.311178005E0
2.248685000E-1,7.943701203E-1,-5.603714204E-1,4.201543120E0
2.449525000E-1,5.996337559E-1,-5.635625383E-1,1.997173809E0
2.650365000E-1,1.282822981E0,-5.671997988E-1,3.640698659E-1
2.851205000E-1,1.892872638E0,-8.185593206E-1,-5.343384469E-1
3.052045000E-1,2.158855315E0,-1.039665933E0,-1.041349931E0
3.252885000E-1,2.136974595E0,-1.098141598E0,-1.726731314E0
3.453715000E-1,1.860575104E0,-1.159915385E0,-1.988273762E0
3.654555000E-1,1.170488466E0,-1.302314382E0,-1.749884534E0
3.855395000E-1,3.569228142E-2,-1.496952696E0,-1.913427063E0
4.056235000E-1,-5.113189090E-1,-1.443863778E0,-2.402251952E0
4.257075000E-1,-3.009847679E-1,-1.038158229E0,-2.825959325E0
4.457915000E-1,2.761252026E-1,-3.038669336E-1,-3.482881724E0
4.658755000E-1,8.310061058E-2,1.524252176E-1,-3.789183438E0
4.859595000E-1,-2.904568744E-1,4.132528433E-1,-3.658332108E0
5.060435000E-1,-3.452191370E-1,3.322823551E-1,-2.593535426E0
5.261275001E-1,-4.629230399E-1,5.522882295E-1,-1.251473719E0
5.462115000E-1,-5.331043189E-1,7.709460282E-1,-1.838212574E-1
5.662955000E-1,-6.118083898E-1,1.056752082E0,3.984889162E-1
5.863795000E-1,-8.655389940E-1,1.178317742E0,6.995392460E-1
6.064635000E-1,-9.269684529E-1,1.399935109E0,1.159700500E0
6.265475000E-1,-4.570747645E-1,9.067864957E-1,2.021557868E0
6.466305000E-1,-4.687636958E-2,1.156764320E0,3.083665414E0
6.667145000E-1,-2.472820390E-1,1.491412459E0,2.394165253E0
6.867985000E-1,-1.286256466E0,2.089661265E0,1.961372477E-1
7.068825000E-1,-1.873990224E0,2.947176198E0,-1.649095493E0
7.269665000E-1,-1.380384505E0,2.747177449E0,-7.722885489E-1
