"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528556880E-1,-7.208209950E-3,2.993239760E-1,1.117010694E-2
1.748510000E-1,-1.393645406E-1,5.279970169E-1,-7.267551124E-2
1.948510000E-1,-1.961924583E-1,5.794667602E-1,-3.317870945E-2
2.148510000E-1,-2.021091282E-1,3.231826127E-1,8.037241548E-2
2.348510000E-1,-1.992991418E-1,1.978505254E-1,1.896823794E-1
2.568510000E-1,-1.362404078E-1,-2.059488557E-3,2.467895597E-1
2.788556880E-1,-7.199483365E-2,-4.030488729E-1,2.212030292E-1
3.008494380E-1,-5.995205790E-2,-6.974859238E-1,1.651255935E-1
3.208510000E-1,-2.759365551E-2,-7.233865857E-1,1.360658705E-1
3.428510000E-1,5.897467583E-2,-4.314977527E-1,1.037947312E-1
3.628510000E-1,5.541420355E-2,-8.276351541E-2,1.043706909E-1
3.828510000E-1,-9.087929130E-2,2.101899981E-1,1.763655245E-1
4.028588130E-1,-2.553416789E-1,2.761634588E-1,2.605951130E-1
4.248494380E-1,-3.145257831E-1,2.115688175E-1,2.608743608E-1
4.448510000E-1,-3.042632341E-1,1.453161091E-1,1.999449134E-1
4.668494380E-1,-3.047170341E-1,1.324530393E-1,1.494176388E-1
4.868494380E-1,-2.665466964E-1,1.740093231E-1,1.502728462E-1
5.068510000E-1,-1.580919176E-1,1.822472811E-1,1.245816052E-1
5.268510000E-1,-5.705481395E-2,1.801528782E-1,6.496115774E-2
5.488494380E-1,-4.263839498E-2,1.938711703E-1,4.379031062E-2
5.688510000E-1,-1.129402518E-1,2.993239760E-1,2.996730246E-2
5.908510000E-1,-2.049190998E-1,3.632902801E-1,-1.881464943E-2
6.128494380E-1,-2.033657581E-1,1.921607554E-1,-6.110397726E-2
6.328510000E-1,-1.218239814E-1,6.375687569E-2,-9.018116444E-2
6.528510000E-1,-1.436406001E-2,3.637266159E-2,-1.036027446E-1
6.748494380E-1,6.695082784E-2,6.578145921E-2,-1.518785506E-1
6.948494380E-1,-4.234168679E-2,2.028945237E-1,-1.406211704E-1
7.148494380E-1,-2.701944113E-1,2.347991467E-1,-1.319294423E-1
7.348510000E-1,-3.717900217E-1,-7.881906629E-2,-1.499237865E-1
7.568494380E-1,-3.405835629E-1,-4.274136722E-1,-1.712691635E-1
7.768494380E-1,-2.376091182E-1,-5.926614404E-1,-1.777966917E-1
7.968494380E-1,-2.443460980E-3,-7.565478683E-1,-1.808510125E-1
8.168494380E-1,3.677583337E-1,-9.569989443E-1,-2.542770207E-1
8.368510000E-1,6.985331178E-1,-1.005728483E0,-3.891560733E-1
8.568510000E-1,8.033925295E-1,-8.114908338E-1,-5.158320665E-1
8.788510000E-1,5.685933828E-1,-4.169591665E-1,-5.639507771E-1
9.008494380E-1,9.285151958E-2,-1.229933500E-1,-5.475272536E-1
