"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.446000000E-2,3.118750000E1,-3.225000000E1,-2.081250000E1
4.446000000E-2,3.118750000E1,-3.168750000E1,-2.143750000E1
6.446000000E-2,3.087500000E1,-3.175000000E1,-2.206250000E1
8.446000000E-2,3.075000000E1,-3.168750000E1,-2.281250000E1
1.044600000E-1,3.043750000E1,-3.156250000E1,-2.331250000E1
1.244662500E-1,3.081250000E1,-3.137500000E1,-2.368750000E1
1.544600000E-1,3.081250000E1,-3.131250000E1,-2.331250000E1
1.744693750E-1,3.093750000E1,-3.118750000E1,-2.250000000E1
2.044600000E-1,2.756250000E1,-3.162500000E1,-2.318750000E1
2.244600000E-1,2.375000000E1,-3.256250000E1,-2.381250000E1
2.444600000E-1,1.956250000E1,-3.362500000E1,-2.506250000E1
2.644646880E-1,1.543750000E1,-3.437500000E1,-2.637500000E1
2.944584380E-1,1.256250000E1,-3.481250000E1,-2.681250000E1
3.144631250E-1,1.193750000E1,-3.468750000E1,-2.706250000E1
3.444584380E-1,1.106250000E1,-3.481250000E1,-2.737500000E1
3.644662500E-1,1.112500000E1,-3.475000000E1,-2.750000000E1
3.944600000E-1,1.112500000E1,-3.493750000E1,-2.800000000E1
4.244584380E-1,1.143750000E1,-3.481250000E1,-2.806250000E1
4.444584380E-1,1.143750000E1,-3.487500000E1,-2.837500000E1
4.644678130E-1,1.125000000E1,-3.487500000E1,-2.850000000E1
4.944584380E-1,1.162500000E1,-3.487500000E1,-2.843750000E1
5.144646880E-1,1.150000000E1,-3.481250000E1,-2.843750000E1
5.444584380E-1,1.156250000E1,-3.493750000E1,-2.843750000E1
5.644584380E-1,1.143750000E1,-3.487500000E1,-2.837500000E1
5.844584380E-1,1.118750000E1,-3.468750000E1,-2.856250000E1
6.044584380E-1,1.162500000E1,-3.468750000E1,-2.881250000E1
6.244584380E-1,1.162500000E1,-3.468750000E1,-2.893750000E1
6.444584380E-1,1.206250000E1,-3.431250000E1,-2.887500000E1
6.644584380E-1,1.243750000E1,-3.412500000E1,-2.893750000E1
6.844584380E-1,1.250000000E1,-3.412500000E1,-2.887500000E1
7.044584380E-1,1.281250000E1,-3.418750000E1,-2.868750000E1
7.244584380E-1,1.300000000E1,-3.418750000E1,-2.881250000E1
7.444584380E-1,1.268750000E1,-3.412500000E1,-2.906250000E1
7.644584380E-1,1.231250000E1,-3.400000000E1,-2.937500000E1
7.844584380E-1,1.218750000E1,-3.387500000E1,-2.956250000E1
8.044600000E-1,1.206250000E1,-3.343750000E1,-2.962500000E1
8.344600000E-1,1.143750000E1,-3.356250000E1,-2.956250000E1
8.544600000E-1,1.143750000E1,-3.368750000E1,-2.981250000E1
8.744600000E-1,1.156250000E1,-3.412500000E1,-2.975000000E1
8.944600000E-1,1.168750000E1,-3.425000000E1,-2.981250000E1
9.244584380E-1,1.231250000E1,-3.431250000E1,-3.068750000E1
9.444584380E-1,1.256250000E1,-3.431250000E1,-3.100000000E1
9.644584380E-1,1.268750000E1,-3.362500000E1,-3.143750000E1
9.844584380E-1,1.262500000E1,-3.368750000E1,-3.168750000E1
1.004458438E0,1.256250000E1,-3.331250000E1,-3.137500000E1
1.024458438E0,1.275000000E1,-3.300000000E1,-3.118750000E1
1.044458438E0,1.293750000E1,-3.281250000E1,-3.112500000E1
1.064458438E0,1.312500000E1,-3.250000000E1,-3.118750000E1
1.084458438E0,1.387500000E1,-3.212500000E1,-3.112500000E1
1.104458438E0,1.400000000E1,-3.200000000E1,-3.137500000E1
1.124458438E0,1.418750000E1,-3.181250000E1,-3.131250000E1
1.144458438E0,1.462500000E1,-3.156250000E1,-3.143750000E1
1.164458438E0,1.475000000E1,-3.125000000E1,-3.156250000E1
1.184458438E0,1.500000000E1,-3.075000000E1,-3.212500000E1
1.204458438E0,1.531250000E1,-2.987500000E1,-3.250000000E1
1.224458438E0,1.556250000E1,-2.950000000E1,-3.268750000E1
1.244458438E0,1.587500000E1,-2.893750000E1,-3.312500000E1
1.264460000E0,1.593750000E1,-2.856250000E1,-3.331250000E1
1.294458438E0,1.731250000E1,-2.806250000E1,-3.331250000E1
1.314458438E0,1.862500000E1,-2.800000000E1,-3.281250000E1
1.334458438E0,2.018750000E1,-2.812500000E1,-3.200000000E1
1.354460000E0,2.031250000E1,-2.831250000E1,-3.150000000E1
1.384458438E0,1.787500000E1,-2.943750000E1,-3.206250000E1
1.404458438E0,1.575000000E1,-3.018750000E1,-3.275000000E1
1.424458438E0,1.362500000E1,-3.031250000E1,-3.337500000E1
1.444458438E0,1.137500000E1,-3.125000000E1,-3.406250000E1
1.464458438E0,9.125000000E0,-3.218750000E1,-3.400000000E1
1.484458438E0,7.500000000E0,-3.325000000E1,-3.387500000E1
1.504458438E0,6.312500000E0,-3.400000000E1,-3.318750000E1
1.524458438E0,5.937500000E0,-3.475000000E1,-3.287500000E1
1.544458438E0,6.125000000E0,-3.506250000E1,-3.231250000E1
1.564458438E0,6.750000000E0,-3.518750000E1,-3.187500000E1
1.584458438E0,8.125000000E0,-3.512500000E1,-3.137500000E1
1.604458438E0,9.750000000E0,-3.500000000E1,-3.150000000E1
1.624458438E0,1.112500000E1,-3.500000000E1,-3.093750000E1
1.644458438E0,1.293750000E1,-3.475000000E1,-3.068750000E1
1.664460000E0,1.437500000E1,-3.431250000E1,-3.068750000E1
1.694458438E0,1.668750000E1,-3.387500000E1,-2.968750000E1
1.714458438E0,1.793750000E1,-3.368750000E1,-2.931250000E1
1.734460000E0,1.893750000E1,-3.337500000E1,-2.868750000E1
1.764458438E0,1.962500000E1,-3.343750000E1,-2.800000000E1
1.784458438E0,2.012500000E1,-3.356250000E1,-2.781250000E1
1.804458438E0,2.037500000E1,-3.337500000E1,-2.787500000E1
1.824458438E0,2.025000000E1,-3.318750000E1,-2.825000000E1
1.844458438E0,2.050000000E1,-3.287500000E1,-2.862500000E1
1.864458438E0,2.075000000E1,-3.275000000E1,-2.881250000E1
1.884458438E0,2.131250000E1,-3.193750000E1,-2.943750000E1
1.904458438E0,2.162500000E1,-3.125000000E1,-3.000000000E1
1.924458438E0,2.175000000E1,-3.050000000E1,-3.043750000E1
1.944458438E0,2.156250000E1,-3.006250000E1,-3.106250000E1
1.964458438E0,2.137500000E1,-2.937500000E1,-3.168750000E1
1.984458438E0,2.112500000E1,-2.925000000E1,-3.231250000E1
2.004458438E0,2.056250000E1,-2.925000000E1,-3.293750000E1
2.024458438E0,2.012500000E1,-2.900000000E1,-3.325000000E1
2.044458438E0,1.987500000E1,-2.893750000E1,-3.368750000E1
2.064460000E0,2.000000000E1,-2.881250000E1,-3.362500000E1
2.094460000E0,2.087500000E1,-2.918750000E1,-3.331250000E1
2.124458438E0,2.137500000E1,-2.950000000E1,-3.306250000E1
2.144458438E0,2.156250000E1,-2.962500000E1,-3.318750000E1
2.164458438E0,2.168750000E1,-2.950000000E1,-3.300000000E1
2.184458438E0,2.187500000E1,-2.931250000E1,-3.281250000E1
2.204458438E0,2.231250000E1,-2.943750000E1,-3.312500000E1
2.224458438E0,2.250000000E1,-2.937500000E1,-3.300000000E1
2.244460000E0,2.268750000E1,-2.912500000E1,-3.287500000E1
2.274458438E0,2.287500000E1,-2.893750000E1,-3.350000000E1
2.294458438E0,2.293750000E1,-2.843750000E1,-3.343750000E1
2.314458438E0,2.287500000E1,-2.818750000E1,-3.356250000E1
2.334458438E0,2.312500000E1,-2.800000000E1,-3.375000000E1
2.354458438E0,2.318750000E1,-2.768750000E1,-3.356250000E1
2.374458438E0,2.325000000E1,-2.725000000E1,-3.387500000E1
2.394458438E0,2.312500000E1,-2.675000000E1,-3.418750000E1
2.414458438E0,2.337500000E1,-2.618750000E1,-3.443750000E1
2.434458438E0,2.343750000E1,-2.562500000E1,-3.475000000E1
