"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211383692E1,1.189539781E2,1.675628672E1,1.568069816E0,1.398562317E2,2.220625114E1,2.220625114E1
1.004538541E0,3.211379638E1,1.189538509E2,3.109632399E1,1.424331069E0,1.189909515E2,1.785179710E1,1.785179710E1
1.993027083E0,3.211376638E1,1.189537822E2,4.119050788E1,1.330670476E0,1.209318161E2,1.645198822E1,1.645198822E1
2.701100000E0,3.211376481E1,1.189538511E2,3.731142841E1,7.912614942E-1,1.378167419E2,1.227328682E1,1.227328682E1
3.700941145E0,3.211372859E1,1.189537692E2,4.958119282E1,7.462504506E-1,1.447387695E2,1.116675758E1,1.116675758E1
4.707609895E0,3.211373119E1,1.189538132E2,4.887506548E1,9.388946295E-1,1.037590866E2,9.982987404E0,9.982987404E0
5.698711978E0,3.211372189E1,1.189538213E2,4.824303237E1,6.998359561E-1,1.037590866E2,8.866930008E0,8.866930008E0
6.718976561E0,3.211371682E1,1.189538416E2,4.621367332E1,8.188084960E-1,1.461864624E2,7.645929337E0,7.645929337E0
7.719656770E0,3.211370794E1,1.189538589E2,4.142488005E1,1.018723369E0,1.361392822E2,4.699999809E0,4.699999809E0
8.712043749E0,3.211370601E1,1.189538920E2,3.846327571E1,1.079996347E0,1.731626282E2,4.699999809E0,4.699999809E0
9.721358853E0,3.211369828E1,1.189539025E2,3.711704913E1,1.171955943E0,1.667758179E2,4.699999809E0,4.699999809E0
1.072199114E1,3.211367896E1,1.189539016E2,3.388940147E1,1.225362659E0,1.592401276E2,4.699999809E0,4.699999809E0
1.171469427E1,3.211366577E1,1.189539103E2,3.164353592E1,1.280518532E0,1.766323853E2,4.699999809E0,4.699999809E0
1.272551406E1,3.211365635E1,1.189539195E2,2.982083964E1,1.321913838E0,1.760598297E2,4.699999809E0,4.699999809E0
1.371023542E1,3.211364885E1,1.189539203E2,2.835448018E1,1.345950842E0,1.871613922E2,4.699999809E0,4.699999809E0
1.471371198E1,3.211365252E1,1.189539307E2,2.678433052E1,1.405832052E0,1.851698456E2,4.699999809E0,4.699999809E0
1.571114375E1,3.211365216E1,1.189539506E2,2.578259350E1,1.470037699E0,1.861889496E2,4.699999809E0,4.699999809E0
1.671808437E1,3.211365014E1,1.189539692E2,2.455415788E1,1.491988063E0,1.949124908E2,4.699999809E0,4.699999809E0
1.770599062E1,3.211364758E1,1.189539781E2,2.347901357E1,1.486972690E0,1.934017029E2,4.699999809E0,4.699999809E0
1.870810573E1,3.211364302E1,1.189539865E2,2.282209883E1,1.255340099E0,1.916548157E2,4.699999809E0,4.699999809E0
1.970909114E1,3.211363650E1,1.189539898E2,2.206447331E1,1.284649372E0,2.130066223E2,4.699999809E0,4.699999809E0
2.072444531E1,3.211362448E1,1.189539823E2,2.201156727E1,1.306040287E0,2.093237152E2,4.699999809E0,4.699999809E0
2.170775416E1,3.211361559E1,1.189539824E2,2.143683798E1,9.605945349E-1,1.923431396E2,4.699999809E0,4.699999809E0
2.271631406E1,3.211360692E1,1.189539811E2,2.109859711E1,1.032814980E0,1.824407043E2,4.699999809E0,4.699999809E0
2.371635416E1,3.211359969E1,1.189539802E2,2.057621116E1,1.001095176E0,1.859749603E2,4.699999809E0,4.699999809E0
2.471365104E1,3.211359009E1,1.189539825E2,2.039621197E1,1.054105878E0,1.726085663E2,4.699999809E0,4.699999809E0
2.570895677E1,3.211358938E1,1.189539977E2,1.932804587E1,1.073907971E0,1.560407562E2,4.699999809E0,4.699999809E0
2.671115468E1,3.211358757E1,1.189540098E2,1.855023870E1,1.049071908E0,1.536693268E2,4.699999809E0,4.699999809E0
2.770917343E1,3.211358624E1,1.189540214E2,1.771454253E1,9.925826788E-1,1.470900421E2,4.683248043E0,4.683248043E0
2.870998489E1,3.211358123E1,1.189540257E2,1.746495387E1,9.639315605E-1,1.532468872E2,4.398294926E0,4.398294926E0
2.971025416E1,3.211357433E1,1.189540270E2,1.712343560E1,1.024696231E0,1.566665497E2,4.150591850E0,4.150591850E0
3.071478020E1,3.211356646E1,1.189540286E2,1.707529938E1,1.020195484E0,1.566201019E2,4.255843639E0,4.255843639E0
3.171741406E1,3.211356063E1,1.189540284E2,1.694681062E1,1.021766186E0,1.625156708E2,4.413461685E0,4.413461685E0
3.271348281E1,3.211354903E1,1.189540308E2,1.714128454E1,1.029727221E0,1.682756042E2,4.502168179E0,4.502168179E0
3.372363281E1,3.211353888E1,1.189540351E2,1.716725569E1,9.903962016E-1,1.647023163E2,4.511582851E0,4.511582851E0
3.472237916E1,3.211353254E1,1.189540396E2,1.705746042E1,8.109593391E-1,1.635966644E2,4.444368839E0,4.444368839E0
3.572188854E1,3.211352779E1,1.189540388E2,1.696156615E1,6.824094653E-1,1.590879822E2,4.340693951E0,4.340693951E0
3.672203281E1,3.211352170E1,1.189540405E2,1.691347914E1,8.626331687E-1,1.588820038E2,4.371880531E0,4.371880531E0
3.771567447E1,3.211351080E1,1.189540466E2,1.714200479E1,9.491876960E-1,1.529369812E2,4.436295509E0,4.436295509E0
3.871694218E1,3.211349915E1,1.189540499E2,1.714340744E1,9.977036715E-1,1.622283936E2,4.467635155E0,4.467635155E0
3.971734322E1,3.211348823E1,1.189540547E2,1.705672592E1,1.069111228E0,1.581809845E2,4.549591064E0,4.549591064E0
4.071353333E1,3.211347780E1,1.189540608E2,1.704954518E1,1.085975170E0,1.552138367E2,4.744196892E0,4.744196892E0
4.171630624E1,3.211346763E1,1.189540700E2,1.713006710E1,1.078342676E0,1.624379425E2,4.699999809E0,4.699999809E0
4.271766874E1,3.211345717E1,1.189540765E2,1.703630058E1,8.951409459E-1,1.620839539E2,4.699999809E0,4.699999809E0
4.371342499E1,3.211344645E1,1.189540818E2,1.707270528E1,7.953467369E-1,1.672195435E2,4.699999809E0,4.699999809E0
4.471524635E1,3.211343748E1,1.189540869E2,1.744322102E1,9.297196269E-1,1.680904388E2,4.699999809E0,4.699999809E0
4.571558281E1,3.211342864E1,1.189540917E2,1.754085725E1,9.820312262E-1,1.665293579E2,4.699999809E0,4.699999809E0
4.672103176E1,3.211341892E1,1.189540900E2,1.760229883E1,1.028676510E0,1.563072815E2,4.699999809E0,4.699999809E0
4.770758228E1,3.211340952E1,1.189540934E2,1.769322608E1,9.803351164E-1,1.673548889E2,4.850068092E0,4.850068092E0
4.872286093E1,3.211339564E1,1.189540903E2,1.804789817E1,9.484046698E-1,1.642529907E2,4.438447475E0,4.438447475E0
4.971542968E1,3.211338679E1,1.189540861E2,1.823851532E1,9.431435466E-1,1.442132568E2,4.083739281E0,4.083739281E0
5.072002447E1,3.211337500E1,1.189540855E2,1.843476294E1,8.412060142E-1,1.458345490E2,3.513388395E0,3.513388395E0
5.171759374E1,3.211336845E1,1.189540896E2,1.819360810E1,8.175152540E-1,1.373337708E2,3.272819519E0,3.272819519E0
5.270611874E1,3.211336169E1,1.189540949E2,1.811812510E1,9.994667172E-1,1.193109894E2,3.219374895E0,3.219374895E0
5.371276718E1,3.211335532E1,1.189541036E2,1.812047316E1,1.050267220E0,1.181684875E2,3.264696598E0,3.264696598E0
5.471085937E1,3.211335152E1,1.189541138E2,1.810873120E1,1.127588630E0,1.162644958E2,3.356926680E0,3.356926680E0
5.572481718E1,3.211334715E1,1.189541232E2,1.808735668E1,1.144111633E0,1.032762146E2,3.456293583E0,3.456293583E0
5.670153489E1,3.211334333E1,1.189541321E2,1.802496918E1,1.114011884E0,1.146370544E2,3.565280914E0,3.565280914E0
5.771339426E1,3.211333878E1,1.189541410E2,1.794858429E1,1.010930419E0,1.229867401E2,3.704010010E0,3.704010010E0
5.870762968E1,3.211333197E1,1.189541538E2,1.775409176E1,1.043151736E0,1.282256012E2,3.795723438E0,3.795723438E0
5.971558489E1,3.211332458E1,1.189541638E2,1.764463801E1,1.108995318E0,1.273250275E2,3.960089207E0,3.960089207E0
6.071361405E1,3.211331676E1,1.189541716E2,1.754074541E1,1.063453674E0,1.244180450E2,4.229144573E0,4.229144573E0
6.171651093E1,3.211331169E1,1.189541806E2,1.731194469E1,1.059278846E0,1.235459137E2,4.390812397E0,4.390812397E0
6.270877134E1,3.211330689E1,1.189541911E2,1.701553591E1,8.823128343E-1,1.210469666E2,4.433403969E0,4.433403969E0
6.372219426E1,3.211329961E1,1.189542003E2,1.660741695E1,8.566696644E-1,1.122486420E2,4.386884212E0,4.386884212E0
6.471530364E1,3.211329967E1,1.189542140E2,1.605666924E1,1.029218316E0,1.271994171E2,4.354277611E0,4.354277611E0
6.571500520E1,3.211329856E1,1.189542245E2,1.580635502E1,1.059574485E0,1.387575989E2,4.285452843E0,4.285452843E0
6.671628957E1,3.211329308E1,1.189542367E2,1.560791797E1,1.028625250E0,1.324857025E2,4.133203983E0,4.133203983E0
6.772037551E1,3.211328595E1,1.189542484E2,1.550850013E1,9.772078395E-1,1.457853394E2,4.099181175E0,4.099181175E0
6.872355207E1,3.211328063E1,1.189542588E2,1.516281640E1,9.674690366E-1,1.609983521E2,4.018011093E0,4.018011093E0
6.971697186E1,3.211327652E1,1.189542651E2,1.497042014E1,9.337902069E-1,1.225527039E2,3.811753750E0,3.811753750E0
7.071179166E1,3.211327108E1,1.189542765E2,1.491495070E1,9.768840671E-1,1.006672668E2,3.639463902E0,3.639463902E0
7.172585311E1,3.211326730E1,1.189542914E2,1.484037299E1,8.688194156E-1,1.016592407E2,3.626854658E0,3.626854658E0
7.271448957E1,3.211326414E1,1.189543074E2,1.463717654E1,1.025846004E0,9.473706055E1,3.600762129E0,3.600762129E0
7.371326353E1,3.211326419E1,1.189543235E2,1.435967300E1,1.087909102E0,9.410369873E1,3.594092131E0,3.594092131E0
7.471791301E1,3.211326591E1,1.189543415E2,1.406335569E1,9.091745019E-1,8.917977905E1,3.675437212E0,3.675437212E0
7.572429530E1,3.211326811E1,1.189543572E2,1.379503359E1,1.056405544E0,8.724752808E1,3.768730879E0,3.768730879E0
7.671333280E1,3.211326890E1,1.189543725E2,1.364091043E1,1.115585804E0,8.517321777E1,3.927538633E0,3.927538633E0
7.771764113E1,3.211326917E1,1.189543867E2,1.348776569E1,1.110683441E0,8.715312195E1,3.942366362E0,3.942366362E0
7.870786822E1,3.211327041E1,1.189544029E2,1.336410784E1,1.142403603E0,9.096057129E1,4.050618172E0,4.050618172E0
7.970781822E1,3.211326990E1,1.189544189E2,1.323208156E1,1.116495371E0,9.054385376E1,4.100533009E0,4.100533009E0
8.071418749E1,3.211326969E1,1.189544352E2,1.306265285E1,1.157747269E0,9.779043579E1,4.077869892E0,4.077869892E0
8.171382707E1,3.211326872E1,1.189544468E2,1.297334458E1,9.383152127E-1,9.480178833E1,4.048997402E0,4.048997402E0
8.271895468E1,3.211327001E1,1.189544617E2,1.287727916E1,8.683294058E-1,7.826631165E1,3.881097078E0,3.881097078E0
8.371967499E1,3.211327051E1,1.189544700E2,1.278491218E1,1.043997407E0,7.588851166E1,3.724053144E0,3.724053144E0
8.471208905E1,3.211327208E1,1.189544812E2,1.269436257E1,1.111340761E0,8.403911591E1,3.503305435E0,3.503305435E0
8.571813020E1,3.211327172E1,1.189544917E2,1.255857316E1,1.118342638E0,8.453982544E1,3.420886278E0,3.420886278E0
8.671792759E1,3.211327223E1,1.189545072E2,1.251442535E1,1.137404561E0,9.073828125E1,3.188628674E0,3.188628674E0
8.771254738E1,3.211327350E1,1.189545211E2,1.242318540E1,1.146883726E0,8.730007935E1,3.206964493E0,3.206964493E0
8.871171613E1,3.211327525E1,1.189545344E2,1.231263633E1,1.149115324E0,8.354763794E1,3.150068998E0,3.150068998E0
8.971542395E1,3.211327597E1,1.189545460E2,1.225608916E1,1.167592764E0,7.955442810E1,3.169741869E0,3.169741869E0
9.071250884E1,3.211327713E1,1.189545595E2,1.225086219E1,9.493092895E-1,8.020466614E1,3.159141064E0,3.159141064E0
9.172363436E1,3.211327914E1,1.189545722E2,1.220557029E1,8.186391592E-1,6.068657684E1,3.235024929E0,3.235024929E0
