"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,5.427176133E-2,2.349133253E0,1.045234776E1
2.000000000E-2,7.960242033E-2,2.763454676E0,1.043909264E1
4.000000000E-2,-1.915169805E-1,2.726143360E0,1.085373020E1
6.000000000E-2,-9.858173132E-1,4.037016392E0,1.144688034E1
8.000000000E-2,-1.156878248E-1,3.388197422E0,1.059397888E1
1.000000000E-1,4.292899370E-1,2.373927593E0,1.038440895E1
1.200062500E-1,1.063715100E0,1.556116223E0,1.043121052E1
1.420000000E-1,1.425507665E0,1.090980172E0,1.000422001E1
1.620000000E-1,1.037177682E0,1.042473793E0,9.929837227E0
1.820000000E-1,2.063993365E-1,1.030205846E0,1.063105106E1
2.020078130E-1,-7.093349099E-1,8.357008696E-1,1.131362820E1
2.240000000E-1,-1.116052389E0,5.808333158E-1,1.093521976E1
2.440062500E-1,-1.093824625E0,5.409650803E-1,1.080601883E1
2.659984380E-1,-7.094306350E-1,5.568817258E-1,1.071665764E1
2.860031250E-1,-1.534874886E-1,7.976330519E-1,9.792964935E0
3.080000000E-1,2.287515998E-1,1.216848254E0,8.851325035E0
3.280000000E-1,6.510600448E-1,1.463268995E0,8.119063377E0
3.499984380E-1,8.064820766E-1,1.838842630E0,7.473385811E0
3.699984380E-1,5.920669436E-1,2.171320438E0,7.252467632E0
3.900000000E-1,2.075772882E-1,2.105556726E0,7.835523129E0
4.120000000E-1,2.572904825E-1,1.662265539E0,8.919196129E0
4.340109380E-1,6.169474721E-1,1.513844132E0,9.470083237E0
4.559984380E-1,5.617084503E-1,1.616737485E0,9.471175194E0
4.760015630E-1,5.134509206E-1,1.808666110E0,9.492023468E0
4.980000000E-1,8.038963079E-1,1.943172336E0,9.672776222E0
5.180031250E-1,9.371097088E-1,2.075753689E0,9.541602135E0
5.399984380E-1,9.161939621E-1,2.307981730E0,9.322140694E0
5.599984380E-1,1.081671596E0,2.356449842E0,9.171622276E0
5.799984380E-1,1.153172016E0,2.277354956E0,9.491151810E0
5.999984380E-1,1.011598110E0,2.255472183E0,1.040527725E1
6.199984380E-1,8.651496172E-1,2.278887510E0,1.079898930E1
6.399984380E-1,8.167388439E-1,2.351747751E0,1.085447788E1
6.599984380E-1,9.926360250E-1,2.455397367E0,1.077172470E1
6.799984380E-1,8.806065917E-1,2.506566525E0,1.034449291E1
6.999984380E-1,6.189873219E-1,2.450092077E0,1.040291214E1
7.199984380E-1,2.336357683E-1,2.179882288E0,1.145169640E1
7.399984380E-1,-5.915593728E-2,1.843745947E0,1.221288967E1
7.599984380E-1,-1.223245561E-1,1.650696754E0,1.210631943E1
7.799984380E-1,-2.070697248E-1,1.305797577E0,1.204140759E1
8.000000000E-1,-4.155376554E-2,9.113576412E-1,1.188992214E1
8.219984380E-1,1.856368184E-1,6.594972610E-1,1.078079319E1
8.420000000E-1,2.330228537E-1,5.279885530E-1,9.160732269E0
8.620000000E-1,-6.110002846E-2,7.831529379E-1,7.583767891E0
8.820000000E-1,-5.436561704E-1,8.884978294E-1,6.914415836E0
9.020000000E-1,-9.499713778E-1,6.174646020E-1,7.145504475E0
9.220000000E-1,-1.366073966E0,5.867517591E-1,8.115490913E0
9.420000000E-1,-1.557303667E0,5.763897300E-1,9.483471870E0
9.620000000E-1,-1.203507662E0,3.345178664E-1,1.048960018E1
9.820000000E-1,-6.450650096E-1,1.310873330E-1,1.005694962E1
1.002000000E0,-3.254103065E-1,4.518433213E-1,8.684526443E0
1.022000000E0,-2.530958652E-1,1.074881554E0,7.367916584E0
1.043998438E0,-3.731698692E-1,1.661422729E0,6.468395710E0
1.063998438E0,-4.606922865E-1,1.942990422E0,6.274590015E0
1.083998438E0,-4.214848280E-1,2.075629234E0,6.552374363E0
1.103998438E0,-3.842406273E-1,2.099360704E0,7.014867306E0
1.123998438E0,-2.909721136E-1,1.865782261E0,7.467802048E0
1.143998438E0,-1.253316700E-1,1.735489726E0,7.947312832E0
1.163998438E0,-1.228129715E-1,1.741159320E0,8.417515755E0
1.183998438E0,-3.016023934E-1,1.656385422E0,9.445652008E0
1.203998438E0,-5.528498888E-1,1.652171493E0,1.047278404E1
1.223998438E0,-6.521709561E-1,1.660838604E0,1.101882553E1
1.243998438E0,-6.137679219E-1,1.734340549E0,1.118699360E1
1.263998438E0,-4.408108592E-1,1.733488321E0,1.147095490E1
1.283998438E0,-6.530233026E-1,1.554181695E0,1.115319729E1
1.303998438E0,-3.017240047E0,1.651261687E0,1.080815411E1
