"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
2.702583333E-2,-1.368154907E0,2.775977325E0,9.244326324E0
4.693983333E-2,-1.464853821E0,2.765499115E0,9.248517609E0
6.685383333E-2,-1.515298920E0,2.736758881E0,9.410480804E0
8.676883333E-2,-1.374591522E0,2.633773041E0,9.530680847E0
1.066828333E-1,-1.251248016E0,2.451901245E0,1.008976822E1
1.265978333E-1,-1.493294678E0,2.296823730E0,9.918823700E0
1.465118333E-1,-1.605411530E0,2.409539337E0,9.673334198E0
1.664258333E-1,-1.855391693E0,2.396815796E0,9.735754395E0
1.863408333E-1,-1.910626831E0,2.300266571E0,9.375004578E0
2.062548333E-1,-1.864971771E0,2.233655090E0,9.234297180E0
2.261698333E-1,-2.301613770E0,2.357148285E0,9.166338501E0
2.460838333E-1,-2.673290863E0,2.691103821E0,9.236841888E0
2.659988333E-1,-2.501448212E0,2.636916504E0,9.298813019E0
2.859128333E-1,-2.231260071E0,2.363584900E0,9.201964417E0
3.058268333E-1,-1.929786987E0,2.365381165E0,9.188342743E0
3.257418333E-1,-1.566642151E0,2.278861084E0,9.559570770E0
3.456558333E-1,-1.496438141E0,1.819765778E0,9.591604156E0
3.655708333E-1,-1.384470978E0,1.763482819E0,9.576784973E0
3.854848333E-1,-7.851173401E-1,1.510957947E0,9.362430725E0
4.053998333E-1,-3.179388428E-1,1.205143890E0,9.371711426E0
4.253138333E-1,-2.082170105E-1,1.448837128E0,9.466165009E0
4.452278333E-1,-5.105882263E-1,1.479223938E0,9.664951630E0
4.651428333E-1,-5.198689270E-1,1.532064056E0,9.792636108E0
4.850568333E-1,-5.417234802E-1,1.487307129E0,9.621242523E0
5.049718333E-1,-3.326083374E-1,1.385818176E0,9.298813019E0
5.248858333E-1,-1.294807434E-1,1.295406189E0,9.275910645E0
5.448008333E-1,-1.643582153E-1,1.221459961E0,9.637109528E0
5.647148333E-1,-2.905458069E-1,1.282233582E0,1.021730301E1
5.846288333E-1,-4.034111023E-1,1.217717743E0,9.974657593E0
6.045438333E-1,-3.110531616E-1,1.201401672E0,9.334888000E0
6.244578333E-1,-2.969824219E-1,1.239422607E0,9.428742828E0
6.443728333E-1,-6.741979980E-1,1.407073975E0,9.621392212E0
6.642868333E-1,-6.487509155E-1,1.375938721E0,9.736353149E0
6.842018333E-1,-1.845661926E-1,1.363664246E0,9.550739136E0
7.041158333E-1,9.580078125E-3,1.051263885E0,9.580227814E0
7.240298333E-1,-2.167492676E-1,1.226399689E0,9.449399872E0
7.439448333E-1,-1.580712891E-1,1.262324982E0,9.602082367E0
7.638588333E-1,-3.020718384E-1,1.034947815E0,9.524393921E0
7.837738333E-1,-3.270698547E-1,9.541159058E-1,9.501790924E0
8.036878333E-1,3.712280273E-2,1.025218048E0,9.737550659E0
8.236028333E-1,-2.020797729E-1,8.161029053E-1,9.696236572E0
8.435168333E-1,-5.270539856E-1,1.071471863E0,9.765991516E0
8.634308333E-1,-4.834945679E-1,8.815168762E-1,9.805359650E0
8.833458333E-1,-4.625381470E-1,8.532257080E-1,9.235195312E0
9.032598333E-1,-9.283694458E-1,6.198609924E-1,1.066023193E1
9.231748333E-1,-3.535647583E-1,2.001338196E-1,1.064421524E1
9.430888333E-1,-8.343649292E-1,6.435118103E-1,9.510622559E0
9.630036667E-1,-7.280859375E-1,5.508544922E-1,9.399852905E0
9.829176667E-1,-9.107061768E-1,6.388714600E-1,9.689350891E0
1.002832667E0,-8.240364075E-1,6.204597473E-1,9.829010468E0
1.022746667E0,-7.584727478E-1,6.288423157E-1,9.687704315E0
1.042660667E0,-6.632707214E-1,6.243516541E-1,9.420210571E0
1.062575667E0,-6.004014587E-1,7.385641479E-1,9.473499756E0
1.082489667E0,-8.852590942E-1,7.448510742E-1,9.547895050E0
1.102404667E0,-7.369175720E-1,6.071374512E-1,9.655072174E0
1.122318667E0,-7.186555481E-1,7.677534485E-1,9.736802216E0
