"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.997600079E-2,3.211453666E1,1.189537463E2,1.623898888E1,-1.000000000E0,-1.000000000E0,6.540366769E1,6.540366769E1
1.472158074E0,3.211480745E1,1.189531739E2,1.133649540E1,5.559999943E0,2.418750000E2,6.949103301E1,6.949103301E1
1.674377084E0,3.211479086E1,1.189531372E2,1.148560429E1,5.559999943E0,2.418750000E2,7.180413181E1,7.180413181E1
2.676430106E0,3.211490187E1,1.189531693E2,1.577430058E1,5.559999943E0,2.418750000E2,8.945930546E0,8.945930546E0
3.679489017E0,3.211492283E1,1.189531674E2,1.739484501E1,2.250000000E0,3.508593750E2,9.838289945E0,9.838289945E0
4.379397035E0,3.211493708E1,1.189531533E2,1.675489140E1,7.699999809E-1,2.710546875E2,6.332102613E0,6.332102613E0
5.378867030E0,3.211494626E1,1.189531525E2,1.611536503E1,8.600000143E-1,2.812500000E2,4.542701016E0,4.542701016E0
6.352810144E0,3.211495053E1,1.189531443E2,1.512549686E1,9.200000167E-1,2.752734375E2,3.893556831E0,3.893556831E0
7.352865696E0,3.211495154E1,1.189531323E2,1.464771366E1,1.029999971E0,2.700000000E2,3.699718272E0,3.699718272E0
8.352927804E0,3.211495212E1,1.189531164E2,1.442902470E1,1.029999971E0,2.700000000E2,3.535533906E0,3.535533906E0
9.352997184E0,3.211495493E1,1.189530983E2,1.452619267E1,1.330000043E0,2.721093750E2,3.535533906E0,3.535533906E0
1.035307837E1,3.211495740E1,1.189530796E2,1.453125858E1,1.480000019E0,2.749218750E2,3.535533906E0,3.535533906E0
1.135315108E1,3.211495921E1,1.189530687E2,1.392749882E1,1.480000019E0,2.717578125E2,3.535533906E0,3.535533906E0
1.235323286E1,3.211495870E1,1.189530623E2,1.370343876E1,6.399999857E-1,2.650781250E2,3.535533906E0,3.535533906E0
1.335330224E1,3.211495874E1,1.189530502E2,1.275165653E1,6.399999857E-1,2.678906250E2,3.535533906E0,3.535533906E0
1.435338521E1,3.211495853E1,1.189530434E2,1.275165658E1,6.399999857E-1,2.678906214E2,4.574573311E0,4.574573311E0
1.535345399E1,3.211495891E1,1.189530231E2,1.418219861E1,9.599999785E-1,2.738671821E2,4.574573356E0,4.574573356E0
1.635353053E1,3.211496348E1,1.189529983E2,1.387928124E1,1.549999952E0,2.819531165E2,4.574573404E0,4.574573404E0
1.735359621E1,3.211496762E1,1.189529801E2,1.342670552E1,1.399999976E0,2.847656174E2,4.574573443E0,4.574573443E0
1.835367036E1,3.211496842E1,1.189529641E2,1.325586812E1,1.399999976E0,2.812499923E2,4.574573480E0,4.574573480E0
1.935372627E1,3.211496690E1,1.189529528E2,1.256812394E1,1.169999957E0,2.749218684E2,4.574573511E0,4.574573511E0
2.035379004E1,3.211496585E1,1.189529360E2,1.216230121E1,1.299999952E0,2.707031177E2,4.574573552E0,4.574573552E0
2.135384142E1,3.211496678E1,1.189529208E2,1.292908587E1,1.289999962E0,2.738671802E2,4.574573588E0,4.574573588E0
2.235390580E1,3.211496875E1,1.189529080E2,1.234320941E1,1.289999962E0,2.784374928E2,4.574573616E0,4.574573616E0
2.335394871E1,3.211497087E1,1.189528989E2,1.184986220E1,1.070000052E0,2.816015566E2,4.574573638E0,4.574573638E0
2.435400259E1,3.211497439E1,1.189528901E2,1.152039442E1,1.070000052E0,2.854687442E2,4.574573654E0,4.574573654E0
2.535404027E1,3.211497639E1,1.189528873E2,1.165058236E1,6.700000167E-1,2.886328089E2,4.574573662E0,4.574573662E0
2.635407627E1,3.211497861E1,1.189528771E2,1.184955697E1,6.700000167E-1,2.889843714E2,4.574573683E0,4.574573683E0
2.735410845E1,3.211498054E1,1.189528602E2,1.136628065E1,1.000000000E0,2.812499945E2,4.574573717E0,4.574573717E0
2.835413969E1,3.211498306E1,1.189528445E2,1.118647110E1,1.169999957E0,2.812499935E2,4.574573749E0,4.574573749E0
2.935416818E1,3.211498578E1,1.189528303E2,1.205970107E1,1.120000005E0,2.837109314E2,4.574573780E0,4.574573780E0
3.035419428E1,3.211498744E1,1.189528164E2,1.184266006E1,1.120000005E0,2.826562438E2,4.574573811E0,4.574573811E0
3.135421920E1,3.211498778E1,1.189528039E2,1.227900037E1,9.900000095E-1,2.791406195E2,4.574573841E0,4.574573841E0
3.235424280E1,3.211498822E1,1.189527918E2,1.234797010E1,9.900000095E-1,2.773828070E2,4.574573869E0,4.574573869E0
3.335426319E1,3.211498870E1,1.189527785E2,1.307520398E1,9.900000095E-1,2.801953070E2,4.574573902E0,4.574573902E0
3.435428345E1,3.211498919E1,1.189527678E2,1.685140280E1,6.492243403E-1,2.838099439E2,4.782552056E0,4.782552056E0
3.535430193E1,3.211499968E1,1.189527517E2,1.677219540E1,9.976359974E-1,3.005577586E2,4.781599667E0,4.781599667E0
3.635431802E1,3.211500412E1,1.189527440E2,1.662885918E1,8.641580175E-1,3.085143903E2,4.786411505E0,4.786411505E0
3.735433424E1,3.211500801E1,1.189527336E2,1.578098388E1,1.053668486E0,2.970638030E2,4.740984489E0,4.740984489E0
3.835434878E1,3.211501201E1,1.189527183E2,1.639599669E1,1.104061806E0,2.938244248E2,4.738024094E0,4.738024094E0
3.935436153E1,3.211500266E1,1.189527165E2,1.675459106E1,5.735247488E-1,2.582362734E2,4.745812574E0,4.745812574E0
4.035437405E1,3.211500718E1,1.189527064E2,1.656752567E1,6.940830748E-1,2.762809922E2,4.757717442E0,4.757717442E0
4.135438502E1,3.211501070E1,1.189526975E2,1.628735012E1,6.616708949E-1,2.828940991E2,4.749171648E0,4.749171648E0
4.235439575E1,3.211501309E1,1.189526888E2,1.578863918E1,6.371242511E-1,2.816073061E2,4.739365472E0,4.739365472E0
4.335440552E1,3.211501820E1,1.189526691E2,1.618019350E1,7.192560954E-1,2.850113691E2,4.741752314E0,4.741752314E0
4.435441351E1,3.211501805E1,1.189526563E2,1.620219069E1,6.203727852E-1,2.812949481E2,4.738394872E0,4.738394872E0
4.535442162E1,3.211502856E1,1.189526300E2,1.692990742E1,1.447730569E0,2.883611970E2,4.743057969E0,4.743057969E0
4.635442889E1,3.211502916E1,1.189526244E2,1.705193920E1,1.006328724E0,2.851435788E2,4.737796096E0,4.737796096E0
4.735443544E1,3.211503044E1,1.189526127E2,1.677210172E1,7.638601230E-1,2.802488495E2,4.731941172E0,4.731941172E0
