"Time (s)","X (hPa)"
-5.210987085E-1,1.019929352E3
5.077622915E-1,1.019929047E3
1.536593291E0,1.019929352E3
2.565436292E0,1.019946747E3
3.594283292E0,1.019958878E3
3.791873292E0,1.019964600E3
4.853900291E0,1.019972153E3
5.915905291E0,1.019973679E3
6.977938292E0,1.019976273E3
8.039974292E0,1.019980164E3
9.101971291E0,1.019980469E3
1.016397329E1,1.019981308E3
1.122596029E1,1.019984207E3
1.228798629E1,1.019985657E3
1.335000029E1,1.019988251E3
1.441203329E1,1.019989548E3
1.547406229E1,1.019992371E3
1.653605129E1,1.019994354E3
1.759803429E1,1.019996033E3
1.865999629E1,1.019996796E3
1.972197229E1,1.019998932E3
2.078390929E1,1.020000610E3
2.184585629E1,1.020002136E3
2.290781529E1,1.020004807E3
2.396976029E1,1.020007629E3
2.503172629E1,1.020008621E3
2.609367529E1,1.020010300E3
2.715557829E1,1.020011444E3
2.821745729E1,1.020011597E3
2.927935529E1,1.020012436E3
3.034126429E1,1.020015793E3
3.140319129E1,1.020018311E3
3.246511729E1,1.020019150E3
3.352704729E1,1.020020065E3
3.458901529E1,1.020021057E3
3.565097329E1,1.020021210E3
3.671291729E1,1.020023346E3
3.777487329E1,1.020023956E3
3.883682929E1,1.020027161E3
3.989879729E1,1.020030975E3
4.096074629E1,1.020032425E3
4.202269929E1,1.020033875E3
4.308461629E1,1.020035782E3
4.414656629E1,1.020035782E3
4.520852629E1,1.020037003E3
4.627050029E1,1.020037537E3
4.733244529E1,1.020038376E3
4.839443529E1,1.020041275E3
4.945642429E1,1.020044479E3
5.051838929E1,1.020047989E3
5.158035129E1,1.020050735E3
5.264234129E1,1.020053329E3
5.370430229E1,1.020056839E3
5.476627829E1,1.020056915E3
5.582825029E1,1.020058365E3
5.689020629E1,1.020058594E3
5.795217429E1,1.020059814E3
5.901412229E1,1.020061951E3
6.007611529E1,1.020065689E3
6.113810429E1,1.020067978E3
6.220009129E1,1.020068359E3
6.326203429E1,1.020068359E3
6.432399429E1,1.020068359E3
6.538596529E1,1.020068893E3
6.644790929E1,1.020069275E3
6.750980829E1,1.020070572E3
6.857171529E1,1.020072632E3
6.963363929E1,1.020075531E3
7.069557229E1,1.020077744E3
7.175753029E1,1.020081024E3
7.281945229E1,1.020085068E3
7.388139029E1,1.020089111E3
7.494335229E1,1.020094376E3
7.600532929E1,1.020101013E3
7.706728629E1,1.020105286E3
7.812922729E1,1.020107956E3
7.919114429E1,1.020112152E3
8.025305129E1,1.020112152E3
8.131497929E1,1.020112152E3
8.237693129E1,1.020111160E3
8.343889229E1,1.020109253E3
8.450083929E1,1.020109253E3
8.556281629E1,1.020111771E3
8.662477229E1,1.020114975E3
8.768675829E1,1.020117874E3
8.874873529E1,1.020121536E3
8.981071329E1,1.020125198E3
9.087269529E1,1.020125198E3
9.193463129E1,1.020125198E3
9.299656129E1,1.020127640E3
9.405849029E1,1.020128021E3
9.512043929E1,1.020130920E3
9.618241429E1,1.020135574E3
9.724436329E1,1.020142365E3
9.830630629E1,1.020149689E3
9.936826829E1,1.020160675E3
1.004302183E2,1.020171585E3
1.014921513E2,1.020187302E3
1.025540623E2,1.020202484E3
1.036160063E2,1.020214996E3
1.046780133E2,1.020229721E3
1.057400043E2,1.020243607E3
1.068020053E2,1.020255966E3
1.078639383E2,1.020263519E3
1.089258583E2,1.020273743E3
1.099877343E2,1.020279312E3
1.110496513E2,1.020282898E3
1.121115783E2,1.020286560E3
1.131734973E2,1.020289688E3
1.142354043E2,1.020293884E3
1.152973163E2,1.020296631E3
1.163592463E2,1.020299835E3
1.174211423E2,1.020302353E3
1.184830183E2,1.020305862E3
1.195449333E2,1.020306244E3
1.206069103E2,1.020306244E3
1.216688653E2,1.020307999E3
1.227307483E2,1.020307999E3
1.237926453E2,1.020306244E3
1.248545283E2,1.020305405E3
1.259164363E2,1.020304413E3
1.269782963E2,1.020302963E3
1.280401563E2,1.020301514E3
1.291020233E2,1.020301514E3
1.301639173E2,1.020303116E3
1.312257743E2,1.020305710E3
1.322876703E2,1.020305710E3
1.333495583E2,1.020305634E3
1.344114843E2,1.020305405E3
1.354734453E2,1.020305405E3
1.365354163E2,1.020305405E3
1.375973593E2,1.020305634E3
1.386593023E2,1.020306244E3
1.397212263E2,1.020306320E3
1.407831493E2,1.020306320E3
1.418451083E2,1.020305252E3
1.429070973E2,1.020302963E3
1.439690603E2,1.020301666E3
1.450309733E2,1.020300827E3
1.460928903E2,1.020300446E3
1.471548063E2,1.020300369E3
1.482167203E2,1.020299606E3
1.492785863E2,1.020298691E3
1.503404543E2,1.020297470E3
1.514023483E2,1.020297012E3
1.524642703E2,1.020297470E3
1.535261723E2,1.020298080E3
1.545880553E2,1.020299759E3
1.556499773E2,1.020301895E3
1.567118913E2,1.020301895E3
1.577738483E2,1.020302353E3
1.588357683E2,1.020302582E3
1.598976933E2,1.020303116E3
1.609596403E2,1.020303116E3
1.620215763E2,1.020303192E3
1.630834933E2,1.020306244E3
1.641453863E2,1.020307541E3
1.652073053E2,1.020307999E3
1.662692153E2,1.020310669E3
1.673311633E2,1.020315094E3
1.683931093E2,1.020317230E3
1.694550123E2,1.020317230E3
1.705169393E2,1.020316772E3
1.715788533E2,1.020312881E3
1.726407733E2,1.020300369E3
1.737027343E2,1.020287399E3
1.747646783E2,1.020274124E3
1.758266133E2,1.020262756E3
1.768885853E2,1.020247803E3
1.779505623E2,1.020235214E3
1.790125303E2,1.020222168E3
1.800744633E2,1.020213699E3
1.811364063E2,1.020203629E3
1.821983393E2,1.020197525E3
1.832602803E2,1.020195160E3
1.843222053E2,1.020195160E3
1.853841633E2,1.020195312E3
1.864460703E2,1.020195541E3
1.875079693E2,1.020199738E3
1.885698563E2,1.020202942E3
1.896318093E2,1.020204620E3
1.906937743E2,1.020206146E3
1.917557413E2,1.020209198E3
1.928176883E2,1.020209656E3
1.938796313E2,1.020211945E3
1.949415803E2,1.020212479E3
1.960035643E2,1.020214920E3
1.970655063E2,1.020216141E3
1.981274453E2,1.020218277E3
1.991893813E2,1.020219193E3
2.002513073E2,1.020220566E3
2.013132393E2,1.020221252E3
2.023751673E2,1.020222931E3
2.034370803E2,1.020226059E3
2.044990083E2,1.020226135E3
2.055609173E2,1.020229111E3
2.066228383E2,1.020231628E3
2.076848043E2,1.020232391E3
2.087467793E2,1.020233688E3
2.098087423E2,1.020236206E3
2.108706793E2,1.020238113E3
2.119326373E2,1.020240784E3
2.129946003E2,1.020244446E3
2.140565543E2,1.020246735E3
2.151185143E2,1.020247345E3
2.161804763E2,1.020249405E3
2.172424023E2,1.020251312E3
2.183043743E2,1.020251999E3
2.193663523E2,1.020255585E3
2.204283263E2,1.020257950E3
2.214902773E2,1.020260239E3
2.225522013E2,1.020262299E3
2.236141463E2,1.020263748E3
2.246761013E2,1.020265427E3
2.257380623E2,1.020267639E3
2.268000343E2,1.020271149E3
2.278620103E2,1.020272217E3
2.289239833E2,1.020273743E3
2.299859493E2,1.020274506E3
2.310478863E2,1.020275192E3
2.321097973E2,1.020275192E3
2.331717003E2,1.020277405E3
2.342336113E2,1.020278244E3
2.352954823E2,1.020280457E3
2.363573463E2,1.020282288E3
2.374192573E2,1.020283356E3
2.384811443E2,1.020285873E3
2.395430423E2,1.020285873E3
2.406049453E2,1.020286713E3
2.416668773E2,1.020286713E3
2.427288083E2,1.020289078E3
2.437907653E2,1.020289307E3
2.448527453E2,1.020289917E3
2.459146773E2,1.020291748E3
2.469765633E2,1.020293198E3
2.480384673E2,1.020293884E3
2.491003463E2,1.020297089E3
2.501622203E2,1.020297470E3
2.512240973E2,1.020298691E3
2.522859773E2,1.020299988E3
2.533478723E2,1.020299988E3
2.544097513E2,1.020298691E3
2.554716543E2,1.020298157E3
2.565335543E2,1.020298691E3
2.575955263E2,1.020298691E3
2.586574923E2,1.020299530E3
2.597194603E2,1.020300446E3
2.607814513E2,1.020300598E3
2.618434063E2,1.020300980E3
2.629053563E2,1.020301895E3
2.639672783E2,1.020303726E3
2.650292203E2,1.020304260E3
2.660912053E2,1.020304565E3
2.671532053E2,1.020307007E3
2.682151643E2,1.020307159E3
2.692771543E2,1.020307388E3
2.703391193E2,1.020307388E3
2.714011103E2,1.020306931E3
2.724631403E2,1.020305939E3
2.735251693E2,1.020305405E3
2.745871303E2,1.020305252E3
2.756491173E2,1.020304031E3
2.767110793E2,1.020302582E3
2.777730183E2,1.020302505E3
2.788349473E2,1.020302505E3
2.798968423E2,1.020301056E3
2.809587713E2,1.020296783E3
2.820207073E2,1.020294724E3
2.830826333E2,1.020291595E3
2.841445523E2,1.020289078E3
2.852064203E2,1.020287323E3
2.862682903E2,1.020286942E3
2.873301613E2,1.020286484E3
2.883920133E2,1.020284195E3
2.894538823E2,1.020283737E3
2.905157803E2,1.020283737E3
2.915776623E2,1.020284042E3
2.926395643E2,1.020284271E3
2.937014793E2,1.020284042E3
2.947634033E2,1.020284042E3
2.958253153E2,1.020283966E3
2.968871913E2,1.020283585E3
2.979490603E2,1.020282516E3
2.990109503E2,1.020282516E3
3.000728663E2,1.020282974E3
3.011347843E2,1.020282974E3
3.021967313E2,1.020282059E3
3.032586543E2,1.020281067E3
3.043205433E2,1.020278473E3
3.053824933E2,1.020277405E3
3.064444523E2,1.020277405E3
3.075064153E2,1.020277863E3
3.085683893E2,1.020277939E3
3.096303363E2,1.020282135E3
3.106922773E2,1.020284424E3
3.117541833E2,1.020285721E3
3.128161353E2,1.020285873E3
3.138780473E2,1.020286484E3
3.149399753E2,1.020287399E3
3.160018683E2,1.020287628E3
3.170637953E2,1.020289078E3
3.181257513E2,1.020289841E3
3.191876883E2,1.020291290E3
3.202495823E2,1.020291290E3
3.213114893E2,1.020290909E3
3.223734593E2,1.020290298E3
3.234354393E2,1.020290298E3
3.244974333E2,1.020290298E3
3.255594133E2,1.020291824E3
3.266213673E2,1.020291824E3
3.276832963E2,1.020292206E3
3.287452663E2,1.020292206E3
3.298072183E2,1.020292053E3
3.308692393E2,1.020289841E3
3.319312343E2,1.020289459E3
3.329931873E2,1.020284195E3
3.340551623E2,1.020274124E3
3.351171853E2,1.020261002E3
3.361791243E2,1.020249939E3
3.372410073E2,1.020239563E3
3.383028893E2,1.020231781E3
3.393647313E2,1.020231781E3
3.404265883E2,1.020231934E3
3.414884693E2,1.020232468E3
3.425503353E2,1.020232468E3
3.436121823E2,1.020232697E3
3.446740583E2,1.020232697E3
3.457359413E2,1.020230713E3
3.467978443E2,1.020229950E3
3.478597793E2,1.020229263E3
3.489217093E2,1.020228043E3
3.499836033E2,1.020229263E3
3.510455253E2,1.020230713E3
3.521074403E2,1.020232010E3
3.531693483E2,1.020232010E3
3.542312623E2,1.020231552E3
3.552931823E2,1.020231171E3
3.563550713E2,1.020228882E3
3.574169533E2,1.020228882E3
3.584788403E2,1.020229645E3
3.595407473E2,1.020229645E3
3.606026533E2,1.020230484E3
3.616645333E2,1.020230484E3
3.627264173E2,1.020230103E3
3.637883483E2,1.020230103E3
3.648502663E2,1.020230103E3
3.659122123E2,1.020229568E3
3.669741153E2,1.020229568E3
3.680360213E2,1.020229721E3
3.690979603E2,1.020229721E3
3.701598863E2,1.020229645E3
3.712218153E2,1.020229645E3
3.722837303E2,1.020229645E3
3.733456293E2,1.020229950E3
3.744075173E2,1.020230560E3
3.754694043E2,1.020230560E3
3.765312993E2,1.020231094E3
3.775931703E2,1.020231094E3
3.786550513E2,1.020230942E3
3.797169293E2,1.020230713E3
3.807787673E2,1.020230713E3
3.818406153E2,1.020230484E3
3.829024613E2,1.020229416E3
3.839643383E2,1.020228882E3
3.850262033E2,1.020228653E3
3.860880993E2,1.020228271E3
3.871500183E2,1.020228653E3
3.882120163E2,1.020228653E3
3.892739523E2,1.020228653E3
3.903359193E2,1.020226517E3
3.913978273E2,1.020226288E3
3.924597193E2,1.020225067E3
3.935215973E2,1.020224380E3
3.945835193E2,1.020224380E3
3.956453973E2,1.020225525E3
3.967072863E2,1.020225525E3
3.977691773E2,1.020225906E3
3.988310483E2,1.020225449E3
3.998929153E2,1.020224991E3
4.009547833E2,1.020224686E3
4.020166623E2,1.020224380E3
4.030785353E2,1.020224380E3
4.041403983E2,1.020224838E3
4.052022283E2,1.020225220E3
4.062641033E2,1.020225449E3
4.073259303E2,1.020225677E3
4.083877703E2,1.020227966E3
4.094496243E2,1.020228043E3
4.105115193E2,1.020228043E3
4.115733873E2,1.020229645E3
4.126352603E2,1.020229645E3
4.136971253E2,1.020229111E3
4.147590043E2,1.020228806E3
4.158208463E2,1.020228806E3
4.168826993E2,1.020229034E3
4.179445883E2,1.020229034E3
4.190064613E2,1.020229721E3
4.200683633E2,1.020229950E3
4.211302433E2,1.020229950E3
4.221921383E2,1.020228043E3
4.232540853E2,1.020227737E3
4.243160373E2,1.020226746E3
4.253779463E2,1.020226746E3
4.264398213E2,1.020226746E3
4.275017013E2,1.020228653E3
4.285635993E2,1.020229645E3
4.296254983E2,1.020229645E3
4.306874183E2,1.020229645E3
4.317493313E2,1.020230484E3
4.328112363E2,1.020232468E3
4.338730973E2,1.020235367E3
4.349349683E2,1.020240021E3
4.359968173E2,1.020242996E3
4.370587163E2,1.020247574E3
4.381206543E2,1.020247955E3
4.391826513E2,1.020249863E3
4.402446273E2,1.020254517E3
4.413066193E2,1.020257721E3
4.423685473E2,1.020261002E3
4.434304843E2,1.020266876E3
4.444924063E2,1.020270462E3
4.455543573E2,1.020271149E3
4.466163163E2,1.020273056E3
4.476782913E2,1.020274048E3
4.487402483E2,1.020274734E3
4.498021893E2,1.020276794E3
4.508641033E2,1.020281906E3
4.519260383E2,1.020285645E3
4.529879573E2,1.020287628E3
4.540498853E2,1.020290985E3
4.551118083E2,1.020291519E3
4.561737723E2,1.020291595E3
4.572357593E2,1.020293274E3
4.582977663E2,1.020294876E3
4.593597443E2,1.020295792E3
4.604217403E2,1.020298462E3
4.614837023E2,1.020298691E3
4.625457073E2,1.020298996E3
4.636076583E2,1.020298996E3
4.646696333E2,1.020298767E3
4.657316003E2,1.020297470E3
4.667935443E2,1.020297623E3
4.678555043E2,1.020297623E3
4.689174543E2,1.020300217E3
4.699793813E2,1.020301514E3
4.710413643E2,1.020301514E3
4.721032983E2,1.020300369E3
4.731652573E2,1.020300369E3
4.742272433E2,1.020299149E3
4.752891833E2,1.020298538E3
4.763511533E2,1.020298309E3
4.774131443E2,1.020298309E3
4.784751463E2,1.020298767E3
4.795371113E2,1.020298767E3
4.805990643E2,1.020298767E3
4.816610123E2,1.020299377E3
4.827229373E2,1.020299377E3
4.837849213E2,1.020298538E3
4.848469393E2,1.020298538E3
4.859089213E2,1.020298538E3
4.869708893E2,1.020298157E3
4.880328793E2,1.020297241E3
4.890949143E2,1.020296860E3
4.901569013E2,1.020296631E3
4.912189103E2,1.020293045E3
4.922809173E2,1.020290985E3
4.933429243E2,1.020290070E3
4.944049273E2,1.020289230E3
4.954669513E2,1.020288162E3
4.965289973E2,1.020288162E3
4.975910183E2,1.020287323E3
4.986530753E2,1.020286331E3
4.997150753E2,1.020285110E3
5.007770263E2,1.020285110E3
5.018389943E2,1.020285873E3
5.029009423E2,1.020286789E3
5.039628993E2,1.020288773E3
5.050248893E2,1.020291977E3
5.060868713E2,1.020291977E3
5.071488823E2,1.020290375E3
5.082108573E2,1.020285492E3
