"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528510000E-1,-2.558670044E0,-5.706423759E0,-3.018895984E-1
1.728510000E-1,-9.239947796E-1,-4.594648838E0,6.363993883E-1
1.928510000E-1,6.225589290E-2,-3.741200447E0,1.154500365E0
2.128510000E-1,2.910511196E-1,-2.479205370E0,9.908408523E-1
2.328510000E-1,1.291020066E-1,-9.029635191E-1,6.769782901E-1
2.528510000E-1,5.109626055E-1,9.016370773E-1,9.060004354E-1
2.748494380E-1,1.264560819E0,3.247586489E0,1.332872987E0
2.948494380E-1,1.798491955E0,4.964187622E0,1.463510990E0
3.148525630E-1,1.346521497E0,1.079905033E0,9.690417051E-1
3.368494380E-1,2.828480601E-1,-1.014455199E0,4.926540852E-1
3.568494380E-1,2.228959948E-1,-2.381013155E0,4.484449029E-1
3.768510000E-1,1.413751602E0,-4.017049670E-1,-2.391101122E-1
3.968525630E-1,1.132683754E0,-1.110762477E0,-9.131737351E-1
4.188510000E-1,4.372747838E-1,-1.097113967E0,-4.483227134E-1
4.388572500E-1,8.642870188E-2,-1.039744973E0,2.410648763E-1
4.608494380E-1,-1.294685304E-1,-1.898551702E0,-8.080874383E-2
4.808541250E-1,-1.040565297E-1,-3.310837269E0,-4.788310826E-1
5.028494380E-1,5.290092826E-1,-3.749595642E0,-6.163630486E-1
5.228494380E-1,1.116225362E0,-2.350557089E0,-5.115734339E-1
5.428494380E-1,1.120291948E0,-4.881511331E-1,-7.051129937E-1
5.628494380E-1,7.108726352E-2,2.430371046E-1,-1.282240987E0
5.828494380E-1,-6.440613866E-1,-1.184956431E0,-5.638809800E-1
6.028494380E-1,-6.354918480E-1,-2.908573627E0,1.514998198E0
6.228494380E-1,-1.286133081E-1,-3.104975700E0,2.111167669E0
6.428494380E-1,-1.810953617E-1,-1.618792892E0,1.607919455E0
6.628494380E-1,-2.112371922E-1,-2.210197687E0,1.713215232E0
6.828494380E-1,2.489013970E-1,-2.887821674E0,2.234754562E0
7.028494380E-1,1.315594316E0,-4.838645935E0,2.525613546E0
7.228494380E-1,2.866214514E0,-6.983358860E0,2.970061779E0
7.428494380E-1,4.195579529E0,-9.351944923E0,3.766420603E0
7.628494380E-1,5.547825813E0,-1.011702824E1,4.685388565E0
7.828494380E-1,6.676792145E0,-1.005630779E1,6.361236572E0
8.028494380E-1,6.869825363E0,-8.589114189E0,8.070420265E0
8.228494380E-1,6.536764145E0,-6.357623577E0,9.060754776E0
8.428494380E-1,6.072157383E0,-4.123951435E0,8.732440948E0
8.628494380E-1,5.756706715E0,-1.958660841E0,7.426044464E0
8.828494380E-1,5.727001190E0,-3.130422533E-1,6.170227528E0
9.028494380E-1,5.732202530E0,7.719241977E-1,4.780875683E0
9.228510000E-1,5.186420441E0,1.477002382E0,3.056368113E0
9.428510000E-1,4.367040634E0,1.600501776E0,1.262396693E0
9.648681880E-1,3.540033817E0,1.448588371E0,-5.858371854E-1
9.868494380E-1,2.505524874E0,1.289815784E0,-2.028020144E0
1.006851000E0,1.469235659E0,1.275399327E0,-3.223361254E0
1.028851000E0,4.902804494E-1,1.431728482E0,-4.356080055E0
1.048851000E0,-2.756398618E-1,1.224261165E0,-5.255849361E0
1.070863500E0,-1.488189936E0,8.382816315E-1,-6.175411224E0
1.092849438E0,-2.933863640E0,8.794714212E-1,-7.033607006E0
1.112849438E0,-3.747396469E0,9.598263502E-1,-6.300795555E0
1.132851000E0,-3.804416418E0,9.784490466E-1,-5.257001400E0
1.152851000E0,-3.316195488E0,9.503492117E-1,-4.538205147E0
1.172851000E0,-2.565668821E0,-4.518657327E-1,-3.955561876E0
1.192851000E0,-1.800499082E0,-1.290548801E0,-2.991895676E0
1.212851000E0,-1.950580001E0,-1.717595935E0,-1.646072388E0
1.232851000E0,-1.837098598E0,-1.039378524E0,-5.381897092E-1
1.254849438E0,-1.285941124E0,-8.739387393E-1,-1.489464045E-1
1.274849438E0,-1.148269534E0,-1.117132902E0,6.420891881E-1
1.294849438E0,-2.098426819E0,-1.510704637E0,1.419842839E0
1.314849438E0,-3.720919847E0,-1.166071892E0,2.518579960E0
1.334849438E0,-4.119465828E0,-1.999536395E0,3.143460035E0
1.354849438E0,-3.839113474E0,-5.003510118E-1,2.665396929E0
1.374849438E0,-3.647074938E0,-2.433687150E-1,2.257635832E0
1.394849438E0,-3.619201899E0,-1.461381674E0,2.934264898E0
1.414849438E0,-2.903041124E0,-9.453750253E-1,4.299618721E0
1.434849438E0,-1.393994451E0,-7.754148841E-1,4.978307247E0
1.454849438E0,-4.169068038E-1,-9.560564756E-1,4.639905453E0
1.474849438E0,6.990043819E-2,6.374465823E-1,4.003331661E0
1.494849438E0,-3.213151172E-2,2.119021654E0,2.776417494E0
1.514851000E0,-7.340855002E-1,2.491823912E0,1.065663099E0
1.536849438E0,-1.004227519E0,1.071684480E0,1.178149581E0
1.556849438E0,-8.907985687E-1,7.026171684E-1,1.341233134E0
1.576849438E0,-6.325422525E-1,9.935635924E-1,6.617415547E-1
1.596849438E0,-4.443608224E-1,7.216761708E-1,1.541474760E-1
1.616849438E0,-2.783800066E-1,5.325348377E-1,1.672199965E-1
1.636858813E0,-3.380877376E-1,-1.041612476E-1,1.521752626E-1
1.658849438E0,-3.217339814E-1,-1.120431542E0,-2.319542617E-1
1.678851000E0,-1.684591770E-1,-1.426544905E0,-5.019217730E-1
1.700849438E0,-9.463175386E-2,-8.852658868E-1,-3.030764163E-1
1.720849438E0,-6.194173694E-1,-3.304781020E-1,2.200336605E-1
1.740849438E0,-1.035399079E0,3.185226023E-2,1.658359528E0
1.760849438E0,-9.775589108E-1,5.138074756E-1,2.915956497E0
1.780849438E0,-7.214318514E-1,1.481505275E0,2.225992918E0
1.800849438E0,-2.484650761E-1,2.077011585E0,1.830431461E0
1.820851000E0,-1.033758521E-1,2.165796518E0,1.932480931E0
1.842849438E0,8.005825430E-2,2.117328644E0,1.542836189E0
1.862849438E0,3.141418099E-1,1.702045083E0,1.396368146E0
1.882849438E0,7.309962511E-1,1.632197022E0,1.624063730E0
1.902849438E0,3.664667904E-1,-3.496592641E-1,3.677216768E0
1.922849438E0,1.225989103E0,-1.781073570E0,4.326112747E0
1.942849438E0,1.369367838E0,-1.456512213E0,2.951962709E0
1.962849438E0,1.302574158E0,-1.298350453E0,1.496654749E0
1.982849438E0,1.107446313E0,-1.823205829E0,6.998944879E-1
2.002849438E0,7.152359486E-1,-2.323190212E0,1.000422761E-1
2.022851000E0,3.371976018E-1,-1.700072885E0,-1.366592757E-2
2.044851000E0,1.387187690E-1,-5.416978598E-1,2.244144380E-1
2.064868188E0,5.618214980E-2,3.726452589E-1,3.567453027E-1
2.086857250E0,1.288227588E-1,1.061753631E0,1.913928092E-1
2.108849438E0,4.652698636E-1,1.083954215E0,-9.539970011E-2
2.128849438E0,7.804588675E-1,6.121044159E-1,-3.793298602E-1
2.148851000E0,9.638929963E-1,-2.397733331E-1,-6.516011953E-1
2.170849438E0,8.926486373E-1,-1.080184221E0,-9.221621752E-1
2.190849438E0,-4.767890573E-1,-2.961300135E0,-2.077133894E0
2.210851000E0,-2.933130503E0,-4.941794872E0,-3.752946615E0
2.230851000E0,-3.564101934E0,-3.543140650E0,-3.369200945E0
2.252849438E0,-2.415937185E0,-1.375755787E0,-9.993057251E-1
2.272849438E0,-1.187207818E0,-5.688900948E-1,3.190636337E-1
2.292849438E0,-5.733930469E-1,-1.160452008E0,4.156676233E-1
2.312849438E0,-4.908913076E-1,-2.201296568E0,-2.775073424E-2
2.332849438E0,-6.144431829E-1,-2.170753241E0,-2.233323306E-1
2.352849438E0,-6.849021316E-1,-2.231839657E0,-1.722989082E-1
2.372849438E0,-6.058561206E-1,-1.961784959E0,-3.508111835E-1
2.392849438E0,-4.337666631E-1,-1.252832294E0,-7.930252552E-1
2.412849438E0,-3.418925405E-1,-1.765924096E-1,-1.056028962E0
2.432849438E0,-2.753256857E-1,6.119473577E-1,-1.098126292E0
2.452849438E0,-2.469117343E-1,1.064930081E0,-9.862506390E-1
2.472849438E0,-1.949009150E-1,1.241627216E0,-7.758163214E-1
2.492849438E0,-5.707226694E-2,1.357709050E0,-3.930132389E-1
2.512849438E0,2.317797244E-1,1.623697281E0,2.714510560E-1
2.532849438E0,5.769709349E-1,1.934819698E0,1.169841886E0
2.552849438E0,7.839495540E-1,1.768175602E0,2.176826954E0
2.572849438E0,9.005375504E-1,1.055889249E0,2.921384335E0
2.592849438E0,1.009934783E0,-1.043183282E-1,3.030066013E0
2.612849438E0,1.133277178E0,-1.343345046E0,2.544271231E0
2.632849438E0,1.295278668E0,-2.331690073E0,1.700875759E0
2.652849438E0,1.493652821E0,-3.014759541E0,7.510151863E-1
2.672849438E0,1.705221534E0,-3.196902037E0,3.173008561E-2
2.692849438E0,1.853155732E0,-3.097610235E0,-5.522919893E-1
2.712849438E0,1.907383084E0,-2.925939798E0,-1.046080589E0
2.732849438E0,1.939444780E0,-3.053732872E0,-1.301369786E0
2.752849438E0,2.038125753E0,-3.640739441E0,-1.329522014E0
2.772849438E0,2.547203302E0,-5.048766136E0,-9.558295608E-1
2.792849438E0,2.558338404E0,-3.042632580E0,-5.029166341E-1
2.812849438E0,4.778886139E-1,1.427696824E0,-1.025206372E-1
2.832849438E0,-1.810360193E0,1.461521268E0,-3.368485486E-3
2.852849438E0,-3.029071331E0,9.708219171E-1,-8.597491682E-2
2.872849438E0,-3.278723240E0,9.803514481E-1,-3.148573935E-1
2.892849438E0,-2.963970423E0,1.368599892E0,-4.975235462E-1
2.914849438E0,-2.304550171E0,2.109265327E0,-5.548750758E-1
2.936849438E0,-1.742240071E0,2.922588825E0,-3.529404700E-1
2.956849438E0,-1.531404257E0,2.833646774E0,-8.318239450E-2
2.976849438E0,-1.529571652E0,1.896823883E0,2.815565169E-1
2.996849438E0,-1.481034040E0,8.627162576E-1,6.466968656E-1
3.016854125E0,-1.258103132E0,5.382421017E-1,8.367282748E-1
3.038849438E0,-9.440311193E-1,8.473049998E-1,8.219977021E-1
3.058849438E0,-6.662445068E-1,1.146489382E0,6.679025888E-1
3.078849438E0,-4.030139744E-1,1.217402101E0,4.633499980E-1
3.098849438E0,-1.707106531E-1,1.211904287E0,3.280346394E-1
3.118849438E0,5.412266031E-2,1.204853177E0,2.521651685E-1
3.138849438E0,2.380803674E-1,1.148496509E0,1.388583928E-1
3.158849438E0,3.828205168E-1,1.072661877E0,2.436479554E-2
3.178849438E0,5.741086006E-1,1.004698753E0,-9.456194192E-2
3.198849438E0,7.294428945E-1,9.371894598E-1,-2.429323792E-1
3.218849438E0,8.607439995E-1,7.348359823E-1,-3.466398418E-1
3.238849438E0,1.027841806E0,3.818954825E-1,-2.738770545E-1
3.258849438E0,1.210420728E0,-3.952821791E-1,-3.860668465E-2
3.278849438E0,1.263094783E0,-1.669355035E0,2.696882784E-1
3.298849438E0,1.015799046E0,-2.927056789E0,4.419348240E-1
3.318849438E0,-4.190535471E-2,-4.824090004E0,-5.815437064E-2
3.338849438E0,-1.725432515E0,-6.415742874E0,-6.849544644E-1
3.358849438E0,-2.908818007E0,-6.416667938E0,-8.174947500E-1
3.378849438E0,-2.831726789E0,-4.286161900E0,-4.810301960E-1
3.398849438E0,-7.620107532E-1,1.250126958E0,-8.447393775E-2
3.418849438E0,5.687853694E-1,3.264673233E0,1.762259007E-1
3.438849438E0,6.628760695E-1,3.008354187E0,6.167120934E-1
3.458849438E0,1.622458100E-1,2.211750984E0,1.223423481E0
3.478849438E0,-2.976658940E-1,2.057638407E0,1.554407716E0
3.498849438E0,-6.876946092E-1,2.608935595E0,1.551405668E0
3.518849438E0,-1.136331558E0,3.089180470E0,1.612596989E0
3.538849438E0,-1.401953220E0,3.305706024E0,1.624133587E0
