"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211624105E1,1.189517369E2,9.892215214E0,4.978256226E0,2.149839020E2,1.804861188E0,1.804861188E0
1.009933854E0,3.211625948E1,1.189517194E2,1.009505921E1,4.216462672E-1,2.767222595E2,2.000000000E1,2.000000000E1
2.016782292E0,3.211626635E1,1.189518226E2,1.167004633E1,5.376532674E-1,2.388668671E2,2.000000000E1,2.000000000E1
2.707113542E0,3.211625971E1,1.189518289E2,8.822386570E0,8.750100136E-1,2.388669434E2,2.000000000E1,2.000000000E1
3.706602083E0,3.211625302E1,1.189518145E2,1.199478847E1,9.221104383E-1,2.136941528E2,2.000000000E1,2.000000000E1
4.710781771E0,3.211624107E1,1.189517779E2,1.490357174E1,1.164788365E0,2.237403259E2,1.751385307E1,1.751385307E1
5.707287500E0,3.211622262E1,1.189517621E2,1.621310380E1,1.214689016E0,2.237403259E2,1.358956337E1,1.358956337E1
6.707441666E0,3.211620693E1,1.189517457E2,1.669571853E1,1.253272653E0,2.279521484E2,1.055555439E1,1.055555439E1
7.716530728E0,3.211619911E1,1.189517345E2,1.931475973E1,1.203811288E0,2.305883026E2,2.700334549E0,2.700334549E0
8.710789582E0,3.211619241E1,1.189517264E2,2.091865160E1,1.177056670E0,2.273945160E2,3.587566376E0,3.587566376E0
9.712167186E0,3.211618543E1,1.189517133E2,2.095663474E1,1.223304510E0,2.305166321E2,3.896784067E0,3.896784067E0
1.071386875E1,3.211617698E1,1.189517018E2,2.080163768E1,1.293419361E0,2.273502350E2,4.067639351E0,4.067639351E0
1.170771771E1,3.211616906E1,1.189516919E2,2.011546213E1,1.337555647E0,2.292584839E2,4.401406765E0,4.401406765E0
1.271183594E1,3.211616620E1,1.189516780E2,1.965746592E1,1.148238778E0,2.318557739E2,4.654654980E0,4.654654980E0
1.371594948E1,3.211616864E1,1.189516621E2,1.873111115E1,1.013893247E0,2.373038330E2,4.636251926E0,4.636251926E0
1.471290156E1,3.211615941E1,1.189516500E2,1.866193894E1,1.137752891E0,2.278770294E2,4.699999809E0,4.699999809E0
1.571199010E1,3.211614602E1,1.189516403E2,1.859839380E1,1.248591065E0,2.248918457E2,4.699999809E0,4.699999809E0
1.671525989E1,3.211613092E1,1.189516297E2,1.842499643E1,1.347246051E0,2.211088562E2,4.699999809E0,4.699999809E0
1.771737552E1,3.211612431E1,1.189516165E2,1.821922301E1,1.289615631E0,2.307288818E2,4.699999809E0,4.699999809E0
1.871971771E1,3.211611083E1,1.189516044E2,1.796250092E1,1.330207944E0,2.309020691E2,4.699999809E0,4.699999809E0
1.971772239E1,3.211610021E1,1.189515931E2,1.764715835E1,1.237711310E0,2.312286224E2,4.699999809E0,4.699999809E0
2.071864271E1,3.211609038E1,1.189515834E2,1.731984211E1,1.242336869E0,2.319915314E2,4.759843349E0,4.759843349E0
2.171457604E1,3.211608170E1,1.189515728E2,1.679245715E1,1.287636399E0,2.280798492E2,3.925124645E0,3.925124645E0
2.271807916E1,3.211607182E1,1.189515636E2,1.639412484E1,1.060731888E0,2.287695923E2,3.861606598E0,3.861606598E0
2.372019323E1,3.211606353E1,1.189515512E2,1.594873099E1,1.125798464E0,2.285775909E2,3.743183851E0,3.743183851E0
2.471824062E1,3.211605732E1,1.189515423E2,1.552891168E1,1.311579585E0,2.262494354E2,3.574468613E0,3.574468613E0
2.571783385E1,3.211604818E1,1.189515315E2,1.510354370E1,1.397171140E0,2.241670227E2,3.615485430E0,3.615485430E0
2.672090781E1,3.211603816E1,1.189515223E2,1.481322839E1,1.364169955E0,2.153370209E2,3.678750277E0,3.678750277E0
2.771785416E1,3.211602688E1,1.189515137E2,1.438648295E1,1.400785446E0,2.191789246E2,3.636817217E0,3.636817217E0
2.872305052E1,3.211601680E1,1.189515043E2,1.407228268E1,1.319862723E0,2.258317566E2,3.824719667E0,3.824719667E0
2.972472343E1,3.211600847E1,1.189514932E2,1.376101005E1,1.371472478E0,2.305089417E2,4.063729286E0,4.063729286E0
3.071813177E1,3.211600071E1,1.189514832E2,1.353716859E1,1.288887501E0,2.334586792E2,4.334968567E0,4.334968567E0
3.172606614E1,3.211599316E1,1.189514744E2,1.329245222E1,1.257414460E0,2.386754761E2,4.464611053E0,4.464611053E0
3.272380000E1,3.211597795E1,1.189514705E2,1.043026313E1,1.002098083E0,2.367569580E2,4.538744926E0,4.538744926E0
3.372075677E1,3.211596627E1,1.189514590E2,9.052555116E0,1.079991817E0,2.340474854E2,4.512551785E0,4.512551785E0
3.471705572E1,3.211595819E1,1.189514484E2,7.893386150E0,1.275604367E0,2.396749878E2,4.555193901E0,4.555193901E0
3.571685781E1,3.211595622E1,1.189514344E2,6.440829659E0,1.272546768E0,2.652447510E2,4.416049004E0,4.416049004E0
3.671902812E1,3.211595803E1,1.189514201E2,5.872582739E0,1.123609185E0,2.867633362E2,4.532862186E0,4.532862186E0
3.772308176E1,3.211596292E1,1.189514136E2,5.687958430E0,1.170258760E0,2.958970947E2,4.770505905E0,4.770505905E0
3.872044531E1,3.211596727E1,1.189514041E2,5.576421950E0,1.301335812E0,3.050585632E2,4.896416664E0,4.896416664E0
3.971700416E1,3.211597243E1,1.189513934E2,4.640240732E0,1.284732342E0,3.284724121E2,4.933716774E0,4.933716774E0
4.072273124E1,3.211597968E1,1.189513840E2,3.884409494E0,1.276856065E0,3.276194763E2,4.902852058E0,4.902852058E0
4.172801354E1,3.211599091E1,1.189513706E2,3.141652637E0,1.231290579E0,3.322221375E2,4.922280312E0,4.922280312E0
4.272384947E1,3.211600482E1,1.189513675E2,3.133059607E0,1.136340380E0,3.413965759E2,4.899178505E0,4.899178505E0
4.371672499E1,3.211601385E1,1.189513643E2,3.231251262E0,8.881921172E-1,3.413854370E2,4.778820038E0,4.778820038E0
4.471662343E1,3.211603130E1,1.189513658E2,4.126352027E0,9.459179640E-1,3.506501770E2,4.553709984E0,4.553709984E0
4.571808072E1,3.211605065E1,1.189513683E2,4.293925268E0,1.223270416E0,3.464863281E2,4.486110687E0,4.486110687E0
4.671533593E1,3.211606888E1,1.189513699E2,4.348378007E0,1.145928621E0,3.371057434E2,4.451264381E0,4.451264381E0
4.772014895E1,3.211608771E1,1.189513723E2,4.374237168E0,1.163191795E0,3.354899902E2,4.097582817E0,4.097582817E0
4.871802604E1,3.211610650E1,1.189513704E2,4.259074865E0,1.135501504E0,3.110965576E2,4.170072079E0,4.170072079E0
4.971837708E1,3.211612247E1,1.189513695E2,4.892081078E0,1.193760395E0,3.175748901E2,4.130291939E0,4.130291939E0
5.071571510E1,3.211613647E1,1.189513657E2,4.868040774E0,1.307843804E0,3.235914612E2,4.093278885E0,4.093278885E0
5.171574374E1,3.211615044E1,1.189513640E2,4.839983498E0,1.171194434E0,3.249099731E2,4.169627190E0,4.169627190E0
5.271612031E1,3.211616445E1,1.189513552E2,4.892064478E0,1.240386009E0,3.249685364E2,4.372629166E0,4.372629166E0
5.371690572E1,3.211618446E1,1.189513450E2,4.955243990E0,1.200336456E0,3.244771729E2,4.371453285E0,4.371453285E0
5.471521353E1,3.211620031E1,1.189513377E2,4.680378351E0,1.212359786E0,3.233222046E2,4.469993591E0,4.469993591E0
5.571856249E1,3.211620749E1,1.189513258E2,4.783563796E0,9.591113925E-1,3.233048096E2,4.669958115E0,4.669958115E0
5.671941770E1,3.211622315E1,1.189513219E2,5.686327212E0,1.157060742E0,3.405299988E2,4.630667686E0,4.630667686E0
5.771982187E1,3.211623668E1,1.189513187E2,5.425344819E0,1.200546861E0,3.394901733E2,4.869157314E0,4.869157314E0
5.871742708E1,3.211624736E1,1.189513134E2,5.256210262E0,9.866142273E-1,3.365843506E2,4.699999809E0,4.699999809E0
5.971862395E1,3.211626011E1,1.189513048E2,4.972014299E0,1.232827783E0,3.236047363E2,4.699999809E0,4.699999809E0
6.071776093E1,3.211626911E1,1.189512977E2,4.935746067E0,1.218406320E0,3.237529297E2,4.699999809E0,4.699999809E0
6.172349426E1,3.211627783E1,1.189512922E2,4.874199476E0,1.169508696E0,3.275650024E2,4.874266624E0,4.874266624E0
6.271586249E1,3.211628586E1,1.189512857E2,4.913626669E0,1.139273524E0,3.334746094E2,4.695520878E0,4.695520878E0
