"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
1.846312500E-2,5.406250000E1,-2.000000000E1,-5.187500000E0
4.846000000E-2,5.400000000E1,-1.868750000E1,-7.187500000E0
6.848343800E-2,5.431250000E1,-1.775000000E1,-8.125000000E0
9.846000000E-2,5.418750000E1,-1.637500000E1,-1.056250000E1
1.184600000E-1,5.418750000E1,-1.562500000E1,-1.218750000E1
1.384600000E-1,5.350000000E1,-1.406250000E1,-1.618750000E1
1.584600000E-1,5.106250000E1,-1.193750000E1,-2.356250000E1
1.784600000E-1,4.806250000E1,-1.112500000E1,-2.918750000E1
1.984600000E-1,4.512500000E1,-1.118750000E1,-3.268750000E1
2.184646880E-1,4.318750000E1,-1.137500000E1,-3.456250000E1
2.484584380E-1,4.131250000E1,-1.175000000E1,-3.468750000E1
2.684865630E-1,4.143750000E1,-1.256250000E1,-3.331250000E1
2.984584380E-1,4.375000000E1,-1.518750000E1,-2.825000000E1
3.184615630E-1,4.487500000E1,-1.712500000E1,-2.562500000E1
3.484584380E-1,4.437500000E1,-1.812500000E1,-2.650000000E1
3.684787500E-1,4.343750000E1,-1.900000000E1,-2.781250000E1
3.984584380E-1,4.318750000E1,-1.943750000E1,-2.750000000E1
4.184600000E-1,4.256250000E1,-1.918750000E1,-2.787500000E1
4.484584380E-1,4.175000000E1,-1.943750000E1,-2.931250000E1
4.684771880E-1,4.081250000E1,-1.950000000E1,-3.043750000E1
4.984584380E-1,3.825000000E1,-1.906250000E1,-3.368750000E1
5.184584380E-1,3.662500000E1,-1.893750000E1,-3.525000000E1
5.384584380E-1,3.543750000E1,-1.912500000E1,-3.531250000E1
5.584584380E-1,3.550000000E1,-1.912500000E1,-3.487500000E1
5.784584380E-1,3.587500000E1,-1.843750000E1,-3.431250000E1
5.984584380E-1,3.456250000E1,-1.806250000E1,-3.537500000E1
6.184584380E-1,3.137500000E1,-1.931250000E1,-3.737500000E1
6.384584380E-1,2.843750000E1,-2.043750000E1,-3.837500000E1
6.584584380E-1,2.643750000E1,-2.087500000E1,-3.906250000E1
