"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-5.318355083E0,3.439194202E0,8.184434891E0
2.000000000E-2,-3.890606403E0,2.497094870E0,8.737265587E0
4.000000000E-2,-3.579331636E0,1.990520120E0,8.988149643E0
6.000000000E-2,-4.020094395E0,1.920571208E0,8.962694168E0
8.200312500E-2,-4.227614403E0,2.284145117E0,8.860825539E0
1.040000000E-1,-2.054924011E0,6.594493389E-1,5.446483612E0
1.240000000E-1,-2.907317400E0,2.528612375E0,8.756898880E0
1.440000000E-1,-3.212367535E0,2.391060591E0,1.629403687E1
1.640187500E-1,-2.784341574E0,2.978137970E0,1.052094650E1
1.860000000E-1,1.352436692E-1,-1.505665630E-1,8.134176254E0
2.060093750E-1,2.470452070E0,-3.223467112E0,5.022058010E0
2.280000000E-1,2.962374449E0,-2.566862106E0,4.596225739E0
2.480000000E-1,9.508715868E-1,1.372289419E0,5.383917809E0
2.680000000E-1,-8.075163513E-2,2.052740812E0,5.327213764E0
2.880062500E-1,-1.110698819E0,8.078610897E-1,4.882351875E0
3.099984380E-1,-5.403042793E0,-6.574190855E-1,1.783096123E1
3.300062500E-1,-3.806627512E0,1.446318150E0,5.180324554E0
3.519984380E-1,-3.418747663E0,3.137830973E0,9.078764915E0
3.720015630E-1,7.203865647E-1,8.329236507E-1,1.152980423E1
3.939984380E-1,4.337623119E-1,1.537939429E0,1.171110344E1
4.140000000E-1,-1.618940115E0,2.835223198E0,9.394023895E0
4.360000000E-1,1.558433771E-1,2.226243734E0,1.057261276E1
4.580000000E-1,2.356919289E0,1.459495783E0,1.255810547E1
4.800031250E-1,4.498925209E0,3.767420053E-1,1.308795071E1
5.019984380E-1,4.946076393E0,1.861156672E-1,1.313657284E1
5.219984380E-1,4.811205387E0,1.052395329E-1,9.621281624E0
5.419984380E-1,5.499031067E0,6.279990673E-1,3.595726967E0
5.619984380E-1,5.743469715E0,2.084267616E0,5.014291286E0
5.819984380E-1,7.781059742E-1,7.473031044E0,1.090936184E1
6.019984380E-1,1.023482919E0,4.704165936E0,9.780696869E0
6.219984380E-1,4.101516724E0,2.258306891E-1,4.149831772E0
6.419984380E-1,5.537894249E0,-2.953487262E-2,7.470043659E0
6.619984380E-1,5.440469265E0,-1.937732816E0,6.325480938E0
6.819984380E-1,3.415836096E0,-2.311161041E0,6.979385376E0
7.019984380E-1,3.410894871E0,-3.073704720E0,7.631613731E0
7.219984380E-1,1.809144974E0,-4.350465775E0,7.096337318E0
7.419984380E-1,2.743563652E-1,-6.686239243E0,4.342440605E0
7.619984380E-1,-1.472242594E0,-6.655133724E0,4.507716656E0
7.819984380E-1,-1.491683483E0,-8.413158417E0,-9.070002437E-1
8.019984380E-1,1.604546189E0,-1.063741875E1,-2.735892534E0
8.219984380E-1,8.067827225E0,-1.256951046E1,-3.015669346E0
8.419984380E-1,1.430292320E1,-1.166861153E1,-1.713635445E0
8.619984380E-1,1.877838516E1,-1.105965042E1,-1.098660946E0
8.819984380E-1,2.203291702E1,-1.062561989E1,1.031709388E-1
9.019984380E-1,2.325127983E1,-9.411568642E0,-3.605763614E-1
9.220000000E-1,2.251148224E1,-7.994277954E0,-2.171061993E0
9.420000000E-1,2.177368355E1,-6.980563164E0,-4.016982079E0
9.640171880E-1,2.029273605E1,-7.108058929E0,-5.752433777E0
9.859984380E-1,1.848371696E1,-6.688221455E0,-6.985456944E0
1.006000000E0,1.768095970E1,-6.884642124E0,-7.054180145E0
1.028000000E0,1.568607235E1,-7.199259281E0,-5.664920330E0
1.048000000E0,1.449031258E1,-6.985466480E0,-4.506193638E0
1.070012500E0,1.262010574E1,-7.715611935E0,-4.590364933E0
1.091998438E0,1.154315567E1,-9.524000168E0,-4.368881702E0
1.111998438E0,5.087448597E0,-1.169893169E1,-1.305749774E0
1.132000000E0,2.914499998E0,-1.199221230E1,3.905354738E0
1.152000000E0,3.942608595E0,-1.001533794E1,9.783560753E0
1.172000000E0,3.114645720E0,-9.988446236E0,1.130109215E1
1.192000000E0,4.018877983E0,-7.650738716E0,8.141090393E0
1.212000000E0,1.467626452E0,-7.591975212E0,9.222685814E0
1.232000000E0,2.576773882E0,-4.728759289E0,4.542183399E0
1.253998438E0,3.182813406E0,-2.179192781E0,3.500418663E0
1.273998438E0,3.859989405E0,2.385007888E-1,4.829679430E-1
1.293998438E0,3.804022551E0,6.709510833E-2,-1.797470808E0
1.313998438E0,3.748122692E0,-1.160278082E0,-4.008563995E0
1.333998438E0,6.530443668E0,-3.280516148E0,1.451365113E0
1.353998438E0,8.474957466E0,-4.126904964E0,-1.249840379E0
1.373998438E0,6.797904968E0,-4.352399826E0,1.883183360E0
1.393998438E0,5.510255337E0,-2.433112383E0,1.862660170E0
1.413998438E0,6.005404949E0,-1.905803680E0,2.472319841E0
1.433998438E0,9.430798531E0,-5.828032494E0,4.097168446E0
1.453998438E0,1.087882137E1,-8.183103561E0,8.962933719E-2
1.473998438E0,9.743348122E0,-1.052389526E1,-4.756570339E0
1.493998438E0,8.069627762E0,-1.310604191E1,-1.811883926E0
1.514000000E0,6.218814373E0,-1.031690216E1,-1.846456170E0
1.535998438E0,5.722448826E0,-8.616099358E0,-2.859634459E-1
1.555998438E0,7.261240005E0,-9.541497231E0,-6.912922263E-1
1.575998438E0,9.788856506E0,-1.100621223E1,4.575702548E-1
1.595998438E0,8.792351723E0,-8.713093758E0,1.654709339E0
1.615998438E0,8.298196793E0,-8.204986572E0,9.763171673E-1
1.636007813E0,8.688433647E0,-8.836653709E0,1.279557109E0
1.657998438E0,1.006968689E1,-1.010169220E1,1.885864735E0
1.678000000E0,1.024150372E1,-1.016298485E1,5.608656406E-1
1.699998438E0,1.005745697E1,-9.764675140E0,-1.540927410E0
1.719998438E0,7.796698570E0,-7.854609966E0,-2.200491667E0
1.739998438E0,3.946190119E0,-3.404669762E0,-2.209752560E0
1.759998438E0,1.684119701E0,-4.436532021E0,-2.914030790E0
1.779998438E0,2.373582840E0,-3.606960773E0,-1.515089154E0
1.799998438E0,1.737318993E0,-1.546386123E0,-4.852280617E-1
1.820000000E0,1.661384344E0,-1.585842609E0,-6.713341177E-2
1.841998438E0,2.996228456E0,-1.776277304E0,2.054799646E-1
1.861998438E0,1.564457655E0,-1.206629753E0,2.280525118E-1
1.881998438E0,1.287505865E0,-6.772076130E0,8.306443691E-1
1.901998438E0,1.711375453E-2,-3.604922485E1,1.897634625E0
1.921998438E0,-6.849523783E-1,-3.112485123E1,2.348146677E0
1.941998438E0,-5.184596181E-1,-1.789813232E1,1.550868005E-1
1.961998438E0,-9.791039824E-1,-8.041481972E0,8.887372613E-1
1.981998438E0,-7.397604585E-1,-3.727178335E0,1.478429079E0
2.001998438E0,-3.516507447E-1,-2.399478436E0,-1.349372119E-1
2.022000000E0,-9.591075778E-1,-2.918982029E0,-1.319061518E0
2.044000000E0,-9.206280112E-1,-6.169024467E0,-8.743625134E-2
2.064017188E0,-3.221063316E-1,-9.508907318E0,1.330611110E0
2.086006250E0,8.706370592E-1,-1.088873386E1,2.288684368E0
2.107998438E0,9.113672376E-1,-1.015645218E1,3.078330517E0
2.127998438E0,1.645563602E0,-9.896422386E0,3.793009281E0
2.148000000E0,2.149859190E0,-1.086385250E1,3.969595909E0
2.169998438E0,3.178676367E0,-1.214879227E1,3.240609407E0
2.189998438E0,1.207664108E1,-1.654435539E1,-2.111934900E0
2.210000000E0,8.440394402E0,-1.446057606E1,-3.416592836E0
2.230000000E0,4.743019104E0,-9.552922249E0,-2.517464876E0
2.251998438E0,3.788086653E0,-7.940101624E0,-7.567017674E-1
2.271998438E0,5.498265266E0,-9.239406586E0,-2.199131727E0
2.291998438E0,5.123917580E0,-1.116084862E1,-3.589348793E0
2.311998438E0,4.982324123E0,-1.140499020E1,-2.664880514E0
2.331998438E0,6.195820332E0,-1.248442078E1,-1.380956411E0
2.351998438E0,6.742589474E0,-1.349922752E1,-7.576116323E-1
2.371998438E0,6.947868347E0,-1.368379211E1,-2.997540403E-3
2.391998438E0,6.120929718E0,-1.186165142E1,-8.877795339E-1
2.411998438E0,4.861005306E0,-9.493181229E0,-5.993739963E-1
2.431998438E0,3.526793242E0,-7.797014713E0,5.094861146E-3
2.451998438E0,2.321944475E0,-6.921818733E0,5.378239155E-1
2.471998438E0,1.250778794E0,-6.636641026E0,9.836912751E-1
2.491998438E0,-2.521573193E-2,-6.150991917E0,1.240368843E0
2.511998438E0,-1.521936536E0,-5.570598602E0,1.581322432E0
2.531998438E0,-2.791294336E0,-5.238321781E0,1.730701447E0
2.551998438E0,-3.265470982E0,-5.193406582E0,2.006254911E0
2.571998438E0,-2.413451195E0,-5.877123356E0,2.508404970E0
2.591998438E0,-6.061065197E-1,-6.884862423E0,2.650113106E0
2.611998438E0,7.191224098E-1,-8.093493462E0,2.408020973E0
2.631998438E0,1.202099919E0,-9.330375671E0,1.961406589E0
2.651998438E0,1.061943412E0,-1.040665627E1,1.566612363E0
2.671998438E0,8.841595650E-1,-1.089390564E1,8.794764876E-1
2.691998438E0,1.365710139E0,-1.232439232E1,2.645018399E-1
2.711998438E0,2.150634766E0,-1.349956226E1,-2.037369907E-1
2.731998438E0,2.929717541E0,-1.400043011E1,-7.950760722E-1
2.751998438E0,3.775435686E0,-1.427204704E1,-1.908638477E0
2.771998438E0,5.131684303E0,-1.335793209E1,-4.323861122E0
2.791998438E0,6.352027893E0,-1.336570835E1,-2.276288223E1
2.811998438E0,6.163968086E0,-1.328135586E1,-1.332644272E1
2.831998438E0,4.673740387E0,-1.238199711E1,-4.647011280E0
2.851998438E0,3.075265884E0,-1.010644245E1,-1.840853691E-1
2.871998438E0,2.410252333E0,-9.381592751E0,5.366746783E-1
2.891998438E0,2.373429775E0,-1.172859097E1,1.391433477E0
2.913998438E0,2.093815565E0,-1.507203579E1,1.276779890E0
2.935998438E0,1.006522417E0,-1.436975861E1,1.013733745E0
2.955998438E0,-5.273947492E-2,-1.217300320E1,1.556968451E0
2.975998438E0,-6.485030651E-1,-1.059413147E1,2.190981865E0
2.995998438E0,-8.771206141E-1,-9.500575066E0,2.037935019E0
3.016003125E0,-4.207570255E-1,-8.558294296E0,1.171789289E0
3.037998438E0,-8.868123405E-3,-7.436841011E0,4.641973972E-1
3.057998438E0,2.719717324E-1,-6.586324215E0,4.740710855E-1
3.077998438E0,5.285056829E-1,-5.813159943E0,5.850375295E-1
3.097998438E0,7.708563209E-1,-5.472790718E0,4.759960473E-1
3.117998438E0,8.463407159E-1,-5.296482086E0,4.213316143E-1
3.137998438E0,1.247599363E0,-5.858372211E0,3.891439736E-1
3.157998438E0,1.588207960E0,-6.677533627E0,4.458865225E-1
3.177998438E0,1.991506577E0,-7.543458939E0,6.446532011E-1
3.197998438E0,2.527491808E0,-8.621989250E0,5.661616921E-1
3.217998438E0,2.953046560E0,-9.682850838E0,1.093786240E0
3.237998438E0,3.325574875E0,-1.005448818E1,1.420412898E0
3.257998438E0,3.546760798E0,-1.007378483E1,2.362138748E0
3.277998438E0,4.008726597E0,-1.007906246E1,2.509487391E0
3.297998438E0,4.823789597E0,-1.036373329E1,1.029229045E0
3.317998438E0,8.108739853E0,-1.118557644E1,-2.498656034E0
3.337998438E0,7.061391830E0,-1.028464699E1,-5.469917297E0
3.357998438E0,6.482588291E0,-9.172110558E0,-7.951948166E0
3.377998438E0,6.982220173E0,-8.966304779E0,-1.302660275E1
3.397998438E0,7.782563686E0,-8.810461044E0,-1.594217491E1
3.417998438E0,1.974948287E0,-7.374897957E0,-2.083932400E0
3.437998438E0,1.121616483E0,-9.519451141E0,-1.115381956E0
3.457998438E0,4.025610685E-1,-1.160951233E1,-1.622560024E0
3.477998438E0,1.270621896E0,-1.303575802E1,-2.082122326E0
3.497998438E0,7.067874670E-1,-1.323089409E1,-2.183492661E0
3.517998438E0,-1.522329301E-1,-1.358114719E1,-1.464130998E0
3.537998438E0,-3.956083059E-1,-1.394560242E1,-4.366928041E-1
3.557998438E0,-6.125325710E-2,-1.296918011E1,4.817325473E-1
3.577998438E0,5.883032084E-1,-1.234283829E1,1.074757218E0
3.597998438E0,5.989622474E-1,-1.158198929E1,1.122267723E0
3.617998438E0,2.235035151E-1,-8.990993500E0,6.258347631E-1
3.637998438E0,1.155920550E-1,-7.136128902E0,7.261039615E-1
3.657998438E0,3.086030185E-1,-6.153883934E0,6.034537554E-1
3.677998438E0,3.640048504E-1,-5.711942673E0,-8.957187831E-2
3.697998438E0,4.189565778E-1,-5.701034546E0,-5.600804090E-1
3.717998438E0,5.359276533E-1,-5.891249657E0,-6.044592857E-1
3.739998438E0,7.169389129E-1,-5.954274178E0,-5.506855249E-1
3.759998438E0,1.076950192E0,-6.290717125E0,-4.716194272E-1
3.779998438E0,1.497429609E0,-7.193608761E0,-4.508568943E-1
3.799998438E0,1.853332400E0,-8.363444328E0,-4.162367582E-1
