"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
3.729605675E-2,3.211684638E1,1.189492073E2,1.734596658E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
7.440197468E-2,3.211684228E1,1.189492121E2,1.752433419E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
7.440197468E-2,3.211684409E1,1.189492112E2,1.758762574E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.662248969E0,3.211660436E1,1.189492127E2,1.748212528E1,2.609999895E0,2.633203125E2,1.169884983E1,1.169884983E1
4.665543914E0,3.211659250E1,1.189492733E2,1.714515018E1,7.500000000E-1,2.633203125E2,7.936939763E0,7.936939763E0
5.662673116E0,3.211658001E1,1.189492891E2,1.768549442E1,7.500000000E-1,1.571484375E2,8.194997853E0,8.194997853E0
6.665359139E0,3.211657771E1,1.189493032E2,1.692719364E1,4.499999881E-1,1.571484375E2,7.288086893E0,7.288086893E0
7.787855983E0,3.211653752E1,1.189492982E2,1.779041386E1,1.080000043E0,1.451953125E2,6.844654252E0,6.844654252E0
8.780926108E0,3.211650030E1,1.189492719E2,1.750879765E1,4.499999881E-1,1.451953125E2,6.698875659E0,6.698875659E0
9.393070102E0,3.211648928E1,1.189492487E2,1.726740360E1,7.599999905E-1,1.620703125E2,4.895774047E0,4.895774047E0
1.038017070E1,3.211649209E1,1.189492723E2,1.718799686E1,7.599999905E-1,1.132031250E2,5.272449463E0,5.272449463E0
1.138105023E1,3.211648048E1,1.189492674E2,1.690869999E1,7.599999905E-1,1.578515625E2,6.657624426E0,6.657624426E0
1.238188386E1,3.211647654E1,1.189492922E2,1.700434208E1,1.600000024E0,1.125000000E2,4.795653649E0,4.795653649E0
1.338272667E1,3.211648798E1,1.189493161E2,1.684705448E1,1.139999986E0,9.105468750E1,4.005599522E0,4.005599522E0
1.438352966E1,3.211648779E1,1.189493282E2,1.684705460E1,1.139999986E0,9.105469392E1,4.687512067E0,4.687512067E0
1.538426411E1,3.211649901E1,1.189493541E2,1.664002344E1,1.600000024E0,7.875000884E1,4.590913031E0,4.590913031E0
1.638496625E1,3.211649657E1,1.189493649E2,1.678907120E1,1.169999957E0,9.070313159E1,4.574579698E0,4.574579698E0
1.738560474E1,3.211649835E1,1.189493861E2,1.645716211E1,1.590000033E0,8.437500891E1,4.574579650E0,4.574579650E0
1.838620853E1,3.211649763E1,1.189493980E2,1.607477682E1,1.450000048E0,9.070313317E1,4.574579619E0,4.574579619E0
1.938676643E1,3.211650012E1,1.189494112E2,1.526978415E1,1.450000048E0,8.824219566E1,4.574579584E0,4.574579584E0
2.038730252E1,3.211650022E1,1.189494256E2,1.507410547E1,1.570000052E0,8.507813381E1,4.574579550E0,4.574579550E0
2.138779104E1,3.211649961E1,1.189494392E2,1.460187646E1,1.570000052E0,8.718750883E1,4.574579518E0,4.574579518E0
2.238825178E1,3.211650023E1,1.189494486E2,1.389704248E1,1.559999943E0,8.789063378E1,4.574579494E0,4.574579494E0
2.338867712E1,3.211649974E1,1.189494517E2,1.316608536E1,1.139999986E0,9.105469392E1,4.574579481E0,4.574579481E0
2.438907576E1,3.211649948E1,1.189494620E2,1.246668351E1,1.169999957E0,9.175781909E1,4.574579457E0,4.574579457E0
2.538944578E1,3.211649994E1,1.189494686E2,1.158185685E1,1.169999957E0,9.035156909E1,4.574579440E0,4.574579440E0
2.638981676E1,3.211650001E1,1.189494697E2,1.111194711E1,7.500000000E-1,9.035156672E1,4.574579432E0,4.574579432E0
2.739014387E1,3.211650143E1,1.189494788E2,1.100922495E1,7.500000000E-1,8.472656671E1,4.574579408E0,4.574579408E0
2.839044774E1,3.211650581E1,1.189494946E2,1.131507217E1,1.139999986E0,7.839844379E1,4.574579368E0,4.574579368E0
2.939073312E1,3.211651187E1,1.189495068E2,1.115766252E1,1.200000048E0,7.031250636E1,4.574579330E0,4.574579330E0
3.039100289E1,3.211651625E1,1.189495198E2,1.140711320E1,1.200000048E0,7.136719391E1,4.574579291E0,4.574579291E0
3.139125645E1,3.211652216E1,1.189495312E2,1.098920548E1,1.200000048E0,6.925781882E1,4.574579253E0,4.574579253E0
3.239149451E1,3.211652653E1,1.189495418E2,1.092853652E1,1.090000033E0,7.136719332E1,4.574579219E0,4.574579219E0
3.339172018E1,3.211653353E1,1.189495492E2,1.112934218E1,1.090000033E0,6.292969297E1,4.116400483E0,4.116400483E0
3.439193153E1,3.211656258E1,1.189495601E2,1.771203508E1,6.841180336E-1,6.537629680E1,4.859738793E0,4.859738793E0
