"Time (s)","X (hPa)"
-4.995777917E-1,1.019626846E3
5.298132084E-1,1.019632874E3
1.559240208E0,1.019638824E3
2.588632208E0,1.019654541E3
3.618037208E0,1.019660187E3
3.814878208E0,1.019660263E3
4.877457208E0,1.019661942E3
5.940041208E0,1.019661942E3
7.002604208E0,1.019660797E3
8.065199208E0,1.019660797E3
9.127756208E0,1.019661102E3
1.019033821E1,1.019664612E3
1.125288921E1,1.019666977E3
1.231545021E1,1.019671173E3
1.337799521E1,1.019675369E3
1.444056521E1,1.019676285E3
1.550310221E1,1.019677124E3
1.656566421E1,1.019677429E3
1.762818121E1,1.019677429E3
1.869071521E1,1.019676895E3
1.975324321E1,1.019676208E3
2.081577621E1,1.019676208E3
2.187830221E1,1.019675369E3
2.294079621E1,1.019675140E3
2.400329421E1,1.019674988E3
2.506579421E1,1.019670944E3
2.612832521E1,1.019667664E3
2.719082721E1,1.019665451E3
2.825335821E1,1.019662399E3
2.931587621E1,1.019658508E3
3.037838121E1,1.019653091E3
3.144089321E1,1.019650497E3
3.250338921E1,1.019645920E3
3.356592421E1,1.019639587E3
3.462840621E1,1.019636230E3
3.569082621E1,1.019633865E3
3.675326021E1,1.019633026E3
3.781575321E1,1.019633026E3
3.887824421E1,1.019634171E3
3.994073221E1,1.019634171E3
4.100321921E1,1.019633255E3
4.206568421E1,1.019633255E3
4.312815221E1,1.019632645E3
4.419058621E1,1.019633484E3
4.525301521E1,1.019635849E3
4.631543421E1,1.019638824E3
4.737785221E1,1.019641342E3
4.844022821E1,1.019642334E3
4.950260221E1,1.019642334E3
5.056495821E1,1.019640427E3
5.162731921E1,1.019637527E3
5.268969021E1,1.019635620E3
5.375204721E1,1.019635620E3
5.481442121E1,1.019635773E3
5.587678421E1,1.019636002E3
5.693912121E1,1.019636688E3
5.800147321E1,1.019636841E3
5.906383221E1,1.019638138E3
6.012615821E1,1.019640350E3
6.118854121E1,1.019642181E3
6.225095521E1,1.019643631E3
6.331333221E1,1.019646912E3
6.437570821E1,1.019646912E3
6.543808621E1,1.019646988E3
6.650044821E1,1.019646912E3
6.756281121E1,1.019645233E3
6.862513521E1,1.019643402E3
6.968747821E1,1.019643402E3
7.074982621E1,1.019643402E3
7.181217621E1,1.019641037E3
7.287454521E1,1.019640198E3
7.393691921E1,1.019638367E3
7.499930021E1,1.019635239E3
7.606171321E1,1.019632874E3
7.712410721E1,1.019632263E3
7.818649921E1,1.019631805E3
7.924896321E1,1.019631195E3
8.031139921E1,1.019630966E3
8.137378221E1,1.019629974E3
8.243614021E1,1.019630280E3
8.349847421E1,1.019629898E3
8.456080021E1,1.019629440E3
8.562315621E1,1.019629059E3
8.668548121E1,1.019628677E3
8.774779421E1,1.019628601E3
8.881010921E1,1.019628601E3
8.987248221E1,1.019631119E3
9.093481121E1,1.019631424E3
9.199712821E1,1.019631805E3
9.305942321E1,1.019632416E3
9.412176421E1,1.019632416E3
9.518409021E1,1.019630127E3
9.624635921E1,1.019629745E3
9.730865021E1,1.019626999E3
9.837094321E1,1.019625015E3
9.943322921E1,1.019621658E3
1.004955202E2,1.019617767E3
1.015577572E2,1.019614334E3
1.026200252E2,1.019613953E3
1.036822982E2,1.019614334E3
1.047445602E2,1.019615021E3
1.058068432E2,1.019615860E3
1.068691182E2,1.019616623E3
1.079313182E2,1.019617233E3
1.089934982E2,1.019617462E3
1.100556812E2,1.019619217E3
1.111178982E2,1.019620590E3
1.121801212E2,1.019620590E3
1.132423502E2,1.019620285E3
1.143045652E2,1.019620285E3
1.153667972E2,1.019617691E3
1.164290532E2,1.019616470E3
1.174913392E2,1.019616013E3
1.185536052E2,1.019613953E3
1.196158702E2,1.019611206E3
1.206781652E2,1.019610519E3
1.217404432E2,1.019609451E3
1.228026942E2,1.019607849E3
1.238649362E2,1.019607849E3
1.249271302E2,1.019607239E3
1.259893472E2,1.019608612E3
1.270515362E2,1.019607620E3
1.281137242E2,1.019607620E3
1.291759182E2,1.019606934E3
1.302380922E2,1.019606934E3
1.313003262E2,1.019609070E3
1.323625272E2,1.019609070E3
1.334247002E2,1.019613953E3
1.344868602E2,1.019616852E3
1.355490352E2,1.019616852E3
1.366112542E2,1.019616852E3
1.376734822E2,1.019616699E3
1.387357082E2,1.019613495E3
1.397979022E2,1.019611588E3
1.408601012E2,1.019611206E3
1.419223432E2,1.019610825E3
1.429845382E2,1.019610138E3
1.440467092E2,1.019609756E3
1.451088762E2,1.019608841E3
1.461710532E2,1.019608841E3
1.472332362E2,1.019608231E3
1.482954452E2,1.019608231E3
1.493576682E2,1.019608231E3
1.504198712E2,1.019607849E3
1.514821012E2,1.019608688E3
1.525442772E2,1.019608688E3
1.536064512E2,1.019608688E3
1.546686122E2,1.019608612E3
1.557307782E2,1.019608459E3
1.567929512E2,1.019607697E3
1.578550952E2,1.019607620E3
1.589173012E2,1.019607544E3
1.599795112E2,1.019606400E3
1.610417312E2,1.019606400E3
1.621039062E2,1.019607697E3
1.631660552E2,1.019608688E3
1.642281712E2,1.019609222E3
1.652902682E2,1.019609222E3
1.663523492E2,1.019610138E3
1.674144562E2,1.019610519E3
1.684765692E2,1.019610519E3
1.695386932E2,1.019610519E3
1.706008202E2,1.019611816E3
1.716629622E2,1.019611969E3
1.727250812E2,1.019613647E3
1.737872332E2,1.019613647E3
1.748493602E2,1.019612885E3
1.759114502E2,1.019612808E3
1.769735242E2,1.019609985E3
1.780356392E2,1.019609680E3
1.790977602E2,1.019608383E3
1.801598732E2,1.019607620E3
1.812220032E2,1.019607620E3
1.822841152E2,1.019608078E3
1.833462412E2,1.019608459E3
1.844083672E2,1.019609985E3
1.854705232E2,1.019612656E3
1.865326502E2,1.019613724E3
1.875947872E2,1.019616470E3
1.886569152E2,1.019618378E3
1.897190262E2,1.019620285E3
1.907811212E2,1.019620667E3
1.918432192E2,1.019620590E3
1.929053332E2,1.019620667E3
1.939674322E2,1.019620590E3
1.950295592E2,1.019620285E3
1.960916642E2,1.019620285E3
1.971537722E2,1.019622192E3
1.982159292E2,1.019623413E3
1.992780602E2,1.019623413E3
2.003401652E2,1.019624481E3
2.014023182E2,1.019625473E3
2.024644432E2,1.019625473E3
2.035265712E2,1.019624710E3
2.045886642E2,1.019624710E3
2.056507362E2,1.019624710E3
2.067127972E2,1.019624176E3
2.077748972E2,1.019624176E3
2.088370022E2,1.019626923E3
2.098990682E2,1.019627151E3
2.109611522E2,1.019627151E3
2.120232392E2,1.019628448E3
2.130853182E2,1.019629440E3
2.141473492E2,1.019629440E3
2.152094262E2,1.019629440E3
2.162714512E2,1.019629440E3
2.173334622E2,1.019627457E3
2.183955302E2,1.019626083E3
2.194577012E2,1.019623871E3
2.205198252E2,1.019622345E3
2.215818772E2,1.019622345E3
2.226439502E2,1.019622803E3
2.237059792E2,1.019624176E3
2.247679962E2,1.019625320E3
2.258300422E2,1.019625320E3
2.268921042E2,1.019629059E3
2.279541262E2,1.019631424E3
2.290161492E2,1.019634323E3
2.300782052E2,1.019637527E3
2.311402462E2,1.019637527E3
2.322022592E2,1.019636612E3
2.332642702E2,1.019636612E3
2.343263382E2,1.019636612E3
2.353884042E2,1.019635620E3
2.364504352E2,1.019629745E3
2.375124822E2,1.019626389E3
2.385745882E2,1.019625244E3
2.396366302E2,1.019619980E3
2.406986472E2,1.019613647E3
2.417606622E2,1.019613647E3
2.428227062E2,1.019616699E3
2.438847902E2,1.019617462E3
2.449468342E2,1.019617462E3
2.460088502E2,1.019619370E3
2.470708582E2,1.019619370E3
2.481328722E2,1.019617081E3
2.491948952E2,1.019617081E3
2.502569452E2,1.019617081E3
2.513189722E2,1.019619217E3
2.523809932E2,1.019619217E3
2.534430392E2,1.019618607E3
2.545050802E2,1.019618073E3
2.555670772E2,1.019615631E3
2.566290732E2,1.019612503E3
2.576910792E2,1.019610825E3
2.587531062E2,1.019609680E3
2.598151342E2,1.019607239E3
2.608771772E2,1.019606323E3
2.619392152E2,1.019601440E3
2.630012632E2,1.019600677E3
2.640633092E2,1.019600677E3
