"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528541250E-1,1.320690662E-1,1.794198528E-2,1.402721167E0
1.748510000E-1,7.251843065E-2,1.369559914E-1,1.534476042E0
1.948588130E-1,9.618509561E-2,3.551745117E-1,1.664031863E0
2.168510000E-1,5.267403647E-2,5.369505286E-1,1.801005244E0
2.368556880E-1,-9.105382860E-2,5.907765031E-1,2.003184080E0
2.588510000E-1,-1.972745657E-1,3.861890137E-1,2.224945784E0
2.788572500E-1,-2.138551921E-1,8.721410483E-2,2.329054594E0
3.008510000E-1,-2.033308595E-1,8.916886896E-2,2.439987659E0
3.228588130E-1,-1.428901106E-1,3.746174574E-1,2.600854635E0
3.448588130E-1,-7.548549026E-2,5.038591027E-1,2.760308027E0
3.668510000E-1,-1.034980267E-1,3.745301962E-1,2.982767582E0
3.868541250E-1,-2.161241174E-1,2.079559863E-1,3.107384205E0
4.088494380E-1,-3.519281745E-1,1.301317513E-1,3.114313126E0
4.288510000E-1,-4.477991164E-1,2.074149251E-1,3.078254700E0
4.488510000E-1,-5.052379370E-1,2.747497261E-1,3.041096687E0
4.688510000E-1,-4.420220852E-1,2.085668445E-1,3.036942720E0
4.888510000E-1,-2.469815463E-1,6.318091601E-2,3.001914024E0
5.088510000E-1,-8.136724681E-2,2.674891651E-1,2.898136616E0
5.288510000E-1,-4.574507847E-2,5.993286371E-1,2.773607492E0
5.488510000E-1,-1.106189713E-1,7.146773934E-1,2.741353750E0
5.708510000E-1,-1.206022501E-1,5.978450775E-1,2.751511574E0
5.928510000E-1,-2.265437320E-2,4.402593076E-1,2.660876513E0
6.128510000E-1,8.552113175E-2,3.244567215E-1,2.429585695E0
6.328525630E-1,1.021366641E-1,3.393269181E-1,2.202780008E0
6.548510000E-1,3.408627957E-2,3.816685975E-1,2.065562248E0
6.748510000E-1,1.008800324E-2,4.063301086E-1,2.063467979E0
6.948525630E-1,5.778785050E-2,4.040088058E-1,2.136841536E0
7.168525630E-1,6.541494280E-2,4.082499743E-1,2.230565786E0
7.388510000E-1,-5.468116701E-2,5.803219676E-1,2.297062635E0
7.588510000E-1,-1.662426144E-1,8.139342666E-1,2.314271688E0
7.788510000E-1,-1.123293936E-1,9.478533864E-1,2.298459053E0
7.988510000E-1,9.913469665E-3,9.531068206E-1,2.209115505E0
8.188525630E-1,-2.633701824E-2,8.347211480E-1,2.034425497E0
8.408525630E-1,-2.860245705E-1,5.040685534E-1,1.928519011E0
8.628510000E-1,-5.074195862E-1,1.711469889E-1,1.900488973E0
8.828556880E-1,-5.596398115E-1,1.052433532E-2,1.831216931E0
9.048525630E-1,-5.131617188E-1,-5.393067375E-3,1.636228681E0
9.268525630E-1,-3.447374403E-1,1.517738253E-1,1.316013217E0
9.488510000E-1,-1.498888731E-1,3.460987806E-1,1.051316500E0
9.688510000E-1,-4.424409568E-2,5.382071733E-1,9.400866628E-1
9.888510000E-1,-9.744173288E-2,6.415306926E-1,8.956854939E-1
1.008851000E0,-2.179567218E-1,6.260147095E-1,8.388925195E-1
1.028851000E0,-3.603406847E-1,5.208760500E-1,7.276277542E-1
1.048851000E0,-5.454677343E-1,4.649731517E-1,6.312157512E-1
1.068851000E0,-6.058561206E-1,3.022561073E-1,5.743355155E-1
1.088851000E0,-4.021064043E-1,6.798057258E-2,4.386535883E-1
1.108851000E0,-1.222428605E-1,-5.326744914E-2,2.737897933E-1
1.128851000E0,2.607521974E-2,6.829473376E-2,2.032784969E-1
1.148851000E0,-7.120943163E-3,1.446179748E-1,2.136457562E-1
1.168851000E0,-1.292765439E-1,1.072853878E-1,2.419549972E-1
1.190849438E0,-2.477494925E-1,6.459463388E-2,3.152588308E-1
1.210851000E0,-3.211929500E-1,3.810053691E-2,5.052553415E-1
1.230869750E0,-2.440319359E-1,9.538224339E-2,6.601184011E-1
1.252851000E0,1.029744279E-3,1.151917316E-2,7.313802242E-1
1.272851000E0,1.624901593E-1,-1.988104582E-1,7.461805940E-1
1.292851000E0,1.513898522E-1,-3.051708043E-1,7.227932215E-1
1.312851000E0,1.321214288E-1,-1.371479779E-1,6.695257425E-1
1.332851000E0,1.931730360E-1,1.874483563E-2,7.200530171E-1
1.352851000E0,1.761560738E-1,3.768165782E-2,9.196838140E-1
1.372851000E0,9.943141043E-2,-3.291691095E-2,1.186893702E0
1.392851000E0,8.244935423E-2,4.536110535E-2,1.335421205E0
1.412851000E0,1.083500385E-1,7.204718888E-2,1.316815972E0
1.432851000E0,8.340928704E-2,-5.044001620E-3,1.274544120E0
1.452852563E0,-4.852015525E-3,-8.323474973E-2,1.288890719E0
1.474851000E0,-3.303908184E-2,-1.314232964E-2,1.363346457E0
1.494851000E0,9.269443899E-2,1.151742786E-1,1.300392509E0
1.514851000E0,1.186998412E-1,2.811376452E-1,1.198814273E0
1.536849438E0,-1.656317525E-2,3.902207017E-1,1.231190205E0
1.556851000E0,-1.449844986E-1,4.414810240E-1,1.188464522E0
1.576851000E0,-1.273741275E-1,3.503399491E-1,1.011784792E0
1.596851000E0,-4.642575979E-3,1.530479193E-1,8.804662228E-1
1.616851000E0,-5.623450875E-2,1.965066195E-1,8.821592331E-1
