"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.446156300E-2,-3.687500000E0,2.212500000E1,-3.600000000E1
5.446000000E-2,-4.062500000E0,2.262500000E1,-3.593750000E1
7.448187500E-2,-4.375000000E0,2.325000000E1,-3.587500000E1
1.044600000E-1,-4.375000000E0,2.425000000E1,-3.562500000E1
1.244631250E-1,-4.687500000E0,2.450000000E1,-3.475000000E1
1.544600000E-1,-3.875000000E0,2.475000000E1,-3.425000000E1
1.744600000E-1,-2.687500000E0,2.468750000E1,-3.437500000E1
1.944600000E-1,-2.000000000E0,2.462500000E1,-3.406250000E1
2.144709380E-1,-5.000000000E-1,2.506250000E1,-3.418750000E1
2.344787500E-1,6.875000000E-1,2.550000000E1,-3.381250000E1
2.644631250E-1,2.250000000E0,2.593750000E1,-3.337500000E1
2.944584380E-1,4.062500000E0,2.662500000E1,-3.337500000E1
3.144678130E-1,5.000000000E0,2.693750000E1,-3.306250000E1
3.344771880E-1,6.625000000E0,2.750000000E1,-3.293750000E1
3.644631250E-1,9.062500000E0,2.831250000E1,-3.306250000E1
3.944600000E-1,1.143750000E1,2.875000000E1,-3.350000000E1
4.144787500E-1,1.318750000E1,2.887500000E1,-3.356250000E1
4.344787500E-1,1.462500000E1,2.925000000E1,-3.312500000E1
4.644678130E-1,1.718750000E1,2.956250000E1,-3.287500000E1
4.944615630E-1,2.000000000E1,2.931250000E1,-3.243750000E1
5.144662500E-1,2.156250000E1,2.900000000E1,-3.237500000E1
5.344787500E-1,2.318750000E1,2.843750000E1,-3.243750000E1
5.644600000E-1,2.606250000E1,2.812500000E1,-3.200000000E1
5.844600000E-1,2.762500000E1,2.768750000E1,-3.162500000E1
6.044600000E-1,2.906250000E1,2.706250000E1,-3.181250000E1
6.244600000E-1,3.050000000E1,2.656250000E1,-3.231250000E1
6.444600000E-1,3.181250000E1,2.562500000E1,-3.256250000E1
6.644600000E-1,3.312500000E1,2.487500000E1,-3.281250000E1
6.844600000E-1,3.450000000E1,2.406250000E1,-3.306250000E1
7.044600000E-1,3.575000000E1,2.293750000E1,-3.312500000E1
7.244600000E-1,3.693750000E1,2.175000000E1,-3.300000000E1
7.444600000E-1,3.825000000E1,2.087500000E1,-3.231250000E1
7.644600000E-1,3.937500000E1,1.975000000E1,-3.175000000E1
7.844600000E-1,4.075000000E1,1.893750000E1,-3.118750000E1
8.044600000E-1,4.193750000E1,1.787500000E1,-3.056250000E1
8.244600000E-1,4.281250000E1,1.675000000E1,-3.018750000E1
8.444615630E-1,4.375000000E1,1.575000000E1,-3.037500000E1
8.744600000E-1,4.456250000E1,1.443750000E1,-3.031250000E1
8.944600000E-1,4.481250000E1,1.362500000E1,-3.050000000E1
9.144740630E-1,4.512500000E1,1.300000000E1,-3.050000000E1
9.344803130E-1,4.543750000E1,1.256250000E1,-3.056250000E1
9.644600000E-1,4.568750000E1,1.200000000E1,-3.031250000E1
9.844600000E-1,4.612500000E1,1.168750000E1,-2.968750000E1
1.004460000E0,4.650000000E1,1.100000000E1,-2.918750000E1
1.024460000E0,4.706250000E1,1.068750000E1,-2.856250000E1
1.044460000E0,4.756250000E1,1.050000000E1,-2.806250000E1
1.064460000E0,4.768750000E1,1.025000000E1,-2.793750000E1
1.084460000E0,4.800000000E1,1.012500000E1,-2.775000000E1
1.104460000E0,4.812500000E1,1.000000000E1,-2.775000000E1
1.124460000E0,4.806250000E1,1.000000000E1,-2.800000000E1
1.144460000E0,4.831250000E1,9.937500000E0,-2.800000000E1
1.174460000E0,4.856250000E1,9.937500000E0,-2.787500000E1
1.204460000E0,4.887500000E1,9.687500000E0,-2.725000000E1
1.224460000E0,4.900000000E1,9.500000000E0,-2.668750000E1
1.254458438E0,4.912500000E1,8.750000000E0,-2.575000000E1
1.274460000E0,4.925000000E1,8.250000000E0,-2.587500000E1
1.304458438E0,4.937500000E1,7.625000000E0,-2.668750000E1
1.324460000E0,4.943750000E1,7.062500000E0,-2.687500000E1
1.344460000E0,4.912500000E1,6.375000000E0,-2.656250000E1
1.364460000E0,4.900000000E1,5.687500000E0,-2.656250000E1
1.394460000E0,4.893750000E1,4.125000000E0,-2.668750000E1
1.414472500E0,4.900000000E1,3.062500000E0,-2.662500000E1
1.434478750E0,4.900000000E1,2.375000000E0,-2.693750000E1
1.464460000E0,4.881250000E1,5.000000000E-1,-2.718750000E1
1.484460000E0,4.850000000E1,-3.125000000E-1,-2.712500000E1
1.504460000E0,4.831250000E1,-1.125000000E0,-2.756250000E1
1.524460000E0,4.843750000E1,-1.812500000E0,-2.750000000E1
1.544460000E0,4.850000000E1,-2.562500000E0,-2.712500000E1
1.564460000E0,4.850000000E1,-3.500000000E0,-2.681250000E1
1.584460000E0,4.825000000E1,-4.000000000E0,-2.656250000E1
1.604460000E0,4.812500000E1,-4.937500000E0,-2.631250000E1
1.624460000E0,4.775000000E1,-5.500000000E0,-2.606250000E1
1.644460000E0,4.750000000E1,-6.187500000E0,-2.600000000E1
1.674460000E0,4.712500000E1,-7.312500000E0,-2.625000000E1
1.704460000E0,4.662500000E1,-8.000000000E0,-2.681250000E1
1.724460000E0,4.606250000E1,-8.375000000E0,-2.681250000E1
1.754460000E0,4.556250000E1,-8.812500000E0,-2.662500000E1
1.774461563E0,4.475000000E1,-9.125000000E0,-2.687500000E1
1.804460000E0,4.375000000E1,-1.000000000E1,-2.737500000E1
1.824460000E0,4.337500000E1,-1.037500000E1,-2.800000000E1
1.844461563E0,4.275000000E1,-1.043750000E1,-2.837500000E1
1.874460000E0,4.256250000E1,-1.093750000E1,-2.875000000E1
1.894460000E0,4.231250000E1,-1.100000000E1,-2.856250000E1
1.914472500E0,4.218750000E1,-1.137500000E1,-2.825000000E1
1.934478750E0,4.175000000E1,-1.181250000E1,-2.775000000E1
1.964460000E0,4.125000000E1,-1.225000000E1,-2.731250000E1
1.994460000E0,4.081250000E1,-1.225000000E1,-2.743750000E1
2.024458438E0,4.118750000E1,-1.262500000E1,-2.756250000E1
2.044460000E0,4.112500000E1,-1.275000000E1,-2.743750000E1
2.064460000E0,4.106250000E1,-1.312500000E1,-2.775000000E1
2.094458438E0,4.100000000E1,-1.343750000E1,-2.775000000E1
2.114460000E0,4.068750000E1,-1.362500000E1,-2.818750000E1
2.134478750E0,4.037500000E1,-1.362500000E1,-2.862500000E1
2.164458438E0,3.993750000E1,-1.406250000E1,-2.887500000E1
2.184460000E0,3.925000000E1,-1.443750000E1,-2.893750000E1
2.204460000E0,3.881250000E1,-1.481250000E1,-2.856250000E1
2.234478750E0,3.837500000E1,-1.575000000E1,-2.812500000E1
2.264458438E0,3.850000000E1,-1.643750000E1,-2.762500000E1
2.284460000E0,3.862500000E1,-1.687500000E1,-2.712500000E1
2.304460000E0,3.862500000E1,-1.712500000E1,-2.656250000E1
2.324460000E0,3.856250000E1,-1.743750000E1,-2.668750000E1
2.344460000E0,3.781250000E1,-1.775000000E1,-2.725000000E1
2.364460000E0,3.768750000E1,-1.800000000E1,-2.775000000E1
2.384460000E0,3.718750000E1,-1.837500000E1,-2.787500000E1
2.414472500E0,3.693750000E1,-1.850000000E1,-2.781250000E1
2.434478750E0,3.681250000E1,-1.881250000E1,-2.775000000E1
2.464460000E0,3.643750000E1,-1.968750000E1,-2.718750000E1
2.494460000E0,3.656250000E1,-2.006250000E1,-2.662500000E1
2.514460000E0,3.681250000E1,-2.056250000E1,-2.593750000E1
2.534478750E0,3.662500000E1,-2.056250000E1,-2.593750000E1
2.564460000E0,3.693750000E1,-2.068750000E1,-2.550000000E1
2.584460000E0,3.718750000E1,-2.068750000E1,-2.531250000E1
2.604460000E0,3.731250000E1,-2.068750000E1,-2.525000000E1
2.624460000E0,3.762500000E1,-2.093750000E1,-2.500000000E1
2.644460000E0,3.775000000E1,-2.093750000E1,-2.481250000E1
2.674460000E0,3.718750000E1,-2.118750000E1,-2.537500000E1
