"Time (s)","Pressure (hPa)"
1.244631250E-1,1.018124023E3
2.044600000E-1,1.018113281E3
2.844600000E-1,1.018127930E3
3.644631250E-1,1.018137207E3
4.444600000E-1,1.018143555E3
5.244600000E-1,1.018129395E3
6.044600000E-1,1.018132812E3
6.844600000E-1,1.018119629E3
7.644600000E-1,1.018116211E3
8.444615630E-1,1.018124512E3
9.244600000E-1,1.018125977E3
1.004460000E0,1.018129883E3
1.084460000E0,1.018133789E3
1.164458438E0,1.018136230E3
1.244458438E0,1.018126465E3
1.324460000E0,1.018126465E3
1.404460000E0,1.018127930E3
1.484460000E0,1.018120605E3
1.564460000E0,1.018127441E3
1.644460000E0,1.018130859E3
1.724460000E0,1.018148438E3
1.804460000E0,1.018144531E3
1.884458438E0,1.018133789E3
1.964460000E0,1.018130859E3
2.044460000E0,1.018146484E3
2.124458438E0,1.018148438E3
2.204460000E0,1.018137695E3
2.284460000E0,1.018140625E3
2.364460000E0,1.018126953E3
2.444458438E0,1.018118164E3
2.524458438E0,1.018113770E3
2.604460000E0,1.018119141E3
2.684460000E0,1.018119141E3
2.764458438E0,1.018124512E3
2.844460000E0,1.018111816E3
2.924460000E0,1.018122559E3
3.004460000E0,1.018118652E3
3.084458438E0,1.018128906E3
3.164458438E0,1.018141602E3
3.244458438E0,1.018145020E3
3.324458438E0,1.018130371E3
3.404458438E0,1.018141113E3
3.484458438E0,1.018144531E3
3.564460000E0,1.018134766E3
3.644460000E0,1.018125000E3
3.724458438E0,1.018129395E3
3.804458438E0,1.018124023E3
3.884458438E0,1.018128906E3
3.964460000E0,1.018135742E3
4.044460000E0,1.018133789E3
4.124460000E0,1.018127441E3
4.204460000E0,1.018124023E3
4.284460000E0,1.018123535E3
4.364460000E0,1.018117188E3
4.444458438E0,1.018131836E3
4.524458438E0,1.018141113E3
4.604460000E0,1.018138672E3
4.684458438E0,1.018141113E3
4.764458438E0,1.018135254E3
4.844458438E0,1.018120605E3
4.924460000E0,1.018114258E3
5.004460000E0,1.018111328E3
5.084460000E0,1.018126953E3
5.164458438E0,1.018133789E3
5.244458438E0,1.018131348E3
5.324460000E0,1.018129883E3
5.404460000E0,1.018130859E3
5.484460000E0,1.018128418E3
5.564460000E0,1.018120605E3
5.644460000E0,1.018130371E3
5.724460000E0,1.018138184E3
5.804458438E0,1.018153320E3
5.884458438E0,1.018137207E3
5.964460000E0,1.018136719E3
6.044458438E0,1.018136719E3
6.124460000E0,1.018130859E3
6.204460000E0,1.018137207E3
6.284460000E0,1.018145020E3
6.364460000E0,1.018150879E3
6.444460000E0,1.018139160E3
6.524458438E0,1.018144043E3
6.604458438E0,1.018133301E3
6.684458438E0,1.018140625E3
6.764460000E0,1.018147461E3
6.844460000E0,1.018150391E3
6.924460000E0,1.018157227E3
7.004460000E0,1.018145020E3
7.084460000E0,1.018137207E3
7.164458438E0,1.018145996E3
7.244460000E0,1.018157227E3
7.324460000E0,1.018153809E3
7.404458438E0,1.018153809E3
7.484458438E0,1.018141113E3
7.564460000E0,1.018133789E3
7.644460000E0,1.018133789E3
7.724460000E0,1.018152832E3
7.804458438E0,1.018153809E3
7.884458438E0,1.018144531E3
7.964460000E0,1.018147461E3
8.044458438E0,1.018142578E3
8.124458438E0,1.018151367E3
8.204460000E0,1.018145508E3
8.284460000E0,1.018149414E3
8.364460000E0,1.018147461E3
