"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.000000000E-2,-8.139999956E-2,-2.329999954E-1,6.279999763E-2
3.002031300E-2,-3.942999840E-1,-4.843999743E-1,6.019999832E-2
6.000000000E-2,-8.576999903E-1,-1.026999950E-1,1.768599987E0
8.000000000E-2,-3.682999909E-1,-3.768000007E-1,1.313300014E0
1.000000000E-1,1.958999932E-1,3.219999745E-2,1.762000024E-1
1.200031250E-1,6.280999780E-1,1.913999915E-1,-8.167999983E-1
1.500000000E-1,9.097999930E-1,-8.749999851E-2,-8.106999993E-1
1.700000000E-1,9.223999977E-1,-2.768999934E-1,-6.976000071E-1
1.900000000E-1,1.039600015E0,-5.841999650E-1,-4.662999809E-1
2.100109380E-1,7.583000064E-1,-8.097999692E-1,-1.545999944E-1
2.300187500E-1,-1.119999960E-2,-9.302999973E-1,3.916999996E-1
2.600031250E-1,-4.147999883E-1,-1.467000008E0,1.568499923E0
2.899984380E-1,-4.057999849E-1,-1.478500009E0,7.935000062E-1
3.100078130E-1,-5.426999927E-1,-1.169399977E0,1.489999890E-1
3.300171880E-1,-7.572999597E-1,-1.023999929E0,2.299999893E-1
3.600031250E-1,-1.015699983E0,-8.535999656E-1,4.227999747E-1
3.900000000E-1,-5.044999719E-1,-1.255999923E0,5.889999866E-2
4.100187500E-1,-2.063999921E-1,-1.348899961E0,-3.237999976E-1
4.300187500E-1,-1.844999939E-1,-1.411299944E0,-2.289000005E-1
4.600078130E-1,-2.721000016E-1,-1.443099976E0,6.994999647E-1
4.900015630E-1,5.663999915E-1,-1.255900025E0,8.629999757E-1
5.100062500E-1,1.064299941E0,-1.057699919E0,-8.100000024E-2
5.300187500E-1,1.072199941E0,-7.651999593E-1,-2.330999970E-1
5.600000000E-1,7.443000078E-1,-7.274999619E-1,7.933999896E-1
5.800000000E-1,7.863999605E-1,-1.105199933E0,9.954999685E-1
6.000000000E-1,1.030599952E0,-1.598699927E0,8.931999803E-1
6.200000000E-1,1.452799916E0,-1.501599908E0,2.084999979E-1
6.400000000E-1,1.253199935E0,-1.180799961E0,-3.079999983E-1
6.600000000E-1,9.340999722E-1,-7.989999652E-1,-4.048999846E-1
6.800000000E-1,6.342999935E-1,-6.122999787E-1,-2.766999900E-1
7.000000000E-1,6.085999608E-1,-5.565999746E-1,-4.226000011E-1
7.200000000E-1,8.287999630E-1,-6.592999697E-1,-1.114400029E0
7.400000000E-1,1.049499989E0,-7.231000066E-1,-1.549799919E0
7.600000000E-1,1.093199968E0,-8.935999870E-1,-9.145999551E-1
7.800000000E-1,1.252599955E0,-1.072600007E0,-1.599999960E-3
8.000000000E-1,1.643299937E0,-1.246299982E0,1.056999937E-1
8.200000000E-1,1.710999966E0,-1.169799924E0,2.429999970E-2
8.400015630E-1,1.491400003E0,-7.919999957E-1,5.489999801E-2
8.700000000E-1,1.836499929E0,-6.682999730E-1,3.989999741E-2
8.900000000E-1,2.274499893E0,-8.184999824E-1,1.719999872E-2
9.100140630E-1,2.916100025E0,-1.060299993E0,2.480999976E-1
9.300203130E-1,3.213299990E0,-6.845999956E-1,4.253000021E-1
9.600000000E-1,3.061300039E0,1.063999981E-1,2.872999907E-1
9.800000000E-1,2.787799835E0,2.303999960E-1,1.518999934E-1
1.000000000E0,2.731099844E0,4.250000045E-2,5.022999644E-1
1.020000000E0,2.753499985E0,-3.009999990E-1,8.967999816E-1
1.040000000E0,2.594199896E0,-4.984999895E-1,1.081399918E0
1.060000000E0,2.330299854E0,-7.270999551E-1,1.820299983E0
1.080000000E0,2.558699846E0,-1.093099952E0,2.260599852E0
1.100000000E0,2.554100037E0,-1.132099986E0,1.718799949E0
1.120000000E0,2.232599974E0,-6.609999537E-1,5.403000116E-1
1.140000000E0,1.684299946E0,-1.920000017E-1,8.320000023E-2
1.170000000E0,9.025999904E-1,2.999999933E-2,-4.910000041E-2
1.200000000E0,1.929999888E-2,3.270999789E-1,1.675999910E-1
1.220000000E0,3.089999966E-2,4.813999832E-1,4.443999827E-1
1.249998438E0,2.991999984E-1,3.197000027E-1,8.493999839E-1
1.270000000E0,2.044999897E-1,2.897999883E-1,1.009999961E-1
1.299998438E0,9.449999779E-2,6.121000051E-1,-1.279699922E0
1.320000000E0,-2.651000023E-1,8.716999888E-1,-1.116699934E0
1.340000000E0,-8.838999867E-1,1.178799987E0,-9.189999700E-1
1.360000000E0,-1.196099997E0,1.153999925E0,-7.967000008E-1
1.390000000E0,-5.435999632E-1,2.985999882E-1,-3.718999922E-1
1.410012500E0,-1.941999942E-1,-1.806000024E-1,7.270000130E-2
1.430018750E0,-1.013000011E-1,-2.538000047E-1,7.689999789E-2
1.460000000E0,1.050999984E-1,-1.842999905E-1,-1.049999986E-2
1.480000000E0,6.992999911E-1,-4.180999994E-1,3.995999992E-1
1.500000000E0,1.021000028E0,-5.852999687E-1,2.149000019E-1
1.520000000E0,9.320999980E-1,-2.509000003E-1,1.710999906E-1
1.540000000E0,9.241999984E-1,-3.114999831E-1,3.932999969E-1
1.560000000E0,1.029699922E0,-1.030200005E0,1.603999972E0
1.580000000E0,1.008299947E0,-1.054000020E0,2.842099905E0
1.600000000E0,8.222000003E-1,-6.705999970E-1,2.343799829E0
1.620000000E0,-2.939999849E-2,-5.604999661E-1,1.305400014E0
1.640000000E0,-7.393999696E-1,-6.924999952E-1,1.804099917E0
1.670000000E0,-1.111999974E-1,-1.663899899E0,2.992399931E0
1.700000000E0,-2.912999988E-1,-1.944899917E0,9.874999523E-1
1.720000000E0,-1.221799970E0,-1.508399963E0,1.158000007E-1
1.750000000E0,-1.827099919E0,-9.294999838E-1,-2.162999958E-1
1.770001563E0,-1.709100008E0,-6.227999926E-1,-3.705999851E-1
1.800000000E0,-8.114999533E-1,-8.145999908E-1,-6.656999588E-1
1.820000000E0,-4.361999929E-1,-5.133999586E-1,-1.560999990E0
1.840001563E0,-2.239999920E-1,1.399999950E-2,-2.719599962E0
1.870000000E0,-3.109999895E-1,5.899999738E-1,-3.614699841E0
1.890000000E0,-1.255999953E-1,9.248999953E-1,-3.422899961E0
1.910012500E0,6.740000099E-2,7.195999622E-1,-2.585199833E0
1.930018750E0,1.536999941E-1,8.959999681E-1,-2.363800049E0
1.960000000E0,2.514999807E-1,1.340199947E0,-2.816999912E0
1.990000000E0,6.380000114E-1,1.194499969E0,-1.835899949E0
2.019998438E0,6.845999956E-1,1.254299998E0,-4.626999795E-1
2.040000000E0,4.974999726E-1,1.386799932E0,7.725999951E-1
2.060000000E0,3.923999965E-1,1.074699998E0,2.262399912E0
2.089998438E0,1.039600015E0,-5.453999639E-1,5.340399742E0
2.110000000E0,1.269999981E0,-1.146299958E0,5.536200047E0
2.130018750E0,8.057000041E-1,-6.703999639E-1,5.039599895E0
2.159998438E0,2.199999988E-3,3.080999851E-1,2.506399870E0
2.180000000E0,2.999999851E-4,4.506999850E-1,1.667999923E-1
2.200000000E0,-1.275999993E-1,1.033999994E-1,-8.039999753E-2
2.230018750E0,6.370999813E-1,-1.446599960E0,1.591099977E0
2.259998438E0,5.823999643E-1,-2.543299913E0,2.163599968E0
2.280000000E0,-7.598999739E-1,-2.289799929E0,3.379499912E0
2.300000000E0,-1.831900001E0,-1.711699963E0,3.215199947E0
2.320000000E0,-1.721499920E0,-1.434599996E0,1.937399983E0
2.340000000E0,-9.088999629E-1,-1.819399953E0,-2.189999968E-1
2.360000000E0,-4.069999754E-1,-1.726300001E0,-2.396600008E0
2.380000000E0,-4.566999972E-1,-1.357900023E0,-4.002599716E0
2.410012500E0,-1.377900004E0,-3.041000068E-1,-3.347599983E0
2.430018750E0,-1.050699949E0,-5.813999772E-1,-2.352599859E0
2.460000000E0,-3.377999961E-1,-1.675999999E0,-2.980499983E0
2.490000000E0,1.084999964E-1,-1.295300007E0,-3.557099819E0
2.510000000E0,4.609999806E-2,-9.371999502E-1,-2.539399862E0
2.530018750E0,1.045999974E-1,-5.062000155E-1,-2.566699982E0
2.560000000E0,-6.057999730E-1,8.889999986E-2,-2.373899937E0
2.580000000E0,-7.432000041E-1,1.107999980E-1,-5.356000066E-1
2.600000000E0,-5.704999566E-1,-5.475999713E-1,1.535399914E0
2.620000000E0,-1.239999980E-1,-1.115999937E0,2.130300045E0
2.640000000E0,3.986999989E-1,-1.419600010E0,1.502699971E0
2.670000000E0,1.657899976E0,-1.153200030E0,1.509199977E0
2.700000000E0,1.289199948E0,-7.278999686E-1,-5.648999810E-1
2.730018750E0,-1.498099923E0,-2.769999802E-1,1.144199967E0
2.759998438E0,-2.273200035E0,-7.260999680E-1,5.301399708E0
2.780000000E0,-1.060400009E0,-1.163900018E0,4.564899921E0
2.800000000E0,-8.949999511E-2,-1.220799923E0,1.650399923E0
2.820000000E0,4.025000036E-1,-5.708999634E-1,-1.596199989E0
2.840000000E0,4.533999860E-1,5.528999567E-1,-3.322299957E0
2.860000000E0,1.905999929E-1,8.283999562E-1,-2.721699953E0
2.889998438E0,-1.127999946E-1,8.700000048E-1,-1.719200015E0
2.910012500E0,-9.339999408E-2,1.005200028E0,-1.686199903E0
2.930018750E0,2.819999866E-2,8.723999858E-1,-1.208199978E0
2.959998438E0,5.631999969E-1,6.398999691E-1,-2.159999907E-1
2.979998438E0,1.075699925E0,5.763999820E-1,-8.125999570E-1
3.000000000E0,1.267099977E0,3.903999925E-1,-1.331200004E0
