"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-1.922323704E0,2.210480213E0,9.508428574E0
2.000156300E-2,-2.171320438E0,1.669361949E0,9.380942345E0
4.200000000E-2,-2.888594627E0,1.567694545E0,1.004732513E1
6.200625000E-2,-2.898564100E0,1.803437233E0,1.119046021E1
8.400000000E-2,-2.319492817E0,1.575576305E0,1.051959610E1
1.040046880E-1,-1.726296067E0,1.991698146E0,9.361367226E0
1.260000000E-1,-1.200558066E0,2.116397619E0,8.545164108E0
1.460000000E-1,-9.171611667E-1,1.990548849E0,8.616157532E0
1.660000000E-1,-7.902589440E-1,1.904664040E0,8.706993103E0
1.860031250E-1,-5.682302117E-1,1.666498423E0,8.895857811E0
2.080000000E-1,-6.715735197E-1,1.451796055E0,9.273039818E0
2.280062500E-1,-1.380707383E0,1.365039706E0,9.741498947E0
2.500000000E-1,-1.717906713E0,9.944652319E-1,1.074868298E1
2.700062500E-1,-1.731323838E0,4.635557532E-1,1.112111568E1
2.920000000E-1,-1.594854355E0,4.736880064E-1,1.026549435E1
3.120000000E-1,-1.693983912E0,6.081655025E-1,9.713668823E0
3.320000000E-1,-1.937100649E0,6.699264050E-1,9.852743149E0
3.520062500E-1,-2.270833254E0,7.307773829E-1,1.005706406E1
3.740000000E-1,-2.119337559E0,5.165729523E-1,9.896883011E0
3.940046880E-1,-1.753685713E0,2.258306891E-1,9.577544212E0
4.160000000E-1,-1.439202547E0,1.210412607E-1,9.243965149E0
4.360000000E-1,-1.426120639E0,-1.177947223E-2,9.521682739E0
4.560000000E-1,-1.483303666E0,-1.546462774E-1,1.015992832E1
4.760078130E-1,-1.172344804E0,-1.776497662E-1,1.086133385E1
4.980015630E-1,-3.048201799E-1,4.252102226E-3,1.015812874E1
5.180062500E-1,1.318726223E-2,2.409141511E-1,9.398045540E0
5.399984380E-1,-2.008352131E-1,6.346358061E-1,9.702109337E0
5.600000000E-1,-4.506270885E-1,5.607316494E-1,1.045627308E1
5.800000000E-1,-4.496214986E-1,1.918138564E-1,1.065703201E1
6.000000000E-1,-2.096075714E-1,-2.802365124E-1,1.053879642E1
6.200000000E-1,2.514294982E-1,-1.599805653E-1,9.862176895E0
6.400000000E-1,8.033982664E-2,2.240015119E-1,9.336687088E0
6.600000000E-1,-2.422357500E-1,6.262178421E-1,9.233507156E0
6.800000000E-1,-5.401606560E-1,8.191521764E-1,9.358091354E0
7.000000000E-1,-5.572169423E-1,8.927882314E-1,9.213855743E0
7.200000000E-1,-3.292602003E-1,8.196119070E-1,8.516568184E0
7.400000000E-1,-1.149216816E-1,7.928446531E-1,8.076896667E0
7.600000000E-1,-1.152664497E-1,6.415311098E-1,8.709732056E0
7.800000000E-1,-4.163995758E-2,4.667256773E-1,9.612652779E0
8.000000000E-1,2.669726610E-1,3.079134822E-1,9.699897766E0
8.200000000E-1,2.574245632E-1,4.273937345E-1,9.603775024E0
8.400015630E-1,-4.704127461E-2,8.113662004E-1,9.622354507E0
8.620000000E-1,1.842865050E-1,9.064064622E-1,9.704187393E0
8.820046880E-1,6.218699217E-1,8.023831844E-1,9.506857872E0
9.040015630E-1,1.374664426E0,3.608253598E-1,9.826244354E0
9.260015630E-1,1.920935035E0,5.280651450E-1,1.001471615E1
9.480000000E-1,1.940021634E0,1.118034840E0,1.003744125E1
9.680000000E-1,1.704413056E0,1.451987505E0,9.855309486E0
9.880000000E-1,1.469800472E0,1.441596627E0,9.878504753E0
1.008000000E0,1.396844387E0,1.138136506E0,1.036637592E1
1.028000000E0,1.348031402E0,7.968286276E-1,1.059847927E1
1.048000000E0,1.015160680E0,5.853535533E-1,1.092653275E1
1.068000000E0,9.777441025E-1,1.466783732E-1,1.179558945E1
1.088000000E0,1.152415514E0,-2.662352324E-1,1.186038685E1
1.108000000E0,1.095385671E0,-1.638112813E-1,1.092344952E1
1.128000000E0,6.652911901E-1,3.650008142E-1,9.879712105E0
1.148000000E0,1.653627157E-1,7.354604602E-1,9.737179756E0
1.168000000E0,-3.736103773E-1,8.158386350E-1,9.647895813E0
1.189998438E0,-1.012335539E0,9.211355448E-1,9.812309265E0
1.210000000E0,-1.311026454E0,1.156859159E0,9.980048180E0
1.230018750E0,-1.102999091E0,1.105106115E0,1.036767864E1
1.252000000E0,-9.138188958E-1,9.382684827E-1,1.055405235E1
1.272000000E0,-9.846010804E-1,9.526624084E-1,9.737073898E0
1.292000000E0,-1.011473656E0,1.233847022E0,8.706160545E0
1.312000000E0,-1.079631686E0,1.491156697E0,8.463905334E0
1.332000000E0,-1.672790408E0,1.843621492E0,8.771636963E0
1.352000000E0,-2.098977566E0,2.070352316E0,8.934356689E0
1.372000000E0,-2.024125099E0,1.791916251E0,8.983304024E0
1.392000000E0,-1.435323954E0,1.177430034E0,9.404998779E0
1.412000000E0,-1.100375175E0,7.776367068E-1,9.828523636E0
1.432000000E0,-1.013149500E0,8.133294582E-1,9.769761086E0
1.452001563E0,-9.348208904E-1,8.859121203E-1,9.677248001E0
1.474000000E0,-3.335793316E-1,7.899333239E-1,1.001508045E1
1.494000000E0,1.811069995E-1,5.401989222E-1,1.005129910E1
1.514000000E0,2.067249417E-1,7.963976860E-1,9.886568069E0
1.535998438E0,6.613742560E-2,1.008859158E0,9.985238075E0
1.556000000E0,1.559199989E-1,2.903017700E-1,1.100431633E1
1.576000000E0,1.181969494E-1,1.027016789E-1,1.239947414E1
1.596000000E0,-4.878425226E-2,4.528392851E-1,1.225195408E1
1.616000000E0,-8.067119122E-1,6.352295876E-1,1.110473824E1
1.637998438E0,-1.676898956E0,5.312542319E-1,1.137950706E1
1.657998438E0,-1.471849799E0,-2.016683966E-1,1.279184532E1
1.678000000E0,-7.712681293E-1,-8.479208946E-1,1.233184338E1
1.698003125E0,-9.272168875E-1,-9.797743559E-1,1.085658360E1
1.720000000E0,-1.804596066E0,-5.303730965E-1,9.869857788E0
1.742000000E0,-2.290504217E0,-9.165003896E-2,9.656524658E0
1.762000000E0,-2.284652472E0,2.628833652E-1,9.427743912E0
1.782000000E0,-1.769889593E0,1.405971050E-1,9.317926407E0
1.802007813E0,-1.114587069E0,1.105163433E-2,9.057953835E0
1.824000000E0,-6.816196442E-1,3.991421461E-1,8.012751579E0
1.844001563E0,-4.786871076E-1,9.088964462E-1,6.880974293E0
1.866000000E0,-5.317234397E-1,1.306554198E0,6.214284897E0
1.886000000E0,-3.580097556E-1,1.654738188E0,6.281561375E0
1.906000000E0,-1.426273733E-1,1.416888595E0,6.996384144E0
1.926000000E0,-7.419151813E-2,1.440821052E0,7.470761776E0
1.946000000E0,6.209601462E-2,1.703608632E0,7.197449207E0
1.968000000E0,1.018206105E-1,1.913704634E0,7.163959026E0
1.988000000E0,3.556634486E-1,1.737242341E0,7.868112564E0
2.008000000E0,5.158259869E-1,1.694855332E0,8.792044640E0
2.028000000E0,2.468900830E-1,1.836122751E0,9.798730850E0
2.050000000E0,3.077028133E-2,1.758062243E0,1.119287395E1
2.070000000E0,3.256114200E-3,9.357880950E-1,1.322427750E1
2.092000000E0,6.792637110E-1,-3.071281910E-1,1.524082756E1
2.112000000E0,8.772450686E-1,-7.436486483E-1,1.529866123E1
2.132000000E0,4.790701866E-1,-5.640739575E-3,1.475016880E1
2.152000000E0,1.915361354E-4,8.357871175E-1,1.319782639E1
2.172000000E0,1.676515788E-1,1.421006560E0,1.078604126E1
2.192000000E0,2.469954193E-1,1.512551308E0,9.450929642E0
2.212000000E0,4.555495679E-1,8.844659925E-1,1.036007404E1
2.232000000E0,1.163811922E0,-3.001945913E-1,1.135497093E1
2.252000000E0,1.355788589E0,-1.201592445E0,1.144888115E1
2.272000000E0,2.253614217E-1,-1.018292308E0,1.267940521E1
2.292000000E0,-1.293970227E0,-6.211038232E-1,1.315908813E1
2.312000000E0,-1.680432796E0,6.174167246E-2,1.229841137E1
2.332000000E0,-8.828187585E-1,-1.893430501E-1,1.035347652E1
2.352000000E0,1.647210680E-3,-3.010373414E-1,8.128372192E0
2.372001563E0,3.606242239E-1,5.477933586E-2,6.102600098E0
2.394000000E0,-1.042626947E-1,8.168537617E-1,5.630875111E0
2.414000000E0,-5.964148045E-1,1.493292332E0,6.493946075E0
2.434000000E0,-1.271704137E-1,1.002040505E0,7.378680706E0
2.454000000E0,3.724420071E-1,2.707363367E-1,6.930686951E0
2.474000000E0,7.568838000E-1,1.213094071E-1,5.969051361E0
2.494000000E0,9.073641300E-1,8.544139862E-1,6.196366310E0
2.514001563E0,7.904025912E-1,1.170659304E0,7.154631138E0
2.535998438E0,8.390718699E-1,1.735700488E0,6.802607059E0
2.556000000E0,2.125093341E-1,2.118140697E0,6.991308689E0
2.576000000E0,-2.063323110E-1,2.149227142E0,8.552519798E0
2.596000000E0,-1.965927035E-1,1.448022723E0,1.085056019E1
2.616000000E0,8.202534914E-2,6.969425678E-1,1.178637695E1
2.637998438E0,6.380069256E-1,2.344210744E-1,1.125715351E1
2.657998438E0,1.312759876E0,1.329165101E-1,1.118664837E1
2.678000000E0,2.236845255E0,6.712575555E-1,1.079290867E1
2.698009375E0,1.776133776E0,8.866112232E-1,9.215214729E0
2.719998438E0,-3.301221132E-1,1.168791771E0,9.628626823E0
2.739998438E0,-2.002376318E0,1.173676014E0,1.244944668E1
2.759998438E0,-2.298059940E0,4.945271611E-1,1.503595066E1
2.780000000E0,-1.065113306E0,-1.444278210E-1,1.433072376E1
2.800000000E0,6.433699280E-2,-3.313575089E-1,1.142053318E1
2.820000000E0,6.938492656E-1,2.901389599E-1,8.176495552E0
2.840000000E0,8.718054891E-1,1.363047719E0,6.447700024E0
2.860000000E0,5.967404246E-1,1.542814016E0,7.067396164E0
2.882000000E0,2.953008413E-1,1.393722296E0,7.990849018E0
2.902004688E0,-5.087199807E-2,1.418689013E0,8.102103233E0
2.924000000E0,-8.805873990E-2,1.364493847E0,8.346857071E0
2.944000000E0,8.159439079E-3,1.105718970E0,9.322294235E0
2.964000000E0,3.178925216E-1,9.039835334E-1,9.537818909E0
2.984000000E0,7.599675059E-1,8.006018400E-1,8.848040581E0
3.004000000E0,8.203684092E-1,6.067098379E-1,8.537933350E0
3.024000000E0,6.678769588E-1,4.565168023E-1,9.493354797E0
