"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528510000E-1,-1.771631360E0,-1.423525453E0,6.106034517E-1
1.728510000E-1,-1.045940876E0,1.231678873E-1,3.650006950E-1
1.928510000E-1,-6.789331138E-2,7.256555557E-1,-4.996877536E-2
2.128510000E-1,8.751604557E-1,1.263496161E0,-4.240102768E-1
2.328541250E-1,1.050984859E0,6.428745985E-1,-3.303384781E-1
2.548510000E-1,3.308097124E-1,4.610985219E-1,-2.531076372E-1
2.748510000E-1,-4.242895544E-1,-1.566956639E-1,-9.959197640E-1
2.948510000E-1,-1.497318000E-1,-2.193878889E-1,2.513623238E-1
3.148619370E-1,8.735372871E-2,-3.565009534E-1,2.439272106E-1
3.368525620E-1,3.096737564E-1,-8.569566905E-2,-1.668185741E-1
3.568525620E-1,2.499835044E-1,-2.532996237E-1,4.537856206E-2
3.768525620E-1,-3.640756905E-1,-3.343876302E-1,-6.684611086E-3
3.968525620E-1,-6.681993008E-1,2.494075522E-2,-2.619564533E-1
4.188525620E-1,-1.800830662E-1,2.928313315E-1,-9.053023160E-2
4.408556870E-1,9.702285379E-2,2.293362655E-2,4.513944983E-1
4.608931870E-1,2.258979678E-1,3.284535110E-1,4.190186560E-1
4.828510000E-1,2.030865103E-1,-1.226809382E0,-3.727150559E-1
5.028525620E-1,8.712683618E-2,-8.529249430E-1,-9.964608550E-1
5.228588120E-1,2.143264264E-1,5.536184311E-1,-8.532216549E-1
5.448510000E-1,-2.765474319E-1,-1.336049587E-1,-3.159045875E-1
5.648556870E-1,-5.295503736E-1,-1.189057946E0,-2.846980989E-1
5.868650620E-1,-1.995609403E-1,-1.954349875E0,-5.490631461E-1
6.088510000E-1,-4.864232615E-2,-2.794202328E0,-2.616597712E-1
6.288525620E-1,2.006430477E-1,-3.300976038E0,2.434385270E-1
6.488525620E-1,4.648684561E-1,-3.535042286E0,7.101744413E-1
6.688525620E-1,-3.443360031E-1,-2.502278566E0,1.480789661E0
6.888713120E-1,-6.599788070E-1,-2.764898300E0,2.318704844E0
7.108510000E-1,-1.529606581E-1,-3.407702923E0,3.161559105E0
7.308525620E-1,1.244943365E-1,-5.028590202E0,3.331135511E0
7.528525620E-1,1.150172018E-2,-5.602663994E0,3.342986107E0
7.748510000E-1,5.715953186E-2,-5.446876049E0,3.755651712E0
7.948525620E-1,2.989574373E-1,-5.417100430E0,4.063213825E0
8.168525620E-1,3.277553916E-1,-4.542725563E0,4.041658878E0
8.368525620E-1,-1.978330761E-1,-3.607054472E0,3.681807041E0
8.588525620E-1,-2.022313029E-1,-3.078341961E0,3.580473185E0
8.808525620E-1,2.596875429E-1,-2.530884504E0,3.178261995E0
9.028510000E-1,3.373197913E-1,-2.048650026E0,2.692973137E0
9.228525620E-1,4.326147735E-1,-1.488277197E0,2.303642511E0
9.428525620E-1,7.167369127E-1,-1.077845573E0,1.873069882E0
9.628525620E-1,8.518777490E-1,-5.080304146E-1,1.478154302E0
9.848510000E-1,7.125656009E-1,9.347983450E-2,9.661444426E-1
1.004852562E0,6.216164827E-1,3.310540617E-1,4.576951265E-1
1.026854125E0,6.439566612E-1,2.872113883E-1,2.169095129E-1
1.048852562E0,7.950673103E-1,-1.942027807E-1,3.084520400E-1
1.068852562E0,1.117097974E0,-9.455321431E-1,3.606897295E-1
1.088871312E0,1.460386753E0,-1.530444264E0,2.951177359E-1
1.110851000E0,1.526569724E0,-1.500791192E0,1.803099662E-1
1.130852562E0,1.230177879E0,-8.425053358E-1,-3.961897455E-3
1.152851000E0,6.204296350E-1,-5.427973811E-3,-2.164208293E-1
1.172851000E0,-2.228785492E-2,6.613925099E-1,-4.439594150E-1
1.192852562E0,-7.195643187E-1,1.554651976E0,-8.210726976E-1
1.214852562E0,-1.365423441E0,2.645290852E0,-1.533743024E0
1.236852562E0,-1.493303657E0,3.122498751E0,-1.914975286E0
1.256852562E0,-1.590221882E0,3.128799438E0,-1.865023971E0
1.276852562E0,-1.280007005E0,2.583645821E0,-1.255764365E0
1.296852562E0,4.392993748E-1,1.111739874E0,1.303237379E-1
1.316852562E0,2.584692955E0,-1.517808080E0,1.145791173E0
1.336852562E0,3.855536938E0,-3.905697823E0,1.674835443E0
1.356852562E0,4.183292389E0,-4.907900810E0,2.168763638E0
1.376852562E0,3.790593386E0,-5.158460140E0,2.548564672E0
1.396852562E0,3.016627073E0,-4.698478699E0,2.285508633E0
1.416863500E0,1.854028344E0,-3.203866005E0,1.570168018E0
1.438852562E0,7.877543569E-1,-1.026672482E0,3.356268108E-1
1.458893187E0,5.253964663E-1,-6.418622732E-1,-9.052150249E-1
1.480851000E0,3.650356233E-1,-4.946612120E-1,-1.835335851E0
1.500851000E0,3.767642379E-1,7.803367078E-2,-2.164155960E0
1.520852562E0,3.920533061E-1,5.346816182E-1,-2.203233719E0
1.542852562E0,9.503666759E-1,3.569023907E-1,-1.589942575E0
1.562852562E0,1.484018564E0,-4.343775511E-1,-3.458544314E-1
1.582852562E0,2.063590050E0,-1.743880630E0,6.006724834E-1
1.604851000E0,1.962308526E0,-2.972365618E0,7.685208321E-1
1.624852562E0,1.207034826E0,-2.707476854E0,1.030791402E0
1.644852562E0,-5.796762109E-1,-5.433908105E-1,1.784878373E0
1.666855687E0,-1.291177154E0,9.893922210E-1,2.266083241E0
1.688871312E0,5.878269076E-1,1.735031754E-1,1.369699478E0
1.710851000E0,1.490214467E0,8.521569967E-1,1.163314342E0
1.730852562E0,-1.570447236E-1,-8.386830688E-1,8.545655608E-1
1.752852562E0,-1.047197580E0,-1.890662789E0,1.630050302E0
1.772852562E0,-5.686457157E-1,-8.597666621E-1,3.030572176E0
1.794852562E0,-9.770178795E-1,1.464680284E-1,3.510537863E0
1.816852562E0,-1.451346040E0,2.967583239E-1,2.268107653E0
1.836852562E0,-1.420715451E0,5.553986430E-1,1.319992542E0
1.858852562E0,-1.783743978E0,7.783994079E-1,1.515329719E0
1.878852562E0,-1.706513166E0,-2.397209704E-1,2.158727884E0
1.900851000E0,-1.565525413E0,7.370001674E-1,2.880945206E0
1.920851000E0,-9.087056518E-1,1.580308318E0,3.194982290E0
1.940852562E0,-5.260946155E-1,1.777548075E0,3.382046700E0
1.962851000E0,-2.832494974E-1,1.928780794E0,3.926030874E0
1.982851000E0,2.653074861E-1,5.702863336E-1,4.689001560E0
2.002851000E0,6.226287484E-1,-1.181500673E0,3.681475401E0
2.022851000E0,9.540667534E-1,-3.096371174E0,1.958730698E0
2.042852562E0,6.220702529E-1,-2.567257166E0,1.913928092E-1
2.064851000E0,-1.090342045E0,-1.642354876E-1,-5.001938939E-1
2.084852562E0,-1.352246165E0,9.948377265E-4,-8.020486236E-1
2.106852562E0,-1.484001040E0,-2.738421559E-1,-2.903006077E-1
2.126852562E0,-1.938816428E0,1.074075624E-1,1.770915747E0
2.146861937E0,-2.049208403E0,1.001487374E0,3.264952421E0
2.168852562E0,-2.265053272E0,2.220442772E0,3.981933832E0
2.188871312E0,-1.615057826E0,8.231845498E-1,2.983710051E0
2.210851000E0,-1.208256483E0,-1.335002303E0,9.619731307E-1
2.230852562E0,-8.947430253E-1,-7.373666763E-1,6.815510988E-2
2.250852562E0,-4.626169801E-1,3.405486345E-1,-3.501479626E-1
2.272860375E0,-2.394417226E-1,1.004576564E0,-2.554463744E-1
2.294852562E0,-2.342057377E-1,8.233590722E-1,-1.801179796E-1
2.314857250E0,-7.091272622E-2,2.086366564E-1,-1.472359747E-1
2.336852562E0,1.970127672E-1,-3.441614807E-1,8.761553094E-3
2.356852562E0,4.070107937E-1,-2.210110426E-1,1.637293398E-1
2.376852562E0,6.330658197E-1,-2.047445774E-1,1.749867052E-1
2.396860375E0,9.492322206E-1,-4.451287687E-1,3.256784379E-2
2.418852562E0,1.157764196E0,-1.450019479E-1,-1.899267286E-1
2.438858812E0,1.193735361E0,8.868541718E-1,-4.451985955E-1
2.460852562E0,1.529728770E0,1.662216663E0,-8.964883685E-1
