"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.734820604E0,4.786679745E0,8.746679306E0
2.000156200E-2,-4.319858074E0,5.527004719E0,1.063960266E1
4.200156200E-2,-2.698562145E0,5.419831276E0,9.360638618E0
6.200156200E-2,2.602210045E-1,5.877181053E0,8.831118584E0
8.200937500E-2,-1.382766366E0,5.532511711E0,6.912366867E0
1.040000000E-1,1.403059721E0,2.882752895E0,4.047991753E0
1.240015620E-1,1.117689967E0,1.154349923E0,3.485785484E0
1.440015620E-1,4.528795242E0,2.078914165E0,7.153261662E0
1.660078120E-1,5.233983517E0,9.879050851E-1,7.809857368E0
1.860078120E-1,5.119004250E0,-1.281319380E0,1.143992710E1
2.080046870E-1,4.395122051E0,-6.249058247E-1,1.320641708E1
2.300015620E-1,9.188945889E-1,1.199973822E0,1.134448433E1
2.520015620E-1,3.495860100E0,-8.364382982E-1,8.608476639E0
2.720015620E-1,2.273514986E0,1.892415285E0,8.852790833E0
2.940000000E-1,-7.282663345E0,8.691181183E0,9.945437431E0
3.140109370E-1,2.728891850E0,1.710053802E0,9.888406754E0
3.360015620E-1,2.123139620E0,2.205921650E0,8.331965446E0
3.560015620E-1,1.202703238E0,2.460731745E0,7.509432793E0
3.760015620E-1,1.149427533E0,2.584607601E0,6.142794132E0
3.960015620E-1,1.009433746E0,2.101113081E0,9.049660683E0
4.180015620E-1,5.534819961E-1,1.591205597E0,9.480493546E0
4.400046870E-1,-8.172463775E-1,1.949924111E0,8.893195152E0
4.600421870E-1,-3.002328873E-1,2.850134373E0,8.722393036E0
4.820000000E-1,4.142141342E0,1.288817883E0,5.901659012E0
5.020015620E-1,5.991633415E0,3.083224058E0,6.276074409E0
5.220078120E-1,5.247716904E0,1.136862755E0,7.370617390E0
5.440000000E-1,3.515693665E0,2.321858406E0,9.916084290E0
5.640046870E-1,3.214436054E0,1.566899657E0,9.156595230E0
5.860140620E-1,2.380238771E0,1.075197577E0,9.162754059E0
6.080000000E-1,-1.006235108E-1,6.593056917E-1,8.006421089E0
6.280015620E-1,-1.164539754E-1,4.456567168E-1,7.164916515E0
6.480015620E-1,2.228714377E-1,4.849982262E-1,6.121810913E0
6.680015620E-1,-8.535999060E-1,2.327547222E-1,7.847063065E0
6.880203120E-1,-2.075696230E0,-7.317351103E-1,7.564805508E0
7.100000000E-1,-5.065172911E-1,-1.805716515E0,8.087622643E0
7.300015620E-1,3.531897783E0,-1.554698825E0,8.240689278E0
7.520015620E-1,4.630366802E0,-1.728364587E0,6.435729027E0
7.740000000E-1,4.677705288E0,-2.300348759E0,5.918294430E0
7.940015620E-1,7.226907253E0,-2.824736595E0,4.771691799E0
8.160015620E-1,1.062701893E1,-3.000327349E0,3.153450966E0
8.360015620E-1,1.144426441E1,-2.928539515E0,3.414409399E0
8.580015620E-1,1.297867107E1,-3.189239502E0,5.034919739E0
8.800015620E-1,1.521023941E1,-3.151688814E0,4.752691269E0
9.020000000E-1,1.529373932E1,-3.117078066E0,3.476878881E0
9.220015620E-1,1.595203876E1,-3.337306499E0,3.583018541E0
9.420015620E-1,1.634019661E1,-3.574246407E0,2.716279268E0
9.620015620E-1,1.586932468E1,-3.434118509E0,1.758483648E0
9.840000000E-1,1.563234711E1,-2.779610634E0,1.056474924E0
1.004001562E0,1.426511288E1,-2.750420570E0,1.471706152E0
1.026003125E0,1.152976704E1,-2.728441954E0,2.071626186E0
1.048001562E0,9.801200867E0,-3.280851364E0,2.713626385E0
1.068001562E0,9.269439697E0,-3.822563171E0,3.145550013E0
1.088020312E0,9.311587334E0,-4.138980865E0,1.878174543E0
1.110000000E0,9.699572563E0,-4.441578865E0,-6.359957159E-2
1.130001562E0,1.017272377E1,-4.643975735E0,-1.651865125E0
1.152000000E0,9.843022346E0,-4.389338017E0,-2.344459772E0
1.172000000E0,1.000548363E1,-4.079269409E0,-2.907509089E0
1.192001562E0,1.137930584E1,-4.474925995E0,-3.012585640E0
1.214001562E0,1.201196861E1,-5.521440983E0,-1.723662496E0
1.236001562E0,9.831779480E0,-4.541580677E0,9.862004519E-1
1.256001562E0,7.666061401E0,-4.172346592E0,3.533171415E0
1.276001562E0,3.631822109E0,-4.978723049E0,8.656542778E0
1.296001562E0,5.620052814E-1,-5.179471970E0,1.368114853E1
