"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
4.001562000E-3,-6.839999557E-1,4.888999760E-1,1.063099980E0
2.400625000E-2,-7.032999992E-1,8.050999641E-1,1.993599892E0
5.400000000E-2,2.539000034E0,1.532199979E0,1.659099936E0
7.400468700E-2,1.064199924E0,8.825999498E-1,-4.519999921E-1
1.040000000E-1,3.950699806E0,-2.002199888E0,-4.074699879E0
1.240015620E-1,3.637399912E0,-3.722199917E0,-4.656099796E0
1.440015620E-1,6.745899677E0,-2.692600012E0,-1.137199998E0
1.740046870E-1,7.058099747E0,-4.780099869E0,1.091799974E0
2.040093750E-1,5.620999813E0,-4.804500103E0,3.691399813E0
2.340000000E-1,7.213000059E-1,-1.485199928E0,1.243700027E0
2.540000000E-1,4.214600086E0,-4.802999973E0,-5.863999724E-1
2.740000000E-1,5.812000036E-1,-2.577999830E-1,-3.367999792E-1
2.940000000E-1,-7.979199886E0,5.732100010E0,6.071000099E-1
3.140109370E-1,1.752200007E0,-1.093400002E0,5.234000087E-1
3.440000000E-1,2.766999900E-1,-2.656999826E-1,-1.314599991E0
3.640015620E-1,-3.639999926E-1,-2.960999906E-1,-2.522599936E0
3.940000000E-1,-5.917999744E-1,-6.179000139E-1,-6.101999879E-1
4.140031250E-1,-6.717000008E-1,-1.052799940E0,2.422999889E-1
4.440000000E-1,-2.591699839E0,-3.256999850E-1,-8.004999757E-1
4.640000000E-1,-7.831000090E-1,1.374300003E0,1.470199943E0
4.840000000E-1,2.339699984E0,-6.448000073E-1,-3.495299816E0
5.040015620E-1,4.059299946E0,6.798999906E-1,-2.918200016E0
5.340015620E-1,2.022099972E0,-4.306999743E-1,-1.867999882E-1
5.640046870E-1,1.225000024E0,-8.671000004E-1,-1.430999935E-1
5.940015620E-1,-1.083699942E0,-1.345399976E0,-4.379999936E-1
6.140015620E-1,-3.174399853E0,-1.839599967E0,-1.397699952E0
6.440015620E-1,-3.763599873E0,-1.836699963E0,-1.926099896E0
6.740000000E-1,-6.027699947E0,-2.482699871E0,-1.510599971E0
6.940000000E-1,-6.948099613E0,-2.987399817E0,-6.208999753E-1
7.140015620E-1,-5.464299679E0,-3.450699806E0,3.640999794E-1
