"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.018700123E-2,3.211295962E1,1.189551532E2,1.574810028E1,-1.000000000E0,-1.000000000E0,5.030358776E2,5.030358776E2
8.136980534E-1,3.211317848E1,1.189551020E2,1.668803692E1,-1.000000000E0,-1.000000000E0,3.703101495E1,3.703101495E1
2.264043808E0,3.211304948E1,1.189551211E2,7.755689929E0,0.000000000E0,-1.000000000E0,2.942674619E1,2.942674619E1
3.264017820E0,3.211298885E1,1.189551722E2,1.436630267E1,0.000000000E0,-1.000000000E0,1.034548480E1,1.034548480E1
4.263992310E0,3.211297637E1,1.189551854E2,1.556841194E1,0.000000000E0,-1.000000000E0,8.658118258E0,8.658118258E0
5.263965726E0,3.211296767E1,1.189552141E2,1.568862287E1,0.000000000E0,-1.000000000E0,8.607392376E0,8.607392376E0
6.263940215E0,3.211296216E1,1.189552199E2,1.570064396E1,0.000000000E0,-1.000000000E0,8.606947006E0,8.606947006E0
7.263913751E0,3.211294809E1,1.189552215E2,1.570184607E1,0.000000000E0,-1.000000000E0,9.186589426E0,9.186589426E0
8.263888359E0,3.211293903E1,1.189552207E2,1.570196628E1,0.000000000E0,-1.000000000E0,9.294036257E0,9.294036257E0
9.258842587E0,3.211293052E1,1.189552175E2,1.570197830E1,0.000000000E0,-1.000000000E0,9.307436501E0,9.307436501E0
1.026168942E1,3.211291752E1,1.189551766E2,1.509545720E1,0.000000000E0,1.738965070E2,8.946639480E0,8.946639480E0
1.126168787E1,3.211292864E1,1.189551598E2,1.525859407E1,1.072529078E0,1.762756668E2,6.991997308E0,6.991997308E0
1.235065973E1,3.211291886E1,1.189551592E2,1.535084194E1,1.319877982E0,1.753806525E2,5.509435762E0,5.509435762E0
1.335063481E1,3.211290699E1,1.189551603E2,1.535084208E1,1.319877982E0,1.753806530E2,5.561156234E0,5.561156234E0
1.435060883E1,3.211290083E1,1.189551542E2,1.540026036E1,1.319877982E0,1.748626652E2,5.068630295E0,5.068630295E0
1.535058367E1,3.211289009E1,1.189551533E2,1.551651214E1,1.311131477E0,1.739610804E2,4.925980551E0,4.925980551E0
1.635055816E1,3.211287549E1,1.189551573E2,1.553525496E1,1.311131477E0,1.792462391E2,4.854925292E0,4.854925292E0
1.735053229E1,3.211286197E1,1.189551559E2,1.563770244E1,1.381801844E0,1.884654769E2,4.808747582E0,4.808747582E0
1.835050666E1,3.211285042E1,1.189551552E2,1.567774811E1,1.360924006E0,1.817929431E2,4.807142770E0,4.807142770E0
1.935048103E1,3.211283560E1,1.189551573E2,1.583394133E1,1.417814255E0,1.752389540E2,4.810228524E0,4.810228524E0
2.035045576E1,3.211282251E1,1.189551598E2,1.586057858E1,1.360924006E0,1.726424306E2,4.811145912E0,4.811145912E0
2.135042989E1,3.211281211E1,1.189551614E2,1.586405417E1,1.359282136E0,1.769961702E2,4.818299166E0,4.818299166E0
2.235040474E1,3.211279367E1,1.189551644E2,1.579353311E1,1.359282136E0,1.789162727E2,4.814212086E0,4.814212086E0
2.335037911E1,3.211277914E1,1.189551689E2,1.574141657E1,1.470309138E0,1.728975655E2,4.813585694E0,4.813585694E0
2.435035288E1,3.211276249E1,1.189551772E2,1.562073223E1,1.486801982E0,1.690680429E2,4.767665739E0,4.767665739E0
2.535032773E1,3.211274713E1,1.189551822E2,1.558891675E1,1.486801982E0,1.752071527E2,4.737742020E0,4.737742020E0
2.635030162E1,3.211272937E1,1.189551821E2,1.550447981E1,1.486801982E0,1.814184985E2,4.740095890E0,4.740095890E0
2.735027635E1,3.211271513E1,1.189551865E2,1.542523632E1,1.474907637E0,1.818105786E2,4.740275581E0,4.740275581E0
2.835025048E1,3.211270222E1,1.189551959E2,1.545037544E1,1.544384003E0,1.683933297E2,4.724397542E0,4.724397542E0
2.935022449E1,3.211268605E1,1.189552011E2,1.539110356E1,1.544384003E0,1.695029074E2,4.720140881E0,4.720140881E0
3.035019851E1,3.211266940E1,1.189552024E2,1.543541559E1,1.544384003E0,1.787346034E2,4.722676884E0,4.722676884E0
3.135017300E1,3.211265344E1,1.189552082E2,1.553034986E1,1.546935558E0,1.742037025E2,4.717146611E0,4.717146611E0
3.235014725E1,3.211264126E1,1.189552146E2,1.549397703E1,1.572723866E0,1.655727762E2,4.713427473E0,4.713427473E0
3.335012150E1,3.211265315E1,1.189552289E2,1.421546803E1,9.539849045E-1,7.605419146E1,4.769957984E0,4.769957984E0
3.435009623E1,3.211266731E1,1.189552218E2,1.454419863E1,7.886386947E-1,1.045837489E1,4.769232261E0,4.769232261E0
3.535007048E1,3.211268199E1,1.189552078E2,1.438450298E1,7.673466209E-1,1.219015993E1,4.726732544E0,4.726732544E0
3.635004473E1,3.211266366E1,1.189552072E2,1.453838810E1,0.000000000E0,9.846653910E0,4.727921385E0,4.727921385E0
3.735001826E1,3.211265241E1,1.189552130E2,1.443472114E1,0.000000000E0,9.846656522E0,4.731119434E0,4.731119434E0
3.834999335E1,3.211263876E1,1.189552202E2,1.437769053E1,7.594493029E-1,1.371955644E2,4.732040214E0,4.732040214E0
3.934996676E1,3.211262304E1,1.189552241E2,1.464913713E1,1.096591181E0,1.581142637E2,4.730909898E0,4.730909898E0
4.034994197E1,3.211261682E1,1.189552227E2,1.461546590E1,8.564612244E-1,1.702401220E2,4.731456814E0,4.731456814E0
4.134991539E1,3.211261577E1,1.189552252E2,1.439524948E1,3.724482726E-1,1.552559369E2,4.731205502E0,4.731205502E0
4.234989011E1,3.211260040E1,1.189552312E2,1.457898364E1,9.225411227E-1,1.614808651E2,4.733389891E0,4.733389891E0
4.334986377E1,3.211259540E1,1.189552349E2,1.458940850E1,9.747931616E-1,1.530028782E2,4.731777927E0,4.731777927E0
