"Time (s)","X (µT)","Y (µT)","Z (µT)"
5.164375005E-3,-4.041198730E0,-4.388472748E1,-2.155090332E1
2.524737496E-2,-4.084289551E0,-4.382668304E1,-2.162768555E1
4.533037497E-2,-4.269653320E0,-4.386467743E1,-2.144531250E1
6.541337498E-2,-4.558959961E0,-4.386757660E1,-2.132760620E1
8.549637499E-2,-4.901062012E0,-4.379439545E1,-2.106982422E1
1.055803750E-1,-5.209716797E0,-4.380768585E1,-2.105108643E1
1.256633750E-1,-5.426513672E0,-4.387557220E1,-2.096200562E1
1.457463750E-1,-5.672973633E0,-4.380094147E1,-2.097940063E1
1.658293750E-1,-5.826354980E0,-4.376541901E1,-2.067169189E1
1.859123750E-1,-5.828918457E0,-4.390787506E1,-2.032766724E1
2.059963750E-1,-5.947204590E0,-4.417987823E1,-2.007589722E1
2.260793750E-1,-5.925537109E0,-4.427120209E1,-1.993902588E1
2.461623750E-1,-5.777038574E0,-4.438561249E1,-1.975210571E1
2.662453750E-1,-5.592956543E0,-4.423162079E1,-1.998461914E1
2.863293750E-1,-5.357788086E0,-4.419716644E1,-2.019009399E1
3.064123750E-1,-4.975463867E0,-4.421620941E1,-2.036221313E1
3.264953750E-1,-4.656799316E0,-4.424312592E1,-2.041183472E1
3.465783750E-1,-4.444396973E0,-4.413147736E1,-2.080081177E1
3.666613750E-1,-3.935241699E0,-4.385906219E1,-2.141131592E1
3.867453750E-1,-3.430480957E0,-4.356932831E1,-2.209973145E1
4.068287500E-1,-2.883911133E0,-4.347774506E1,-2.226089478E1
4.269117500E-1,-2.704528809E0,-4.349701691E1,-2.229745483E1
4.469947500E-1,-2.473815918E0,-4.357451630E1,-2.231738281E1
4.670787500E-1,-2.199890137E0,-4.340380096E1,-2.247412109E1
4.871617500E-1,-1.788818359E0,-4.324187469E1,-2.277728271E1
5.072447500E-1,-1.221679688E0,-4.318895721E1,-2.319665527E1
5.273277500E-1,-6.232299805E-1,-4.310520172E1,-2.323507690E1
5.474107500E-1,-1.054077148E-1,-4.325292206E1,-2.288336182E1
5.674947500E-1,4.702148438E-1,-4.342969513E1,-2.265499878E1
5.875777500E-1,8.882446289E-1,-4.358754730E1,-2.243655396E1
6.076607500E-1,1.215087891E0,-4.378762054E1,-2.218289185E1
6.277437500E-1,1.375732422E0,-4.392147064E1,-2.185070801E1
6.478277500E-1,1.622497559E0,-4.391449738E1,-2.181149292E1
6.679107500E-1,2.000915527E0,-4.382158661E1,-2.198437500E1
6.879937500E-1,2.322021484E0,-4.372299957E1,-2.239474487E1
7.080767500E-1,2.627929688E0,-4.362079620E1,-2.255444336E1
7.281607500E-1,2.738281250E0,-4.350720978E1,-2.266049194E1
7.482437500E-1,3.100158691E0,-4.353070831E1,-2.268484497E1
7.683267500E-1,3.379089355E0,-4.366663361E1,-2.251269531E1
7.884097500E-1,3.498657227E0,-4.372803497E1,-2.210803223E1
8.084927500E-1,3.488159180E0,-4.389363861E1,-2.186645508E1
8.285767500E-1,3.707153320E0,-4.390055084E1,-2.158010864E1
8.486597500E-1,4.157104492E0,-4.388022614E1,-2.154629517E1
8.687427500E-1,4.966369629E0,-4.392522430E1,-2.146508789E1
8.888257500E-1,5.679626465E0,-4.388645172E1,-2.131686401E1
9.089097500E-1,6.201965332E0,-4.382071686E1,-2.144839478E1
9.289927500E-1,6.532043457E0,-4.361157990E1,-2.181390381E1
9.490757500E-1,6.846374512E0,-4.324671173E1,-2.250604248E1
9.691597500E-1,7.160705566E0,-4.301836395E1,-2.276025391E1
9.892427500E-1,7.195129395E0,-4.291997528E1,-2.288381958E1
1.009325750E0,6.994262695E0,-4.292665863E1,-2.280816650E1
1.029408750E0,6.451965332E0,-4.296242523E1,-2.280606079E1
1.049492750E0,5.694152832E0,-4.306618500E1,-2.275366211E1
1.069575750E0,4.981811523E0,-4.304045868E1,-2.279956055E1
1.089658750E0,4.293029785E0,-4.313077545E1,-2.256802368E1
1.109741750E0,3.652404785E0,-4.322142792E1,-2.237536621E1
1.129825750E0,3.132141113E0,-4.340488434E1,-2.207296753E1
1.149908750E0,2.590881348E0,-4.361257172E1,-2.167617798E1
1.169991750E0,2.128967285E0,-4.370342255E1,-2.168933105E1
1.190074750E0,1.721069336E0,-4.385642242E1,-2.125378418E1
1.210158750E0,1.317871094E0,-4.395189667E1,-2.103259277E1
1.230241750E0,8.930053711E-1,-4.404279327E1,-2.084619141E1
1.250324750E0,5.200195312E-1,-4.410578156E1,-2.080813599E1
1.270407750E0,1.275634766E-1,-4.408759308E1,-2.088403320E1
1.290491750E0,-4.644775391E-2,-4.403591156E1,-2.107720947E1
1.310574750E0,-1.481933594E-1,-4.388248444E1,-2.123956299E1
1.330657750E0,-1.492919922E-1,-4.379825592E1,-2.133746338E1
1.350741750E0,-3.377075195E-1,-4.381612396E1,-2.146798706E1
1.370824750E0,-4.328002930E-1,-4.382506561E1,-2.160598755E1
1.390908083E0,-4.964599609E-1,-4.367510223E1,-2.166906738E1
1.410991083E0,-4.499511719E-1,-4.353610992E1,-2.178341675E1
1.431075083E0,-4.527587891E-1,-4.329729462E1,-2.224902344E1
1.451158083E0,-4.561767578E-1,-4.297509003E1,-2.280606079E1
1.471241083E0,-1.898193359E-1,-4.247701263E1,-2.382550049E1
1.491325083E0,3.175048828E-1,-4.210416412E1,-2.475219727E1
1.511408083E0,8.028564453E-1,-4.195955658E1,-2.515466309E1
1.531491083E0,8.135986328E-1,-4.204885101E1,-2.489392090E1
1.551574083E0,4.774780273E-1,-4.229451752E1,-2.459265137E1
1.571658083E0,3.076171875E-1,-4.235706329E1,-2.464941406E1
1.591741083E0,4.742431641E-1,-4.232168579E1,-2.476480103E1
1.611824083E0,9.605712891E-1,-4.224269104E1,-2.478436279E1
1.631907083E0,1.561157227E0,-4.235597229E1,-2.472238159E1
1.651991083E0,2.070495605E0,-4.252788544E1,-2.416128540E1
1.672074083E0,2.369201660E0,-4.282405853E1,-2.356646729E1
1.692157083E0,2.529296875E0,-4.313497162E1,-2.303094482E1
1.712241083E0,2.773559570E0,-4.329323578E1,-2.257995605E1
1.732324083E0,2.989196777E0,-4.341983795E1,-2.247015381E1
1.752407083E0,3.126037598E0,-4.350307465E1,-2.245413208E1
1.772491083E0,3.411437988E0,-4.344065094E1,-2.245605469E1
1.792574083E0,3.522094727E0,-4.353681183E1,-2.256939697E1
1.812657083E0,3.520324707E0,-4.340323639E1,-2.269140625E1
1.832740083E0,3.756469727E0,-4.333516693E1,-2.289541626E1
1.852824083E0,4.164733887E0,-4.339250946E1,-2.293090820E1
1.872907083E0,4.545532227E0,-4.337931061E1,-2.274966431E1
1.892990083E0,4.635498047E0,-4.350540924E1,-2.243481445E1
1.913074083E0,4.631835938E0,-4.371311188E1,-2.195196533E1
