"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.164375005E-3,1.038360596E-1,6.110265255E-1,4.904230535E-1
2.524737496E-2,1.458181888E-1,2.311833203E-1,4.255335927E-1
4.533037497E-2,1.580583602E-1,-1.204718128E-1,3.423934877E-1
6.541337498E-2,1.213525012E-1,-2.490439713E-1,2.754214108E-1
8.549637499E-2,4.968226328E-2,-2.046728432E-1,2.366671264E-1
1.055803750E-1,5.838695541E-2,-1.770302951E-1,1.521149129E-1
1.256633750E-1,1.513564885E-1,-2.196377069E-1,4.105934873E-2
1.457463750E-1,2.354949862E-1,-2.282068282E-1,-2.172619477E-2
1.658293750E-1,2.806336880E-1,-2.803418636E-1,-7.575792074E-2
1.859123750E-1,2.732006311E-1,-3.773870766E-1,-1.266818941E-1
2.059963750E-1,1.874886453E-1,-3.156371415E-1,-1.545530856E-1
2.260793750E-1,-9.549460374E-4,-1.678041518E-1,-2.072395533E-1
2.461623750E-1,-1.820976138E-1,9.039258584E-3,-2.914622426E-1
2.662453750E-1,-1.985193938E-1,1.162879691E-1,-3.574925065E-1
2.863293750E-1,-6.959515810E-2,1.597195715E-1,-3.389182389E-1
3.064123750E-1,-1.875101030E-1,-4.086169600E-2,-2.936212420E-1
3.264953750E-1,-6.530678272E-1,-1.650977731E-1,-3.343178630E-1
3.465783750E-1,-9.331811070E-1,4.566833377E-2,-5.021917224E-1
3.666613750E-1,-6.691408157E-1,3.318047822E-1,-5.053519011E-1
3.867453750E-1,-1.151696667E-1,2.574318349E-1,-3.507227004E-1
4.068287500E-1,1.802882403E-1,-1.470007896E-1,-3.094189167E-1
4.269117500E-1,-4.473947920E-4,-3.938823640E-1,-4.495059252E-1
4.469947500E-1,-3.456707895E-1,-2.677489817E-1,-5.881179571E-1
4.670787500E-1,-4.366775155E-1,-5.838959664E-2,-6.291887760E-1
4.871617500E-1,-2.364886403E-1,3.119602427E-2,-6.248173118E-1
5.072447500E-1,5.503647402E-2,1.433513593E-2,-6.410609484E-1
5.273277500E-1,2.786839902E-1,1.218102220E-2,-6.520715356E-1
5.474107500E-1,3.885507584E-1,4.000635073E-2,-5.921807289E-1
5.674947500E-1,4.143319130E-1,7.587296423E-3,-4.582543075E-1
5.875777500E-1,3.428321779E-1,-1.377210617E-1,-3.748158216E-1
6.076607500E-1,1.673082262E-1,-3.600055277E-1,-4.185785353E-1
6.277437500E-1,-9.480101615E-2,-4.712754190E-1,-5.408640504E-1
6.478277500E-1,-3.288975060E-1,-3.638605475E-1,-6.046508551E-1
6.679107500E-1,-3.689220548E-1,-2.307353020E-1,-5.075379014E-1
6.879937500E-1,-2.216700912E-1,-2.905149162E-1,-4.159158170E-1
7.080767500E-1,-2.528150380E-2,-2.099912763E-1,-3.913869858E-1
7.281607500E-1,1.734218448E-1,-2.037370950E-2,-3.955647349E-1
7.482437500E-1,3.285723925E-1,-3.337667882E-2,-3.201341629E-1
7.683267500E-1,3.606316745E-1,-2.368650138E-1,-2.371215820E-1
7.884097500E-1,2.737028599E-1,-4.053163528E-1,-2.902435362E-1
8.084927500E-1,1.462470740E-1,-2.193631679E-1,-4.732655287E-1
8.285767500E-1,2.277381532E-2,3.937496543E-1,-5.817382336E-1
8.486597500E-1,8.572255075E-2,8.372619152E-1,-5.221443176E-1
8.687427500E-1,1.180737466E-1,5.817816854E-1,-4.679928422E-1
8.888257500E-1,-1.972758174E-1,-6.823125295E-3,-4.500240386E-1
9.089097500E-1,-6.230561137E-1,-1.690355688E-1,-4.008875191E-1
9.289927500E-1,-6.677208543E-1,2.645493746E-1,-2.907788157E-1
9.490757500E-1,-3.813982904E-1,6.075526476E-1,-4.228257015E-2
9.691597500E-1,-7.196511328E-2,3.340241313E-1,2.764902115E-1
9.892427500E-1,8.415976167E-2,-1.568761319E-1,4.981698096E-1
1.009325750E0,5.656462535E-2,-3.045095503E-1,6.863074303E-1
1.029408750E0,-4.499071091E-2,-8.486153185E-2,8.073142767E-1
1.049492750E0,-2.728389949E-2,1.795716733E-1,8.610519767E-1
1.069575750E0,1.046335921E-1,2.717035711E-1,8.923502564E-1
1.089658750E0,2.489804029E-1,2.415092140E-1,8.717420101E-1
1.109741750E0,3.501761258E-1,2.125813365E-1,7.999708056E-1
1.129825750E0,3.649725318E-1,2.446465343E-1,6.940649748E-1
1.149908750E0,3.240205646E-1,2.334911227E-1,5.984315276E-1
1.169991750E0,2.948641777E-1,9.271987528E-2,5.326140523E-1
1.190074750E0,2.746558189E-1,-1.070778221E-1,4.648839533E-1
1.210158750E0,1.618602723E-1,-2.151295692E-1,4.017111957E-1
1.230241750E0,3.402512521E-2,-1.031452343E-1,3.508411050E-1
1.250324750E0,-1.273536086E-1,1.668189839E-2,2.470044196E-1
1.270407750E0,-2.269552648E-1,1.340326518E-1,1.628845930E-1
1.290491750E0,-2.068415135E-1,1.059707105E-1,7.491779327E-2
1.310574750E0,-1.231221035E-1,-4.145677015E-2,7.607635111E-2
