"Time (s)","X (hPa)"
-5.548152917E-1,1.017468185E3
4.498267083E-1,1.017470245E3
1.454443708E0,1.017472382E3
2.459074708E0,1.017472382E3
3.463716708E0,1.017473145E3
3.816174708E0,1.017474823E3
4.887774708E0,1.017480087E3
5.959310708E0,1.017485580E3
7.030901708E0,1.017491074E3
8.102435708E0,1.017498245E3
9.173961708E0,1.017503510E3
1.024556171E1,1.017504807E3
1.131716371E1,1.017506027E3
1.238872071E1,1.017506180E3
1.346027671E1,1.017506027E3
1.453192171E1,1.017502670E3
1.560350271E1,1.017502441E3
1.667511371E1,1.017502670E3
1.774672671E1,1.017503433E3
1.881836271E1,1.017503433E3
1.988987971E1,1.017502899E3
2.096149671E1,1.017494202E3
2.203311071E1,1.017488556E3
2.310469771E1,1.017481003E3
2.417633371E1,1.017477798E3
2.524795571E1,1.017477798E3
2.631958471E1,1.017481842E3
2.739118171E1,1.017489548E3
2.846279171E1,1.017495499E3
2.953436771E1,1.017500534E3
3.060598171E1,1.017501221E3
3.167758071E1,1.017501221E3
3.274921671E1,1.017498322E3
3.382092471E1,1.017495270E3
3.489258771E1,1.017490234E3
3.596423471E1,1.017484741E3
3.703581271E1,1.017483292E3
3.810734471E1,1.017483292E3
3.917891871E1,1.017483521E3
4.025054071E1,1.017485123E3
4.132216671E1,1.017485123E3
4.239376071E1,1.017484512E3
4.346540571E1,1.017481384E3
4.453702071E1,1.017476807E3
4.560863471E1,1.017476807E3
4.668017371E1,1.017477798E3
4.775173671E1,1.017479095E3
4.882331271E1,1.017480698E3
4.989492171E1,1.017484589E3
5.096652271E1,1.017485123E3
5.203810471E1,1.017486191E3
5.310967671E1,1.017486191E3
5.418125771E1,1.017487717E3
5.525290271E1,1.017487717E3
5.632450871E1,1.017487335E3
5.739607771E1,1.017485275E3
5.846763771E1,1.017484360E3
5.953915571E1,1.017483521E3
6.061068171E1,1.017481613E3
6.168222471E1,1.017481613E3
6.275381971E1,1.017483444E3
6.382543871E1,1.017485123E3
6.489704071E1,1.017487640E3
6.596858571E1,1.017492752E3
6.704011071E1,1.017495193E3
6.811168571E1,1.017496796E3
6.918326071E1,1.017501373E3
7.025481771E1,1.017503433E3
7.132634471E1,1.017505341E3
7.239791171E1,1.017507858E3
7.346950471E1,1.017512131E3
7.454109571E1,1.017512589E3
7.561267171E1,1.017513733E3
7.668424771E1,1.017514420E3
7.775579871E1,1.017513809E3
7.882731671E1,1.017513809E3
7.989886371E1,1.017513809E3
8.097042871E1,1.017514801E3
8.204206571E1,1.017515717E3
8.311368071E1,1.017516174E3
8.418527171E1,1.017516479E3
8.525685271E1,1.017516479E3
8.632845871E1,1.017514801E3
8.740004871E1,1.017513351E3
8.847165871E1,1.017512741E3
8.954326471E1,1.017511749E3
9.061491071E1,1.017511749E3
9.168649771E1,1.017512589E3
9.275804771E1,1.017512589E3
9.382961671E1,1.017508698E3
9.490118371E1,1.017507935E3
9.597277171E1,1.017505188E3
9.704435271E1,1.017502823E3
9.811594171E1,1.017502823E3
9.918751471E1,1.017505951E3
1.002590677E2,1.017507935E3
1.013306437E2,1.017511749E3
1.024022247E2,1.017515259E3
1.034737637E2,1.017519455E3
1.045453117E2,1.017521362E3
1.056168937E2,1.017524338E3
1.066885017E2,1.017528152E3
1.077601507E2,1.017531128E3
1.088318257E2,1.017531967E3
1.099034077E2,1.017533340E3
1.109749917E2,1.017537766E3
1.120466027E2,1.017540283E3
1.131182387E2,1.017543869E3
1.141897967E2,1.017547913E3
1.152613957E2,1.017556305E3
1.163330327E2,1.017558365E3
1.174046477E2,1.017564316E3
1.184762197E2,1.017568741E3
1.195477367E2,1.017574615E3
1.206192537E2,1.017578430E3
1.216908027E2,1.017585144E3
1.227623567E2,1.017585983E3
1.238339387E2,1.017586594E3
1.249054577E2,1.017585983E3
1.259770817E2,1.017584686E3
1.270486887E2,1.017584305E3
1.281202647E2,1.017579117E3
1.291918617E2,1.017575836E3
1.302635017E2,1.017570496E3
1.313351607E2,1.017567215E3
1.324067927E2,1.017561111E3
1.334783927E2,1.017560120E3
1.345499997E2,1.017560120E3
1.356216317E2,1.017561111E3
1.366932757E2,1.017561951E3
1.377649307E2,1.017561951E3
1.388365777E2,1.017561951E3
1.399081777E2,1.017562485E3
1.409797997E2,1.017562485E3
1.420514297E2,1.017562485E3
1.431231037E2,1.017565384E3
1.441947937E2,1.017567749E3
1.452665207E2,1.017568054E3
1.463382507E2,1.017570038E3
