"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.548494370E-1,-1.374813318E0,-1.821739793E0,-2.370820284E0
1.748510000E-1,-1.775174439E-1,-2.044094801E0,-1.234576106E0
1.968494370E-1,4.341332018E-1,-2.050569773E0,-1.443212777E-1
2.168541250E-1,3.892084211E-2,-1.055749655E0,4.487066865E-1
2.388494370E-1,-8.668527007E-1,3.780383170E-1,7.891855240E-1
2.588494370E-1,-1.298437715E0,1.346975327E0,1.187155485E0
2.788494370E-1,-7.353421450E-1,9.427744746E-1,1.647817731E0
2.988494370E-1,3.991568089E-1,1.045068264E0,2.089857340E0
3.188494370E-1,1.398113489E0,1.526517272E0,2.378203154E0
3.388494370E-1,1.819627881E0,1.722011685E0,2.630612612E0
3.588494370E-1,1.051648140E0,-5.338962004E-2,1.999309540E0
3.788510000E-1,1.230457146E-2,-9.871581942E-2,1.064807892E0
3.988572500E-1,-5.296376348E-1,-3.082425892E-1,5.197066665E-1
4.208494370E-1,-6.751108170E-1,-1.811302751E-1,8.009316027E-2
4.408494370E-1,-5.689249635E-1,2.917667031E-1,2.422342449E-1
4.608494370E-1,-2.256187052E-1,6.595250368E-1,7.904770970E-1
4.808541250E-1,-2.851868048E-2,4.606622159E-1,1.174030662E0
5.028494370E-1,-1.271646917E-1,-2.174680233E-1,9.996896982E-1
5.228541250E-1,-1.910786480E-1,-8.350876570E-1,6.311110258E-1
5.448494370E-1,-4.469788074E-2,-1.199477553E0,5.383642316E-1
5.648494370E-1,8.969247341E-2,-1.157781601E0,5.797634721E-1
5.848494370E-1,2.101899981E-1,-1.019953012E0,5.970771313E-1
6.048494370E-1,2.406459898E-1,-8.660672903E-1,5.591336489E-1
6.248494370E-1,3.349112272E-1,-7.085512877E-1,6.106383204E-1
6.448494370E-1,3.979176283E-1,-1.589645892E-1,5.621705651E-1
6.648494370E-1,4.561243355E-1,1.036027446E-1,5.948082209E-1
6.848494370E-1,3.005282283E-1,1.581966430E-1,4.774348140E-1
7.048494370E-1,1.381777227E-1,1.771683693E-1,2.887996435E-1
7.248494370E-1,2.453932911E-2,2.623229921E-1,9.175195545E-2
7.448494370E-1,-5.012585595E-2,2.596875429E-1,-4.281292483E-2
7.648494370E-1,-4.852015153E-2,1.782504767E-1,-8.239699155E-2
7.848494370E-1,-5.796238407E-2,1.882162988E-1,-1.459444314E-1
8.048494370E-1,-1.097637564E-1,3.135658503E-1,-1.929810494E-1
8.248494370E-1,-3.091501594E-1,4.731762111E-1,-2.272593230E-1
8.448494370E-1,-5.868320465E-1,5.829923153E-1,-2.775596976E-1
8.648494370E-1,-5.570916533E-1,5.799729228E-1,-3.056769669E-1
8.848494370E-1,-2.617295682E-1,7.413809299E-1,-2.593035698E-1
9.048494370E-1,-1.118930578E-1,7.522892356E-1,-2.020742148E-1
9.248494370E-1,-1.411971357E-2,4.669453800E-1,-1.520530879E-1
9.448494370E-1,1.306378990E-1,-6.236061454E-2,-1.126260981E-1
9.648494370E-1,3.562217057E-1,-6.647086143E-1,-8.147197217E-2
9.848494370E-1,3.539004028E-1,-6.684785485E-1,-5.801474303E-2
1.004849437E0,3.980397880E-1,-2.938087285E-1,-4.033455998E-2
1.024849437E0,6.974859238E-1,3.563962504E-2,4.932300374E-2
1.044849437E0,9.835453629E-1,1.240929067E-1,1.858426630E-1
1.064849437E0,8.354018331E-1,2.425309569E-1,3.265685439E-1
1.084849437E0,2.316401005E-1,2.177298218E-1,2.269975245E-1
1.104849437E0,-3.059911132E-1,2.791828513E-1,-9.199630469E-2
1.124849437E0,-3.061307371E-1,1.125562862E-1,-2.957809567E-1
1.144849437E0,7.792895287E-2,-6.677629799E-2,-3.846356571E-1
1.164849437E0,2.048667520E-1,-1.207244247E-1,-2.846108377E-1
1.184849437E0,1.249481216E-1,-2.092649788E-1,-6.630505621E-2
1.204849437E0,1.384744197E-1,-6.023131311E-2,-1.145808622E-1
1.224849437E0,4.750960767E-1,8.591383100E-1,-2.791305184E-1
1.244849437E0,5.337914824E-1,6.154205203E-1,-4.159992337E-1
1.264849437E0,3.564834893E-1,-1.192234382E-1,-4.406781793E-1
1.284851000E0,2.491282970E-1,-2.404016554E-1,-4.280943573E-1
1.306857250E0,5.923647434E-2,-2.933898382E-2,-4.133637846E-1
1.328851000E0,-1.311614960E-1,8.070402592E-2,-3.131295145E-1
1.350851000E0,-3.134611249E-2,-1.512327790E-1,-1.164483652E-1
1.372849437E0,8.728391677E-2,-3.808831871E-1,8.517206460E-2
1.392849437E0,6.677629799E-2,-5.734104514E-1,1.229235381E-1
1.412849437E0,1.243372560E-1,-5.750510693E-1,7.038912922E-2
1.432849437E0,2.885727286E-1,-2.599318922E-1,1.582664549E-1
1.452849437E0,3.142290711E-1,-2.199289352E-1,2.926044464E-1
1.472851000E0,1.325926632E-1,-4.562465250E-1,2.034355700E-1
1.492851000E0,1.256811619E-1,-4.491255879E-1,8.695230633E-2
1.512851000E0,3.389778435E-1,-6.014404446E-2,2.173982114E-1
1.534849437E0,3.074397445E-1,1.500808597E-1,5.506688356E-1
1.554849437E0,-8.761553094E-3,4.586725309E-2,5.973215103E-1
1.574849437E0,-2.122145891E-1,-1.644449234E-1,4.041833580E-1
1.594849437E0,-8.854055405E-2,-1.840798706E-1,2.493900955E-1
1.614849437E0,2.864085324E-2,-2.685014606E-1,2.216393650E-1
1.634849437E0,-1.920036674E-1,-5.572138429E-1,2.544341087E-1
1.654849437E0,-4.185473919E-1,-5.344721675E-1,1.975189149E-1
1.674851000E0,-4.161039591E-1,-2.993414104E-1,5.518731102E-2
1.694851000E0,-3.476521373E-1,1.183333248E-2,-2.562143281E-2
1.714851000E0,-3.185923994E-1,1.777268797E-1,-4.661774263E-2
1.736851000E0,-1.410226077E-1,2.016553432E-1,3.431317210E-2
1.758849437E0,9.950122237E-2,1.561546028E-1,1.346870512E-1
1.778849437E0,1.411273181E-1,1.154360771E-1,1.314232945E-1
1.798849437E0,5.672320258E-3,8.145451546E-2,6.286676228E-2
1.818849437E0,-1.043183282E-1,9.948377265E-4,-2.387610450E-2
1.838849437E0,-1.021890268E-1,-1.535889804E-1,-1.012465507E-1
1.858851000E0,-4.824090004E-2,-2.942450643E-1,-1.118756011E-1
1.878851000E0,-3.398156166E-2,-4.053876102E-1,-1.113520041E-1
1.900849437E0,2.904227935E-2,-5.150466561E-1,-1.363800317E-1
1.920851000E0,1.444434524E-1,-4.556182027E-1,-1.740093231E-1
1.942849437E0,1.736427993E-1,-2.233497798E-1,-2.403143793E-1
1.962849437E0,8.456119895E-2,-2.567379363E-2,-3.571816385E-1
1.982849437E0,2.246238664E-2,2.001892589E-2,-4.131717980E-1
2.002849437E0,6.667157635E-3,-5.600761622E-2,-4.221078753E-1
2.022849437E0,5.078908056E-3,-1.152440906E-1,-4.211654067E-1
2.042851000E0,7.073819637E-2,-1.489289403E-1,-4.579394758E-1
2.064849437E0,2.511528730E-1,-1.816364080E-1,-4.728097022E-1
2.084849437E0,3.867300451E-1,-2.214648277E-1,-4.301887453E-1
2.104849437E0,3.346843421E-1,-1.399055868E-1,-3.601486981E-1
2.124849437E0,1.923527420E-1,1.446877979E-2,-3.152937293E-1
2.144849437E0,9.580112249E-2,1.029744223E-1,-3.276332021E-1
2.164849437E0,1.045277715E-1,1.389805675E-1,-3.321885169E-1
2.184849437E0,2.257757932E-1,1.719149351E-1,-2.799158990E-1
2.204849437E0,3.915820718E-1,1.737300754E-1,-2.069785893E-1
2.224849437E0,4.857774973E-1,2.541373968E-1,-1.694889218E-1
2.244849437E0,5.243667364E-1,4.125783741E-1,-1.233424172E-1
2.264849437E0,4.275358617E-1,2.165604532E-1,-6.965608895E-2
2.284851000E0,8.293804526E-2,-3.373721540E-1,-1.075471863E-1
2.306849437E0,-8.134979755E-2,-3.748792708E-1,-1.901187152E-1
2.326849437E0,1.308124214E-1,2.234021435E-3,-2.453234792E-1
2.346849437E0,3.059736788E-1,3.055024445E-1,-1.667836607E-1
2.366852562E0,1.646718085E-1,3.973765671E-1,2.349213138E-2
2.388849437E0,-2.232276052E-1,4.324925691E-2,1.477944851E-1
2.408851000E0,-4.969126880E-1,-4.264712036E-1,4.101523664E-3
