"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.644559145E0,2.840500116E0,9.138887405E0
2.000000000E-2,-2.717629671E0,2.851082563E0,8.604655266E0
4.000468700E-2,-2.327642918E0,2.504133701E0,8.644475937E0
6.199843700E-2,-2.006417513E0,2.169223309E0,8.789229393E0
8.200000000E-2,-1.442755461E0,1.711183786E0,7.347641945E0
1.020000000E-1,-7.060500979E-1,1.261409044E0,8.151806831E0
1.240062500E-1,-8.704264164E-1,6.854886413E-1,9.021821022E0
1.459984370E-1,-1.288080573E0,1.083203912E0,1.152011299E1
1.660000000E-1,-3.208594322E0,3.408950567E0,1.300419235E1
1.879984370E-1,-9.121046662E-1,2.943843365E0,1.231737328E1
2.080062500E-1,-5.495362878E-1,7.403828949E-2,7.107532501E0
2.299984370E-1,9.069810510E-1,-1.152319670E0,5.101756573E0
2.499984370E-1,3.466516733E-1,-1.172938585E0,5.629400253E0
2.699984370E-1,-9.419268370E-1,-1.944474727E-1,9.597339630E0
2.899984370E-1,-2.208832979E0,2.098948807E-1,1.007647610E1
3.099984370E-1,-1.823136687E0,-5.640930533E-1,8.323394775E0
3.299984370E-1,-3.197714806E0,-4.729889333E-1,7.328804493E0
3.499984370E-1,-5.155223846E0,-1.701999664E0,1.131070709E1
3.699984370E-1,-4.225919247E0,1.799395800E0,6.117463112E0
3.899984370E-1,-8.715851605E-2,9.695750475E-1,9.770000458E0
4.099984370E-1,-8.465897292E-2,6.571987867E-1,1.132249641E1
4.300015620E-1,-2.073828936E0,1.525585353E-1,1.196594238E1
4.519984370E-1,-3.752729177E0,2.597613335E-1,1.210594559E1
4.720046870E-1,-3.402323484E0,4.957912862E-1,1.116616440E1
4.939984370E-1,-2.062824965E0,8.221975565E-1,1.027653599E1
5.140015620E-1,-1.514830589E0,8.392155766E-1,1.046894360E1
5.359984370E-1,-1.770550370E0,3.564583063E-1,1.106645966E1
5.560093750E-1,-1.505263329E0,3.829764947E-2,1.085327053E1
5.780000000E-1,-8.430271745E-1,-5.552632362E-2,1.056815052E1
5.980000000E-1,-7.139988542E-1,1.686379910E-1,1.032294559E1
6.199984370E-1,-3.482222557E-1,4.090828896E-1,1.015700817E1
6.400000000E-1,-3.879085779E-1,7.046806216E-1,9.084549904E0
6.619984370E-1,-3.790787458E-1,1.476887226E0,8.444540977E0
6.819984370E-1,-3.047531545E-1,1.824669003E0,7.385700703E0
7.019984370E-1,-2.190407217E-1,1.963389039E0,7.443994522E0
7.219984370E-1,-3.480403125E-1,1.867889166E0,7.590079308E0
7.419984370E-1,-7.696112990E-1,1.749835849E0,7.952264309E0
7.619984370E-1,-1.141708612E0,1.785375357E0,8.264114380E0
7.819984370E-1,-1.039370894E0,1.851014733E0,8.470637321E0
8.020109370E-1,-1.171894670E0,1.918627024E0,8.705116272E0
8.239984370E-1,-1.177545071E0,1.641234875E0,8.976217270E0
8.439984370E-1,-8.926254511E-1,1.225831270E0,9.952945709E0
8.639984370E-1,-1.493033767E0,1.146420360E0,1.167684746E1
8.839984370E-1,-1.797509193E0,6.764290333E-1,1.162910652E1
9.039984370E-1,-2.067316532E0,7.520762086E-1,1.115210533E1
9.239984370E-1,-2.158104658E0,1.070543289E0,1.140727901E1
9.439984370E-1,-2.498694420E0,1.260365248E0,1.165115261E1
9.639984370E-1,-1.817811966E0,7.621797323E-1,1.279767895E1
9.839984370E-1,-6.777601838E-1,-4.103278518E-1,1.240527821E1
1.003998437E0,-4.495736063E-1,-1.023684025E0,1.273938465E1
1.023998437E0,-8.916773200E-1,-7.732601166E-1,1.243852901E1
1.043998437E0,-9.564070106E-1,-2.373515815E-1,1.105733299E1
1.063998437E0,-8.953644037E-1,3.806397617E-1,8.942065239E0
1.083998437E0,5.193693638E-1,-7.246482372E-1,8.380070686E0
1.103998437E0,5.743114948E-1,2.299391292E-2,9.128325462E0
1.123998437E0,-5.197811723E-1,5.635759234E-1,1.064752293E1
1.143998437E0,-1.004089952E0,-7.019799203E-3,1.027260971E1
1.163998437E0,-2.450475216E0,-5.049850047E-2,8.748614311E0
1.183998437E0,-1.591282248E0,1.580268890E-1,8.797541618E0
1.203998437E0,-1.438465118E0,4.536820650E-1,8.120518684E0
1.223998437E0,-9.551044703E-1,9.137135744E-1,7.798920631E0
1.243998437E0,-6.403723359E-1,1.061924219E0,8.890599251E0
1.263998437E0,-6.959944367E-1,1.412224650E0,7.913248539E0
1.284000000E0,-1.044542313E0,1.585986257E0,6.849954605E0
1.306006250E0,-1.327058077E0,1.804538608E0,6.571939945E0
1.328000000E0,-1.372634172E0,2.062748432E0,7.034375668E0
1.350000000E0,-1.394689560E0,2.144476891E0,7.721252441E0
1.371998437E0,-1.357866645E0,2.271618605E0,7.312208176E0
1.391998437E0,-1.338617325E0,2.450992107E0,7.497097492E0
1.411998437E0,-1.824669003E0,3.152177334E0,8.354892731E0
1.431998437E0,-2.342506170E0,3.396328449E0,8.667804718E0
1.451998437E0,-1.719697595E0,2.693974972E0,9.048684120E0
1.472000000E0,-7.584160566E-1,1.709536672E0,1.007376671E1
1.492000000E0,-5.242439508E-1,1.270535707E0,1.117907333E1
1.512000000E0,-1.358230591E0,1.580575347E0,1.122985935E1
1.533998437E0,-1.547640800E0,1.656672597E0,1.104996872E1
1.553998437E0,-4.434157312E-1,1.177784443E0,1.112585545E1
1.573998437E0,7.172070444E-2,3.309552968E-1,1.183914566E1
1.593998437E0,-3.807642460E-1,-4.351701140E-1,1.193171501E1
1.613998437E0,-8.778388500E-1,-8.070183992E-1,1.143485069E1
1.633998437E0,-7.170442343E-1,-8.617689610E-1,1.121886539E1
1.653998437E0,-1.155345961E-1,-1.050221324E0,1.179964161E1
1.674000000E0,-9.892841429E-2,-8.543948531E-1,1.222987938E1
1.694000000E0,-2.733699679E-1,-5.957635641E-1,1.175030136E1
1.714000000E0,-7.173028588E-1,-1.861348152E-1,1.131387711E1
1.736000000E0,-1.191756964E0,2.996582985E-1,1.078762245E1
1.757998437E0,-9.671329856E-1,5.712661147E-1,9.691220284E0
1.777998437E0,-4.692443907E-1,7.307199240E-1,8.420091629E0
1.797998437E0,-1.396490037E-1,8.483231068E-1,7.686067581E0
1.817998437E0,1.874372512E-1,8.585703373E-1,7.775332928E0
1.837998437E0,2.209273577E-1,7.126676440E-1,8.069637299E0
1.858000000E0,3.431561291E-1,5.889257193E-1,8.069924355E0
1.878000000E0,6.967031360E-1,5.723770261E-1,8.171161652E0
1.899998437E0,1.009577394E0,8.243907094E-1,8.627007484E0
1.920000000E0,1.142455578E0,1.027438164E0,8.622104645E0
1.941998437E0,1.024201155E0,1.300425053E0,8.141962051E0
1.961998437E0,5.157589316E-1,1.658597589E0,7.964800358E0
1.981998437E0,-1.303690672E-1,1.893085718E0,8.018229485E0
2.001998437E0,-4.197227061E-1,2.036718607E0,8.070700645E0
2.021998437E0,-4.707096219E-1,2.215546370E0,8.195257187E0
2.042000000E0,-3.731315732E-1,2.286950827E0,8.661790848E0
2.063998437E0,-6.919913292E-1,2.339441299E0,8.932794571E0
2.083998437E0,-1.027332783E0,2.366706848E0,8.575656891E0
2.103998437E0,-1.089926720E0,2.473392248E0,7.974894524E0
2.123998437E0,-8.129272461E-1,2.446309090E0,8.029041290E0
2.143998437E0,-6.372503042E-1,2.400933981E0,8.676750183E0
2.163998437E0,-5.903143883E-1,2.362521648E0,9.408265114E0
2.183998437E0,-7.590864301E-1,2.422223330E0,9.987680435E0
2.203998437E0,-8.980554938E-1,2.585230112E0,1.021677780E1
2.223998437E0,-8.396943808E-1,2.811434269E0,9.786797523E0
2.243998437E0,-9.994547367E-1,3.141776800E0,9.540845871E0
2.263998437E0,-7.423461676E-1,2.572435617E0,1.012307739E1
2.284000000E0,-1.952615231E-1,1.981374264E0,1.113931084E1
