"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
2.846000000E-2,-2.468750000E1,-2.812500000E0,-4.493750000E1
5.845843700E-2,-2.637500000E1,-3.437500000E0,-4.412500000E1
7.845843700E-2,-2.762500000E1,-3.875000000E0,-4.318750000E1
9.845843700E-2,-2.912500000E1,-3.375000000E0,-4.212500000E1
1.184584370E-1,-3.081250000E1,-2.937500000E0,-4.125000000E1
1.384584370E-1,-3.218750000E1,-2.625000000E0,-4.000000000E1
1.584584370E-1,-3.381250000E1,-9.375000000E-1,-3.850000000E1
1.784600000E-1,-3.562500000E1,-1.875000000E-1,-3.706250000E1
2.084584370E-1,-3.781250000E1,4.375000000E-1,-3.475000000E1
2.284662500E-1,-3.831250000E1,1.000000000E0,-3.350000000E1
2.584584370E-1,-3.806250000E1,2.437500000E0,-3.406250000E1
2.784631250E-1,-3.743750000E1,4.000000000E0,-3.468750000E1
3.084584370E-1,-3.643750000E1,5.812500000E0,-3.525000000E1
3.284584370E-1,-3.525000000E1,6.625000000E0,-3.631250000E1
3.484600000E-1,-3.387500000E1,7.250000000E0,-3.793750000E1
3.684631250E-1,-3.337500000E1,7.625000000E0,-3.800000000E1
3.984584370E-1,-3.318750000E1,8.250000000E0,-3.818750000E1
4.184631250E-1,-3.368750000E1,8.750000000E0,-3.800000000E1
4.484584370E-1,-3.331250000E1,9.750000000E0,-3.843750000E1
4.684584370E-1,-3.275000000E1,1.050000000E1,-3.850000000E1
4.884584370E-1,-3.193750000E1,1.125000000E1,-3.856250000E1
5.084584370E-1,-3.143750000E1,1.168750000E1,-3.856250000E1
5.284600000E-1,-3.181250000E1,1.187500000E1,-3.781250000E1
5.584662500E-1,-3.275000000E1,1.243750000E1,-3.662500000E1
5.884584370E-1,-3.362500000E1,1.300000000E1,-3.575000000E1
6.084584370E-1,-3.456250000E1,1.312500000E1,-3.531250000E1
6.284584370E-1,-3.500000000E1,1.350000000E1,-3.475000000E1
6.484584370E-1,-3.506250000E1,1.350000000E1,-3.456250000E1
6.684584370E-1,-3.456250000E1,1.362500000E1,-3.450000000E1
6.884584370E-1,-3.418750000E1,1.368750000E1,-3.425000000E1
7.084584370E-1,-3.368750000E1,1.362500000E1,-3.450000000E1
7.284584370E-1,-3.350000000E1,1.343750000E1,-3.481250000E1
7.484584370E-1,-3.362500000E1,1.337500000E1,-3.537500000E1
7.684584370E-1,-3.356250000E1,1.325000000E1,-3.593750000E1
7.884584370E-1,-3.400000000E1,1.337500000E1,-3.606250000E1
8.084584370E-1,-3.375000000E1,1.356250000E1,-3.600000000E1
8.284584370E-1,-3.368750000E1,1.381250000E1,-3.625000000E1
8.484584370E-1,-3.331250000E1,1.393750000E1,-3.612500000E1
8.684584370E-1,-3.287500000E1,1.406250000E1,-3.650000000E1
8.884584370E-1,-3.225000000E1,1.406250000E1,-3.693750000E1
9.084584370E-1,-3.162500000E1,1.400000000E1,-3.756250000E1
9.284584370E-1,-3.106250000E1,1.381250000E1,-3.781250000E1
9.484584370E-1,-3.081250000E1,1.362500000E1,-3.812500000E1
9.684584370E-1,-3.106250000E1,1.337500000E1,-3.812500000E1
9.884584370E-1,-3.162500000E1,1.312500000E1,-3.787500000E1
1.008458437E0,-3.181250000E1,1.275000000E1,-3.756250000E1
1.028458437E0,-3.187500000E1,1.243750000E1,-3.750000000E1
1.048458437E0,-3.168750000E1,1.187500000E1,-3.731250000E1
1.068458437E0,-3.175000000E1,1.118750000E1,-3.743750000E1
1.088458437E0,-3.175000000E1,1.081250000E1,-3.781250000E1
1.108458437E0,-3.150000000E1,1.062500000E1,-3.775000000E1
1.128458437E0,-3.162500000E1,1.068750000E1,-3.806250000E1
1.148458437E0,-3.143750000E1,1.081250000E1,-3.818750000E1
1.168458437E0,-3.156250000E1,1.050000000E1,-3.812500000E1
1.188458437E0,-3.125000000E1,1.031250000E1,-3.793750000E1
1.208458437E0,-3.143750000E1,1.025000000E1,-3.806250000E1
1.228458437E0,-3.112500000E1,9.562500000E0,-3.856250000E1
1.248458437E0,-3.068750000E1,8.625000000E0,-3.931250000E1
1.268458437E0,-3.081250000E1,8.125000000E0,-3.937500000E1
1.288460000E0,-3.100000000E1,7.687500000E0,-3.925000000E1
1.318458437E0,-3.075000000E1,7.187500000E0,-3.912500000E1
1.338458437E0,-3.056250000E1,7.125000000E0,-3.950000000E1
1.358458437E0,-3.031250000E1,6.875000000E0,-3.956250000E1
1.378458437E0,-3.075000000E1,6.875000000E0,-3.918750000E1
1.398458437E0,-3.118750000E1,6.937500000E0,-3.875000000E1
1.418458437E0,-3.181250000E1,6.937500000E0,-3.800000000E1
1.438460000E0,-3.187500000E1,6.750000000E0,-3.762500000E1
1.468458437E0,-3.218750000E1,6.437500000E0,-3.781250000E1
1.488458437E0,-3.231250000E1,6.500000000E0,-3.756250000E1
1.508460000E0,-3.256250000E1,6.187500000E0,-3.756250000E1
1.538458437E0,-3.231250000E1,6.500000000E0,-3.768750000E1
1.558458437E0,-3.225000000E1,6.812500000E0,-3.731250000E1
1.578458437E0,-3.200000000E1,6.875000000E0,-3.731250000E1
1.598458437E0,-3.193750000E1,7.187500000E0,-3.718750000E1
1.618458437E0,-3.225000000E1,6.875000000E0,-3.700000000E1
1.638458437E0,-3.243750000E1,6.937500000E0,-3.662500000E1
1.658458437E0,-3.306250000E1,7.312500000E0,-3.637500000E1
1.678460000E0,-3.343750000E1,7.937500000E0,-3.587500000E1
1.698460000E0,-3.337500000E1,8.312500000E0,-3.606250000E1
1.718460000E0,-3.331250000E1,8.437500000E0,-3.631250000E1
1.748458437E0,-3.312500000E1,8.812500000E0,-3.618750000E1
1.768458437E0,-3.318750000E1,8.812500000E0,-3.606250000E1
1.788458437E0,-3.312500000E1,8.875000000E0,-3.593750000E1
1.808458437E0,-3.281250000E1,9.000000000E0,-3.550000000E1
1.828458437E0,-3.262500000E1,8.875000000E0,-3.543750000E1
1.848458437E0,-3.281250000E1,8.562500000E0,-3.543750000E1
1.868460000E0,-3.293750000E1,8.312500000E0,-3.531250000E1
1.888460000E0,-3.331250000E1,8.250000000E0,-3.506250000E1
1.908460000E0,-3.381250000E1,8.250000000E0,-3.512500000E1
1.928460000E0,-3.393750000E1,8.312500000E0,-3.475000000E1
1.948481875E0,-3.437500000E1,8.312500000E0,-3.475000000E1
1.978460000E0,-3.456250000E1,7.750000000E0,-3.487500000E1
2.008458437E0,-3.481250000E1,7.312500000E0,-3.487500000E1
2.028458437E0,-3.506250000E1,7.062500000E0,-3.487500000E1
2.048460000E0,-3.525000000E1,6.687500000E0,-3.468750000E1
2.078458437E0,-3.525000000E1,6.312500000E0,-3.450000000E1
2.098458437E0,-3.550000000E1,5.562500000E0,-3.418750000E1
2.118458437E0,-3.550000000E1,4.812500000E0,-3.418750000E1
2.138458437E0,-3.550000000E1,4.312500000E0,-3.412500000E1
2.158458437E0,-3.587500000E1,4.125000000E0,-3.418750000E1
2.178458437E0,-3.587500000E1,3.875000000E0,-3.400000000E1
2.198458437E0,-3.575000000E1,3.500000000E0,-3.425000000E1
2.218458437E0,-3.556250000E1,3.437500000E0,-3.437500000E1
2.238458437E0,-3.518750000E1,3.000000000E0,-3.450000000E1
2.258458437E0,-3.487500000E1,2.562500000E0,-3.506250000E1
2.278458437E0,-3.481250000E1,2.062500000E0,-3.537500000E1
2.298458437E0,-3.481250000E1,2.000000000E0,-3.481250000E1
2.318458437E0,-3.500000000E1,1.687500000E0,-3.468750000E1
2.338458437E0,-3.500000000E1,1.375000000E0,-3.475000000E1
2.358458437E0,-3.468750000E1,1.125000000E0,-3.525000000E1
2.378458437E0,-3.456250000E1,1.062500000E0,-3.562500000E1
2.398458437E0,-3.462500000E1,1.312500000E0,-3.593750000E1
2.418460000E0,-3.531250000E1,1.625000000E0,-3.562500000E1
2.448458437E0,-3.556250000E1,1.812500000E0,-3.518750000E1
2.468458437E0,-3.562500000E1,1.562500000E0,-3.512500000E1
2.488458437E0,-3.550000000E1,1.750000000E0,-3.512500000E1
2.508458437E0,-3.531250000E1,1.875000000E0,-3.531250000E1
2.528458437E0,-3.518750000E1,2.125000000E0,-3.512500000E1
2.548458437E0,-3.531250000E1,2.375000000E0,-3.493750000E1
2.568458437E0,-3.543750000E1,2.375000000E0,-3.443750000E1
2.588458437E0,-3.525000000E1,2.625000000E0,-3.393750000E1
2.608458437E0,-3.506250000E1,2.875000000E0,-3.375000000E1
2.628458437E0,-3.537500000E1,3.000000000E0,-3.356250000E1
2.648458437E0,-3.525000000E1,3.250000000E0,-3.312500000E1
2.668460000E0,-3.556250000E1,3.437500000E0,-3.318750000E1
2.688460000E0,-3.543750000E1,3.375000000E0,-3.350000000E1
2.708460000E0,-3.531250000E1,3.187500000E0,-3.400000000E1
2.738460000E0,-3.512500000E1,3.437500000E0,-3.450000000E1
2.768460000E0,-3.500000000E1,3.312500000E0,-3.475000000E1
2.798458437E0,-3.518750000E1,3.375000000E0,-3.475000000E1
2.818458437E0,-3.531250000E1,3.125000000E0,-3.493750000E1
2.838458437E0,-3.512500000E1,2.687500000E0,-3.518750000E1
2.858458437E0,-3.487500000E1,2.562500000E0,-3.543750000E1
2.878458437E0,-3.518750000E1,2.625000000E0,-3.550000000E1
2.898458437E0,-3.537500000E1,2.562500000E0,-3.462500000E1
2.918458437E0,-3.543750000E1,2.187500000E0,-3.431250000E1
2.938458437E0,-3.531250000E1,1.625000000E0,-3.437500000E1
2.958458437E0,-3.506250000E1,1.375000000E0,-3.437500000E1
2.978458437E0,-3.475000000E1,1.500000000E0,-3.418750000E1
2.998460000E0,-3.475000000E1,1.125000000E0,-3.437500000E1
3.018460000E0,-3.493750000E1,8.750000000E-1,-3.431250000E1
3.048458437E0,-3.493750000E1,6.250000000E-1,-3.450000000E1
3.068458437E0,-3.506250000E1,4.375000000E-1,-3.475000000E1
3.088458437E0,-3.512500000E1,4.375000000E-1,-3.475000000E1
3.108458437E0,-3.512500000E1,4.375000000E-1,-3.481250000E1
3.128458437E0,-3.562500000E1,6.250000000E-2,-3.450000000E1
3.148460000E0,-3.600000000E1,-6.250000000E-2,-3.406250000E1
3.178458437E0,-3.643750000E1,-3.750000000E-1,-3.406250000E1
3.198458437E0,-3.675000000E1,-8.125000000E-1,-3.362500000E1
3.218458437E0,-3.662500000E1,-8.125000000E-1,-3.312500000E1
3.238458437E0,-3.693750000E1,-1.062500000E0,-3.306250000E1
3.258460000E0,-3.700000000E1,-1.687500000E0,-3.250000000E1
3.288460000E0,-3.731250000E1,-2.062500000E0,-3.200000000E1
3.318458437E0,-3.750000000E1,-3.000000000E0,-3.200000000E1
3.338458437E0,-3.793750000E1,-3.250000000E0,-3.175000000E1
3.358458437E0,-3.775000000E1,-3.500000000E0,-3.187500000E1
3.378458437E0,-3.762500000E1,-4.000000000E0,-3.143750000E1
3.398458437E0,-3.762500000E1,-3.937500000E0,-3.156250000E1
3.418458437E0,-3.750000000E1,-4.500000000E0,-3.156250000E1
3.438458437E0,-3.750000000E1,-5.000000000E0,-3.175000000E1
3.458458437E0,-3.750000000E1,-5.187500000E0,-3.143750000E1
3.478458437E0,-3.775000000E1,-5.500000000E0,-3.137500000E1
3.498460000E0,-3.787500000E1,-5.625000000E0,-3.125000000E1
3.518460000E0,-3.775000000E1,-5.437500000E0,-3.118750000E1
3.548458437E0,-3.762500000E1,-5.375000000E0,-3.162500000E1
3.568458437E0,-3.725000000E1,-5.812500000E0,-3.187500000E1
3.588458437E0,-3.681250000E1,-6.250000000E0,-3.218750000E1
3.608458437E0,-3.637500000E1,-6.250000000E0,-3.237500000E1
3.628460000E0,-3.637500000E1,-6.437500000E0,-3.256250000E1
3.658458437E0,-3.600000000E1,-6.625000000E0,-3.250000000E1
3.678458437E0,-3.568750000E1,-7.000000000E0,-3.275000000E1
3.698458437E0,-3.543750000E1,-7.562500000E0,-3.312500000E1
3.718458437E0,-3.512500000E1,-7.687500000E0,-3.375000000E1
3.738458437E0,-3.500000000E1,-7.312500000E0,-3.406250000E1
3.758458437E0,-3.556250000E1,-6.437500000E0,-3.412500000E1
3.778458437E0,-3.581250000E1,-6.000000000E0,-3.412500000E1
3.798458437E0,-3.575000000E1,-5.500000000E0,-3.443750000E1
3.818458437E0,-3.575000000E1,-5.562500000E0,-3.425000000E1
3.838460000E0,-3.575000000E1,-5.500000000E0,-3.431250000E1
3.858460000E0,-3.568750000E1,-5.500000000E0,-3.475000000E1
3.888460000E0,-3.518750000E1,-5.437500000E0,-3.487500000E1
3.918458437E0,-3.506250000E1,-5.500000000E0,-3.518750000E1
3.938458437E0,-3.506250000E1,-5.562500000E0,-3.518750000E1
3.958460000E0,-3.518750000E1,-5.625000000E0,-3.493750000E1
3.988458437E0,-3.512500000E1,-5.562500000E0,-3.493750000E1
4.008458437E0,-3.506250000E1,-5.562500000E0,-3.512500000E1
4.028460000E0,-3.500000000E1,-5.875000000E0,-3.500000000E1
4.058458437E0,-3.487500000E1,-5.812500000E0,-3.493750000E1
4.078458437E0,-3.462500000E1,-5.750000000E0,-3.493750000E1
4.098458437E0,-3.443750000E1,-5.875000000E0,-3.462500000E1
4.118458437E0,-3.443750000E1,-5.500000000E0,-3.443750000E1
4.138458437E0,-3.456250000E1,-5.375000000E0,-3.443750000E1
4.158458437E0,-3.468750000E1,-5.187500000E0,-3.437500000E1
4.178458437E0,-3.506250000E1,-5.187500000E0,-3.425000000E1
4.198458437E0,-3.518750000E1,-4.937500000E0,-3.443750000E1
4.218458437E0,-3.531250000E1,-4.875000000E0,-3.387500000E1
4.238458437E0,-3.543750000E1,-4.687500000E0,-3.375000000E1
4.258458437E0,-3.525000000E1,-4.687500000E0,-3.375000000E1
4.278458437E0,-3.531250000E1,-4.937500000E0,-3.356250000E1
4.298458437E0,-3.556250000E1,-5.187500000E0,-3.356250000E1
4.318458437E0,-3.556250000E1,-5.312500000E0,-3.350000000E1
4.338458437E0,-3.543750000E1,-5.062500000E0,-3.362500000E1
4.358458437E0,-3.537500000E1,-4.750000000E0,-3.393750000E1
4.378458437E0,-3.525000000E1,-4.250000000E0,-3.375000000E1
4.398458437E0,-3.562500000E1,-3.937500000E0,-3.356250000E1
4.418458437E0,-3.568750000E1,-3.750000000E0,-3.343750000E1
4.438458437E0,-3.556250000E1,-3.812500000E0,-3.362500000E1
4.458458437E0,-3.568750000E1,-3.625000000E0,-3.381250000E1
4.478458437E0,-3.556250000E1,-3.312500000E0,-3.418750000E1
4.498458437E0,-3.525000000E1,-3.187500000E0,-3.431250000E1
4.518458437E0,-3.525000000E1,-2.937500000E0,-3.437500000E1
4.538458437E0,-3.537500000E1,-3.000000000E0,-3.406250000E1
4.558458437E0,-3.518750000E1,-3.312500000E0,-3.412500000E1
4.578458437E0,-3.512500000E1,-3.375000000E0,-3.381250000E1
4.598458437E0,-3.537500000E1,-3.562500000E0,-3.381250000E1
4.628458437E0,-3.537500000E1,-4.187500000E0,-3.375000000E1
4.648458437E0,-3.531250000E1,-4.500000000E0,-3.381250000E1
4.678458437E0,-3.475000000E1,-5.250000000E0,-3.443750000E1
4.698458437E0,-3.418750000E1,-5.375000000E0,-3.425000000E1
4.718458437E0,-3.412500000E1,-5.687500000E0,-3.462500000E1
4.738458437E0,-3.437500000E1,-5.937500000E0,-3.475000000E1
4.758458437E0,-3.437500000E1,-6.375000000E0,-3.493750000E1
4.778458437E0,-3.512500000E1,-6.500000000E0,-3.468750000E1
4.798458437E0,-3.525000000E1,-6.187500000E0,-3.462500000E1
4.818458437E0,-3.506250000E1,-5.875000000E0,-3.475000000E1
4.838458437E0,-3.512500000E1,-6.062500000E0,-3.456250000E1
4.858458437E0,-3.468750000E1,-6.000000000E0,-3.462500000E1
4.878458437E0,-3.481250000E1,-5.812500000E0,-3.487500000E1
4.898458437E0,-3.468750000E1,-5.625000000E0,-3.450000000E1
4.918458437E0,-3.468750000E1,-5.562500000E0,-3.450000000E1
4.938458437E0,-3.493750000E1,-5.187500000E0,-3.475000000E1
4.958458437E0,-3.475000000E1,-5.562500000E0,-3.468750000E1
4.978458437E0,-3.456250000E1,-5.312500000E0,-3.468750000E1
4.998460000E0,-3.450000000E1,-5.500000000E0,-3.487500000E1
5.028458437E0,-3.450000000E1,-5.562500000E0,-3.475000000E1
5.048458437E0,-3.462500000E1,-5.375000000E0,-3.450000000E1
5.068458437E0,-3.475000000E1,-5.687500000E0,-3.462500000E1
5.088458437E0,-3.437500000E1,-5.625000000E0,-3.468750000E1
5.108458437E0,-3.425000000E1,-5.687500000E0,-3.493750000E1
5.128458437E0,-3.400000000E1,-5.812500000E0,-3.487500000E1
5.148460000E0,-3.393750000E1,-5.875000000E0,-3.531250000E1
5.178458437E0,-3.400000000E1,-6.250000000E0,-3.518750000E1
5.198458437E0,-3.375000000E1,-6.375000000E0,-3.512500000E1
5.218458437E0,-3.381250000E1,-6.375000000E0,-3.481250000E1
5.238458437E0,-3.387500000E1,-6.312500000E0,-3.437500000E1
5.258458437E0,-3.331250000E1,-6.437500000E0,-3.462500000E1
5.278458437E0,-3.325000000E1,-6.625000000E0,-3.462500000E1
5.298458437E0,-3.331250000E1,-6.375000000E0,-3.462500000E1
5.318458437E0,-3.368750000E1,-6.250000000E0,-3.450000000E1
5.338458437E0,-3.381250000E1,-5.812500000E0,-3.475000000E1
5.358458437E0,-3.393750000E1,-5.500000000E0,-3.456250000E1
5.378458437E0,-3.412500000E1,-5.187500000E0,-3.487500000E1
5.398458437E0,-3.400000000E1,-5.062500000E0,-3.475000000E1
5.418458437E0,-3.400000000E1,-4.625000000E0,-3.493750000E1
5.438458437E0,-3.400000000E1,-4.625000000E0,-3.506250000E1
5.458458437E0,-3.381250000E1,-4.750000000E0,-3.500000000E1
5.478458437E0,-3.350000000E1,-4.500000000E0,-3.493750000E1
5.498460000E0,-3.325000000E1,-4.375000000E0,-3.531250000E1
5.528458437E0,-3.356250000E1,-4.437500000E0,-3.568750000E1
5.548478750E0,-3.375000000E1,-4.125000000E0,-3.587500000E1
5.578458437E0,-3.400000000E1,-4.437500000E0,-3.575000000E1
5.598458437E0,-3.387500000E1,-4.625000000E0,-3.562500000E1
5.618458437E0,-3.375000000E1,-4.562500000E0,-3.531250000E1
5.638458437E0,-3.400000000E1,-4.812500000E0,-3.506250000E1
5.658458437E0,-3.425000000E1,-4.875000000E0,-3.500000000E1
5.678458437E0,-3.412500000E1,-5.000000000E0,-3.493750000E1
5.698458437E0,-3.412500000E1,-5.187500000E0,-3.506250000E1
5.718458437E0,-3.412500000E1,-5.625000000E0,-3.487500000E1
5.738458437E0,-3.387500000E1,-6.250000000E0,-3.462500000E1
5.758458437E0,-3.381250000E1,-6.937500000E0,-3.425000000E1
5.778458437E0,-3.425000000E1,-7.500000000E0,-3.406250000E1
5.798458437E0,-3.450000000E1,-8.125000000E0,-3.400000000E1
5.818458437E0,-3.468750000E1,-8.625000000E0,-3.400000000E1
5.838458437E0,-3.462500000E1,-9.000000000E0,-3.375000000E1
5.858458437E0,-3.456250000E1,-9.562500000E0,-3.331250000E1
5.878458437E0,-3.475000000E1,-1.000000000E1,-3.268750000E1
5.898458437E0,-3.462500000E1,-1.037500000E1,-3.250000000E1
5.918458437E0,-3.456250000E1,-1.075000000E1,-3.262500000E1
5.938458437E0,-3.481250000E1,-1.131250000E1,-3.293750000E1
5.958458437E0,-3.456250000E1,-1.187500000E1,-3.337500000E1
5.978458437E0,-3.437500000E1,-1.225000000E1,-3.325000000E1
5.998458437E0,-3.425000000E1,-1.318750000E1,-3.331250000E1
6.018458437E0,-3.381250000E1,-1.381250000E1,-3.312500000E1
6.038458437E0,-3.368750000E1,-1.450000000E1,-3.281250000E1
6.058458437E0,-3.375000000E1,-1.518750000E1,-3.237500000E1
6.078458437E0,-3.368750000E1,-1.606250000E1,-3.250000000E1
6.098458437E0,-3.337500000E1,-1.668750000E1,-3.218750000E1
6.118458437E0,-3.312500000E1,-1.712500000E1,-3.218750000E1
6.138458437E0,-3.300000000E1,-1.750000000E1,-3.212500000E1
6.158458437E0,-3.312500000E1,-1.756250000E1,-3.225000000E1
6.178458437E0,-3.293750000E1,-1.762500000E1,-3.212500000E1
6.198458437E0,-3.281250000E1,-1.787500000E1,-3.237500000E1
6.218458437E0,-3.275000000E1,-1.825000000E1,-3.231250000E1
