"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-3.119817257E0,3.797893286E0,3.374071836E0
2.000000000E-2,-2.590947628E0,3.352437735E0,4.019222736E0
4.000000000E-2,-2.540832281E0,3.162596703E0,5.060164452E0
6.002031200E-2,-2.946381330E0,3.166580915E0,5.869251251E0
8.200000000E-2,-3.470577478E0,3.275660753E0,6.494607449E0
1.040000000E-1,-3.967671156E0,3.734638691E0,7.237211704E0
1.260015620E-1,-4.054743290E0,4.023226261E0,7.501981735E0
1.480000000E-1,-3.919605017E0,4.107061386E0,7.280413151E0
1.680031250E-1,-3.787703514E0,4.218459129E0,7.273996353E0
1.899984370E-1,-3.692807198E0,4.185400009E0,7.398657799E0
2.100000000E-1,-3.583478212E0,4.005279064E0,7.473261356E0
2.300000000E-1,-3.729668140E0,4.024145603E0,7.637675762E0
2.500031250E-1,-3.829295635E0,4.124376297E0,7.770401001E0
2.720000000E-1,-3.891650438E0,4.170134068E0,7.791996479E0
2.920062500E-1,-4.323564529E0,4.353740692E0,8.052821159E0
3.139984370E-1,-4.498092175E0,4.367043018E0,8.135890007E0
3.340000000E-1,-3.716165066E0,4.062299728E0,7.595901966E0
3.540000000E-1,-4.867287636E0,3.707699060E0,7.843404770E0
3.740031250E-1,-3.728346586E0,2.450838804E0,7.527226448E0
3.960000000E-1,-1.176300049E0,9.292950630E-1,8.690808296E0
4.160046870E-1,-2.843852043E0,1.751521349E0,1.156994152E1
4.379984370E-1,-3.011465073E0,3.423133790E-1,1.629833603E1
4.580156250E-1,-3.161160231E0,-2.179202437E-1,1.529708099E1
4.800000000E-1,-3.376035213E0,3.736486733E-1,1.469227695E1
5.000000000E-1,-2.452936172E0,-5.340027213E-1,1.319947338E1
5.219984370E-1,-2.313105106E0,-3.821241856E-1,1.255291367E1
5.420000000E-1,-2.277929783E0,-4.643697739E-1,1.318837357E1
5.620000000E-1,-2.096458673E0,-8.609549142E-3,1.333821297E1
5.820000000E-1,-2.361209631E0,6.360244751E-1,1.229266548E1
6.020000000E-1,-1.677291512E0,1.180006266E0,1.099329281E1
6.239984370E-1,5.895482302E-1,-1.323581815E0,9.284340858E0
6.439984370E-1,2.318382025E0,-2.832072496E0,9.548707962E0
6.639984370E-1,4.897052288E0,-5.646226406E0,1.149480152E1
6.839984370E-1,3.292965889E0,-3.709825277E0,8.365934372E0
7.039984370E-1,7.539149523E-1,-2.666853368E-1,7.387644768E0
7.240000000E-1,1.499919444E-1,-3.153355122E-1,7.181790829E0
7.440000000E-1,6.797617078E-1,-2.031729221E0,7.623530865E0
7.640000000E-1,-2.072784901E0,-8.314200640E-1,7.319285393E0
7.840000000E-1,-2.604412556E0,1.083251834E0,6.717057228E0
8.060000000E-1,-2.490247488E0,1.968043327E0,4.326149940E0
8.260000000E-1,-1.412674785E0,2.080839157E0,3.431858301E0
8.480000000E-1,-1.093537211E0,1.799740553E0,5.312589645E0
8.680000000E-1,-1.885970116E0,2.143662930E0,7.401329517E0
8.880000000E-1,-2.374559641E0,2.246958256E0,9.306041718E0
9.080031250E-1,-2.238032818E0,2.356248856E0,9.264143944E0
9.300000000E-1,-1.477155447E0,2.885137558E0,9.237912178E0
9.519984370E-1,-1.365633488E0,3.774209976E0,1.052548504E1
9.719984370E-1,-1.179469943E0,3.444997549E0,1.027922726E1
9.919984370E-1,-1.191728234E0,3.605514765E0,9.206873894E0
1.012000000E0,-1.006177664E0,3.968054295E0,8.325778961E0
1.033998437E0,-4.258422852E-1,4.129710674E0,8.686249733E0
1.053998437E0,-5.557421222E-2,4.319541931E0,9.032988548E0
1.073998437E0,1.585153043E-1,4.287612915E0,8.693116188E0
1.093998437E0,-8.057925105E-2,4.212377548E0,1.030282402E1
1.113998437E0,-6.319735050E-1,3.974154472E0,1.074407578E1
1.134040625E0,-1.049857378E0,3.819527388E0,1.024101543E1
1.156000000E0,-1.244841218E0,4.020314693E0,9.788587570E0
1.176000000E0,-9.648058414E-1,3.805727243E0,1.007202339E1
1.196000000E0,-9.561771154E-1,3.551022530E0,1.029282570E1
