"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.000000000E-3,2.360199928E0,-2.575700045E0,-1.920199990E0
2.600468700E-2,2.778100014E0,-2.985100031E0,-1.102900028E0
5.600000000E-2,2.404399872E0,-3.057799816E0,2.698000073E-1
7.600312500E-2,1.929999948E0,-2.959699869E0,7.121999860E-1
1.060015620E-1,1.152699947E0,-2.144199848E0,1.408399940E0
1.260015620E-1,9.373999834E-1,-1.582599998E0,1.175899982E0
1.560000000E-1,9.975000024E-1,-1.142599940E0,5.633999705E-1
1.760046870E-1,9.722999930E-1,-8.436999917E-1,3.634999990E-1
2.059984370E-1,9.610999823E-1,-7.267999649E-1,1.586999893E-1
2.260031250E-1,7.653999925E-1,-5.623999834E-1,1.215000004E-1
2.560000000E-1,5.030999780E-1,-1.551000029E-1,9.950000048E-2
2.760000000E-1,3.466999829E-1,1.220999956E-1,-2.909999900E-2
2.960000000E-1,-5.449999869E-2,4.852999747E-1,2.028999925E-1
3.160015620E-1,-5.393999815E-1,7.075999975E-1,-1.859999895E-1
3.460000000E-1,-5.054999590E-1,4.605000019E-1,-4.296999872E-1
3.660078120E-1,-1.410099983E0,-7.699999958E-3,-1.542999983E0
3.960000000E-1,1.980699897E0,-1.665300012E0,-2.412000000E-1
4.160046870E-1,5.269999802E-2,-2.223999947E-1,2.396800041E0
4.459984370E-1,-5.360999703E-1,-1.820799947E0,6.066999912E0
4.660031250E-1,-1.000599980E0,-1.272999942E-1,6.117399693E0
4.960000000E-1,-7.215999961E-1,-4.614000022E-1,3.902299881E0
5.160000000E-1,-3.659999967E-1,-6.172999740E-1,3.022500038E0
5.360000000E-1,-5.967999697E-1,-5.126999617E-1,3.421000004E0
5.560046870E-1,-6.207999587E-1,-1.379999965E-1,3.660599947E0
5.860000000E-1,-1.918799996E0,1.818899989E0,1.893799901E0
6.060000000E-1,-5.537999868E-1,9.377999902E-1,9.943999648E-1
6.359984370E-1,2.339599848E0,-2.197399855E0,-6.252999902E-1
6.559984370E-1,4.576200008E0,-4.427000046E0,1.300300002E0
6.759984370E-1,5.376999855E0,-5.309400082E0,3.350000083E-2
6.959984370E-1,2.512500048E0,-1.589800000E0,-2.294899940E0
7.159984370E-1,9.336999655E-1,-1.740000024E-2,-2.493000031E0
7.360000000E-1,1.781599998E0,-2.001399994E0,-2.370599985E0
