"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211136870E1,1.189555707E2,0.000000000E0,0.000000000E0,0.000000000E0,3.231330261E2,0.000000000E0
2.298385400E-2,3.211136870E1,1.189555707E2,0.000000000E0,0.000000000E0,0.000000000E0,3.231330261E2,0.000000000E0
5.168338540E-1,3.211136870E1,1.189555707E2,9.649294863E0,1.407469988E0,3.345221863E2,3.231330261E2,0.000000000E0
1.072288021E0,3.211182328E1,1.189562441E2,3.867494924E0,7.212507725E-1,9.516420746E1,1.414567375E1,1.414567375E1
2.077252083E0,3.211176018E1,1.189563380E2,1.249605675E1,7.431234717E-1,9.186280060E1,1.303597641E1,1.303597641E1
3.075798958E0,3.211179538E1,1.189563138E2,3.836887218E0,6.333787441E-1,6.405830383E1,1.226151276E1,1.226151276E1
3.604167187E0,3.211178901E1,1.189563314E2,9.145468518E0,4.862753749E-1,1.010175705E2,1.130940056E1,1.130940056E1
4.609829166E0,3.211178540E1,1.189563305E2,5.457216787E0,5.162061453E-1,6.136529922E1,1.187461662E1,1.187461662E1
5.609797916E0,3.211178508E1,1.189563583E2,7.846189927E0,4.252790511E-1,8.061091614E1,9.459423065E0,9.459423065E0
6.620513020E0,3.211178052E1,1.189563749E2,6.450132586E0,5.115530491E-1,8.061091614E1,7.280993462E0,7.280993462E0
7.624957291E0,3.211178827E1,1.189563779E2,7.457216727E0,3.984795511E-1,8.061091614E1,5.407336235E0,5.407336235E0
8.630118749E0,3.211178911E1,1.189563827E2,7.577179376E0,5.147569776E-1,8.061091614E1,4.699999809E0,4.699999809E0
9.623554686E0,3.211178727E1,1.189563863E2,7.698308408E0,5.545226932E-1,8.061091614E1,4.699999809E0,4.699999809E0
1.063634010E1,3.211178811E1,1.189563916E2,9.302222150E0,4.337152541E-1,8.061091614E1,4.699999809E0,4.699999809E0
1.162670937E1,3.211179192E1,1.189563963E2,1.009517631E1,5.196058750E-1,6.909899902E1,4.699999809E0,4.699999809E0
1.263691042E1,3.211179312E1,1.189564046E2,9.103608881E0,5.630494952E-1,7.687274170E1,4.822723389E0,4.822723389E0
1.362693333E1,3.211179526E1,1.189564150E2,8.093721197E0,1.079977870E0,5.734346008E1,4.365467548E0,4.365467548E0
1.463308802E1,3.211179851E1,1.189564268E2,4.310057783E0,9.301420450E-1,4.654558563E1,1.000000000E0,1.000000000E0
1.564051250E1,3.211181393E1,1.189564365E2,3.592679927E0,1.030169487E0,2.255194283E1,1.903564453E0,1.903564453E0
1.663329791E1,3.211181501E1,1.189564373E2,4.278757799E0,9.260805845E-1,1.263448811E1,2.914568901E0,2.914568901E0
1.762806666E1,3.211182458E1,1.189564365E2,5.369752202E0,1.061134577E0,3.577977600E2,3.350374699E0,3.350374699E0
1.863909583E1,3.211183274E1,1.189564335E2,5.200183676E0,1.154193282E0,3.473947754E2,4.158114910E0,4.158114910E0
1.963146094E1,3.211184139E1,1.189564296E2,5.391394168E0,1.207096815E0,3.399142761E2,4.699999809E0,4.699999809E0
2.063188698E1,3.211185414E1,1.189564229E2,5.561211347E0,1.308025122E0,3.261139832E2,4.699999809E0,4.699999809E0
2.164686146E1,3.211186107E1,1.189564107E2,5.743011988E0,1.402625442E0,3.054880066E2,4.699999809E0,4.699999809E0
2.263367187E1,3.211186543E1,1.189563921E2,5.954374616E0,1.422411680E0,2.689897766E2,4.699999809E0,4.699999809E0
2.363991302E1,3.211186260E1,1.189563695E2,6.297873145E0,1.438178062E0,2.539974976E2,4.699999809E0,4.699999809E0
2.464174687E1,3.211186454E1,1.189563615E2,6.701936746E0,1.222704649E0,2.671507568E2,4.699999809E0,4.699999809E0
2.565747135E1,3.211185936E1,1.189563452E2,7.510397982E0,1.198400378E0,2.586000366E2,4.699999809E0,4.699999809E0
2.664697552E1,3.211185620E1,1.189563307E2,7.426332948E0,9.129429460E-1,2.594486694E2,4.699999809E0,4.699999809E0
2.764224895E1,3.211185498E1,1.189563180E2,7.628310511E0,9.224597812E-1,2.598224182E2,4.699999809E0,4.699999809E0
2.865771198E1,3.211185461E1,1.189563048E2,7.173755706E0,1.101215005E0,2.641257324E2,4.699999809E0,4.699999809E0
2.963924843E1,3.211185286E1,1.189562916E2,7.176106522E0,1.067371130E0,2.608455811E2,4.699999809E0,4.699999809E0
3.063646354E1,3.211184874E1,1.189562783E2,6.822366859E0,1.098627210E0,2.531065369E2,4.699999809E0,4.699999809E0
3.163249010E1,3.211184622E1,1.189562663E2,6.969455255E0,1.075265050E0,2.659193115E2,4.699999809E0,4.699999809E0
3.263820052E1,3.211184635E1,1.189562575E2,7.022011303E0,1.098079801E0,2.878533020E2,4.699999809E0,4.699999809E0
3.363690624E1,3.211184739E1,1.189562474E2,6.706402034E0,1.063326597E0,3.024568787E2,4.699999809E0,4.699999809E0
3.465649739E1,3.211185023E1,1.189562366E2,6.453060832E0,1.113962412E0,3.186224365E2,4.699999809E0,4.699999809E0
3.563028385E1,3.211185574E1,1.189562247E2,6.489427439E0,9.273002148E-1,3.065596008E2,4.699999809E0,4.699999809E0
3.662633124E1,3.211186067E1,1.189562115E2,6.350394332E0,9.675713181E-1,2.950231018E2,4.699999809E0,4.699999809E0
3.764500624E1,3.211186587E1,1.189561989E2,6.252148562E0,1.144124150E0,3.067208557E2,4.699999809E0,4.699999809E0
3.862671354E1,3.211187163E1,1.189561855E2,6.508640943E0,1.213582754E0,3.107498169E2,4.699999809E0,4.699999809E0
3.962798229E1,3.211187709E1,1.189561727E2,6.511220904E0,1.203361511E0,3.027122498E2,4.699999809E0,4.699999809E0
4.064659166E1,3.211188199E1,1.189561602E2,6.544487900E0,1.266436577E0,2.899369507E2,4.699999809E0,4.699999809E0
4.165525729E1,3.211188689E1,1.189561483E2,6.537082295E0,1.276100755E0,3.012052307E2,4.699999809E0,4.699999809E0
4.263759479E1,3.211189232E1,1.189561355E2,6.426087825E0,1.232424736E0,3.072196655E2,4.699999809E0,4.699999809E0
4.362661145E1,3.211189983E1,1.189561273E2,6.153200767E0,1.181303501E0,3.307040100E2,4.699999809E0,4.699999809E0
4.463806197E1,3.211190806E1,1.189561210E2,5.839389543E0,1.168276072E0,3.329606018E2,4.699999809E0,4.699999809E0
4.563763281E1,3.211191689E1,1.189561141E2,5.457022680E0,1.121369958E0,3.485026245E2,4.699999809E0,4.699999809E0
4.663708593E1,3.211192533E1,1.189561095E2,5.471913189E0,8.207280040E-1,3.446878357E2,4.699999809E0,4.699999809E0
4.763914895E1,3.211193256E1,1.189561059E2,5.619093836E0,8.410762548E-1,3.497897949E2,4.699999809E0,4.699999809E0
4.863040312E1,3.211193993E1,1.189561037E2,5.720104969E0,1.052573562E0,3.499893799E2,4.699999809E0,4.699999809E0
4.965277499E1,3.211194921E1,1.189561032E2,5.568048653E0,1.072267652E0,3.481637878E2,4.699999809E0,4.699999809E0
5.064237968E1,3.211196170E1,1.189561040E2,5.477731738E0,1.128909349E0,1.519466657E-2,4.699999809E0,4.699999809E0
5.164542603E1,3.211197606E1,1.189561045E2,5.510924678E0,1.181697369E0,3.591878662E2,4.699999809E0,4.699999809E0
5.264660572E1,3.211198896E1,1.189561035E2,5.659086570E0,1.127555728E0,3.484715271E2,4.699999809E0,4.699999809E0
5.364026093E1,3.211200307E1,1.189561011E2,5.520867764E0,9.612439275E-1,3.469926147E2,4.699999809E0,4.699999809E0
5.462407395E1,3.211201834E1,1.189560979E2,5.448518488E0,9.891758561E-1,3.493531189E2,4.699999809E0,4.699999809E0
