"Time (s)","Pressure (hPa)"
1.104615620E-1,1.018073730E3
1.904631250E-1,1.018086426E3
2.704615620E-1,1.018084961E3
3.504600000E-1,1.018076172E3
4.304600000E-1,1.018078125E3
5.104584370E-1,1.018093750E3
5.904600000E-1,1.018102539E3
6.704584370E-1,1.018087402E3
7.504615620E-1,1.018067383E3
8.304600000E-1,1.018057617E3
9.104600000E-1,1.018057129E3
9.904584370E-1,1.018061035E3
1.070460000E0,1.018064453E3
1.150460000E0,1.018064453E3
1.230460000E0,1.018075684E3
1.310460000E0,1.018067383E3
1.390460000E0,1.018058105E3
1.470458437E0,1.018071289E3
1.550458437E0,1.018051758E3
1.630458437E0,1.018053711E3
1.710458437E0,1.018052734E3
1.790458437E0,1.018058105E3
1.870458437E0,1.018066406E3
1.950458437E0,1.018069336E3
2.030460000E0,1.018056641E3
2.110458437E0,1.018053711E3
2.190458437E0,1.018061035E3
2.270458437E0,1.018061523E3
2.350458437E0,1.018065430E3
2.430458437E0,1.018052734E3
2.510458437E0,1.018062988E3
2.590458437E0,1.018060059E3
2.670460000E0,1.018068359E3
2.750458437E0,1.018065918E3
2.830460000E0,1.018057617E3
2.910458437E0,1.018051270E3
2.990458437E0,1.018044434E3
3.070460000E0,1.018041016E3
3.150460000E0,1.018057129E3
3.230460000E0,1.018053711E3
3.310460000E0,1.018055664E3
3.390460000E0,1.018041992E3
3.470460000E0,1.018041016E3
3.550460000E0,1.018045898E3
3.630460000E0,1.018037109E3
3.710460000E0,1.018041504E3
3.790460000E0,1.018033691E3
3.870460000E0,1.018019043E3
3.950460000E0,1.018023438E3
4.030460000E0,1.018020508E3
4.110460000E0,1.018022461E3
4.190460000E0,1.018019531E3
4.270460000E0,1.018020996E3
4.350460000E0,1.018027344E3
4.430458437E0,1.018014648E3
4.510458437E0,1.018013672E3
4.590458437E0,1.018005859E3
4.670458437E0,1.018012207E3
4.750460000E0,1.018009766E3
4.830460000E0,1.018010742E3
4.910458437E0,1.018004883E3
4.990458437E0,1.018002930E3
5.070460000E0,1.018001953E3
5.150458437E0,1.017990723E3
5.230458437E0,1.017980957E3
5.310458437E0,1.017970215E3
5.390460000E0,1.017985840E3
5.470458437E0,1.017979980E3
5.550460000E0,1.017991211E3
5.630460000E0,1.017980957E3
5.710458437E0,1.017985352E3
5.790460000E0,1.017979492E3
5.870460000E0,1.017977051E3
