"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.528510000E-1,-4.922875762E-1,-1.517040133E-1,6.473426521E-2
1.748494370E-1,-5.467593074E-1,-3.115761876E-1,-5.967280641E-2
1.948510000E-1,-5.947209597E-1,-3.167947233E-1,-1.111076623E-1
2.148510000E-1,-6.203074455E-1,-1.991071552E-1,-1.627344936E-1
2.348541250E-1,-6.497162580E-1,-3.364994749E-2,-1.514422148E-1
2.568510000E-1,-6.909933090E-1,3.600614145E-2,-1.504997462E-1
2.768510000E-1,-7.952592969E-1,-1.456302702E-1,-3.120125234E-1
2.968510000E-1,-8.505687714E-1,-6.486341357E-1,-4.383219779E-1
3.168525620E-1,-8.807629347E-1,-1.368338108E0,-4.485321641E-1
3.388510000E-1,-9.913993478E-1,-1.530409455E0,-6.069731712E-1
3.588556870E-1,-1.317985415E0,-1.600676417E0,-4.739790559E-1
3.808510000E-1,-2.130645514E0,-1.397677064E0,-2.124763876E-1
4.008510000E-1,-3.156899214E0,-1.462114692E0,-4.202229083E-1
4.208510000E-1,-3.786334753E0,-1.674049973E0,-8.761203885E-1
4.408541250E-1,-2.890980721E0,-1.768594503E0,-1.313656926E0
4.608697500E-1,-1.422443390E0,-7.998843789E-1,-1.369385362E0
4.828572500E-1,-1.342158169E-1,-4.720941186E-1,-6.115284562E-1
5.048494370E-1,1.516342014E-1,-4.289495647E-1,-1.167101637E-1
5.248510000E-1,-2.072403878E-1,-7.837051749E-1,-5.580690503E-1
5.448510000E-1,-6.328215003E-1,-1.548019767E0,-8.465545177E-1
5.648510000E-1,-5.731661320E-1,-1.927227497E0,-5.660102963E-1
5.848510000E-1,-1.424363256E-1,-1.703476310E0,4.417952001E-1
6.048510000E-1,3.758217394E-1,-5.952096581E-1,1.645060062E0
6.268494370E-1,4.973839223E-1,5.002811551E-1,2.081444740E0
6.468494370E-1,3.305653632E-1,1.019097805E0,1.819819927E0
6.668494370E-1,2.843141258E-1,2.034006715E-1,7.939327955E-1
6.868494370E-1,2.993937731E-1,-9.801769257E-2,-3.847752810E-1
7.068494370E-1,7.712261081E-1,6.930004358E-1,-6.022258401E-1
7.268525620E-1,1.502309561E0,1.462411404E0,-3.520852625E-1
7.468525620E-1,2.094831467E0,1.676894903E0,-3.985459208E-1
7.688510000E-1,2.439586401E0,1.478276372E0,-3.029716909E-1
7.888510000E-1,2.049243450E0,5.078558922E-1,-8.393288404E-2
8.088510000E-1,9.247801304E-1,-3.471983373E-1,-1.018574163E-1
8.288510000E-1,-2.691297606E-2,-5.604252219E-2,-1.406909972E-1
8.488510000E-1,-6.611307263E-1,2.862339914E-1,-2.492853701E-1
8.688510000E-1,-8.003207445E-1,4.605400264E-1,-2.641381323E-1
8.888510000E-1,-4.548851550E-1,1.215970889E-1,-1.688955128E-1
9.088541250E-1,1.417207420E-1,-5.057789683E-1,-1.773254573E-2
9.308510000E-1,6.389126778E-1,-1.177660942E0,4.593706504E-2
9.528494370E-1,9.527054429E-1,-1.835702419E0,-9.686577134E-3
9.728494370E-1,1.223545671E0,-1.940561771E0,-2.533170879E-1
9.928494370E-1,1.245205164E0,-1.715100169E0,-1.382126212E-1
1.012851000E0,8.069529533E-1,-1.207523465E0,9.913469851E-2
1.034849437E0,3.277030289E-1,-4.354247451E-1,2.142740786E-1
1.054849437E0,1.085594818E-1,1.479690075E-1,2.293362617E-1
1.074849437E0,-2.017949671E-1,7.192502022E-1,2.788163424E-1
1.094849437E0,-3.033382297E-1,9.625839591E-1,3.098483086E-1
1.114849437E0,-9.482374042E-2,1.181832194E0,3.817558587E-1
1.134891625E0,1.252622753E-1,1.255293131E0,4.855505824E-1
1.156851000E0,1.912357211E-1,9.272236228E-1,4.810301960E-1
1.176851000E0,1.914800704E-1,3.989298940E-1,3.104766309E-1
1.196851000E0,1.895078421E-1,6.529276818E-2,6.883578748E-2
1.216852562E0,1.994562298E-1,-2.363350391E-1,-3.541272879E-2
1.238852562E0,1.218239814E-1,-7.419045568E-1,-1.380206347E-1
1.260869750E0,2.166651785E-1,-1.133242249E0,-1.550899595E-1
1.282849437E0,7.164052725E-1,-7.942644358E-1,2.448697016E-2
1.302849437E0,9.289689660E-1,-2.597399056E-1,2.984513044E-1
1.322851000E0,7.660948038E-1,2.042733282E-1,5.937784910E-1
1.344849437E0,6.322629452E-1,5.920680165E-1,7.114485502E-1
1.364849437E0,4.934743941E-1,5.230228305E-1,5.959601402E-1
1.384849437E0,2.433687150E-1,2.974040993E-2,4.056668878E-1
1.404849437E0,4.024729133E-2,-4.090179205E-1,2.899864614E-1
1.424849437E0,-8.686503768E-2,-4.618141055E-1,3.216990829E-1
1.444849437E0,-1.550899595E-1,-2.458645254E-1,4.262093902E-1
1.464849437E0,-1.884955615E-1,-7.255333662E-2,5.054647923E-1
1.484849437E0,-2.337344885E-1,8.269369602E-2,4.588470459E-1
1.504849437E0,-2.905798554E-1,1.962099075E-1,3.648436368E-1
1.524849437E0,-1.520181745E-1,2.577676773E-1,2.985909283E-1
1.544851000E0,1.259429604E-1,3.329389989E-1,3.778986931E-1
1.564852562E0,2.724982500E-1,4.364719391E-1,4.681496620E-1
1.586849437E0,1.271123290E-1,3.767118752E-1,4.877497256E-1
1.606851000E0,-7.915068418E-2,1.509884298E-1,4.418824613E-1
1.628863500E0,-1.481435448E-1,-4.272565991E-2,3.837804496E-1
1.650851000E0,-1.472708881E-1,-9.634217620E-2,3.672347367E-1
1.670851000E0,-1.525068730E-1,-9.971065819E-2,3.592934906E-1
1.692849437E0,-1.788962483E-1,-1.843416691E-1,3.440742195E-1
1.712849437E0,-2.363699377E-1,-2.380978167E-1,3.052406311E-1
1.732849437E0,-2.382374406E-1,-2.372426093E-1,2.652202249E-1
1.752851000E0,-1.020144969E-1,-1.184729487E-1,2.407332659E-1
1.774849437E0,-1.343903481E-3,-3.244566917E-2,2.106263340E-1
1.794849437E0,-6.000442058E-2,1.221730490E-3,1.571494490E-1
1.814849437E0,-2.080083340E-1,9.704031050E-3,7.314674556E-2
1.834849437E0,-3.307049870E-1,1.888446324E-2,3.516838327E-2
1.854849437E0,-3.975859880E-1,1.563815027E-2,8.286823332E-2
1.874849437E0,-4.915196300E-1,-8.899433911E-2,1.498365104E-1
1.894849437E0,-6.163455844E-1,-2.239955515E-1,1.873610914E-1
1.914849437E0,-7.391992807E-1,-3.488738537E-1,1.689827740E-1
1.934849437E0,-8.314748406E-1,-4.189313650E-1,7.066838443E-2
1.954849437E0,-8.438492417E-1,-3.817034960E-1,2.286381321E-3
1.974851000E0,-9.175719619E-1,-3.457322717E-1,-1.061683744E-1
1.994851000E0,-1.001173258E0,-3.302511871E-1,-1.920560300E-1
2.016851000E0,-7.512769699E-1,2.321287990E-3,-1.664869636E-1
2.038851000E0,-2.052681744E-1,2.883982062E-1,1.359611470E-2
2.058851000E0,1.439373046E-1,1.651605070E-1,1.051386371E-1
2.080851000E0,1.897871047E-1,-1.550725102E-1,-5.407030135E-2
2.102851000E0,7.674212754E-2,-1.504124701E-1,-4.225442111E-1
2.124849437E0,-1.084198505E-1,1.494176388E-1,-7.919955254E-1
2.144851000E0,-2.509434521E-1,3.744254708E-1,-9.154775739E-1
2.166851000E0,-2.634749115E-1,4.417428374E-1,-8.917236328E-1
2.188863500E0,-9.138543904E-2,2.461437881E-1,-8.223468065E-1
2.208863500E0,1.169894189E-1,6.658431143E-2,-7.987324595E-1
2.230851000E0,2.592337430E-1,-1.001993492E-1,-7.852934599E-1
2.252851000E0,3.272666931E-1,-6.958627701E-2,-7.698996663E-1
2.274849437E0,3.447374403E-1,3.897320107E-2,-7.834783196E-1
2.294849437E0,2.858849168E-1,6.386159360E-2,-8.447219133E-1
2.314849437E0,1.683021039E-1,9.604547173E-2,-8.258374333E-1
2.334849437E0,1.364847459E-2,7.766715437E-2,-7.315372825E-1
2.354851000E0,-3.197443113E-2,9.918706119E-2,-5.460960865E-1
2.376851000E0,1.518959999E-1,2.609441876E-1,-2.146405876E-1
2.398855687E0,3.952298164E-1,5.630083084E-1,2.239955515E-1
2.418857250E0,4.113740921E-1,6.155427098E-1,5.311560631E-1
2.440851000E0,2.035577446E-1,4.395088255E-1,6.779033542E-1
2.460869750E0,-9.389871731E-3,3.293785453E-1,6.918485165E-1
2.482849437E0,-1.412320435E-1,3.085044026E-1,7.045370340E-1
2.502849437E0,-8.580038697E-2,3.382273614E-1,7.450636029E-1
2.522849437E0,1.458920687E-1,3.854036033E-1,7.620282173E-1
2.542849437E0,2.944021225E-1,3.758915663E-1,6.805911660E-1
2.562865062E0,2.304707319E-1,3.948109150E-1,6.237457395E-1
2.584849437E0,2.251474652E-3,2.248856723E-1,6.796312332E-1
2.604849437E0,-2.533694506E-1,-1.981646866E-1,6.937683821E-1
2.624849437E0,-3.673219979E-1,-3.904825151E-1,6.504144073E-1
2.644849437E0,-2.144835144E-1,-2.818008661E-1,6.239726543E-1
2.664849437E0,3.255039081E-2,2.726204321E-2,7.475070357E-1
2.684849437E0,1.515818387E-1,2.547657192E-1,9.229649901E-1
2.704849437E0,1.256462485E-1,3.662049770E-1,1.006164908E0
2.724849437E0,8.080874570E-3,3.421019912E-1,1.019150138E0
2.744849437E0,-1.204975322E-1,2.909987569E-1,9.763022661E-1
2.764851000E0,-2.229134440E-1,2.251300216E-1,8.633969426E-1
2.786849437E0,-2.546086311E-1,2.006430477E-1,7.192152739E-1
2.806851000E0,-1.672199965E-1,2.079385221E-1,6.327516437E-1
2.826851000E0,-1.214574650E-1,3.208787739E-1,5.570218563E-1
2.848851000E0,-1.457000822E-1,5.175774097E-1,4.745201170E-1
2.870851000E0,-1.232027933E-1,6.832091212E-1,5.019567013E-1
2.892849437E0,-1.341983676E-1,7.542440295E-1,5.249775648E-1
2.912849437E0,-2.491282970E-1,6.665936112E-1,4.741361439E-1
2.932849437E0,-4.107981324E-1,5.421341658E-1,3.868347704E-1
2.952849437E0,-6.425953507E-1,2.312212139E-1,2.151990980E-1
2.972849437E0,-8.093964458E-1,-2.478891164E-1,-1.431170013E-2
2.992849437E0,-8.159413934E-1,-6.842039824E-1,-1.329417229E-1
3.012849437E0,-6.627888083E-1,-8.131139874E-1,-1.075646430E-1
3.032849437E0,-4.175700247E-1,-5.522570610E-1,-4.139921069E-2
3.052851000E0,-1.977632642E-1,-1.715833247E-1,-4.557054490E-2
3.072851000E0,-1.106364205E-1,1.007753089E-1,-5.466371030E-2
3.094849437E0,-1.786693484E-1,-2.052507177E-2,-1.368338149E-2
3.114851000E0,-1.531351954E-1,-2.444333583E-1,-5.550146848E-2
3.134851000E0,-1.031838655E-1,-3.697479963E-1,-1.550026834E-1
3.154851000E0,-2.641904950E-1,-5.881061554E-1,-3.893829584E-1
3.174851000E0,-6.363993883E-1,-8.010362983E-1,-7.756592035E-1
3.194851000E0,-7.290589213E-1,-7.266852856E-1,-1.006531358E0
3.214851000E0,-3.703414202E-1,-6.515837908E-1,-1.058838844E0
3.234851000E0,2.481509149E-1,-3.769038618E-1,-8.880409598E-1
3.254851000E0,7.998843789E-1,6.531021744E-2,-6.102194786E-1
3.276849437E0,1.073499680E0,2.933898568E-1,-4.743979275E-1
3.296851000E0,1.052538276E0,2.269102484E-1,-5.245412588E-1
3.316851000E0,1.004559159E0,8.292059600E-2,-6.516535878E-1
3.336851000E0,9.942442775E-1,1.527163107E-2,-8.332899809E-1
3.356851000E0,9.133133292E-1,-6.750933826E-2,-9.790250063E-1
3.376851000E0,7.575078011E-1,-1.771160066E-1,-1.052817464E0
3.396851000E0,6.036221385E-1,-2.320415229E-1,-1.056709647E0
3.416851000E0,5.086063743E-1,-2.388134003E-1,-1.010807395E0
3.436851000E0,4.457221925E-1,-2.078512609E-1,-9.251641035E-1
3.456851000E0,3.435855210E-1,-1.785820872E-1,-8.758062124E-1
3.476851000E0,2.138377428E-1,-2.162986547E-1,-8.769581318E-1
3.496851000E0,8.887216449E-2,-3.392396569E-1,-9.200328588E-1
3.516851000E0,9.215338156E-3,-4.548851550E-1,-9.106779099E-1
3.536852562E0,-2.759365551E-2,-4.355294704E-1,-8.520697355E-1
3.558852562E0,-1.542347521E-1,-2.776469886E-1,-7.304028273E-1
3.580851000E0,-3.675663471E-1,-1.261174977E-1,-6.210055947E-1
3.600851000E0,-5.173854232E-1,-7.225662936E-3,-5.582610369E-1
3.620851000E0,-4.867897928E-1,1.692969352E-3,-4.061555564E-1
3.640851000E0,-2.553765774E-1,-2.012888193E-1,-2.367015481E-1
3.660869750E0,-8.166395873E-2,-4.360705018E-1,-1.137431040E-1
3.682851000E0,-5.656611919E-2,-4.030838013E-1,2.439970337E-2
3.704849437E0,-1.228013635E-1,7.208209485E-2,2.654296756E-1
3.724852562E0,-4.096462131E-1,1.011767387E-1,3.960501254E-1
3.746851000E0,-5.885773897E-1,6.489133835E-2,3.653497696E-1
3.766851000E0,-3.327121139E-1,2.102423608E-1,2.892534137E-1
3.786851000E0,1.078613475E-1,3.626445234E-1,3.170216084E-1
3.806851000E0,2.768266797E-1,3.012961745E-1,4.307298064E-1
