"Time (s)","Magnetic field x (µT)","Magnetic field y (µT)","Magnetic field z (µT)"
3.046468700E-2,-1.875000000E1,-2.656250000E1,-3.068750000E1
6.046000000E-2,-1.881250000E1,-2.662500000E1,-3.150000000E1
8.046312500E-2,-1.875000000E1,-2.656250000E1,-3.175000000E1
1.104615620E-1,-1.825000000E1,-2.587500000E1,-3.218750000E1
1.304615620E-1,-1.831250000E1,-2.518750000E1,-3.218750000E1
1.604600000E-1,-1.787500000E1,-2.418750000E1,-3.206250000E1
1.804646870E-1,-1.793750000E1,-2.350000000E1,-3.212500000E1
2.104584370E-1,-1.812500000E1,-2.293750000E1,-3.237500000E1
2.304631250E-1,-1.793750000E1,-2.268750000E1,-3.262500000E1
2.604600000E-1,-1.825000000E1,-2.218750000E1,-3.281250000E1
2.804600000E-1,-1.812500000E1,-2.193750000E1,-3.306250000E1
3.004600000E-1,-1.812500000E1,-2.156250000E1,-3.312500000E1
3.204615620E-1,-1.912500000E1,-2.112500000E1,-3.325000000E1
3.504600000E-1,-1.956250000E1,-2.081250000E1,-3.331250000E1
3.704678120E-1,-2.037500000E1,-1.987500000E1,-3.331250000E1
4.004600000E-1,-2.175000000E1,-1.793750000E1,-3.375000000E1
4.204646870E-1,-2.237500000E1,-1.618750000E1,-3.418750000E1
4.504584370E-1,-2.393750000E1,-1.412500000E1,-3.393750000E1
4.704631250E-1,-2.387500000E1,-1.393750000E1,-3.406250000E1
5.004600000E-1,-2.400000000E1,-1.387500000E1,-3.368750000E1
5.204600000E-1,-2.425000000E1,-1.362500000E1,-3.375000000E1
5.404600000E-1,-2.443750000E1,-1.343750000E1,-3.362500000E1
5.604646870E-1,-2.518750000E1,-1.343750000E1,-3.300000000E1
5.904600000E-1,-2.675000000E1,-1.337500000E1,-3.187500000E1
6.104600000E-1,-2.743750000E1,-1.293750000E1,-3.118750000E1
6.404584370E-1,-2.750000000E1,-1.168750000E1,-3.112500000E1
6.604584370E-1,-2.762500000E1,-1.125000000E1,-3.100000000E1
6.804584370E-1,-2.787500000E1,-1.081250000E1,-3.062500000E1
7.004584370E-1,-2.762500000E1,-1.106250000E1,-3.025000000E1
7.204584370E-1,-2.731250000E1,-1.162500000E1,-3.037500000E1
7.404600000E-1,-2.625000000E1,-1.231250000E1,-3.125000000E1
7.604600000E-1,-2.481250000E1,-1.368750000E1,-3.175000000E1
7.904600000E-1,-2.375000000E1,-1.575000000E1,-3.143750000E1
8.104600000E-1,-2.368750000E1,-1.625000000E1,-3.112500000E1
8.304600000E-1,-2.362500000E1,-1.650000000E1,-3.056250000E1
8.604600000E-1,-2.350000000E1,-1.618750000E1,-3.050000000E1
8.904600000E-1,-2.293750000E1,-1.581250000E1,-3.081250000E1
9.104600000E-1,-2.300000000E1,-1.625000000E1,-3.050000000E1
9.304600000E-1,-2.362500000E1,-1.593750000E1,-2.987500000E1
9.604584370E-1,-2.456250000E1,-1.650000000E1,-2.831250000E1
9.804584370E-1,-2.556250000E1,-1.725000000E1,-2.693750000E1
1.000458437E0,-2.606250000E1,-1.781250000E1,-2.575000000E1
1.020458437E0,-2.668750000E1,-1.856250000E1,-2.493750000E1
1.040460000E0,-2.731250000E1,-1.881250000E1,-2.456250000E1
1.070460000E0,-2.756250000E1,-1.856250000E1,-2.443750000E1
1.100458437E0,-2.750000000E1,-1.812500000E1,-2.481250000E1
1.120458437E0,-2.700000000E1,-1.787500000E1,-2.512500000E1
1.140460000E0,-2.656250000E1,-1.743750000E1,-2.587500000E1
1.160460000E0,-2.593750000E1,-1.725000000E1,-2.637500000E1
1.180460000E0,-2.587500000E1,-1.718750000E1,-2.650000000E1
1.200460000E0,-2.600000000E1,-1.687500000E1,-2.643750000E1
1.220461562E0,-2.581250000E1,-1.681250000E1,-2.637500000E1
1.250461562E0,-2.656250000E1,-1.687500000E1,-2.575000000E1
1.280458437E0,-2.700000000E1,-1.700000000E1,-2.493750000E1
1.300458437E0,-2.725000000E1,-1.718750000E1,-2.381250000E1
1.320458437E0,-2.775000000E1,-1.750000000E1,-2.312500000E1
1.340458437E0,-2.750000000E1,-1.731250000E1,-2.275000000E1
1.360458437E0,-2.743750000E1,-1.681250000E1,-2.243750000E1
1.380458437E0,-2.731250000E1,-1.700000000E1,-2.262500000E1
1.400458437E0,-2.731250000E1,-1.687500000E1,-2.243750000E1
1.420458437E0,-2.762500000E1,-1.668750000E1,-2.256250000E1
1.440458437E0,-2.825000000E1,-1.656250000E1,-2.231250000E1
1.460458437E0,-2.862500000E1,-1.606250000E1,-2.231250000E1
1.480458437E0,-2.893750000E1,-1.550000000E1,-2.193750000E1
1.500460000E0,-2.900000000E1,-1.493750000E1,-2.200000000E1
1.530460000E0,-2.893750000E1,-1.418750000E1,-2.193750000E1
1.560458437E0,-2.868750000E1,-1.418750000E1,-2.237500000E1
1.580458437E0,-2.843750000E1,-1.400000000E1,-2.237500000E1
1.600460000E0,-2.843750000E1,-1.381250000E1,-2.237500000E1
1.630458437E0,-2.850000000E1,-1.318750000E1,-2.281250000E1
1.650460000E0,-2.825000000E1,-1.275000000E1,-2.243750000E1
1.670460000E0,-2.856250000E1,-1.225000000E1,-2.268750000E1
1.700458437E0,-2.893750000E1,-1.193750000E1,-2.293750000E1
1.720458437E0,-2.906250000E1,-1.162500000E1,-2.281250000E1
