"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.616295846E-2,4.656175831E-1,1.283593059E0,8.828950649E-1
3.610095847E-2,4.142492089E-1,1.192548988E0,2.262701134E0
5.603995849E-2,4.274680093E-1,1.185858019E0,3.009113415E0
7.597895851E-2,-4.063630691E-1,1.199834619E0,3.129475425E0
9.591795830E-2,-1.275388246E0,1.030065975E0,2.801227942E0
1.158559583E-1,-1.236904504E0,4.122263646E-1,2.610050887E0
1.357949583E-1,2.187463841E-1,-2.121884394E-1,1.878508075E0
1.557339584E-1,8.470028087E-1,-7.108196944E-1,8.594389594E-1
1.756719584E-1,-2.922681043E-1,-1.337313184E0,2.310164738E-1
1.956109584E-1,-1.350375863E0,-1.783701321E0,1.625356382E-1
2.155499584E-1,-1.435644640E0,-1.996313683E0,-6.133904636E-2
2.354889584E-1,-8.306765056E-1,-1.850777655E0,-5.223294353E-1
2.554269584E-1,-9.005472243E-2,-1.494061248E0,-1.140768970E0
2.753659585E-1,-1.526819104E-1,-8.795042646E-1,-1.158371428E0
2.953049585E-1,-1.012562335E0,-1.793721110E0,-1.764134783E0
3.152429585E-1,-2.181033073E0,-1.574853396E0,-2.084485018E0
3.351819585E-1,-1.967764653E0,-1.458635892E0,-2.137086570E0
3.551209585E-1,-4.008196163E-1,-3.613161197E-1,-1.968603728E0
3.750599583E-1,-1.857751045E-1,7.900696394E-1,-1.633189897E0
3.949979583E-1,2.444124448E-1,1.402079283E0,-2.446506604E0
4.149369583E-1,6.116257739E-1,1.851123226E0,-1.903695542E0
4.348759584E-1,3.465878606E-1,1.317610844E0,9.770229578E-1
4.548139584E-1,3.166735053E-1,1.703531755E0,3.055909266E0
4.747529584E-1,1.972173454E0,4.606673303E0,3.826110944E0
4.946919584E-1,-6.554024157E-1,3.125585565E0,4.177855464E0
5.146309584E-1,-8.598020715E-1,2.804233995E0,6.364262128E0
5.345689585E-1,1.589462664E0,1.783015735E0,5.230572383E0
5.545079585E-1,2.107127776E0,3.228002179E-1,2.055465871E0
5.744469585E-1,4.006404869E0,-9.135771596E-1,2.288068110E-1
5.943849585E-1,3.233287185E0,-1.344980053E0,-1.716157794E-1
6.143239585E-1,2.571983174E0,-2.906849706E-1,5.943887669E-1
6.342629583E-1,1.222807013E0,1.779003668E-1,4.689244759E-1
6.542019583E-1,1.739860506E0,-1.420978653E-1,-1.561981335E0
6.741399583E-1,2.822251021E0,-2.092541311E0,-1.405908625E0
6.940789584E-1,1.736959410E0,-3.560494741E0,3.313003153E-1
7.140179584E-1,2.210714271E0,1.195472596E0,1.108636765E0
7.339559584E-1,-6.566592747E-1,-1.361547554E0,1.184015561E0
7.538949584E-1,-1.282341901E-1,-3.007714176E0,1.898587999E0
7.738339584E-1,1.126711094E0,-4.120454518E0,1.193514363E0
7.937729585E-1,-2.152814703E-1,-4.500737543E0,-1.471773416E-1
8.137107918E-1,-2.571653099E0,-2.534330029E0,-1.644361295E0
8.336497918E-1,-4.142004139E0,-2.745018657E0,-2.805183583E0
8.535887918E-1,-3.258969033E-1,-3.051268916E0,-2.365854204E0
8.735277918E-1,-1.489369880E-1,-2.669237573E0,-4.125150124E0
8.934657918E-1,-7.140414371E-1,-1.866055260E0,-4.779190723E0
9.134047918E-1,-3.105260351E-1,-1.347579140E0,-3.553171104E0
9.333437916E-1,2.889310983E-1,-9.570868760E-1,-2.051357033E0
9.532817916E-1,3.313085014E-1,-6.422727853E-1,-2.114919775E0
9.732207917E-1,5.109451257E-1,-3.868494487E-1,-2.003283272E0
9.931597917E-1,8.107676864E-1,2.305416799E-1,-7.927030791E-1
1.013097792E0,1.372025764E-1,1.169438453E0,9.663108587E-2
1.033036792E0,-3.282591053E-1,1.901755435E0,-4.862690717E-2
1.052975792E0,5.475917459E-4,2.494226900E0,-1.338106066E-1
1.072914792E0,5.788837417E-1,2.832480724E0,1.301330003E-1
1.092852792E0,7.209325270E-1,3.356001238E0,5.216210452E-1
1.112791792E0,2.030156929E-2,3.683135996E0,4.754110846E-1
1.132730792E0,-7.099031433E-1,3.481642699E0,9.067908812E-1
1.152668792E0,-1.114343356E0,2.459465788E0,2.615678247E0
1.172607792E0,-1.176657133E0,1.519234681E0,4.648187365E0
1.192546792E0,-1.204852114E0,5.799560845E-1,5.046710780E0
1.212485792E0,-9.467846668E-1,-1.189616024E-2,3.757363476E0
1.232423792E0,-6.942282200E-1,-4.907573944E-1,1.995935953E0
1.252362792E0,-7.635987094E-1,-1.063592740E0,9.090379661E-1
1.272301792E0,-1.437279229E0,-1.540408618E0,-3.531990150E-1
1.292239792E0,-1.779080266E0,-2.188820395E0,-1.095858260E0
1.312178792E0,-8.705814135E-1,-2.591250919E0,-8.960284960E-1
1.332117792E0,-1.823579551E-1,-2.824847769E0,7.497592270E-3
1.352056792E0,1.070408839E-1,-2.847788735E0,-1.569275737E-2
1.371994792E0,-1.413371060E-1,-2.842515716E0,-8.449456121E-1
