"Time (s)","X (hPa)"
-5.527707085E-1,1.017160873E3
4.759872917E-1,1.017161713E3
1.504773292E0,1.017162628E3
2.533554292E0,1.017166214E3
3.562345292E0,1.017168350E3
3.760101292E0,1.017168655E3
4.822084292E0,1.017169647E3
5.884088292E0,1.017172318E3
6.946060292E0,1.017174606E3
8.008069292E0,1.017176056E3
9.070097292E0,1.017180328E3
1.013212229E1,1.017185593E3
1.119409629E1,1.017191086E3
1.225606529E1,1.017197800E3
1.331804129E1,1.017206802E3
1.437999929E1,1.017211533E3
1.544196529E1,1.017219086E3
1.650392229E1,1.017223663E3
1.756587929E1,1.017227020E3
1.862784529E1,1.017228775E3
1.968980829E1,1.017236404E3
2.075181229E1,1.017240524E3
2.181382329E1,1.017245560E3
2.287583729E1,1.017249985E3
2.393782829E1,1.017251740E3
2.499983429E1,1.017251740E3
2.606183329E1,1.017249985E3
2.712383129E1,1.017246017E3
2.818581429E1,1.017244186E3
2.924784529E1,1.017238617E3
3.030983829E1,1.017234879E3
3.137182229E1,1.017231140E3
3.243379529E1,1.017229843E3
3.349575929E1,1.017229767E3
3.455774229E1,1.017229767E3
3.561973529E1,1.017230377E3
3.668171229E1,1.017234879E3
3.774370729E1,1.017237167E3
3.880570129E1,1.017241821E3
3.986767529E1,1.017247314E3
4.092965229E1,1.017251282E3
4.199159629E1,1.017253189E3
4.305355429E1,1.017255096E3
4.411552929E1,1.017255096E3
4.517752829E1,1.017256088E3
4.623947529E1,1.017257233E3
4.730144829E1,1.017259293E3
4.836344129E1,1.017260513E3
4.942542329E1,1.017261810E3
5.048738429E1,1.017263031E3
5.154927329E1,1.017263107E3
5.261121529E1,1.017263260E3
5.367312329E1,1.017263260E3
5.473504229E1,1.017266083E3
5.579697429E1,1.017266846E3
5.685892229E1,1.017266846E3
5.792090629E1,1.017270203E3
5.898287629E1,1.017271042E3
6.004482329E1,1.017272797E3
6.110680829E1,1.017273331E3
6.216878729E1,1.017274475E3
6.323078229E1,1.017274475E3
6.429274029E1,1.017275009E3
6.535470529E1,1.017277069E3
6.641666529E1,1.017279663E3
6.747859929E1,1.017283020E3
6.854051129E1,1.017286453E3
6.960244129E1,1.017289200E3
7.066438529E1,1.017293549E3
7.172634929E1,1.017296600E3
7.278828629E1,1.017297745E3
7.385021929E1,1.017301788E3
7.491212629E1,1.017304916E3
7.597405329E1,1.017307968E3
7.703599429E1,1.017309799E3
7.809796229E1,1.017312317E3
7.915994029E1,1.017313843E3
8.022191029E1,1.017316284E3
8.128388229E1,1.017318420E3
8.234589929E1,1.017319412E3
8.340792329E1,1.017321854E3
8.446993129E1,1.017324600E3
8.553190929E1,1.017327881E3
8.659386829E1,1.017331238E3
8.765586929E1,1.017335052E3
8.871787829E1,1.017335434E3
8.977985229E1,1.017337189E3
9.084181829E1,1.017338409E3
9.190381729E1,1.017338409E3
9.296577529E1,1.017339478E3
9.402776229E1,1.017342072E3
9.508972429E1,1.017344971E3
9.615170229E1,1.017349014E3
9.721368429E1,1.017350464E3
9.827567129E1,1.017353363E3
9.933769229E1,1.017354889E3
1.003997043E2,1.017355957E3
1.014617223E2,1.017356720E3
1.025237323E2,1.017360535E3
1.035857233E2,1.017363968E3
1.046477403E2,1.017366867E3
1.057097693E2,1.017370071E3
1.067718033E2,1.017371674E3
1.078338453E2,1.017372360E3
1.088958863E2,1.017372360E3
1.099579063E2,1.017372589E3
1.110199003E2,1.017373810E3
1.120819123E2,1.017375641E3
1.131438903E2,1.017376709E3
1.142058813E2,1.017377396E3
1.152678993E2,1.017378616E3
1.163299113E2,1.017378616E3
1.173919203E2,1.017378616E3
1.184538813E2,1.017380295E3
1.195158703E2,1.017381439E3
1.205778543E2,1.017382278E3
1.216398703E2,1.017382278E3
1.227018523E2,1.017382050E3
1.237638793E2,1.017381363E3
1.248259443E2,1.017380371E3
1.258879673E2,1.017380371E3
1.269500023E2,1.017381744E3
1.280120523E2,1.017382660E3
1.290740423E2,1.017384109E3
1.301360463E2,1.017384491E3
1.311980883E2,1.017384720E3
1.322601033E2,1.017385864E3
1.333220803E2,1.017387466E3
1.343840713E2,1.017389145E3
1.354460633E2,1.017391510E3
1.365080883E2,1.017394867E3
1.375700903E2,1.017396545E3
1.386321073E2,1.017399673E3
1.396940943E2,1.017403717E3
1.407560783E2,1.017406464E3
1.418180603E2,1.017408600E3
1.428800483E2,1.017411423E3
1.439420203E2,1.017411652E3
1.450039983E2,1.017412338E3
1.460659893E2,1.017411652E3
1.471279763E2,1.017410202E3
1.481899723E2,1.017407532E3
1.492519873E2,1.017407532E3
1.503140153E2,1.017407532E3
1.513760133E2,1.017407684E3
1.524380223E2,1.017408981E3
1.535000123E2,1.017410583E3
1.545619843E2,1.017411041E3
1.556239993E2,1.017411041E3
1.566859793E2,1.017413177E3
1.577479773E2,1.017413864E3
1.588099623E2,1.017414474E3
1.598719483E2,1.017415314E3
1.609338913E2,1.017415314E3
1.619958783E2,1.017412338E3
1.630578463E2,1.017410049E3
1.641198723E2,1.017408600E3
1.651818803E2,1.017407455E3
1.662438843E2,1.017407455E3
1.673058563E2,1.017407761E3
1.683678743E2,1.017407761E3
1.694299123E2,1.017407532E3
1.704919773E2,1.017407303E3
1.715540043E2,1.017407303E3
1.726160343E2,1.017407303E3
1.736780653E2,1.017405014E3
1.747401013E2,1.017401962E3
1.758021093E2,1.017400970E3
1.768641073E2,1.017397614E3
1.779261333E2,1.017396164E3
1.789881813E2,1.017396164E3
1.800502133E2,1.017397842E3
1.811122603E2,1.017398376E3
1.821742963E2,1.017397842E3
1.832363663E2,1.017397842E3
1.842984083E2,1.017394257E3
1.853604743E2,1.017393417E3
1.864225133E2,1.017392731E3
1.874845603E2,1.017392731E3
1.885465773E2,1.017393188E3
1.896086283E2,1.017395554E3
1.906706443E2,1.017396164E3
