"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.888541621E-3,-3.775799561E1,-2.171033478E1,-2.541040039E1
2.197254164E-2,-3.765563965E1,-2.141741943E1,-2.580578613E1
4.205654166E-2,-3.754061890E1,-2.074594116E1,-2.655538940E1
6.214054168E-2,-3.747613525E1,-2.025081635E1,-2.692181396E1
8.222354163E-2,-3.762338257E1,-2.000525665E1,-2.686953735E1
1.023075416E-1,-3.796218872E1,-1.985353851E1,-2.647540283E1
1.223915417E-1,-3.839874268E1,-1.975054169E1,-2.589663696E1
1.424755416E-1,-3.900686646E1,-1.936288452E1,-2.568319702E1
1.625585416E-1,-3.960833740E1,-1.884903717E1,-2.518054199E1
1.826427500E-1,-4.007812500E1,-1.854945374E1,-2.434854126E1
2.027267500E-1,-4.070385742E1,-1.835099792E1,-2.353189087E1
2.228097500E-1,-4.118759155E1,-1.819607544E1,-2.293231201E1
2.428937500E-1,-4.131222534E1,-1.781137848E1,-2.290399170E1
2.629777500E-1,-4.115924072E1,-1.744900513E1,-2.362597656E1
2.830617500E-1,-4.079830933E1,-1.710126495E1,-2.469467163E1
3.031447500E-1,-4.073889160E1,-1.661508179E1,-2.529846191E1
3.232287500E-1,-4.089941406E1,-1.607949066E1,-2.543487549E1
3.433127500E-1,-4.084884644E1,-1.558001709E1,-2.561740112E1
3.633967500E-1,-4.069308472E1,-1.511724091E1,-2.606256104E1
3.834797500E-1,-4.063546753E1,-1.471651459E1,-2.642245483E1
4.035637500E-1,-4.071112061E1,-1.443127441E1,-2.654962158E1
4.236477500E-1,-4.079003906E1,-1.418260193E1,-2.676544189E1
4.437307500E-1,-4.081088257E1,-1.412451935E1,-2.675964355E1
4.638147500E-1,-4.067913818E1,-1.433821869E1,-2.692947388E1
4.838987500E-1,-4.050289917E1,-1.458167267E1,-2.716989136E1
5.039827500E-1,-4.012191772E1,-1.513724518E1,-2.735870361E1
5.240657500E-1,-3.976733398E1,-1.584332275E1,-2.737161255E1
