"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.792195833E-2,-6.941429377E-1,-4.079614878E-1,6.877619028E-1
3.783995834E-2,-7.164341807E-1,-6.138244271E-1,5.587688684E-1
5.775895833E-2,-6.636790037E-1,-8.823550344E-1,4.663370848E-1
7.767695834E-2,-8.929245472E-1,-8.001540899E-1,3.186460733E-1
9.759595833E-2,-1.119588494E0,-8.649423718E-1,2.612590194E-1
1.175139583E-1,-1.113049746E0,-1.328785539E0,2.677313983E-1
1.374319583E-1,-1.039776206E0,-1.761285782E0,2.786071301E-1
1.573509583E-1,-8.550248742E-1,-1.292054176E0,1.845336705E-1
1.772689583E-1,-5.338639021E-1,-4.232840836E-1,3.135337532E-1
1.971869583E-1,1.342937350E-1,-3.011277318E-1,5.656642318E-1
2.171059583E-1,9.726910591E-1,-2.053064667E-2,6.609592438E-1
2.370239583E-1,1.192665339E0,3.873418570E-1,6.191213727E-1
2.569429583E-1,7.177946568E-1,6.920064688E-1,5.554764271E-1
2.768609583E-1,4.600493237E-2,1.050197840E0,4.580085576E-1
2.967789583E-1,-3.624290824E-1,1.615380645E0,4.299964607E-1
3.166979583E-1,-3.934445977E-1,2.455430746E0,5.102934837E-1
3.366159583E-1,3.193779849E-4,3.772061110E0,6.481435299E-1
3.565349583E-1,3.066814840E-1,4.995595932E0,7.157456279E-1
3.764529583E-1,-9.764885157E-2,3.508572102E0,6.083086133E-1
3.963709583E-1,-1.325458407E0,2.937600136E0,4.844285250E-1
4.162899583E-1,-1.778212905E0,3.529905796E0,6.710411310E-1
4.362079583E-1,-1.251182675E0,3.576067686E0,1.007782459E0
4.561259583E-1,-3.983049095E-1,2.998632908E0,1.307305217E0
4.760449583E-1,1.147643104E-2,1.635959029E0,1.326877356E0
4.959629583E-1,-3.230679929E-1,8.987202644E-1,1.361533284E0
5.158819583E-1,-4.949226677E-1,-3.692824543E-1,1.634979129E0
5.357999583E-1,-2.108370364E-1,-6.365383863E-1,1.984197259E0
5.557179583E-1,-2.739271820E-1,-4.943395257E-1,2.120754004E0
5.756369583E-1,-5.310314894E-1,-8.630162477E-1,1.775770903E0
5.955549583E-1,-1.008089185E0,-1.233323574E0,1.644157648E0
6.154739583E-1,-9.387445450E-1,-1.474496126E0,1.748033762E0
6.353919583E-1,-1.299492866E-1,-9.669618011E-1,1.487433314E0
6.553099583E-1,8.100770116E-1,-1.866156161E-1,1.256647944E0
6.752289583E-1,7.277145982E-1,4.348476529E-1,1.047586203E0
6.951469583E-1,2.260991931E-1,5.852159858E-1,7.085661888E-1
7.150649583E-1,-2.653949559E-1,6.996236444E-1,3.128454983E-1
7.349839583E-1,-4.289805591E-1,8.477307558E-1,1.015639380E-1
7.549019583E-1,-2.878811955E-1,7.160776258E-1,1.996932924E-2
7.748209583E-1,-1.428162605E-1,1.081038117E0,3.123016357E-1
7.947389583E-1,-2.777829766E-1,1.660164714E0,6.120101213E-1
8.146569583E-1,-4.257605374E-1,2.077946901E0,7.580139637E-1
8.345760833E-1,-5.613849163E-1,1.894745588E0,4.948160052E-1
8.544940833E-1,-1.033229232E0,1.605789900E0,1.481590569E-1
8.744130833E-1,-1.633835554E0,1.185529113E0,2.816882916E-2
8.943310833E-1,-1.605401635E0,1.785980463E0,7.831347585E-1
9.142490833E-1,-1.081067801E0,1.622136593E0,1.019093275E0
9.341680833E-1,-6.897853017E-1,1.505949020E0,1.181440353E0
9.540860833E-1,-5.051694512E-1,1.447375059E0,1.382765293E0
9.740050833E-1,-8.511085510E-1,1.589455724E0,1.401412249E0
9.939230833E-1,-1.709337473E0,1.770781755E0,1.450479150E0
1.013841083E0,-2.643928766E0,1.642502189E0,1.448886752E0
1.033760083E0,-3.504128456E0,1.312204361E0,9.549169540E-1
1.053678083E0,-4.082817078E0,1.148951650E0,2.912878096E-1
1.073597083E0,-4.464155674E0,1.355099916E0,-1.262275875E-1
1.093515083E0,-4.510708332E0,1.703209519E0,-5.695599914E-1
1.113433083E0,-4.611414433E0,2.038734198E0,-1.062829852E0
1.133352083E0,-4.811132908E0,2.062208176E0,-1.538838983E0
1.153270083E0,-5.163831711E0,1.791383982E0,-2.111709356E0
1.173189083E0,-5.568461895E0,1.696103215E0,-2.530568361E0
1.193107083E0,-5.773134232E0,1.724107027E0,-2.765916109E0
1.213025083E0,-5.599524498E0,1.543021798E0,-2.839906931E0
1.232944083E0,-5.287249088E0,1.573012233E0,-2.801100254E0
1.252862083E0,-4.830305099E0,1.505705237E0,-2.619174719E0
1.272781083E0,-4.181398392E0,1.318782568E0,-2.185582638E0
1.292699083E0,-4.210770130E0,1.015275717E0,-1.562571883E0
1.312617083E0,-4.189107895E0,8.896636367E-1,-9.209178090E-1
1.332536083E0,-3.875834942E0,7.181256413E-1,-3.620636761E-1
1.352454083E0,-3.478365421E0,1.164192915E0,1.678541303E-1
1.372373083E0,-2.640765429E0,1.279310584E0,5.700216889E-1
1.392291083E0,-1.548078775E0,9.767736793E-1,1.249690175E0
1.412209083E0,-3.709241748E-1,8.402271271E-1,1.845596433E0
1.432128083E0,1.077532649E0,9.679650664E-1,2.362923861E0
1.452046083E0,2.375341415E0,7.569379807E-1,2.369585037E0
1.471965083E0,3.577619553E0,1.024382353E0,2.005869865E0
1.491883083E0,4.760236263E0,1.771970868E0,1.789011002E0
1.511801083E0,4.949930191E0,2.147679329E0,1.589207768E0
1.531720083E0,4.770992756E0,1.798632622E0,1.494171023E0
1.551638083E0,3.661905050E0,7.917514443E-1,1.967681885E0
1.571557083E0,3.233061552E0,-4.628881812E-1,1.974136591E0
1.591475083E0,2.721942663E0,3.431963325E-1,1.842384338E0
1.611393083E0,1.846465945E0,-4.824197292E-1,1.328987360E0
1.631312083E0,9.720131159E-1,-1.598382950E0,1.187096834E0
1.651230083E0,1.312925100E0,-2.128011942E0,1.382159114E0
1.671148083E0,2.301655769E0,-1.800802588E0,1.520587206E0
1.691067083E0,2.289085150E0,-1.072565556E0,1.057364106E0
1.710985083E0,1.864363670E0,-6.731972098E-1,4.751293063E-1
1.730904083E0,1.306217194E0,-1.009428024E0,-1.538479179E-1
1.750822083E0,1.587736368E0,-7.795088291E-1,1.357928216E-1
1.770740083E0,1.871925235E0,-6.720864773E-1,6.254802346E-1
1.790659083E0,1.522530079E0,-1.276129723E0,5.560390353E-1
1.810577083E0,7.103141546E-1,-1.341247916E0,6.209455729E-1
1.830495625E0,-2.460641414E-1,-2.450520754E0,5.749689937E-1
1.850413625E0,-1.208661437E0,-3.207263708E0,1.077728271E0
1.870331625E0,-2.174774647E0,-3.877907753E0,1.791883230E0
1.890250625E0,-3.371934175E0,-4.399247646E0,1.663917780E0
1.910168625E0,-4.880808353E0,-3.851942062E0,6.687716842E-1
1.930087625E0,-5.777078152E0,-2.265763044E0,-2.266699374E-1
1.950005625E0,-4.847851276E0,-1.021495104E0,-2.061862200E-1
1.969923625E0,-3.793598652E0,1.001752734E0,2.242401093E-1
1.989842625E0,-2.735933065E0,1.618099213E0,9.824876189E-1
2.009760625E0,-9.327841997E-1,1.243833065E0,1.635263443E0
