"Time (s)","X (µT)","Y (µT)","Z (µT)"
1.792195833E-2,-2.029534721E1,-2.424278259E0,-4.522923279E1
3.783995834E-2,-2.066294098E1,-2.019935608E0,-4.489559937E1
5.775895833E-2,-2.136566734E1,-1.112457275E0,-4.512898254E1
7.767695834E-2,-2.248127556E1,-2.760696411E-1,-4.491400146E1
9.759595833E-2,-2.323932648E1,4.567947388E-1,-4.424711609E1
1.175139583E-1,-2.400822449E1,1.578079224E0,-4.385615540E1
1.374319583E-1,-2.520481110E1,2.694213867E0,-4.331585693E1
1.573509583E-1,-2.677087402E1,3.813957214E0,-4.225364685E1
1.772689583E-1,-2.771942520E1,4.415031433E0,-4.120980835E1
1.971869583E-1,-2.799649429E1,5.038124084E0,-4.166624451E1
2.171059583E-1,-2.822990036E1,5.119010925E0,-4.111201477E1
2.370239583E-1,-2.799535751E1,4.494338989E0,-4.126438904E1
2.569429583E-1,-2.765064049E1,4.156616211E0,-4.123785400E1
2.768609583E-1,-2.692544937E1,3.986366272E0,-4.177210999E1
2.967789583E-1,-2.578556252E1,4.306533813E0,-4.223411560E1
3.166979583E-1,-2.410781860E1,4.857635498E0,-4.297212219E1
3.366159583E-1,-2.144252968E1,5.420333862E0,-4.412800598E1
3.565349583E-1,-1.755746078E1,5.462661743E0,-4.560298157E1
3.764529583E-1,-1.344446945E1,5.484260559E0,-4.724755859E1
3.963709583E-1,-1.039616203E1,6.466423035E0,-4.820739746E1
4.162899583E-1,-7.048010826E0,7.908241272E0,-4.827818298E1
4.362079583E-1,-3.561416626E0,9.357704163E0,-4.836169434E1
4.561259583E-1,-1.345825195E-1,1.015230560E1,-4.881596375E1
4.760449583E-1,2.256305695E0,1.038112640E1,-4.791543579E1
4.959629583E-1,4.137197495E0,1.005714417E1,-4.807200623E1
5.158819583E-1,4.667064667E0,1.021240234E1,-4.818086243E1
5.357999583E-1,4.696374893E0,1.042089844E1,-4.778918457E1
5.557179583E-1,4.590444565E0,1.016537476E1,-4.798893738E1
5.756369583E-1,4.453006744E0,1.020221710E1,-4.786296082E1
5.955549583E-1,3.463302612E0,1.069597626E1,-4.792790222E1
6.154739583E-1,2.608909607E0,1.160656738E1,-4.822329712E1
6.353919583E-1,1.921152115E0,1.228404236E1,-4.763569641E1
6.553099583E-1,1.575618744E0,1.154914093E1,-4.766781616E1
6.752289583E-1,1.681451797E0,1.090272522E1,-4.807742310E1
6.951469583E-1,2.336576462E0,1.034122467E1,-4.840550232E1
7.150649583E-1,3.205429077E0,1.041053772E1,-4.842689514E1
7.349839583E-1,3.642440796E0,1.087959290E1,-4.782983398E1
7.549019583E-1,4.228813171E0,1.121105194E1,-4.766651917E1
7.748209583E-1,5.155157089E0,1.130381775E1,-4.752153015E1
7.947389583E-1,6.737960815E0,1.157132721E1,-4.687557983E1
8.146569583E-1,7.748598099E0,1.166217041E1,-4.687269592E1
8.345760833E-1,9.558570862E0,1.191538239E1,-4.625447083E1
8.544940833E-1,1.144324112E1,1.244532776E1,-4.555908203E1
8.744130833E-1,1.298414421E1,1.357260132E1,-4.506411743E1
8.943310833E-1,1.417378044E1,1.446358490E1,-4.373382568E1
9.142490833E-1,1.572017860E1,1.584104156E1,-4.332386780E1
9.341680833E-1,1.748392677E1,1.618680573E1,-4.238624573E1
9.540860833E-1,1.904620171E1,1.619356537E1,-4.168475342E1
9.740050833E-1,2.060321617E1,1.611594391E1,-4.053868103E1
9.939230833E-1,2.225908089E1,1.609902191E1,-3.982272339E1
1.013841083E0,2.401143074E1,1.661536407E1,-3.854859924E1
1.033760083E0,2.556809044E1,1.809026337E1,-3.663644409E1
1.053678083E0,2.669655037E1,2.029195404E1,-3.476431274E1
1.073597083E0,2.758871269E1,2.287265778E1,-3.221069336E1
1.093515083E0,2.859573936E1,2.577858734E1,-2.932278442E1
1.113433083E0,2.907560539E1,2.861196136E1,-2.583081055E1
1.133352083E0,2.911971474E1,3.180533600E1,-2.206559753E1
1.153270083E0,2.888606834E1,3.443688202E1,-1.774401855E1
1.173189083E0,2.816057777E1,3.740741730E1,-1.228308105E1
1.193107083E0,2.645193291E1,4.000096893E1,-6.860397339E0
