"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
7.995313000E-3,-1.282799959E0,8.721999526E-1,2.475499868E0
2.799531300E-2,-5.453000069E-1,3.585000038E-1,3.585199833E0
4.799531300E-2,3.701999784E-1,-5.340999961E-1,3.989799976E0
6.799531300E-2,2.052399874E0,-2.864300013E0,4.158800125E0
8.799531300E-2,2.991699934E0,-4.397699833E0,4.451699734E0
1.079953130E-1,1.759099960E0,-3.630899906E0,4.706799984E0
1.279953130E-1,1.964399934E0,-2.165400028E0,6.370999813E0
1.480000000E-1,4.699999988E-1,-1.655799985E0,1.513399959E0
1.779953130E-1,1.550499916E0,-3.265499830E0,9.398999810E-1
1.980031250E-1,6.590999961E-1,-2.729699850E0,-6.270999908E-1
2.279953130E-1,1.724799991E0,-1.388199925E0,-2.032199860E0
2.480015630E-1,1.643299937E0,-1.339699984E0,-2.847399950E0
2.779937500E-1,1.146399975E0,-2.228999883E-1,-1.960699916E0
2.979953130E-1,5.465999842E-1,-2.084699869E0,-1.072700024E0
3.279937500E-1,1.366999894E-1,4.160999954E-1,-9.084999561E-1
3.479937500E-1,-2.579999864E-1,-4.879999906E-2,-1.031700015E0
3.679953130E-1,-2.777000070E-1,1.134599924E0,-1.233399987E0
3.979937500E-1,-4.531999826E-1,3.759999871E-1,-3.166499853E0
4.179937500E-1,5.493000150E-1,1.920399904E0,-2.762099981E0
4.380000000E-1,2.401900053E0,1.602599978E0,-1.958299994E0
4.679937500E-1,1.929999888E-1,1.787099957E0,-2.211599827E0
4.880000000E-1,3.977999985E-1,2.093099833E0,2.845999897E-1
5.179937500E-1,2.137300014E0,2.085500002E0,1.102499962E0
5.380000000E-1,1.245899916E0,2.068199873E0,1.926199913E0
5.679937500E-1,-7.330999970E-1,1.699299932E0,1.166599989E0
5.879937500E-1,1.329999924E0,1.093400002E0,-3.024899960E0
6.079937500E-1,2.520999908E0,6.254000068E-1,1.398499966E0
6.279937500E-1,1.737299919E0,-1.235999987E-1,2.190799952E0
6.479937500E-1,4.378999770E-1,-6.240000129E-1,1.798200011E0
6.679937500E-1,1.043200016E0,-1.366999894E-1,1.580899954E0
6.879937500E-1,2.890899897E0,-1.575199962E0,-1.229999959E-1
7.079937500E-1,3.731699944E0,-2.443699837E0,-2.231999874E0
7.279937500E-1,2.252199888E0,-4.310299873E0,-6.235699654E0
7.479937500E-1,-3.744999766E-1,-2.775499821E0,-4.220200062E0
7.679937500E-1,-6.800199986E0,1.651799917E0,-3.415499926E0
7.879937500E-1,-5.546199799E0,-1.324999928E0,-3.320499897E0
8.079937500E-1,-6.260900021E0,-2.984499931E0,-4.198999882E0
8.279937500E-1,-7.514599800E0,-2.149099827E0,-6.837199688E0
8.479937500E-1,-6.996699810E0,-3.307399988E0,-5.885599613E0
8.679937500E-1,-5.153999805E0,-3.095399857E0,-3.572199821E0
8.879937500E-1,-2.875799894E0,-3.529899836E0,-1.486400008E0
9.079937500E-1,-1.913399935E0,-3.169799805E0,3.378999949E0
9.279937500E-1,-5.501999855E-1,-2.515100002E0,6.301899910E0
9.479937500E-1,1.842399955E0,-2.368199825E0,5.431999683E0
9.679937500E-1,3.439899921E0,-1.809599996E0,3.747999907E0
9.879937500E-1,2.555699825E0,-1.384999990E0,2.039599895E0
1.007993750E0,1.571999907E0,-1.320799947E0,1.764199972E0
1.027993750E0,3.209999800E0,-2.184900045E0,2.431200027E0
1.047993750E0,7.141099930E0,-3.415199995E0,3.840600014E0
1.067993750E0,1.008710003E1,-4.147200108E0,1.455999970E0
1.087993750E0,9.819199562E0,-2.942899942E0,-1.908999920E0
1.107993750E0,1.153299999E1,6.651799679E0,-3.314489746E1
1.127993750E0,1.125859928E1,-3.443199873E0,-1.615099907E0
1.147993750E0,7.023999691E0,-1.138700008E0,9.768400192E0
1.167993750E0,3.874599934E0,-3.974999785E-1,1.962799907E0
1.187993750E0,2.974499941E0,-1.035200000E0,-3.203699827E0
1.207995313E0,2.273599863E0,-1.337999940E0,4.238800049E0
1.237993750E0,4.619899750E0,-1.912999898E-1,8.060000092E-2
1.257995313E0,3.749799967E0,1.421599984E0,-7.119999886E0
1.287993750E0,1.180699944E0,3.728999794E-1,3.402999938E-1
1.308003125E0,-3.727999926E-1,-4.360000044E-2,-2.140000015E-1
1.337993750E0,-2.663999796E-1,9.369999915E-2,2.875599861E0
1.357993750E0,8.761000037E-1,1.067199945E0,8.588999510E-1
1.377993750E0,7.565000057E-1,2.434499979E0,-1.191399932E0
1.397993750E0,3.095999956E-1,3.235299826E0,-3.874999881E-1
1.417993750E0,2.227999926E0,3.507999897E0,-1.084800005E0
1.437993750E0,3.654599905E0,3.577199936E0,-2.112200022E0
1.457993750E0,4.502299786E0,3.129999876E0,-1.202999949E0
1.477995313E0,4.720299721E0,2.615299940E0,-2.016999960E0
1.507995313E0,9.064999819E-1,1.505100012E0,1.207899928E0
1.527995313E0,-4.156300068E0,3.619999886E-1,3.042599916E0
1.547995313E0,-3.772199869E0,3.612000048E-1,2.232100010E0
1.567995313E0,4.095000029E-1,2.161599874E0,-8.241999745E-1
1.597993750E0,2.954099894E0,3.978699923E0,-9.185000062E-1
1.617993750E0,7.347999811E-1,2.978299856E0,7.481999993E-1
1.637993750E0,-1.924499989E0,2.038899899E0,2.574000061E-1
1.657993750E0,-3.896099806E0,1.508999914E-1,-5.306000113E-1
1.677993750E0,-3.734399796E0,9.734999537E-1,-2.218699932E0
1.697995313E0,-3.201399803E0,1.968999982E0,-2.219799995E0
1.727995313E0,-3.967099905E0,2.296299934E0,-2.024100065E0
1.757995313E0,2.865999937E-1,-2.576999962E-1,1.425999999E-1
1.787993750E0,3.493700027E0,-2.254899979E0,-1.881299973E0
1.807995313E0,4.440599918E0,-3.576499939E0,-6.850000024E-1
1.827995313E0,4.476799965E0,-3.187399864E0,-9.549999982E-2
1.847995313E0,3.069299936E0,-4.878900051E0,-1.437199950E0
1.867995313E0,-4.987999797E-1,-8.154000044E-1,1.219099998E0
1.897993750E0,-6.401399612E0,9.932999611E-1,-3.746999800E-1
1.917993750E0,-4.361199856E0,2.352399826E0,8.027999997E-1
1.937993750E0,-4.171799660E0,1.203099966E0,-4.526999891E-1
1.957993750E0,-1.157299995E0,5.672000051E-1,6.154999733E-1
1.977993750E0,-2.723000050E0,6.734200001E0,1.777999997E0
1.997995313E0,-3.385599852E0,7.204599857E0,1.996399999E0
2.027993750E0,-1.977299929E0,6.051899910E0,-2.161099911E0
2.047993750E0,-1.539600015E0,5.660999775E0,-1.665000021E-1
2.067993750E0,-7.664799690E0,-2.065899849E0,3.194599867E0
2.087993750E0,-1.297439957E1,-2.256889915E1,3.782099962E0
2.107993750E0,8.637299538E0,-3.895199966E1,-7.320799828E0
2.127995313E0,-3.286299944E0,-2.207799911E0,-1.164399981E0
2.147995313E0,-2.128599882E0,8.062399864E0,2.457900047E0
2.177993750E0,2.323400021E0,7.167899609E0,-1.645599961E0
2.197993750E0,2.893599987E0,3.367899895E0,-9.580999613E-1
2.217995313E0,2.555099964E0,1.875999928E0,-6.814999580E-1
2.247995313E0,2.817800045E0,-2.525999844E-1,-1.395900011E0
2.267995313E0,1.703099966E0,-6.557999849E-1,-3.805599928E0
2.287995313E0,1.006399989E0,9.566999674E-1,-6.242199898E0
2.308003125E0,1.868799925E0,1.599999905E0,-7.511999607E0
2.337993750E0,-1.304799914E0,-1.214299917E0,5.234999657E0
2.357993750E0,-8.683699608E0,-1.112699986E1,3.853899956E0
2.377995313E0,-8.468599319E0,-1.051919937E1,7.033899784E0
2.397995313E0,-4.521699905E0,3.714399815E0,6.088599682E0
2.417995313E0,-1.211499929E0,4.869599819E0,6.639599800E0
2.447993750E0,-2.073499918E0,-4.254300117E0,5.689300060E0
2.467993750E0,-6.646999717E-1,-5.887899876E0,5.941400051E0
2.487993750E0,3.467899799E0,-4.120899677E0,-1.806499958E0
2.507993750E0,3.042199850E0,-6.036999822E-1,9.315999746E-1
2.527993750E0,3.209499836E0,2.306200027E0,2.243900061E0
2.547993750E0,2.697499990E0,1.906799912E0,-6.119999662E-2
2.567993750E0,1.299000025E0,1.324899912E0,-1.008999944E-1
2.587993750E0,1.596999913E-1,1.596300006E0,-2.861000001E-1
2.607993750E0,-1.855999976E-1,2.281899929E0,-1.020399928E0
2.627993750E0,5.658999681E-1,1.503199935E0,-8.725000024E-1
2.647995313E0,4.607999921E-1,1.429499984E0,-1.339200020E0
2.677993750E0,2.962000072E-1,1.627499938E0,-1.003999949E0
2.697993750E0,5.403999686E-1,1.842899919E0,-6.844999790E-1
2.717993750E0,7.910999656E-1,1.074499965E0,-7.466999888E-1
2.737993750E0,1.027599931E0,-8.955000043E-1,-1.700199962E0
2.757995313E0,1.540699959E0,-1.982399940E0,-3.626199961E0
2.787993750E0,3.152599812E0,-2.258800030E0,-5.774199963E0
2.807993750E0,4.305900097E0,-3.313400030E0,-5.490900040E0
2.827993750E0,4.230000019E0,-3.089999914E0,-4.195699692E0
2.847993750E0,1.893099904E0,-3.305399895E0,-4.603600025E0
2.867993750E0,-4.758999944E-1,-4.184099674E0,-7.802899837E0
2.887995313E0,-7.275999784E-1,-4.129399776E0,-8.517000198E0
2.907995313E0,-8.962999582E-1,-2.748299837E0,-4.255300045E0
2.937993750E0,1.386999935E-1,-1.680199981E0,2.762199879E0
2.957993750E0,-5.595999956E-1,-3.581599951E0,2.241400003E0
2.977993750E0,-2.254999876E-1,-6.608299732E0,2.725899935E0
2.997993750E0,-3.090600014E0,-7.208099842E0,4.275999963E-1
3.017993750E0,-4.460499763E0,-4.598000050E0,-3.178499937E0
3.037993750E0,-3.910799980E0,-1.097599983E0,-1.449999958E-1
3.057993750E0,-3.448099852E0,1.411899924E0,2.892699957E0
3.077996875E0,-3.336899996E0,1.893999934E0,3.331799984E0
3.107993750E0,-2.542099953E0,1.538999915E0,3.574499846E0
3.127993750E0,-1.509299994E0,2.033699989E0,4.674399853E0
3.147993750E0,-1.739999950E-1,2.206599951E0,5.884599686E0
3.167993750E0,9.594999552E-1,2.358899832E0,5.300399780E0
3.187993750E0,1.216599941E0,2.372400045E0,5.386899948E0
3.207993750E0,4.206999838E-1,3.368599892E0,5.264899731E0
3.227993750E0,3.744999766E-1,4.478399754E0,4.917699814E0
3.247993750E0,8.746999502E-1,4.918900013E0,3.962599993E0
3.267993750E0,6.466999650E-1,4.539199829E0,1.873399973E0
3.287993750E0,-9.039999843E-1,3.121799946E0,-3.622499943E0
3.308003125E0,-1.337700009E0,-1.938699961E0,-7.644799709E0
3.337993750E0,1.336300015E0,-9.401599884E0,-9.223799706E0
3.357993750E0,-7.216999531E-1,-5.328999758E-1,-1.052779961E1
3.377993750E0,7.556999922E-1,4.446499825E0,-6.529500008E0
3.397993750E0,2.105099916E0,3.156199932E0,-3.384399891E0
3.417993750E0,3.995699883E0,-2.957799911E0,-2.995999813E0
3.437993750E0,-7.337999940E-1,-4.423599720E0,1.039060020E1
3.457993750E0,-5.349400043E0,-7.001699924E0,4.987799644E0
3.477993750E0,-7.136999607E0,-1.540199995E0,6.604300022E0
3.497993750E0,-4.626399994E0,3.345799923E0,7.056699753E0
3.517993750E0,-3.874899864E0,2.151099920E0,8.571599960E0
3.537993750E0,-2.673399925E0,-2.048399925E0,5.536999702E0
3.557993750E0,-6.996999979E-1,-5.784499645E0,5.393399715E0
3.577993750E0,3.046900034E0,-5.564499855E0,-1.421100020E0
3.597993750E0,1.821799994E0,-1.946099997E0,3.942600012E0
3.617993750E0,3.637499809E0,1.253000021E0,3.663800001E0
3.637993750E0,3.714599848E0,2.440899849E0,-2.096000016E-1
3.657993750E0,1.347000003E0,1.470099926E0,1.228000000E-1
3.677993750E0,7.524999976E-1,1.567999959E0,1.413999945E-1
3.697993750E0,4.916999936E-1,2.555299997E0,-1.473500013E0
3.717993750E0,1.056800008E0,2.050299883E0,-2.965799809E0
3.737993750E0,1.648899913E0,1.461199999E0,-2.822000027E0
3.757993750E0,1.851300001E0,1.117399931E0,-8.093000054E-1
3.777993750E0,1.611599922E0,1.663899899E0,1.210600019E0
3.797993750E0,1.402300000E0,1.834699988E0,2.011399984E0
3.817993750E0,9.312999845E-1,-5.813999772E-1,1.701900005E0
3.837993750E0,7.764999866E-1,-2.340499878E0,-1.381799936E0
3.857995313E0,8.044999838E-1,-6.377999783E-1,-5.534299850E0
3.877995313E0,1.894299984E0,-7.195999622E-1,-8.404199600E0
3.907993750E0,4.904099941E0,-4.812799931E0,-4.680399895E0
3.927993750E0,4.733500004E0,-3.540299892E0,-2.699699879E0
3.947993750E0,3.986499786E0,-4.943599701E0,-5.341499805E0
3.967993750E0,1.866199970E0,-5.867199898E0,-5.484999657E0
3.987993750E0,-1.532299995E0,-3.264499903E0,-3.197099924E0
4.007993750E0,-2.489099979E0,-2.404399872E0,2.857999802E-1
4.027993750E0,-2.839799881E0,-3.750599861E0,1.338500023E0
4.047993750E0,-3.170799971E0,-7.426799774E0,2.728399992E0
4.067993750E0,-2.765499830E0,-6.591099739E0,2.965499878E0
4.087993750E0,-3.586099863E0,-2.938799858E0,2.991499901E0
4.107993750E0,-5.935699940E0,-6.692000031E-1,4.890999794E-1
4.127993750E0,-5.464699745E0,4.790999889E-1,1.994699955E0
4.147993750E0,-4.361700058E0,1.468799949E0,3.205699921E0
4.167993750E0,-2.886899948E0,2.226500034E0,2.424199820E0
4.187993750E0,-2.386899948E0,3.252499819E0,2.970999956E0
4.207993750E0,-1.883999944E0,3.629599810E0,4.586800098E0
4.227993750E0,-9.384999871E-1,3.444199800E0,6.574699879E0
4.247993750E0,6.186999679E-1,2.786700010E0,5.813099861E0
4.267993750E0,1.388499975E0,2.873600006E0,5.857800007E0
4.288003125E0,1.849599957E0,3.177699804E0,5.029799938E0
4.308003125E0,1.854699969E0,3.876699924E0,4.373699665E0
4.337993750E0,1.343699932E0,4.554299831E0,4.163199902E0
4.357995313E0,8.790999651E-1,3.360800028E0,1.759699941E0
4.387993750E0,3.883999884E-1,-3.491299868E0,-1.220379925E1
4.407993750E0,9.308999777E-1,-1.085169983E1,-1.973900032E1
4.427993750E0,2.624699831E0,-6.843699932E0,-1.011849976E1
4.447993750E0,1.737699986E0,1.987999916E0,-5.782799721E0
