"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
0.000000000E0,-6.720361233E0,4.514870644E0,9.737563133E0
2.001406300E-2,-6.090485573E0,3.879171848E0,1.052015114E1
4.199531300E-2,-5.159552574E0,3.417310953E0,1.143649769E1
6.199531300E-2,-4.134518147E0,1.895700216E0,1.210915470E1
8.200000000E-2,-3.151545048E0,-7.067683339E-2,1.245343113E1
1.039953130E-1,-3.130026102E0,-6.126378775E-1,1.297127724E1
1.239953130E-1,-2.722916126E0,6.828550696E-1,1.361465645E1
1.439953130E-1,-3.593916893E0,9.834901690E-1,1.088104343E1
1.640046880E-1,-1.803293586E0,-3.243664503E-1,9.024531364E0
1.859953130E-1,-1.505378246E0,-1.454199791E0,9.076705933E0
2.059953130E-1,-2.018388748E0,-1.023157239E0,9.060798645E0
2.259953130E-1,-6.811791658E-1,-6.692655683E-1,7.621184349E0
2.480015630E-1,-7.163834572E-1,-1.034735680E0,6.677993774E0
2.699953130E-1,-1.040328503E0,-5.524859428E-1,7.357583046E0
2.900125000E-1,-1.793132544E0,-6.521642685E0,9.292126656E0
3.119953130E-1,-2.423832178E0,1.278551579E0,5.436245441E0
3.339937500E-1,-2.045251608E0,-6.818016171E-1,8.953452110E0
3.539937500E-1,-2.746896267E0,1.677760780E-1,8.098578453E0
3.739937500E-1,-2.156380892E0,8.036952019E-1,7.546063900E0
3.939937500E-1,-1.921394825E0,4.198280573E-1,6.620293617E0
4.140000000E-1,-7.419152260E-1,2.163027048E0,6.805278778E0
4.359937500E-1,1.850670099E0,2.195559502E0,7.859858036E0
4.559937500E-1,1.196401715E0,2.165057421E0,7.223163128E0
4.759937500E-1,-2.524158955E-1,2.403232574E0,8.417074203E0
4.959984380E-1,9.662806392E-1,2.510464191E0,1.048427677E1
5.179937500E-1,2.152674675E0,2.381081581E0,1.091118145E1
5.380000000E-1,1.443856835E0,2.296661854E0,1.173866558E1
5.599968750E-1,3.329472542E-1,2.213018179E0,1.136059284E1
5.819937500E-1,1.673240423E0,1.465988874E0,6.601992130E0
6.019953130E-1,4.081673145E0,1.064921737E0,1.020475769E1
6.219953130E-1,3.644587994E0,4.185639024E-1,1.142094517E1
6.439937500E-1,2.068140030E0,-5.866655707E-1,1.151024914E1
6.639937500E-1,2.218687534E0,-1.246421412E-1,1.141584110E1
6.839937500E-1,4.094008446E0,-1.234852672E0,9.769779205E0
7.039937500E-1,6.106995583E0,-2.296891928E0,7.873083591E0
7.239937500E-1,5.771443367E0,-3.921367168E0,3.819900990E0
7.439937500E-1,3.703475475E0,-2.819325686E0,4.861464977E0
7.639953130E-1,-1.831822872E0,1.597813606E0,5.241836548E0
7.859937500E-1,-2.469666898E-1,-3.157568872E-1,4.673376560E0
8.059937500E-1,4.855345190E-1,-2.594596386E0,3.283015728E0
8.259937500E-1,1.807335019E-1,-1.553310156E0,-5.273277164E-1
8.459937500E-1,1.505924225E0,-2.995433569E0,-1.499009609E0
8.659937500E-1,3.716068983E0,-3.244200706E0,8.146989346E-2
