"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
0.000000000E0,3.211407200E1,1.189504510E2,0.000000000E0,0.000000000E0,0.000000000E0,2.500000000E1,0.000000000E0
7.560026040E-1,3.211407200E1,1.189504510E2,8.297801957E0,1.416352272E0,2.994229126E2,2.500000000E1,0.000000000E0
5.309112499E0,3.211417529E1,1.189504901E2,1.006443333E1,6.443712115E-1,6.438962555E1,1.788588524E1,1.788588524E1
6.311062499E0,3.211417980E1,1.189504957E2,7.569650646E0,7.122480273E-1,9.727378845E1,1.486851501E1,1.486851501E1
7.317515624E0,3.211418386E1,1.189505055E2,7.945188728E0,6.399545670E-1,5.492567062E1,1.693895531E1,1.693895531E1
8.312834374E0,3.211418948E1,1.189505288E2,9.837679465E0,6.408134699E-1,8.289447784E1,2.000000000E1,2.000000000E1
9.315612499E0,3.211417241E1,1.189506321E2,5.550368883E1,5.335294604E-1,5.992865753E1,2.000000000E1,2.000000000E1
1.031793073E1,3.211417379E1,1.189506644E2,4.562067686E1,2.785891891E-1,1.584277916E1,1.911353874E1,1.911353874E1
1.131503750E1,3.211419173E1,1.189506539E2,3.065953420E1,6.770458817E-1,7.500409698E1,1.137895012E1,1.137895012E1
1.221368073E1,3.211420672E1,1.189506649E2,2.717522130E1,5.135316253E-1,5.761230087E1,1.106031418E1,1.106031418E1
1.322154375E1,3.211420734E1,1.189506800E2,2.740022713E1,3.547677696E-1,9.149321747E1,1.054310799E1,1.054310799E1
1.421738021E1,3.211419094E1,1.189506436E2,1.909121314E1,9.157512188E-1,7.037244415E1,8.949485779E0,8.949485779E0
1.521829844E1,3.211420484E1,1.189506407E2,1.588582648E1,8.174265623E-1,7.037244415E1,7.224406242E0,7.224406242E0
1.621991146E1,3.211421012E1,1.189506381E2,1.267442302E1,6.299923658E-1,7.820825195E1,5.724881172E0,5.724881172E0
1.721852864E1,3.211421157E1,1.189506444E2,1.540589542E1,8.089783192E-1,8.366177368E1,3.410717487E0,3.410717487E0
1.822602552E1,3.211420967E1,1.189506611E2,1.639301449E1,1.063000321E0,9.719110107E1,3.370356321E0,3.370356321E0
1.922466041E1,3.211420314E1,1.189506728E2,1.546811611E1,1.137893677E0,1.022688904E2,3.364000320E0,3.364000320E0
2.022405208E1,3.211419478E1,1.189506873E2,1.583758773E1,1.222687125E0,1.025766296E2,3.554626942E0,3.554626942E0
2.121964271E1,3.211418850E1,1.189507000E2,1.570309091E1,1.269442677E0,1.073657990E2,3.747446775E0,3.747446775E0
2.222333385E1,3.211418217E1,1.189507141E2,1.562418506E1,1.288649917E0,1.084497833E2,4.201288700E0,4.201288700E0
2.323060885E1,3.211417716E1,1.189507286E2,1.558053379E1,1.101542830E0,1.083434143E2,4.651733398E0,4.651733398E0
2.422605312E1,3.211417155E1,1.189507417E2,1.563482959E1,9.667037129E-1,1.150963135E2,4.941339970E0,4.941339970E0
2.522176458E1,3.211416700E1,1.189507514E2,1.564925436E1,1.079089403E0,1.144976959E2,4.699999809E0,4.699999809E0
2.622088177E1,3.211416177E1,1.189507620E2,1.566262813E1,1.193342328E0,1.148439331E2,4.699999809E0,4.699999809E0
2.722669375E1,3.211416971E1,1.189507683E2,1.537056644E1,1.006214142E0,1.083325195E2,4.951323509E0,4.951323509E0
2.822337760E1,3.211416158E1,1.189507723E2,1.519131298E1,6.679837108E-1,1.158277283E2,4.615159988E0,4.615159988E0
2.922166093E1,3.211415793E1,1.189507818E2,1.500221635E1,7.233150005E-1,1.172795715E2,4.423480034E0,4.423480034E0
3.022158698E1,3.211415594E1,1.189507932E2,1.481327542E1,1.000818372E0,1.118361816E2,4.282008171E0,4.282008171E0
3.123119739E1,3.211415196E1,1.189508042E2,1.457371248E1,1.095599890E0,1.188969421E2,4.044740200E0,4.044740200E0
3.222014479E1,3.211414973E1,1.189508163E2,1.425717226E1,1.183132529E0,1.087751160E2,3.864424467E0,3.864424467E0
3.322815260E1,3.211414858E1,1.189508280E2,1.388741210E1,1.121219635E0,9.896536255E1,3.851568937E0,3.851568937E0
3.422017916E1,3.211414699E1,1.189508383E2,1.370661555E1,9.237720966E-1,1.001791382E2,3.836775303E0,3.836775303E0
3.521968229E1,3.211414610E1,1.189508479E2,1.328631534E1,1.003026605E0,8.721907806E1,3.729066372E0,3.729066372E0
3.622574374E1,3.211414523E1,1.189508621E2,1.310566459E1,1.065599918E0,7.894626617E1,3.678950071E0,3.678950071E0
3.722190364E1,3.211414586E1,1.189508757E2,1.289380424E1,9.879804850E-1,7.568247986E1,3.618817568E0,3.618817568E0
3.822547708E1,3.211414671E1,1.189508888E2,1.275963371E1,1.005569696E0,7.855515289E1,3.469274998E0,3.469274998E0
3.922152552E1,3.211415042E1,1.189509051E2,1.255627348E1,8.838565946E-1,7.355307770E1,3.331225634E0,3.331225634E0
4.023218749E1,3.211415329E1,1.189509191E2,1.243249035E1,9.110906124E-1,6.466390991E1,3.214467525E0,3.214467525E0
4.122773541E1,3.211415534E1,1.189509317E2,1.219275413E1,1.060288787E0,7.464713287E1,3.070186138E0,3.070186138E0
4.222110624E1,3.211415764E1,1.189509430E2,1.183109832E1,1.044677854E0,8.630372620E1,2.999170303E0,2.999170303E0
4.323012499E1,3.211415849E1,1.189509546E2,1.147893596E1,1.072620153E0,8.398309326E1,2.980227232E0,2.980227232E0
4.421857031E1,3.211415999E1,1.189509667E2,1.118982904E1,1.128194213E0,8.174903107E1,3.018566370E0,3.018566370E0
4.522055781E1,3.211416237E1,1.189509787E2,1.094806372E1,1.138942480E0,7.796903229E1,3.137246370E0,3.137246370E0
4.623393228E1,3.211416446E1,1.189509909E2,1.071056955E1,1.116717815E0,7.551239014E1,3.321758270E0,3.321758270E0
4.721536458E1,3.211416681E1,1.189510032E2,1.040290516E1,1.019109130E0,8.201462555E1,3.467896938E0,3.467896938E0
4.822414999E1,3.211417092E1,1.189510170E2,9.994374744E0,1.036657095E0,7.981345367E1,3.593936205E0,3.593936205E0
4.922618801E1,3.211417373E1,1.189510295E2,9.605789149E0,1.059285045E0,7.845589447E1,3.649684906E0,3.649684906E0
5.023513489E1,3.211417515E1,1.189510415E2,9.326643901E0,1.028266668E0,7.977590942E1,3.554679155E0,3.554679155E0
5.122289218E1,3.211417832E1,1.189510547E2,9.168029657E0,1.028807163E0,7.708344269E1,3.468964100E0,3.468964100E0
5.222541301E1,3.211418197E1,1.189510690E2,8.913595112E0,1.103735805E0,7.419274139E1,3.390527248E0,3.390527248E0
5.322498489E1,3.211418550E1,1.189510844E2,8.552551899E0,1.071763039E0,8.401521301E1,3.316067219E0,3.316067219E0
5.422243280E1,3.211418832E1,1.189510984E2,8.323705652E0,1.062037110E0,8.213142395E1,3.415842533E0,3.415842533E0
5.522553385E1,3.211419181E1,1.189511103E2,8.073662714E0,8.406783342E-1,7.967554474E1,3.536104679E0,3.536104679E0
5.622767030E1,3.211419427E1,1.189511202E2,7.805570278E0,7.720327377E-1,7.119255829E1,3.631799221E0,3.631799221E0
5.723271145E1,3.211419835E1,1.189511302E2,7.474595444E0,9.608474970E-1,6.539025879E1,3.679657459E0,3.679657459E0
5.823415468E1,3.211420065E1,1.189511397E2,7.131569891E0,8.734226823E-1,6.981129456E1,3.724863052E0,3.724863052E0
5.922609530E1,3.211420474E1,1.189511486E2,6.993545339E0,9.336135387E-1,6.432355499E1,3.648850203E0,3.648850203E0
6.022931614E1,3.211420972E1,1.189511587E2,6.779873262E0,1.053128481E0,6.920319366E1,3.604608059E0,3.604608059E0
6.122261353E1,3.211421553E1,1.189511690E2,6.627635870E0,1.133182049E0,7.101827240E1,3.579880953E0,3.579880953E0
6.223103437E1,3.211422264E1,1.189511796E2,6.539576802E0,8.626656532E-1,6.727324677E1,3.620627165E0,3.620627165E0
6.323165885E1,3.211422667E1,1.189511924E2,6.206458777E0,8.373473287E-1,6.534303284E1,3.662579298E0,3.662579298E0
6.422624947E1,3.211423111E1,1.189512043E2,6.217461591E0,9.945437312E-1,6.589413452E1,3.667722225E0,3.667722225E0
6.522698072E1,3.211423883E1,1.189512182E2,6.602895994E0,1.066969395E0,6.572571564E1,3.681360722E0,3.681360722E0
6.622784322E1,3.211424379E1,1.189512312E2,6.452326892E0,1.089639783E0,6.409258270E1,3.639788151E0,3.639788151E0
6.722191353E1,3.211424836E1,1.189512432E2,6.386452779E0,1.122473598E0,6.545411682E1,3.522105694E0,3.522105694E0
6.822203541E1,3.211425212E1,1.189512555E2,6.357030654E0,1.190707564E0,6.572747040E1,3.473155260E0,3.473155260E0
6.923540051E1,3.211425629E1,1.189512685E2,6.237414302E0,1.212076187E0,6.684420013E1,3.403954983E0,3.403954983E0
7.022784738E1,3.211426154E1,1.189512841E2,5.853644063E0,1.179101825E0,6.515408325E1,3.288645506E0,3.288645506E0
7.122594114E1,3.211426695E1,1.189512979E2,5.624302207E0,9.692475796E-1,6.407073212E1,3.223107100E0,3.223107100E0
7.222122707E1,3.211427177E1,1.189513097E2,5.419199184E0,9.002680182E-1,6.338522720E1,3.212941647E0,3.212941647E0
7.322803332E1,3.211427540E1,1.189513204E2,5.303505430E0,1.335006833E0,6.333688354E1,3.198139668E0,3.198139668E0
7.422684270E1,3.211427908E1,1.189513329E2,5.144081084E0,1.308449388E0,6.502355194E1,3.258913040E0,3.258913040E0
7.522956457E1,3.211428241E1,1.189513466E2,5.100599678E0,1.077193975E0,6.866497803E1,3.363787174E0,3.363787174E0
7.622466509E1,3.211428763E1,1.189513588E2,5.460152824E0,1.196138263E0,6.898908997E1,3.541089535E0,3.541089535E0
7.723544061E1,3.211429072E1,1.189513725E2,5.348943104E0,1.444417357E0,7.274958801E1,3.732821226E0,3.732821226E0
7.822631249E1,3.211429343E1,1.189513879E2,5.280534504E0,1.381099343E0,7.076608276E1,3.859669209E0,3.859669209E0
7.922500988E1,3.211429685E1,1.189514029E2,5.168472236E0,1.411377430E0,5.868834686E1,3.970694780E0,3.970694780E0
8.022444113E1,3.211430320E1,1.189514177E2,5.001965299E0,1.622761607E0,5.677065659E1,4.177314758E0,4.177314758E0
8.122811301E1,3.211431235E1,1.189514307E2,4.836496144E0,1.166323423E0,5.586515808E1,4.198151112E0,4.198151112E0
8.223033020E1,3.211431768E1,1.189514421E2,4.636707405E0,1.003941894E0,5.716106033E1,4.125344276E0,4.125344276E0
8.323133905E1,3.211432119E1,1.189514526E2,4.455449782E0,1.178262711E0,7.166403198E1,4.181756020E0,4.181756020E0
8.422553488E1,3.211432419E1,1.189514644E2,4.271551589E0,1.493933916E0,7.648711395E1,4.190059185E0,4.190059185E0
8.522714634E1,3.211432561E1,1.189514773E2,4.175348648E0,1.616190910E0,8.361109161E1,4.094711781E0,4.094711781E0
8.622373176E1,3.211432784E1,1.189514897E2,4.382655947E0,1.498671770E0,8.433841705E1,4.003820419E0,4.003820419E0
8.722447447E1,3.211432972E1,1.189515046E2,4.462299416E0,1.448205590E0,8.304804230E1,4.006815434E0,4.006815434E0
8.822908592E1,3.211433183E1,1.189515180E2,4.525861500E0,1.274940610E0,8.401753998E1,3.866465092E0,3.866465092E0
