"Time (s)","Pressure (hPa)"
8.245531300E-2,1.019955078E3
1.624553130E-1,1.019953613E3
2.424537500E-1,1.019948730E3
3.224537500E-1,1.019932129E3
4.024537500E-1,1.019934082E3
4.824537500E-1,1.019931641E3
5.624537500E-1,1.019950684E3
6.424537500E-1,1.019963379E3
7.224537500E-1,1.019956055E3
8.024537500E-1,1.019955566E3
8.824537500E-1,1.019948730E3
9.624537500E-1,1.019963867E3
1.042453750E0,1.019973633E3
1.122453750E0,1.019993652E3
1.202453750E0,1.019988770E3
1.282453750E0,1.019988281E3
1.362453750E0,1.019987793E3
1.442453750E0,1.019985840E3
1.522455313E0,1.019984375E3
1.602453750E0,1.019970215E3
1.682453750E0,1.019981445E3
1.762455313E0,1.019956055E3
1.842455313E0,1.019931641E3
1.922453750E0,1.019909668E3
2.002455313E0,1.019906250E3
2.082453750E0,1.019935059E3
2.162453750E0,1.019963867E3
2.242453750E0,1.019963867E3
2.322453750E0,1.019992676E3
2.402455313E0,1.019977051E3
2.482453750E0,1.019997559E3
2.562453750E0,1.019988281E3
2.642455313E0,1.019983887E3
2.722453750E0,1.019996094E3
2.802453750E0,1.020008789E3
2.882453750E0,1.020010254E3
2.962453750E0,1.019981445E3
3.042453750E0,1.019981445E3
3.122453750E0,1.020005371E3
3.202455313E0,1.020019531E3
3.282453750E0,1.020011719E3
3.362453750E0,1.020021484E3
3.442453750E0,1.020021484E3
3.522453750E0,1.019992676E3
3.602453750E0,1.019993652E3
3.682453750E0,1.019997559E3
3.762453750E0,1.020001953E3
3.842453750E0,1.020000000E3
3.922453750E0,1.020024414E3
4.002453750E0,1.020001953E3
4.082453750E0,1.019973633E3
4.162453750E0,1.019985352E3
4.242453750E0,1.020000000E3
4.322453750E0,1.020004883E3
4.402453750E0,1.020010254E3
4.482453750E0,1.020023438E3
4.562453750E0,1.019994141E3
4.642453750E0,1.020010254E3
4.722453750E0,1.020010254E3
4.802453750E0,1.020009766E3
4.882453750E0,1.019999023E3
4.962453750E0,1.020004883E3
5.042453750E0,1.020017090E3
5.122453750E0,1.019988281E3
5.202453750E0,1.019998047E3
5.282453750E0,1.020014648E3
5.362455313E0,1.020014160E3
5.442453750E0,1.020011719E3
5.522453750E0,1.020033203E3
5.602453750E0,1.020033203E3
5.682453750E0,1.020004395E3
5.762453750E0,1.020002930E3
5.842453750E0,1.020009766E3
5.922453750E0,1.020014160E3
6.002452188E0,1.020014160E3
6.082453750E0,1.020002441E3
6.162453750E0,1.020010742E3
6.242453750E0,1.019996094E3
6.322453750E0,1.019999023E3
6.402453750E0,1.020015625E3
6.482453750E0,1.020019531E3
6.562453750E0,1.020026367E3
6.642453750E0,1.020039551E3
6.722453750E0,1.020039551E3
6.802453750E0,1.020010742E3
6.882453750E0,1.020002441E3
6.962453750E0,1.020000488E3
7.042453750E0,1.020010254E3
7.122453750E0,1.020007812E3
7.202455313E0,1.020022949E3
7.282453750E0,1.020002441E3
7.362453750E0,1.019983398E3
7.442453750E0,1.019996582E3
7.522453750E0,1.020003906E3
7.602453750E0,1.020009277E3
7.682460000E0,1.020012207E3
7.762453750E0,1.020032227E3
7.842453750E0,1.020029785E3
7.922453750E0,1.020001953E3
8.002453750E0,1.020004883E3
8.082453750E0,1.019999512E3
8.162453750E0,1.020012207E3
8.242453750E0,1.020011230E3
8.322453750E0,1.019993652E3
8.402453750E0,1.020003906E3
8.482455313E0,1.019981934E3
8.562453750E0,1.019995117E3
8.642453750E0,1.020000000E3
8.722453750E0,1.020003418E3
8.802455313E0,1.020027832E3
8.882453750E0,1.020053223E3
8.962453750E0,1.020024414E3
9.042453750E0,1.020003418E3
9.122453750E0,1.020000977E3
9.202453750E0,1.019994629E3
9.282453750E0,1.020000000E3
9.362453750E0,1.020000977E3
9.442453750E0,1.020011230E3
9.522453750E0,1.019982422E3
9.602453750E0,1.019982910E3
9.682460000E0,1.019994141E3
9.762453750E0,1.019996582E3
9.842453750E0,1.020000488E3
9.922453750E0,1.020019043E3
1.000245375E1,1.020016602E3
1.008245375E1,1.020001465E3
1.016245375E1,1.020005371E3
1.024245375E1,1.020010254E3
1.032245375E1,1.019996094E3
1.040245375E1,1.020002441E3
1.048245375E1,1.020018555E3
1.056245375E1,1.020012695E3
1.064245375E1,1.019983887E3
1.072245375E1,1.019990234E3
1.080245375E1,1.020003418E3
1.088245688E1,1.020013184E3
1.096245375E1,1.020029297E3
1.104245375E1,1.020043457E3
1.112245375E1,1.020014648E3
1.120245375E1,1.019989746E3
1.128245375E1,1.019980469E3
1.136245531E1,1.020000488E3
1.144245375E1,1.019999023E3
1.152245375E1,1.020016602E3
1.160245375E1,1.020026855E3
1.168245375E1,1.019998047E3
1.176245375E1,1.019988770E3
1.184245375E1,1.020007324E3
1.192245375E1,1.020025879E3
1.200245375E1,1.020022461E3
1.208245375E1,1.020040039E3
1.216245375E1,1.020056641E3
1.224245375E1,1.020027344E3
1.232245375E1,1.020020508E3
1.240245375E1,1.020033203E3
1.248245375E1,1.020049316E3
1.256245375E1,1.020025391E3
1.264245375E1,1.020020020E3
1.272245375E1,1.020027344E3
1.280245375E1,1.020021484E3
1.288247719E1,1.020000000E3
1.296245375E1,1.020022461E3
1.304245375E1,1.020020020E3
1.312245375E1,1.020013184E3
1.320245375E1,1.020030762E3
1.328245375E1,1.020030762E3
1.336245531E1,1.020001953E3
1.344245375E1,1.019990234E3
1.352245375E1,1.020005371E3
1.360245375E1,1.020011719E3
1.368245375E1,1.020006836E3
1.376245375E1,1.020023438E3
1.384245375E1,1.020013184E3
1.392245375E1,1.019984375E3
1.400245375E1,1.020002930E3
1.408245375E1,1.020018066E3
1.416245375E1,1.020014648E3
1.424245375E1,1.020035645E3
1.432245375E1,1.020038086E3
1.440245375E1,1.020027344E3
1.448245531E1,1.019998047E3
1.456245375E1,1.019969238E3
1.464245375E1,1.019985840E3
1.472245375E1,1.019989258E3
1.480245375E1,1.020007324E3
1.488245375E1,1.020017578E3
1.496245375E1,1.020022949E3
1.504245375E1,1.020014648E3
1.512245375E1,1.020006836E3
1.520245531E1,1.020011719E3
1.528245375E1,1.020024414E3
1.536245375E1,1.020042480E3
1.544245375E1,1.020052734E3
1.552245375E1,1.020040039E3
1.560245375E1,1.020046387E3
1.568245375E1,1.020017090E3
1.576245375E1,1.019994629E3
1.584245375E1,1.020013184E3
1.592245375E1,1.020019043E3
1.600245375E1,1.020002441E3
1.608245375E1,1.020031250E3
1.616245375E1,1.020029785E3
1.624245375E1,1.020005859E3
1.632245375E1,1.019989258E3
1.640245375E1,1.020013672E3
1.648245375E1,1.020011719E3
1.656245375E1,1.020024414E3
1.664245375E1,1.020028320E3
1.672245375E1,1.020034180E3
1.680245375E1,1.020005371E3
1.688245375E1,1.019991211E3
1.696245375E1,1.019991211E3
1.704245375E1,1.020000000E3
1.712245531E1,1.020014648E3
1.720245375E1,1.020029297E3
1.728245375E1,1.020001953E3
1.736245531E1,1.020002930E3
1.744245531E1,1.020006836E3
1.752245375E1,1.020007812E3
1.760245375E1,1.020024414E3
1.768245844E1,1.020027832E3
1.776245375E1,1.020035645E3
1.784245375E1,1.020032715E3
1.792245375E1,1.020003906E3
1.800245375E1,1.019993164E3
1.808245375E1,1.019990723E3
1.816245375E1,1.019993652E3
1.824245531E1,1.020010742E3
1.832245531E1,1.020039551E3
1.840245375E1,1.020040039E3
1.848245375E1,1.020010742E3
1.856245531E1,1.020017090E3
1.864245531E1,1.020027832E3
1.872245531E1,1.020024414E3
1.880245531E1,1.020025391E3
1.888245531E1,1.020027344E3
1.896245531E1,1.020024414E3
1.904245531E1,1.019995117E3
1.912245531E1,1.019968262E3
1.920245531E1,1.019987793E3
1.928245531E1,1.020005859E3
1.936245531E1,1.019992188E3
1.944245531E1,1.020019043E3
1.952245531E1,1.020023438E3
1.960245531E1,1.020010254E3
1.968245688E1,1.019994629E3
1.976245531E1,1.020008789E3
1.984245531E1,1.020027832E3
1.992249438E1,1.020051758E3
2.000245375E1,1.020056152E3
2.008245375E1,1.020050293E3
2.016245375E1,1.020021484E3
2.024245375E1,1.019992188E3
2.032245375E1,1.019974609E3
2.040245375E1,1.019988281E3
2.048245375E1,1.019991211E3
2.056245375E1,1.020001465E3
2.064245375E1,1.020018066E3
2.072245375E1,1.019989258E3
2.080245375E1,1.019972168E3
2.088245375E1,1.019972168E3
2.096245375E1,1.019988770E3
2.104245375E1,1.019991699E3
2.112245375E1,1.019995605E3
2.120245375E1,1.020013672E3
2.128247875E1,1.020013672E3
2.136245375E1,1.019984375E3
2.144245375E1,1.019955566E3
2.152245375E1,1.019969727E3
2.160245375E1,1.019972168E3
2.168245375E1,1.019977539E3
2.176245375E1,1.019978027E3
2.184245375E1,1.019984375E3
2.192245375E1,1.019968262E3
2.200245375E1,1.019964844E3
2.208245375E1,1.019944336E3
2.216245375E1,1.019973145E3
2.224245375E1,1.019990723E3
2.232245219E1,1.019979492E3
2.240245375E1,1.019988770E3
2.248245375E1,1.020005371E3
2.256245375E1,1.019976562E3
2.264245375E1,1.019947266E3
2.272245375E1,1.019948242E3
2.280245375E1,1.019962891E3
2.288245375E1,1.019970703E3
2.296245219E1,1.019970703E3
2.304245375E1,1.019986816E3
2.312245375E1,1.019987305E3
2.320245375E1,1.019962402E3
2.328245375E1,1.019941895E3
2.336245531E1,1.019969238E3
2.344245375E1,1.019979980E3
2.352245219E1,1.019996094E3
2.360245375E1,1.019994141E3
2.368245375E1,1.019973145E3
2.376245375E1,1.019952637E3
2.384245375E1,1.019930176E3
2.392245375E1,1.019935059E3
2.400245375E1,1.019931641E3
2.408245375E1,1.019933594E3
2.416245375E1,1.019934570E3
2.424245375E1,1.019963379E3
2.432245219E1,1.019958984E3
2.440245375E1,1.019961426E3
2.448245375E1,1.019953125E3
2.456245375E1,1.019978516E3
2.464245375E1,1.019985352E3
2.472245219E1,1.019981445E3
2.480245375E1,1.019971680E3
2.488245375E1,1.019982910E3
2.496245375E1,1.019958008E3
2.504245375E1,1.019932617E3
2.512245375E1,1.019926270E3
2.520245375E1,1.019938965E3
2.528245531E1,1.019942383E3
2.536245531E1,1.019961914E3
2.544245375E1,1.019964355E3
2.552245375E1,1.019942383E3
2.560245375E1,1.019913574E3
2.568245375E1,1.019922363E3
2.576245375E1,1.019948242E3
2.584245375E1,1.019962891E3
2.592245375E1,1.019969727E3
2.600245375E1,1.019972168E3
2.608245375E1,1.019950195E3
2.616245375E1,1.019924316E3
2.624245375E1,1.019909668E3
2.632245375E1,1.019916504E3
2.640245375E1,1.019933105E3
2.648245375E1,1.019931641E3
2.656245375E1,1.019960449E3
2.664245375E1,1.019968750E3
2.672245375E1,1.019939453E3
2.680245375E1,1.019922363E3
2.688246781E1,1.019939453E3
2.696245375E1,1.019942383E3
2.704245375E1,1.019955078E3
2.712245375E1,1.019965820E3
2.720245531E1,1.019958008E3
2.728245375E1,1.019929199E3
2.736245375E1,1.019919922E3
2.744245375E1,1.019907227E3
2.752245375E1,1.019923828E3
2.760245375E1,1.019929688E3
2.768245375E1,1.019925293E3
2.776245375E1,1.019945801E3
2.784245375E1,1.019938965E3
2.792245375E1,1.019925293E3
2.800245219E1,1.019940918E3
2.808245375E1,1.019952148E3
2.816245375E1,1.019952148E3
2.824245375E1,1.019946289E3
2.832245375E1,1.019949707E3
2.840245375E1,1.019933594E3
2.848245375E1,1.019928711E3
2.856245375E1,1.019941895E3
2.864245375E1,1.019931152E3
2.872245375E1,1.019939453E3
2.880245375E1,1.019938477E3
2.888245375E1,1.019943359E3
2.896245375E1,1.019944824E3
2.904245375E1,1.019917480E3
2.912245375E1,1.019895996E3
2.920245375E1,1.019914551E3
2.928245375E1,1.019930664E3
2.936245531E1,1.019954590E3
2.944245375E1,1.019957520E3
2.952245375E1,1.019962891E3
2.960245375E1,1.019949707E3
2.968245375E1,1.019949707E3
2.976245375E1,1.019941406E3
2.984245375E1,1.019935059E3
2.992245375E1,1.019935059E3
3.000245375E1,1.019942871E3
3.008245375E1,1.019955078E3
3.016245375E1,1.019926270E3
3.024245375E1,1.019907715E3
3.032245375E1,1.019933105E3
3.040245375E1,1.019941895E3
3.048245375E1,1.019948730E3
3.056245375E1,1.019961914E3
3.064245375E1,1.019978516E3
3.072245375E1,1.019949707E3
3.080245375E1,1.019949707E3
3.088245375E1,1.019949707E3
3.096245375E1,1.019951660E3
3.104245375E1,1.019940430E3
3.112245375E1,1.019937500E3
3.120245375E1,1.019956055E3
3.128245375E1,1.019937500E3
3.136245375E1,1.019938477E3
3.144245375E1,1.019950195E3
3.152245375E1,1.019958496E3
3.160245375E1,1.019953125E3
3.168245375E1,1.019955566E3
3.176245375E1,1.019964355E3
3.184245375E1,1.019935547E3
3.192245375E1,1.019930664E3
3.200245375E1,1.019943359E3
3.208246313E1,1.019955566E3
3.216245375E1,1.019957031E3
3.224245375E1,1.019952637E3
3.232245375E1,1.019958008E3
3.240245375E1,1.019965332E3
3.248245375E1,1.019936523E3
3.256245375E1,1.019929688E3
3.264245219E1,1.019952637E3
3.272245375E1,1.019965820E3
3.280245375E1,1.019984863E3
3.288245375E1,1.019978027E3
3.296245375E1,1.019976562E3
3.304245375E1,1.019948242E3
3.312245375E1,1.019919434E3
3.320245375E1,1.019919434E3
3.328245375E1,1.019941406E3
3.336245375E1,1.019955078E3
3.344245375E1,1.019959961E3
3.352245375E1,1.019939941E3
3.360245375E1,1.019940918E3
3.368245375E1,1.019912109E3
3.376245375E1,1.019916992E3
3.384245375E1,1.019942871E3
3.392245375E1,1.019946289E3
3.400245375E1,1.019944336E3
3.408245375E1,1.019972656E3
3.416245375E1,1.019966797E3
3.424245375E1,1.019937988E3
3.432245375E1,1.019920898E3
3.440245375E1,1.019931152E3
3.448245375E1,1.019959473E3
3.456245375E1,1.019955078E3
3.464245375E1,1.019958496E3
3.472245375E1,1.019963867E3
3.480245375E1,1.019963867E3
3.488245375E1,1.019939453E3
3.496245375E1,1.019967285E3
3.504245375E1,1.019972656E3
3.512245375E1,1.019969727E3
3.520245531E1,1.019985352E3
3.528245375E1,1.019985840E3
3.536245531E1,1.019961426E3
3.544245375E1,1.019945801E3
3.552245375E1,1.019957520E3
3.560245375E1,1.019958984E3
3.568245375E1,1.019957031E3
3.576245375E1,1.019947754E3
3.584245375E1,1.019960449E3
3.592245375E1,1.019944336E3
3.600245375E1,1.019918457E3
3.608245531E1,1.019934570E3
3.616245375E1,1.019962402E3
3.624245375E1,1.019955566E3
3.632245375E1,1.019968262E3
3.640245375E1,1.019983887E3
3.648245375E1,1.019976562E3
3.656245375E1,1.019951660E3
3.664245375E1,1.019946289E3
3.672245375E1,1.019973145E3
3.680245375E1,1.019982422E3
3.688245531E1,1.019958008E3
3.696245375E1,1.019955078E3
3.704245375E1,1.019962891E3
3.712245375E1,1.019960449E3
3.720245375E1,1.019934570E3
3.728245375E1,1.019929688E3
3.736245531E1,1.019958496E3
3.744245375E1,1.019972168E3
3.752245375E1,1.019983887E3
3.760245375E1,1.019990723E3
3.768245844E1,1.019975098E3
3.776245375E1,1.019967773E3
3.784245375E1,1.019966797E3
3.792245375E1,1.019966797E3
3.800245375E1,1.019958984E3
3.808245375E1,1.019964844E3
3.816245375E1,1.019966797E3
3.824245375E1,1.019958008E3
3.832245375E1,1.019960938E3
3.840245375E1,1.019932129E3
3.848245375E1,1.019944824E3
3.856245375E1,1.019966797E3
3.864245375E1,1.019972656E3
3.872245375E1,1.019967285E3
3.880245375E1,1.019968262E3
3.888245375E1,1.019958984E3
3.896245375E1,1.019930176E3
3.904245375E1,1.019921875E3
3.912245375E1,1.019938477E3
3.920245531E1,1.019937012E3
3.928245531E1,1.019952148E3
3.936245531E1,1.019950195E3
3.944245375E1,1.019943359E3
3.952245375E1,1.019914551E3
3.960245375E1,1.019934570E3
3.968245375E1,1.019963379E3
3.976245375E1,1.019962402E3
3.984245375E1,1.019966309E3
3.992245375E1,1.019981445E3
4.000245375E1,1.019981934E3
4.008245375E1,1.019976562E3
4.016245375E1,1.019956055E3
4.024245375E1,1.019944336E3
4.032245375E1,1.019955566E3
4.040245375E1,1.019952637E3
4.048245375E1,1.019953613E3
4.056245375E1,1.019964355E3
4.064245375E1,1.019977539E3
4.072245375E1,1.019948730E3
4.080245375E1,1.019933594E3
4.088245531E1,1.019948730E3
4.096245375E1,1.019949219E3
4.104245375E1,1.019958496E3
4.112245375E1,1.019979492E3
4.120245375E1,1.019968262E3
4.128245375E1,1.019939453E3
4.136245375E1,1.019928223E3
4.144245375E1,1.019937012E3
4.152245375E1,1.019966309E3
4.160245375E1,1.019955078E3
4.168245375E1,1.019954102E3
4.176245375E1,1.019958984E3
4.184245375E1,1.019930176E3
4.192245375E1,1.019922852E3
4.200245375E1,1.019951660E3
4.208245375E1,1.019978027E3
4.216245375E1,1.019977539E3
4.224245375E1,1.019976074E3
4.232245375E1,1.019963379E3
4.240245375E1,1.019965332E3
4.248245531E1,1.019944824E3
4.256245375E1,1.019944824E3
4.264245375E1,1.019948730E3
4.272245375E1,1.019961426E3
4.280245375E1,1.019977051E3
4.288245531E1,1.019966797E3
4.296245375E1,1.019937988E3
4.304245375E1,1.019930176E3
4.312245375E1,1.019942383E3
4.320245375E1,1.019943359E3
4.328245375E1,1.019953613E3
4.336245531E1,1.019978516E3
4.344245375E1,1.019967285E3
4.352245375E1,1.019941406E3
4.360245375E1,1.019960449E3
4.368245375E1,1.019961914E3
4.376245375E1,1.019953125E3
4.384245375E1,1.019941895E3
4.392245375E1,1.019948730E3
4.400245375E1,1.019954102E3
4.408245375E1,1.019925293E3
4.416245375E1,1.019936523E3
4.424245375E1,1.019965332E3
4.432245375E1,1.019977051E3
4.440245375E1,1.019973633E3
4.448245375E1,1.019992188E3
