"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
-4.322083551E-4,-3.499722290E-1,-5.897735596E-1,1.568977295E1
1.965654170E-2,-2.710862732E-1,-1.843266907E0,1.778062500E1
3.974454169E-2,-1.755848694E-1,-2.280956726E0,1.764515671E1
5.983154167E-2,-1.066681824E0,-1.657652893E0,1.324086548E1
7.991954166E-2,-1.344204712E0,-6.155200195E-1,9.427695007E0
1.000075417E-1,-1.155447235E0,6.092330933E-2,7.973768463E0
1.200955417E-1,-1.000669098E0,5.044509888E-2,7.728428650E0
1.401825417E-1,-9.608518982E-1,-2.285746765E-1,7.817194061E0
1.602705417E-1,-9.666897583E-1,-5.251080322E-1,7.743247833E0
1.803585417E-1,-7.405101013E-1,-5.357359314E-1,7.943381653E0
2.004465417E-1,-4.203259277E-1,-4.706213379E-1,8.250243530E0
2.205335417E-1,-2.989283752E-1,-3.260220337E-1,7.951015778E0
2.406215417E-1,-2.656974792E-1,1.227447510E-2,7.329508209E0
2.607095417E-1,-5.703140259E-2,3.974235535E-1,6.874155121E0
2.807965417E-1,1.663041687E-1,8.508306885E-1,6.500981140E0
3.008845416E-1,5.047503662E-1,1.153501282E0,6.243217163E0
3.209725417E-1,7.937992859E-1,1.363514557E0,6.392905884E0
3.410605417E-1,1.022224274E0,1.429078217E0,6.844367065E0
3.611475417E-1,1.243015137E0,1.554816742E0,7.270979919E0
3.812355417E-1,1.605411530E0,1.851948853E0,7.729626160E0
4.013235416E-1,2.178569641E0,2.373464355E0,8.876241760E0
4.214115417E-1,3.902384949E0,3.006947021E0,1.071232361E1
4.414985417E-1,5.645809479E0,3.690126343E0,1.247954865E1
4.615865417E-1,6.464157715E0,3.204835510E0,1.337783066E1
4.816745417E-1,5.384752350E0,2.293680267E0,1.343695770E1
5.017625417E-1,4.012855225E0,1.489103394E0,1.275542496E1
5.218495417E-1,3.274590454E0,1.123413849E0,1.201356766E1
5.419375417E-1,3.062930603E0,4.243675232E-1,1.188558380E1
5.620255417E-1,2.428699493E0,-7.664062500E-1,1.236758148E1
5.821135417E-1,1.000220032E0,-1.883383484E0,1.186253174E1
6.022005416E-1,-6.376739502E-2,-2.376458130E0,1.066352509E1
6.222885417E-1,1.836680603E-1,-2.315235443E0,1.022583527E1
6.423765417E-1,7.629634094E-1,-2.365381165E0,1.086216202E1
6.624635417E-1,1.458417206E0,-1.465003510E0,1.122755219E1
6.825515417E-1,2.556234283E0,-2.118095398E-1,1.041369461E1
7.026395416E-1,3.141517181E0,6.938072205E-1,8.739875336E0
7.227275417E-1,2.960393829E0,1.257235565E0,6.877747650E0
