"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.314696789E-2,3.211217071E1,1.189560538E2,1.465623569E1,-1.000000000E0,-1.000000000E0,3.535555122E2,3.535555122E2
8.240649700E-1,3.211218637E1,1.189555967E2,1.568876815E1,-1.000000000E0,-1.000000000E0,5.200000000E1,5.200000000E1
2.077041984E0,3.211217568E1,1.189556196E2,1.566646624E1,-1.000000000E0,-1.000000000E0,5.500000000E1,5.500000000E1
2.259199381E0,3.211239677E1,1.189558907E2,1.780579615E1,1.342391610E0,2.916898574E2,5.345447710E0,5.345447710E0
3.259179950E0,3.211240234E1,1.189558728E2,1.413824247E1,0.000000000E0,-1.000000000E0,5.982677055E0,5.982677055E0
4.259161472E0,3.211240422E1,1.189558709E2,1.470781085E1,0.000000000E0,-1.000000000E0,6.663730546E0,6.663730546E0
5.255286813E0,3.211241001E1,1.189558601E2,1.475829262E1,0.000000000E0,-1.000000000E0,7.437193251E0,7.437193251E0
6.255267501E0,3.211240938E1,1.189558448E2,1.459921039E1,0.000000000E0,3.047716741E2,8.695492785E0,8.695492785E0
7.257660389E0,3.211239074E1,1.189558441E2,1.420714377E1,1.360082984E0,3.035801340E2,5.731768798E0,5.731768798E0
8.355638981E0,3.211238643E1,1.189558331E2,1.380384014E1,1.418018103E0,2.946838126E2,3.758504890E0,3.758504890E0
9.355620146E0,3.211239085E1,1.189558243E2,1.366656148E1,1.370880723E0,3.010737004E2,2.918679791E0,2.918679791E0
1.035560119E1,3.211239703E1,1.189558105E2,1.369996714E1,1.370880723E0,2.979212949E2,2.533265080E0,2.533265080E0
1.135558307E1,3.211240011E1,1.189557963E2,1.378871001E1,1.184526086E0,2.979864003E2,2.311709578E0,2.311709578E0
1.235556424E1,3.211240452E1,1.189557813E2,1.380446371E1,1.210467815E0,2.970689146E2,2.182542429E0,2.182542429E0
1.335554564E1,3.211240949E1,1.189557699E2,1.380446384E1,1.210467815E0,2.970689086E2,4.533863335E0,4.533863335E0
1.435552692E1,3.211241198E1,1.189557592E2,1.392797754E1,1.210467815E0,2.925001128E2,4.569071351E0,4.569071351E0
1.535550761E1,3.211241578E1,1.189557447E2,1.400065083E1,1.366110563E0,2.905883420E2,4.591634167E0,4.591634167E0
1.635548913E1,3.211241941E1,1.189557316E2,1.408991908E1,1.366110563E0,2.931144466E2,4.602719286E0,4.602719286E0
1.735546994E1,3.211242378E1,1.189557165E2,1.416374268E1,1.396716833E0,2.922879115E2,4.603813566E0,4.603813566E0
1.835545051E1,3.211242772E1,1.189557032E2,1.420920125E1,1.396716833E0,2.922779395E2,4.608449737E0,4.608449737E0
1.935543227E1,3.211243266E1,1.189556889E2,1.426615304E1,1.394609213E0,2.945762163E2,4.615058736E0,4.615058736E0
2.035541618E1,3.211244043E1,1.189556780E2,1.426841926E1,1.388301849E0,3.052807627E2,4.613717322E0,4.613717322E0
2.135539377E1,3.211244592E1,1.189556667E2,1.422512449E1,1.372891784E0,2.993062866E2,4.615307551E0,4.615307551E0
2.235537505E1,3.211245075E1,1.189556498E2,1.425954883E1,1.406687379E0,2.884195927E2,4.608241226E0,4.608241226E0
2.335535586E1,3.211244761E1,1.189556326E2,1.449677390E1,1.437471628E0,2.740473988E2,4.554773366E0,4.554773366E0
2.435533667E1,3.211244949E1,1.189556173E2,1.437500134E1,1.418981552E0,2.773437029E2,4.524785964E0,4.524785964E0
2.535531783E1,3.211245303E1,1.189556015E2,1.433878997E1,1.437471628E0,2.804613017E2,4.502286090E0,4.502286090E0
2.635529971E1,3.211245544E1,1.189555863E2,1.436004159E1,1.438624144E0,2.815950312E2,4.542418401E0,4.542418401E0
2.735528016E1,3.211245997E1,1.189555734E2,1.429746403E1,1.395297050E0,2.856074125E2,4.513817390E0,4.513817390E0
2.835526037E1,3.211246197E1,1.189555602E2,1.430971939E1,1.395297050E0,2.846674692E2,4.494402358E0,4.494402358E0
2.935524189E1,3.211246219E1,1.189555470E2,1.422436258E1,1.378077984E0,2.832198243E2,4.480927771E0,4.480927771E0
3.035522223E1,3.211246881E1,1.189555365E2,1.416621679E1,1.346533298E0,2.919149561E2,4.469855027E0,4.469855027E0
3.135520327E1,3.211247411E1,1.189555273E2,1.426534403E1,1.329773188E0,2.970356586E2,4.527648199E0,4.527648199E0
3.235518372E1,3.211248032E1,1.189555167E2,1.427975374E1,1.272996783E0,2.974599503E2,4.567602959E0,4.567602959E0
3.335516524E1,3.211252332E1,1.189554777E2,1.549528759E1,1.118281297E0,3.152069244E2,4.775657068E0,4.775657068E0
3.435514593E1,3.211253420E1,1.189554682E2,1.550265919E1,1.042163929E0,3.114922721E2,4.772776057E0,4.772776057E0
3.535512686E1,3.211253522E1,1.189554609E2,1.522094937E1,9.282012015E-1,3.024799411E2,4.771260755E0,4.771260755E0
3.635510874E1,3.211254505E1,1.189554528E2,1.509441666E1,9.973884385E-1,3.172568444E2,4.768651639E0,4.768651639E0
3.735508800E1,3.211255576E1,1.189554465E2,1.528717313E1,1.064807602E0,3.281549396E2,4.767721648E0,4.767721648E0
3.835507143E1,3.211255578E1,1.189554486E2,1.560790392E1,1.136163982E0,3.262146121E2,4.721194557E0,4.721194557E0
3.935504961E1,3.211256536E1,1.189554432E2,1.576614467E1,1.149737812E0,3.306228179E2,4.719612474E0,4.719612474E0
4.035503089E1,3.211257211E1,1.189554391E2,1.584069968E1,7.080152523E-1,3.314424303E2,4.719081516E0,4.719081516E0
4.135501122E1,3.211258242E1,1.189554358E2,1.608175812E1,8.999455939E-1,3.399576991E2,4.721849250E0,4.721849250E0
4.235499239E1,3.211259505E1,1.189554327E2,1.612166578E1,1.133888386E0,3.461556369E2,4.723712289E0,4.723712289E0
4.335497284E1,3.211261049E1,1.189554307E2,1.620523313E1,1.341885012E0,3.514472633E2,4.724862673E0,4.724862673E0
4.435495365E1,3.211261823E1,1.189554328E2,1.617643796E1,1.118942157E0,3.598943534E2,4.723106145E0,4.723106145E0
