"Time (s)","X (hPa)"
-5.606508750E-1,1.017804031E3
4.451111250E-1,1.017803802E3
1.450830125E0,1.017803650E3
2.456552125E0,1.017796097E3
3.462254125E0,1.017792969E3
3.813332125E0,1.017792969E3
4.886059125E0,1.017792969E3
5.958780125E0,1.017790833E3
7.031522125E0,1.017790833E3
8.104281125E0,1.017790680E3
9.177111125E0,1.017788162E3
1.024996812E1,1.017786865E3
1.132276212E1,1.017779694E3
1.239556113E1,1.017772751E3
1.346837812E1,1.017766876E3
1.454112313E1,1.017763443E3
1.561393212E1,1.017759705E3
1.668667712E1,1.017759705E3
1.775943512E1,1.017761307E3
1.883217612E1,1.017761993E3
1.990484312E1,1.017761993E3
2.097757912E1,1.017762146E3
2.205024413E1,1.017762146E3
2.312289312E1,1.017763214E3
2.419555712E1,1.017763214E3
2.526825512E1,1.017763214E3
2.634094412E1,1.017764740E3
2.741366412E1,1.017766418E3
2.848631012E1,1.017769623E3
2.955904213E1,1.017770386E3
3.063175612E1,1.017770386E3
3.170447312E1,1.017770386E3
3.277720112E1,1.017769623E3
3.384993913E1,1.017769623E3
3.492264612E1,1.017770004E3
3.599531712E1,1.017772522E3
3.706803812E1,1.017774887E3
3.814069113E1,1.017780151E3
3.921335113E1,1.017784271E3
4.028600712E1,1.017787018E3
4.135865612E1,1.017789154E3
4.243129512E1,1.017789154E3
4.350399012E1,1.017788544E3
4.457665612E1,1.017788162E3
4.564930613E1,1.017784882E3
4.672203912E1,1.017783890E3
4.779472513E1,1.017779922E3
4.886741112E1,1.017777405E3
4.994004712E1,1.017773132E3
5.101266912E1,1.017771530E3
5.208530312E1,1.017769012E3
5.315791712E1,1.017769012E3
5.423050712E1,1.017770615E3
5.530315712E1,1.017772675E3
5.637578812E1,1.017774582E3
5.744839412E1,1.017777100E3
5.852099912E1,1.017779236E3
5.959363112E1,1.017779236E3
6.066625413E1,1.017779846E3
6.173890112E1,1.017779465E3
6.281149812E1,1.017779846E3
6.388408713E1,1.017781754E3
6.495667713E1,1.017783051E3
6.602922113E1,1.017786865E3
6.710180112E1,1.017787933E3
6.817431712E1,1.017792969E3
6.924681212E1,1.017795258E3
7.031933612E1,1.017795258E3
7.139185112E1,1.017794647E3
7.246437612E1,1.017790451E3
7.353690712E1,1.017785187E3
7.460948713E1,1.017782669E3
7.568202512E1,1.017782593E3
7.675452213E1,1.017782593E3
7.782708912E1,1.017782593E3
7.889967812E1,1.017783051E3
7.997226912E1,1.017781982E3
8.104476112E1,1.017782059E3
8.211729412E1,1.017781219E3
8.318980613E1,1.017782059E3
8.426229613E1,1.017784119E3
8.533485312E1,1.017784271E3
8.640741112E1,1.017790146E3
8.747996312E1,1.017791519E3
8.855252412E1,1.017791672E3
8.962506312E1,1.017792892E3
9.069757512E1,1.017792892E3
9.177011713E1,1.017787933E3
9.284257112E1,1.017787933E3
9.391498912E1,1.017789612E3
9.498743312E1,1.017792740E3
9.605988213E1,1.017793198E3
9.713237612E1,1.017793808E3
9.820490313E1,1.017797394E3
9.927740213E1,1.017798004E3
1.003498991E2,1.017798843E3
1.014223941E2,1.017798843E3
1.024947881E2,1.017800751E3
1.035672441E2,1.017800751E3
1.046397731E2,1.017800751E3
1.057123021E2,1.017802658E3
1.067848481E2,1.017806396E3
1.078573611E2,1.017809525E3
1.089298021E2,1.017812347E3
1.100022601E2,1.017816467E3
1.110747331E2,1.017821350E3
1.121471541E2,1.017825165E3
1.132195751E2,1.017827301E3
1.142920031E2,1.017828064E3
1.153644251E2,1.017828064E3
1.164368741E2,1.017824326E3
1.175093131E2,1.017820740E3
1.185817151E2,1.017819748E3
1.196541011E2,1.017819748E3
1.207264681E2,1.017821808E3
1.217989031E2,1.017825851E3
1.228712441E2,1.017826614E3
1.239435711E2,1.017827072E3
1.250158961E2,1.017827530E3
1.260882301E2,1.017828140E3
1.271605521E2,1.017834167E3
1.282328641E2,1.017840576E3
1.293052301E2,1.017847672E3
1.303775581E2,1.017853546E3
1.314498581E2,1.017857208E3
1.325222101E2,1.017857208E3
1.335945791E2,1.017856064E3
1.346668861E2,1.017856064E3
1.357392021E2,1.017856522E3
1.368115231E2,1.017859421E3
1.378837971E2,1.017865143E3
1.389561041E2,1.017870407E3
1.400284111E2,1.017873154E3
1.411007001E2,1.017875061E3
1.421730081E2,1.017875061E3
1.432453061E2,1.017874603E3
1.443176421E2,1.017872162E3
1.453899991E2,1.017871933E3
1.464623171E2,1.017871933E3
