"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.668920745964143E9,"2022-11-20 13:05:45.964 UTC+08:00"
"PAUSE",1.654821041666655E2,1.668920911445664E9,"2022-11-20 13:08:31.446 UTC+08:00"
