"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
7.745455503E-1,3.211685402E1,1.189500188E2,1.810223211E1,1.102634056E0,6.468233200E1,4.739343783E0,4.739343783E0
1.773047090E0,3.211685914E1,1.189500291E2,1.811547956E1,1.021562996E0,6.780492390E1,4.741004642E0,4.741004642E0
2.773302913E0,3.211685442E1,1.189500489E2,1.817284690E1,1.196136044E0,8.127196480E1,4.734224049E0,4.734224049E0
3.775545835E0,3.211686101E1,1.189500619E2,1.835172039E1,1.169247789E0,6.995137986E1,4.734156467E0,4.734156467E0
4.776845574E0,3.211686622E1,1.189500762E2,1.812851328E1,1.258835929E0,6.299503009E1,4.724847220E0,4.724847220E0
5.772714376E0,3.211687034E1,1.189500859E2,1.800260997E1,1.186940962E0,6.270979073E1,4.724559831E0,4.724559831E0
6.772917032E0,3.211687096E1,1.189500949E2,1.805476418E1,7.985246753E-1,6.746429559E1,4.725861932E0,4.725861932E0
7.772360682E0,3.211687401E1,1.189501173E2,1.796313747E1,1.181604210E0,7.134486556E1,4.728235726E0,4.728235726E0
8.773493886E0,3.211687927E1,1.189501292E2,1.770904766E1,1.255899100E0,6.819231502E1,4.725829940E0,4.725829940E0
9.772635818E0,3.211688210E1,1.189501386E2,1.742986133E1,1.059522668E0,6.340752198E1,4.729421343E0,4.729421343E0
1.077333748E1,3.211688636E1,1.189501508E2,1.760642003E1,1.066247846E0,6.419026858E1,4.729819798E0,4.729819798E0
1.177391672E1,3.211688845E1,1.189501616E2,1.761224860E1,1.076696331E0,6.711502598E1,4.730566195E0,4.730566195E0
1.277281308E1,3.211689077E1,1.189501718E2,1.760081698E1,9.857113541E-1,6.530907906E1,4.733525431E0,4.733525431E0
1.377227867E1,3.211689121E1,1.189501873E2,1.771611794E1,1.139612966E0,6.899895445E1,4.731902326E0,4.731902326E0
1.477377093E1,3.211689260E1,1.189501949E2,1.724114520E1,9.173634528E-1,7.447022880E1,4.717839011E0,4.717839011E0
1.577567971E1,3.211689563E1,1.189502080E2,1.702554910E1,1.015043098E0,7.665226468E1,4.728341639E0,4.728341639E0
1.677675736E1,3.211689954E1,1.189502244E2,1.715150341E1,1.180349890E0,7.357089893E1,4.727415854E0,4.727415854E0
