"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.327037509E-2,-4.656625986E-1,2.586185038E-1,-7.827225327E-2
3.321037488E-2,-7.141291499E-1,-1.543624252E-1,1.319825500E-1
5.314937490E-2,-6.864277124E-1,-4.785854816E-1,3.245210350E-1
7.308837492E-2,-4.067723453E-1,-3.814166486E-1,4.102593958E-1
9.302737494E-2,-5.831405893E-2,1.743784547E-2,5.089471936E-1
1.129663750E-1,4.973808676E-2,3.435991406E-1,5.444344878E-1
1.329053750E-1,-2.199450731E-1,3.146776855E-1,4.862048030E-1
1.528443750E-1,-6.755675673E-1,1.481625140E-1,3.927160800E-1
1.727843750E-1,-8.237034678E-1,-2.070980966E-1,3.550305963E-1
1.927233750E-1,-3.262031972E-1,-5.219247937E-1,3.277938068E-1
2.126623751E-1,4.543705583E-1,-4.906167388E-1,2.824277282E-1
2.326013751E-1,7.519094348E-1,-1.668659300E-1,2.115434259E-1
2.525403751E-1,2.709056139E-1,-4.339890927E-2,1.193196401E-1
2.724793749E-1,-4.423984289E-1,-1.184345484E-1,9.974236786E-2
2.924193749E-1,-8.568349481E-1,-2.390096188E-1,2.124368697E-1
3.123583749E-1,-1.363089323E0,1.736454666E-2,4.220584035E-1
3.322973750E-1,-1.658031702E0,1.508183195E-3,6.011553407E-1
3.522363750E-1,-1.254608631E0,-9.480110556E-2,8.131884933E-1
3.721753750E-1,-3.019076884E-1,-3.541173339E-1,1.081118703E0
3.921143750E-1,4.426301420E-1,-2.832160890E-1,1.221393466E0
4.120533750E-1,6.959995627E-1,7.297645509E-2,1.228369951E0
4.319933751E-1,5.773161054E-1,3.363311291E-1,1.021195531E0
4.519323751E-1,2.666472495E-1,3.016593456E-1,7.323492765E-1
4.718713751E-1,-9.066673368E-2,2.876361907E-1,4.849678576E-1
4.918103749E-1,-2.731308639E-1,3.076807857E-1,2.803098559E-1
5.117493749E-1,-2.153293937E-1,2.443826944E-1,1.859539747E-1
5.316883749E-1,3.887489066E-2,7.423232496E-2,1.381675154E-1
5.516273750E-1,3.556142449E-1,4.003439099E-3,1.748736054E-1
5.715673750E-1,5.669803619E-1,6.942399591E-2,2.863877118E-1
5.915063750E-1,6.036769152E-1,2.010090649E-2,3.808700740E-1
6.114453750E-1,5.319367051E-1,-2.288922668E-1,4.055099189E-1
6.313843750E-1,4.243485928E-1,-5.074402690E-1,2.825241387E-1
6.513233751E-1,2.956775427E-1,-5.279970765E-1,7.799839228E-2
6.712623751E-1,9.968780726E-2,-3.056773841E-1,-4.486903176E-2
6.912013751E-1,-9.089815617E-2,-2.076610737E-2,1.696797553E-3
7.111413749E-1,-2.733281851E-1,1.838036478E-1,1.643066108E-1
7.310803749E-1,-2.038697898E-1,-1.733026505E-1,2.733971775E-1
7.510193749E-1,1.824302077E-1,-7.046933770E-1,1.942769885E-1
7.709583750E-1,5.698253512E-1,-6.888492107E-1,-1.666683890E-2
7.908973750E-1,7.073265314E-1,-3.539004624E-1,-2.123758048E-1
8.108363750E-1,4.822947383E-1,1.138577387E-1,-3.661646843E-1
8.307763750E-1,-7.794891298E-2,2.880794108E-1,-4.275639057E-1
8.507153750E-1,-5.475806594E-1,7.027219050E-3,-2.769974172E-1
8.706543751E-1,-5.571451187E-1,-4.267694652E-1,-1.178296804E-1
8.905933751E-1,-2.063022107E-1,-5.179888606E-1,-1.764909774E-1
9.105323751E-1,2.629389167E-1,-2.718738616E-1,-4.066180587E-1
9.304713749E-1,5.736895204E-1,-6.713993382E-3,-6.100218296E-1
9.504103749E-1,5.948738456E-1,1.011451632E-1,-6.870625615E-1
9.703503749E-1,4.692096710E-1,5.269986391E-2,-5.997567177E-1
9.902896250E-1,2.873903513E-1,5.682932585E-2,-4.630142152E-1
1.010228625E0,1.976023614E-1,8.185856789E-2,-4.390740097E-1
1.030167625E0,1.535158902E-1,8.753686398E-2,-4.181758165E-1
1.050106625E0,-8.035970479E-2,3.295209110E-1,-2.639223933E-1
1.070045625E0,-2.653515041E-1,6.161973476E-1,-2.049932033E-1
1.089984625E0,-4.247902632E-1,8.303153515E-1,-3.640696406E-1
1.109924625E0,-3.812152445E-1,4.137124419E-1,-3.999236226E-1
1.129863625E0,-2.278230935E-1,-4.636302590E-2,-2.212844938E-1
1.149802625E0,-1.134456787E-2,-9.118545800E-2,5.855287611E-2
1.169741625E0,1.467952877E-1,1.501504891E-2,1.358329207E-1
1.189680625E0,-6.055317447E-2,3.247557282E-1,2.856684849E-2
1.209619625E0,-5.257950425E-1,3.344077766E-1,-1.208276525E-1
1.229558625E0,-1.068212867E0,1.797998250E-1,-1.789997816E-1
1.249498625E0,-1.401330233E0,-2.785859257E-2,-6.657359004E-2
1.269437625E0,-1.204637647E0,-2.091928124E-1,1.282526404E-1
1.289376625E0,-4.490857422E-1,-4.339590073E-1,1.779493690E-1
1.309315625E0,4.744244814E-1,-2.500205338E-1,1.225043610E-1
1.329254625E0,9.609369636E-1,1.601296067E-1,7.151046302E-3
1.349193625E0,7.233708501E-1,3.873106539E-1,-1.678017080E-1
1.369132625E0,2.987802587E-2,2.803189456E-1,-2.708122432E-1
1.389072625E0,-4.778922796E-1,1.262692660E-1,-1.376908123E-1
1.409011625E0,-4.899065793E-1,6.601911038E-2,1.824909747E-1
1.428950625E0,-2.722179294E-1,1.188354492E-1,4.518553317E-1
1.448889625E0,-9.857810289E-2,1.339573264E-1,5.679982901E-1
1.468828625E0,2.312094159E-2,2.580523118E-2,5.705405474E-1
1.488767625E0,1.360673308E-1,-1.268539578E-1,4.577291310E-1
1.508706625E0,2.464487553E-1,-1.628631204E-1,3.203815818E-1
1.528646625E0,2.887062728E-1,-3.769800812E-2,3.140133023E-1
1.548585625E0,2.299845070E-1,6.985203922E-2,3.889064193E-1
1.568524625E0,6.750933826E-2,2.734734118E-1,4.185311794E-1
1.588463625E0,-1.340104192E-1,3.400469124E-1,2.774492204E-1
1.608402625E0,-3.305666447E-1,1.700839400E-1,7.080239803E-2
1.628341625E0,-3.703598976E-1,-4.145007953E-2,-6.823701411E-2
1.648280625E0,-3.078829348E-1,-5.023877695E-2,-9.059098666E-4
1.668220625E0,-2.158983648E-1,2.907102406E-1,3.506360948E-1
1.688159625E0,-5.584537238E-2,8.123714328E-1,5.096435547E-1
1.708098625E0,1.119716689E-1,7.066057920E-1,2.885366678E-1
1.728037625E0,6.089212298E-1,7.265006006E-2,-7.286954671E-2
1.747976625E0,4.176996648E-1,-2.360659242E-1,-3.837653399E-1
1.767915625E0,-6.290633231E-2,-2.409988642E-1,-2.539656460E-1
1.787854625E0,-5.262234211E-1,8.326166123E-2,1.780904382E-1
1.807794625E0,-6.415932178E-1,1.055074185E-1,3.659486473E-1
1.827733625E0,-4.914466143E-1,-5.933699608E-1,1.197538301E-1
1.847672625E0,6.462919712E-2,-1.053811669E0,-3.203510642E-1
1.867611625E0,4.680228531E-1,-8.668368459E-1,-4.079180360E-1
1.887550625E0,4.946370423E-1,-8.226178586E-2,-2.855395377E-1
1.907489625E0,1.696784645E-1,4.415758848E-1,-1.161413491E-1
1.927428625E0,-3.202238083E-1,3.395816982E-1,-3.890293464E-2
1.947368625E0,-6.476758122E-1,-1.389732659E-1,-6.533952057E-2
1.967307625E0,-6.271484494E-1,-4.568255246E-1,-1.602077186E-1
