"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.327037509E-2,-2.320692649E-1,8.547459841E-1,3.885708690E-2
3.321037488E-2,-9.685952197E-1,9.984155810E-1,1.008339475E0
5.314937490E-2,-6.515458846E-1,1.333703113E0,2.091623299E0
7.308837492E-2,-1.146200448E-2,1.458355225E0,2.603459905E0
9.302737494E-2,2.709789768E-2,1.656336685E0,2.240857691E0
1.129663750E-1,-2.073071837E-1,1.708973905E0,1.953355359E0
1.329053750E-1,-2.845456865E-1,1.893700311E0,1.569739421E0
1.528443750E-1,-9.873251671E-1,1.097776732E0,1.739392290E0
1.727843750E-1,-1.723123582E0,-2.432184434E-1,2.716483660E0
1.927233750E-1,-1.675994731E0,-6.442128915E-1,3.921566155E0
2.126623751E-1,-1.610556787E0,-7.482278413E-1,3.324049712E0
2.326013751E-1,-1.750039485E0,-8.370762831E-1,8.891346288E-1
2.525403751E-1,-2.187603882E0,-5.534336990E-1,-1.589366770E0
2.724793749E-1,-2.463975745E0,3.194936174E-1,-1.979230458E0
2.924193749E-1,-2.077318524E0,3.460943556E-1,-1.489630812E0
3.123583749E-1,-1.924181262E0,-7.110798955E-3,-2.475393603E0
3.322973750E-1,-1.932753572E0,-2.213755846E-1,-2.810619739E0
3.522363750E-1,-2.009866214E0,-7.587499058E-1,-8.748744392E-1
3.721753750E-1,-1.761236757E0,-7.742862502E-1,3.753082144E-1
3.921143750E-1,-9.850203408E-1,-8.317594099E-1,-6.987270677E-1
4.120533750E-1,-1.171416566E-1,-1.016171821E0,-2.528544209E0
4.319933751E-1,9.221211112E-1,-8.219059744E-1,-3.469751801E0
4.519323751E-1,1.408481692E0,-3.306255466E-1,-3.530809597E0
4.718713751E-1,1.277873313E0,-5.284479618E-2,-2.958326254E0
4.918103749E-1,1.200789469E0,1.249435964E-1,-1.703383967E0
5.117493749E-1,9.010160248E-1,5.273311436E-1,-2.588562369E-1
5.316883749E-1,8.584873250E-1,1.031053862E0,8.554979360E-1
5.516273750E-1,5.607112898E-1,1.446797034E0,1.552793021E0
5.715673750E-1,6.828422293E-2,1.385384313E0,1.655083042E0
5.915063750E-1,-3.572751090E-2,1.120599292E0,1.437754315E0
6.114453750E-1,2.619514605E-1,1.048482365E0,1.273749272E0
6.313843750E-1,1.078501970E0,1.159362238E0,1.058479350E0
6.513233751E-1,1.753936801E0,1.516450236E0,9.032761198E-1
6.712623751E-1,1.820898383E0,1.858132283E0,9.551508629E-1
6.912013751E-1,1.008731677E0,1.810610792E0,1.648639995E0
7.111413749E-1,-4.887389356E-1,6.134395802E-1,2.497867962E0
7.310803749E-1,-8.554650454E-1,-6.438842779E-1,3.416620492E0
7.510193749E-1,3.462107152E-1,-8.884852955E-1,3.605721200E0
7.709583750E-1,1.403730537E0,-1.023108373E0,2.625138457E0
7.908973750E-1,1.555496481E0,-1.104582306E0,1.012102159E0
8.108363750E-1,1.448578681E0,-8.950713068E-1,-5.179288208E-1
8.307763750E-1,7.703664230E-1,-7.795578074E-1,-1.433526778E0
8.507153750E-1,-6.168794972E-1,-1.238484714E0,-1.104601602E0
8.706543751E-1,-9.013006380E-1,-1.848905962E0,-2.720493096E-1
8.905933751E-1,-3.950408131E-2,-2.106357697E0,-1.953192222E-1
9.105323751E-1,9.389998300E-1,-2.046346554E0,-8.436298424E-1
9.304713749E-1,1.193284860E0,-1.721727852E0,-1.946543938E0
