"Time (s)","X (hPa)"
-5.606281250E-1,1.016586990E3
4.446808750E-1,1.016585236E3
1.449971875E0,1.016583557E3
2.455212875E0,1.016577682E3
3.460440875E0,1.016576843E3
3.812162875E0,1.016576843E3
4.884421875E0,1.016576843E3
5.956673875E0,1.016577835E3
7.028971875E0,1.016579361E3
8.101284875E0,1.016579742E3
9.173549875E0,1.016582642E3
1.024581487E1,1.016582718E3
1.131809687E1,1.016582642E3
1.239037087E1,1.016583481E3
1.346265787E1,1.016582870E3
1.453498187E1,1.016583252E3
1.560723087E1,1.016583252E3
1.667950887E1,1.016583557E3
1.775181287E1,1.016584778E3
1.882404087E1,1.016586227E3
1.989627887E1,1.016586227E3
2.096853587E1,1.016585388E3
2.204084487E1,1.016582413E3
2.311313087E1,1.016579895E3
2.418543287E1,1.016577225E3
2.525771887E1,1.016574097E3
2.632999887E1,1.016573639E3
2.740226587E1,1.016573486E3
2.847452287E1,1.016572723E3
2.954677587E1,1.016573486E3
3.061898887E1,1.016574097E3
3.169123087E1,1.016574478E3
3.276348487E1,1.016575928E3
3.383569287E1,1.016576004E3
3.490795987E1,1.016576004E3
3.598023487E1,1.016576004E3
3.705245887E1,1.016578217E3
3.812468087E1,1.016582413E3
3.919684687E1,1.016582413E3
4.026901787E1,1.016581802E3
4.134116187E1,1.016579590E3
4.241333187E1,1.016577682E3
4.348552587E1,1.016575089E3
4.455775387E1,1.016574097E3
4.562992687E1,1.016574097E3
4.670212587E1,1.016578445E3
4.777431887E1,1.016579056E3
4.884656187E1,1.016579056E3
4.991883487E1,1.016580200E3
5.099108787E1,1.016581802E3
5.206336687E1,1.016583786E3
5.313562987E1,1.016586456E3
5.420784987E1,1.016586685E3
5.528004287E1,1.016586685E3
5.635226887E1,1.016584396E3
5.742447587E1,1.016580963E3
5.849673887E1,1.016576843E3
5.956894387E1,1.016576843E3
6.064104587E1,1.016576843E3
6.171319987E1,1.016579132E3
6.278533187E1,1.016579361E3
6.385746387E1,1.016582489E3
6.492961687E1,1.016584854E3
6.600177687E1,1.016584854E3
6.707397987E1,1.016584091E3
6.814616987E1,1.016583328E3
6.921832887E1,1.016581650E3
7.029049987E1,1.016579514E3
7.136268887E1,1.016579361E3
7.243495987E1,1.016579514E3
7.350717687E1,1.016580582E3
7.457932587E1,1.016583099E3
7.565149287E1,1.016584320E3
7.672366487E1,1.016585464E3
7.779585387E1,1.016585846E3
7.886796887E1,1.016585846E3
7.994012187E1,1.016582642E3
8.101227587E1,1.016582642E3
8.208442587E1,1.016582642E3
8.315651987E1,1.016583328E3
8.422865587E1,1.016583939E3
8.530072387E1,1.016587143E3
8.637280687E1,1.016587982E3
8.744489287E1,1.016587982E3
8.851704387E1,1.016586075E3
8.958920487E1,1.016586075E3
9.066135587E1,1.016585464E3
9.173347587E1,1.016583481E3
9.280559187E1,1.016579742E3
9.387772487E1,1.016578064E3
9.494981887E1,1.016575165E3
9.602191787E1,1.016572418E3
9.709401187E1,1.016572189E3
9.816612387E1,1.016572189E3
9.923823687E1,1.016574860E3
1.003103269E2,1.016575928E3
1.013824169E2,1.016575928E3
1.024544959E2,1.016574936E3
1.035265929E2,1.016574860E3
1.045986489E2,1.016572723E3
1.056707499E2,1.016572189E3
1.067428329E2,1.016572189E3
1.078149329E2,1.016572723E3
1.088869699E2,1.016573029E3
1.099589739E2,1.016574326E3
1.110309799E2,1.016576385E3
1.121030359E2,1.016576538E3
1.131750769E2,1.016576538E3
1.142470979E2,1.016577835E3
1.153190859E2,1.016578293E3
1.163911509E2,1.016579895E3
1.174632739E2,1.016582489E3
1.185353509E2,1.016585236E3
1.196073849E2,1.016586227E3
1.206793909E2,1.016586227E3
1.217513949E2,1.016583786E3
1.228234989E2,1.016582031E3
1.238955949E2,1.016582031E3
1.249676459E2,1.016583481E3
1.260396769E2,1.016584625E3
1.271117279E2,1.016587906E3
1.281838199E2,1.016590652E3
1.292559539E2,1.016592407E3
1.303281339E2,1.016592560E3
1.314002009E2,1.016593857E3
1.324722749E2,1.016594238E3
1.335443449E2,1.016594849E3
1.346163989E2,1.016596146E3
1.356884719E2,1.016598206E3
1.367605359E2,1.016599045E3
1.378325409E2,1.016601410E3
1.389045589E2,1.016604614E3
1.399766569E2,1.016606674E3
1.410486569E2,1.016607513E3
1.421206649E2,1.016608353E3
1.431926839E2,1.016608353E3
1.442646889E2,1.016606903E3
1.453366929E2,1.016605682E3
1.464086859E2,1.016604156E3
