"Time (s)","X (µT)","Y (µT)","Z (µT)"
6.555041648E-3,3.312500000E0,-4.059319305E1,-1.948211670E1
2.664004167E-2,3.262756348E0,-4.040000153E1,-1.961773682E1
4.672504164E-2,3.464355469E0,-4.042884827E1,-1.965753174E1
6.681004167E-2,3.303344727E0,-4.057464600E1,-1.895382690E1
8.689604164E-2,2.955871582E0,-4.091489410E1,-1.834640503E1
1.069810417E-1,2.285034180E0,-4.125180817E1,-1.815756226E1
1.270660416E-1,1.589843750E0,-4.111275482E1,-1.808319092E1
1.471510417E-1,7.440185547E-1,-4.091954803E1,-1.852694702E1
1.672370416E-1,9.582519531E-3,-4.090814209E1,-1.877511597E1
1.873223750E-1,-8.369750977E-1,-4.095675659E1,-1.885317993E1
2.074073750E-1,-1.627380371E0,-4.099282837E1,-1.857977295E1
2.274923750E-1,-2.012634277E0,-4.099293518E1,-1.850296021E1
2.475783750E-1,-2.660339355E0,-4.127214050E1,-1.794219971E1
2.676633750E-1,-3.270935059E0,-4.136316681E1,-1.739761353E1
2.877483750E-1,-4.081054688E0,-4.158068085E1,-1.699621582E1
3.078333750E-1,-4.830627441E0,-4.181610870E1,-1.643887329E1
3.279193750E-1,-5.716003418E0,-4.167005157E1,-1.618280029E1
3.480043750E-1,-6.312744141E0,-4.185517120E1,-1.590985107E1
3.680893750E-1,-6.951232910E0,-4.168433380E1,-1.612069702E1
3.881743750E-1,-7.537658691E0,-4.155046844E1,-1.631304932E1
4.082603750E-1,-7.741394043E0,-4.127795410E1,-1.669760132E1
4.283453750E-1,-8.086608887E0,-4.128191376E1,-1.680871582E1
4.484303750E-1,-8.226684570E0,-4.104621887E1,-1.692126465E1
4.685153750E-1,-7.833618164E0,-4.104266357E1,-1.720886230E1
4.886013750E-1,-7.278381348E0,-4.108438873E1,-1.754568481E1
5.086863750E-1,-6.712646484E0,-4.070082855E1,-1.814587402E1
5.287713750E-1,-6.313537598E0,-4.030741119E1,-1.900399780E1
5.488563750E-1,-5.286682129E0,-3.972402954E1,-2.014816284E1
5.689423750E-1,-4.092468262E0,-3.951145172E1,-2.096096802E1
5.890273750E-1,-2.849060059E0,-3.973513794E1,-2.104727173E1
6.091123750E-1,-2.208801270E0,-4.008349609E1,-2.049096680E1
6.291973750E-1,-1.970092773E0,-4.025162506E1,-1.983905029E1
6.492833750E-1,-1.940307617E0,-4.060832214E1,-1.911126709E1
6.693683750E-1,-1.788635254E0,-4.082671356E1,-1.868081665E1
6.894533750E-1,-1.470458984E0,-4.095581818E1,-1.810043335E1
7.095383750E-1,-5.100097656E-1,-4.124909210E1,-1.772363281E1
7.296243750E-1,4.156494141E-1,-4.148975372E1,-1.722924805E1
7.497093750E-1,1.326538086E0,-4.153748322E1,-1.698175049E1
7.697943750E-1,2.340637207E0,-4.147757721E1,-1.668719482E1
7.898793750E-1,3.050903320E0,-4.133757782E1,-1.699154663E1
8.099653750E-1,3.927490234E0,-4.143349457E1,-1.711816406E1
8.300503750E-1,4.413269043E0,-4.133913422E1,-1.711477661E1
8.501353750E-1,4.974243164E0,-4.116196442E1,-1.733071899E1
8.702203750E-1,5.301086426E0,-4.091677094E1,-1.745223999E1
8.903063750E-1,6.048339844E0,-4.074005890E1,-1.763314819E1
9.103913750E-1,6.835815430E0,-4.065255737E1,-1.767483521E1
9.304763750E-1,7.244934082E0,-4.046182251E1,-1.799627686E1
9.505613750E-1,7.574645996E0,-4.004311371E1,-1.856729126E1
9.706473750E-1,7.579956055E0,-3.964916229E1,-1.962780762E1
9.907323750E-1,7.442382812E0,-3.940843964E1,-1.998638916E1
1.010817375E0,7.570861816E0,-3.923937988E1,-2.043539429E1
1.030902375E0,7.787475586E0,-3.899786377E1,-2.084570312E1
1.050988375E0,7.928100586E0,-3.866651154E1,-2.137414551E1
1.071073375E0,8.107177734E0,-3.873223114E1,-2.136621094E1
1.091158375E0,8.103698730E0,-3.895272827E1,-2.110177612E1
1.111243375E0,8.074157715E0,-3.927969360E1,-2.018392944E1
1.131329375E0,7.730285645E0,-3.965382385E1,-1.958160400E1
1.151414375E0,7.376281738E0,-4.019588470E1,-1.880737305E1
1.171499417E0,6.879211426E0,-4.040279388E1,-1.884387207E1
1.191584417E0,6.072509766E0,-4.038543701E1,-1.880133057E1
1.211670417E0,5.086242676E0,-4.047464752E1,-1.903897095E1
1.231755417E0,4.119567871E0,-4.067051697E1,-1.902786255E1
1.251840417E0,3.331726074E0,-4.087457275E1,-1.884124756E1
1.271925417E0,2.293945312E0,-4.102573395E1,-1.849877930E1
1.292010417E0,1.490478516E0,-4.130987549E1,-1.813964844E1
1.312096417E0,2.221069336E-1,-4.148001862E1,-1.753445435E1
1.332181417E0,-9.315795898E-1,-4.167508698E1,-1.681576538E1
1.352266417E0,-1.946289062E0,-4.210834503E1,-1.612908936E1
1.372351417E0,-2.947021484E0,-4.228513336E1,-1.609179688E1
1.392437417E0,-3.816284180E0,-4.221652985E1,-1.609979248E1
1.412522417E0,-4.245910645E0,-4.200832367E1,-1.591854858E1
1.432607417E0,-4.451110840E0,-4.189987946E1,-1.612646484E1
1.452692417E0,-4.780517578E0,-4.184976959E1,-1.607177734E1
1.472778417E0,-4.999023438E0,-4.180912018E1,-1.636541748E1
1.492863417E0,-5.214965820E0,-4.173056793E1,-1.642010498E1
1.512948417E0,-5.046447754E0,-4.152918243E1,-1.655166626E1
1.533033417E0,-4.863891602E0,-4.146836090E1,-1.685845947E1
1.553119417E0,-4.739929199E0,-4.159239960E1,-1.698999023E1
1.573204417E0,-5.008972168E0,-4.126385498E1,-1.749819946E1
1.593289417E0,-5.080261230E0,-4.106344604E1,-1.809970093E1
1.613374417E0,-4.890747070E0,-4.098930359E1,-1.834921265E1
1.633460417E0,-4.820556641E0,-4.081790924E1,-1.837969971E1
1.653545417E0,-4.749145508E0,-4.098293304E1,-1.818569946E1
1.673630417E0,-4.969665527E0,-4.131608582E1,-1.746838379E1
1.693715417E0,-5.218139648E0,-4.143663788E1,-1.675671387E1
1.713801417E0,-5.422180176E0,-4.161939240E1,-1.676507568E1
1.733886417E0,-5.055114746E0,-4.160678864E1,-1.699612427E1
1.753971417E0,-4.836914062E0,-4.126823425E1,-1.733233643E1
1.774056417E0,-4.401916504E0,-4.124829865E1,-1.761505127E1
1.794141417E0,-3.747985840E0,-4.137560272E1,-1.729901123E1
1.814227417E0,-2.998657227E0,-4.150121307E1,-1.712374878E1
1.834312417E0,-2.431152344E0,-4.170099640E1,-1.683557129E1
1.854397417E0,-1.984252930E0,-4.175359344E1,-1.667364502E1
1.874482417E0,-1.602355957E0,-4.194303131E1,-1.656585693E1
1.894568417E0,-1.330444336E0,-4.206891632E1,-1.657357788E1
1.914653417E0,-1.221069336E0,-4.187706757E1,-1.664810181E1
1.934738417E0,-9.080200195E-1,-4.196086884E1,-1.695413208E1
1.954823417E0,-8.717651367E-1,-4.175171661E1,-1.713543701E1
1.974909417E0,-8.458862305E-1,-4.170000458E1,-1.732519531E1
1.994994417E0,-9.672241211E-1,-4.191735077E1,-1.693075562E1
2.015079417E0,-1.137329102E0,-4.204857635E1,-1.655187988E1
2.035164417E0,-1.602539062E0,-4.222843170E1,-1.645150757E1
2.055249417E0,-1.702453613E0,-4.212360382E1,-1.643853760E1
2.075335417E0,-1.651611328E0,-4.202111053E1,-1.670629883E1
2.095420417E0,-1.643493652E0,-4.170001984E1,-1.733108521E1
2.115505417E0,-1.345520020E0,-4.143677521E1,-1.806127930E1
2.135590417E0,-1.136779785E0,-4.126371002E1,-1.856750488E1
2.155676417E0,-8.907470703E-1,-4.126079559E1,-1.872381592E1
2.175761167E0,-1.064331055E0,-4.130385590E1,-1.818875122E1
2.195846167E0,-1.560302734E0,-4.155037689E1,-1.828152466E1
2.215931167E0,-2.289794922E0,-4.167775726E1,-1.769793701E1
2.236017167E0,-3.275634766E0,-4.149527740E1,-1.776229858E1
2.256102167E0,-4.159301758E0,-4.137462616E1,-1.778698730E1
2.276187167E0,-5.027770996E0,-4.103956604E1,-1.811343384E1
2.296272167E0,-5.898925781E0,-4.097233582E1,-1.793249512E1
2.316357167E0,-6.710449219E0,-4.111532593E1,-1.773934937E1
2.336443167E0,-7.368530273E0,-4.124592590E1,-1.732116699E1
2.356528167E0,-8.284545898E0,-4.149495697E1,-1.678890991E1
2.376613167E0,-8.813171387E0,-4.152439117E1,-1.628567505E1
2.396698167E0,-9.420776367E0,-4.171212006E1,-1.562316895E1
2.416784167E0,-1.000045776E1,-4.154677582E1,-1.560607910E1
2.436869167E0,-1.060531616E1,-4.152246857E1,-1.563345337E1
2.456954167E0,-1.117465210E1,-4.138768768E1,-1.556140137E1
2.477039167E0,-1.156793213E1,-4.123343658E1,-1.556173706E1
2.497124167E0,-1.182208252E1,-4.132649994E1,-1.539486694E1
2.517210167E0,-1.212487793E1,-4.109340668E1,-1.561993408E1
2.537295167E0,-1.212457275E1,-4.119407654E1,-1.566442871E1
2.557380167E0,-1.235092163E1,-4.088465118E1,-1.635394287E1
2.577465167E0,-1.221353149E1,-4.079224396E1,-1.669155884E1
2.597551167E0,-1.216189575E1,-4.066196442E1,-1.678607178E1
2.617636167E0,-1.215487671E1,-4.059794617E1,-1.688507080E1
2.637721167E0,-1.224737549E1,-4.051225281E1,-1.702505493E1
2.657806167E0,-1.181597900E1,-4.051467133E1,-1.731793213E1
2.677891167E0,-1.114294434E1,-4.055976105E1,-1.761734009E1
2.697977167E0,-1.090844727E1,-4.052159119E1,-1.788827515E1
2.718062167E0,-1.066699219E1,-4.074773407E1,-1.757174683E1
2.738147167E0,-1.070404053E1,-4.074656677E1,-1.736618042E1
2.758232167E0,-1.089349365E1,-4.084108734E1,-1.722396851E1
2.778318167E0,-1.088748169E1,-4.092440033E1,-1.701119995E1
2.798403167E0,-1.079165649E1,-4.090995026E1,-1.682711792E1
2.818488167E0,-1.046838379E1,-4.110839844E1,-1.638009644E1
2.838573167E0,-9.968170166E0,-4.147452545E1,-1.610876465E1
2.858658167E0,-9.639770508E0,-4.165758514E1,-1.548226929E1
2.878744167E0,-9.270385742E0,-4.194342804E1,-1.503289795E1
2.898829167E0,-9.020263672E0,-4.207266998E1,-1.470852661E1
2.918914167E0,-8.808593750E0,-4.226290131E1,-1.424600220E1
2.938999167E0,-8.648803711E0,-4.240729523E1,-1.445404053E1
2.959085167E0,-8.291137695E0,-4.223354340E1,-1.454782104E1
2.979170167E0,-7.698486328E0,-4.236394501E1,-1.516711426E1
2.999255167E0,-6.834350586E0,-4.212818146E1,-1.579705811E1
3.019340167E0,-6.446472168E0,-4.191027069E1,-1.655157471E1
3.039425167E0,-5.921081543E0,-4.189365387E1,-1.668692017E1
3.059511167E0,-5.643066406E0,-4.193401337E1,-1.668240356E1
3.079596167E0,-5.611572266E0,-4.188964081E1,-1.606707764E1
3.099681167E0,-5.563598633E0,-4.209142303E1,-1.600711060E1
3.119766167E0,-5.301879883E0,-4.214151764E1,-1.604870605E1
