"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
4.188895226E-2,3.211467283E1,1.189501502E2,1.747198701E1,-1.000000000E0,-1.000000000E0,1.405507650E2,1.405507650E2
4.742820263E-1,3.211476238E1,1.189503081E2,1.742272806E1,-1.000000000E0,-1.000000000E0,3.500000000E1,3.500000000E1
3.251578808E0,3.211461704E1,1.189502486E2,1.467023052E1,0.000000000E0,-1.000000000E0,1.343491097E1,1.343491097E1
4.251544237E0,3.211459490E1,1.189502517E2,1.559880473E1,0.000000000E0,-1.000000000E0,1.193402947E1,1.193402947E1
5.251510620E0,3.211458934E1,1.189502532E2,1.569166215E1,0.000000000E0,-1.000000000E0,1.704873719E1,1.704873719E1
6.246862888E0,3.211457622E1,1.189502577E2,1.570094789E1,0.000000000E0,-1.000000000E0,1.588628874E1,1.588628874E1
7.246830583E0,3.211455990E1,1.189502227E2,1.610559473E1,1.097104073E0,1.849012122E2,1.143107079E1,1.143107079E1
8.246796608E0,3.211453959E1,1.189502212E2,1.592202715E1,1.511560917E0,1.721634694E2,9.545488562E0,9.545488562E0
9.454758167E0,3.211452767E1,1.189502132E2,1.573133523E1,1.389526129E0,1.655207280E2,7.049810146E0,7.049810146E0
1.045472729E1,3.211451578E1,1.189502072E2,1.577337604E1,1.452016354E0,1.642290163E2,5.675009343E0,5.675009343E0
1.145469534E1,3.211450558E1,1.189502024E2,1.574871326E1,1.366169691E0,1.613192054E2,4.618711608E0,4.618711608E0
1.245466471E1,3.211449565E1,1.189502003E2,1.565469824E1,1.366169691E0,1.582845114E2,4.089094501E0,4.089094501E0
1.345463407E1,3.211448441E1,1.189502031E2,1.567278237E1,1.341907382E0,1.645107069E2,3.919954168E0,3.919954168E0
1.445460367E1,3.211447274E1,1.189502069E2,1.567278252E1,1.341907382E0,1.645107089E2,4.866677786E0,4.866677786E0
1.545457363E1,3.211446021E1,1.189502123E2,1.564753484E1,1.341907382E0,1.639860822E2,4.842655106E0,4.842655106E0
1.645454490E1,3.211444808E1,1.189502190E2,1.565325735E1,1.357744455E0,1.607342705E2,4.810471133E0,4.810471133E0
1.745451462E1,3.211443779E1,1.189502249E2,1.566494177E1,1.327245474E0,1.568296430E2,4.787040113E0,4.787040113E0
1.845448494E1,3.211442716E1,1.189502302E2,1.567987871E1,1.338228822E0,1.607724512E2,4.776191998E0,4.776191998E0
