"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
6.555041648E-3,-4.326826036E-1,-1.260256208E-2,2.627615929E-1
2.664004167E-2,-3.327489272E-2,9.323017001E-1,2.803707123E-1
4.672504164E-2,3.646538258E-1,1.296770453E0,4.846316576E-1
6.681004167E-2,5.961735845E-1,7.729951739E-1,7.552124262E-1
8.689604164E-2,5.324221849E-1,1.275777072E-1,8.576872945E-1
1.069810417E-1,1.816616654E-1,-3.512160853E-2,8.118078709E-1
1.270660416E-1,-2.349596918E-1,9.376235306E-3,8.450413346E-1
1.471510417E-1,-4.316109121E-1,-6.190278381E-2,9.753466845E-1
1.672370416E-1,-2.657737434E-1,-4.901921377E-2,1.043293238E0
1.873223750E-1,1.314386427E-1,2.084303647E-1,1.033573151E0
2.074073750E-1,4.727275372E-1,4.866819680E-1,1.025089383E0
2.274923750E-1,6.119207740E-1,6.189428568E-1,1.060193658E0
2.475783750E-1,6.282865405E-1,6.033209562E-1,1.088100791E0
2.676633750E-1,6.362261176E-1,4.436216652E-1,1.089155793E0
2.877483750E-1,5.876281261E-1,1.863101274E-1,1.027238727E0
3.078333750E-1,4.610999823E-1,-4.634390771E-2,8.789944053E-1
3.279193750E-1,2.072635740E-1,-2.420621812E-1,7.264046073E-1
3.480043750E-1,-9.350378811E-2,-2.948379219E-1,5.895469785E-1
3.680893750E-1,-3.006626070E-1,-2.607773840E-1,4.698705077E-1
3.881743750E-1,-3.533254266E-1,-3.447243571E-1,3.911172748E-1
4.082603750E-1,-3.136529922E-1,-5.145441294E-1,2.986462712E-1
4.283453750E-1,-2.879332900E-1,-3.119694591E-1,6.732045859E-2
4.484303750E-1,-2.644216716E-1,4.064250588E-1,-2.467778772E-1
4.685153750E-1,-3.373027742E-1,7.418141961E-1,-4.623057246E-1
4.886013750E-1,-6.248275042E-1,2.754571140E-1,-5.594377518E-1
5.086863750E-1,-1.144184589E0,-3.760766983E-1,-7.954576015E-1
5.287713750E-1,-1.428753138E0,-1.957203448E-1,-1.097030401E0
5.488563750E-1,-9.983200431E-1,5.300243497E-1,-1.244317770E0
5.689423750E-1,-1.368374377E-1,7.554113269E-1,-1.049782157E0
5.890273750E-1,5.168959498E-1,3.288294077E-1,-7.025095820E-1
6.091123750E-1,7.946558595E-1,-1.260979027E-1,-4.027681351E-1
6.291973750E-1,7.613082528E-1,-2.459478229E-1,-1.835542023E-1
6.492833750E-1,6.173533201E-1,-1.602751166E-1,-1.988084316E-1
6.693683750E-1,5.423003435E-1,-3.104018979E-3,-4.479877651E-1
6.894533750E-1,5.026431084E-1,1.980070323E-1,-7.431686521E-1
7.095383750E-1,4.608086646E-1,4.358018935E-1,-9.341981411E-1
7.296243750E-1,3.660143614E-1,5.124856830E-1,-9.869614840E-1
7.497093750E-1,1.998444498E-1,3.776437938E-1,-9.617083669E-1
7.697943750E-1,-3.014587425E-2,9.698843211E-2,-9.132909775E-1
7.898793750E-1,-1.477981955E-1,-1.214714646E-1,-8.446100354E-1
8.099653750E-1,-1.637806594E-1,-2.601256967E-1,-7.555846572E-1
8.300503750E-1,-1.993616074E-1,-1.871904433E-1,-6.813482046E-1
8.501353750E-1,-1.314045489E-1,-6.468913704E-2,-6.010228992E-1
8.702203750E-1,-7.593829185E-2,2.689691484E-1,-6.089409590E-1
8.903063750E-1,-1.813931465E-1,5.148879290E-1,-5.898672342E-1
9.103913750E-1,-3.381170332E-1,5.005871058E-1,-5.336158276E-1
9.304763750E-1,-5.783054233E-1,2.112200409E-1,-3.904049993E-1
9.505613750E-1,-9.577035308E-1,-2.112893760E-2,-8.941988647E-2
