"Time (s)","Pressure (hPa)"
1.264568750E-1,1.017899902E3
2.064568750E-1,1.017904785E3
2.864600000E-1,1.017905762E3
3.664553130E-1,1.017918457E3
4.464568750E-1,1.017911621E3
5.264678130E-1,1.017903809E3
6.064568750E-1,1.017898438E3
6.864553130E-1,1.017886719E3
7.664553130E-1,1.017886719E3
8.464568750E-1,1.017873047E3
9.264553130E-1,1.017844238E3
1.006455313E0,1.017815430E3
1.086456875E0,1.017786621E3
1.166456875E0,1.017808594E3
1.246456875E0,1.017815430E3
1.326455313E0,1.017844238E3
1.406455313E0,1.017873047E3
1.486456875E0,1.017886719E3
1.566456875E0,1.017891113E3
1.646456875E0,1.017865234E3
1.726456875E0,1.017859375E3
1.806456875E0,1.017843750E3
1.886456875E0,1.017825684E3
1.966455313E0,1.017835938E3
2.046455313E0,1.017830566E3
2.126455313E0,1.017801758E3
2.206456875E0,1.017804199E3
2.286455313E0,1.017799316E3
2.366455313E0,1.017828125E3
2.446456875E0,1.017838379E3
2.526456875E0,1.017821289E3
2.606456875E0,1.017815430E3
2.686455313E0,1.017813477E3
2.766455313E0,1.017809082E3
2.846456875E0,1.017799316E3
2.926455313E0,1.017791504E3
3.006455313E0,1.017811035E3
3.086456875E0,1.017826172E3
3.166456875E0,1.017817383E3
3.246456875E0,1.017831055E3
3.326455313E0,1.017832031E3
3.406455313E0,1.017849609E3
3.486455313E0,1.017856445E3
3.566455313E0,1.017871582E3
3.646455313E0,1.017860352E3
3.726455313E0,1.017875000E3
3.806456875E0,1.017904297E3
3.886456875E0,1.017904297E3
3.966455313E0,1.017897949E3
4.046455313E0,1.017880859E3
4.126455313E0,1.017862793E3
4.206455313E0,1.017865723E3
4.286455313E0,1.017893066E3
4.366455313E0,1.017908691E3
4.446456875E0,1.017903809E3
4.526456875E0,1.017880859E3
4.606456875E0,1.017867188E3
4.686455313E0,1.017864258E3
4.766455313E0,1.017866211E3
4.846455313E0,1.017880859E3
4.926456875E0,1.017873535E3
5.006455313E0,1.017860840E3
5.086455313E0,1.017866699E3
5.166456875E0,1.017852051E3
5.246456875E0,1.017857910E3
5.326455313E0,1.017881836E3
5.406455313E0,1.017899902E3
5.486455313E0,1.017898438E3
5.566461563E0,1.017878906E3
5.646455313E0,1.017862793E3
5.726455313E0,1.017833984E3
5.806455313E0,1.017826172E3
5.886455313E0,1.017855469E3
5.966456875E0,1.017861328E3
6.046455313E0,1.017866211E3
6.126455313E0,1.017858398E3
6.206455313E0,1.017843750E3
6.286455313E0,1.017840332E3
6.366455313E0,1.017861328E3
6.446456875E0,1.017868164E3
6.526455313E0,1.017862793E3
6.606455313E0,1.017863281E3
6.686455313E0,1.017833984E3
6.766455313E0,1.017814453E3
6.846456875E0,1.017826172E3
6.926456875E0,1.017855469E3
7.006456875E0,1.017862305E3
7.086455313E0,1.017857422E3
7.166456875E0,1.017859375E3
7.246456875E0,1.017839844E3
7.326455313E0,1.017850098E3
7.406455313E0,1.017873535E3
7.486455313E0,1.017879883E3
7.566456875E0,1.017853027E3
7.646456875E0,1.017837891E3
7.726455313E0,1.017828613E3
7.806455313E0,1.017817871E3
7.886456875E0,1.017841309E3
7.966456875E0,1.017870605E3
8.046455313E0,1.017854980E3
8.126455313E0,1.017844238E3
8.206455313E0,1.017857910E3
8.286456875E0,1.017828613E3
8.366455313E0,1.017832031E3
8.446456875E0,1.017833496E3
8.526456875E0,1.017861816E3
8.606456875E0,1.017847168E3
8.686456875E0,1.017858398E3
8.766455313E0,1.017854492E3
8.846455313E0,1.017855957E3
8.926455313E0,1.017868164E3
9.006455313E0,1.017875000E3
9.086455313E0,1.017870117E3
9.166456875E0,1.017852051E3
9.246456875E0,1.017845703E3
9.326455313E0,1.017820801E3
9.406455313E0,1.017819824E3
9.486455313E0,1.017848633E3
9.566455313E0,1.017871094E3
9.646456875E0,1.017882812E3
9.726455313E0,1.017853516E3
9.806456875E0,1.017828613E3
9.886456875E0,1.017836914E3
9.966456875E0,1.017865723E3
1.004645531E1,1.017894531E3
1.012645531E1,1.017879395E3
1.020645531E1,1.017854004E3
1.028645531E1,1.017846191E3
1.036645531E1,1.017836914E3
1.044645531E1,1.017848145E3
1.052645688E1,1.017873047E3
1.060645688E1,1.017874512E3
1.068645531E1,1.017848145E3
1.076645531E1,1.017833496E3
1.084645531E1,1.017818359E3
1.092645531E1,1.017824219E3
1.100645531E1,1.017845215E3
1.108645531E1,1.017846191E3
1.116645688E1,1.017850586E3
1.124645688E1,1.017861328E3
1.132645688E1,1.017854004E3
1.140645531E1,1.017856445E3
1.148645531E1,1.017869629E3
1.156645531E1,1.017879883E3
1.164645531E1,1.017879883E3
1.172645531E1,1.017875000E3
1.180645688E1,1.017852051E3
1.188645531E1,1.017840820E3
1.196645688E1,1.017845703E3
1.204645688E1,1.017871582E3
1.212645531E1,1.017873047E3
1.220645531E1,1.017851562E3
1.228645531E1,1.017870117E3
1.236645531E1,1.017851562E3
1.244645531E1,1.017840820E3
1.252645688E1,1.017851562E3
1.260645688E1,1.017880371E3
1.268645531E1,1.017867188E3
1.276645531E1,1.017851562E3
1.284645531E1,1.017835938E3
1.292645531E1,1.017827637E3
1.300645531E1,1.017833496E3
1.308645531E1,1.017858398E3
1.316645688E1,1.017853516E3
1.324645688E1,1.017851074E3
1.332645688E1,1.017851074E3
1.340645531E1,1.017856934E3
1.348645531E1,1.017846191E3
1.356645531E1,1.017846680E3
1.364645531E1,1.017873047E3
1.372645688E1,1.017873047E3
1.380645688E1,1.017866699E3
1.388645688E1,1.017845703E3
1.396645688E1,1.017833496E3
1.404645531E1,1.017835449E3
1.412645531E1,1.017853516E3
1.420645531E1,1.017863770E3
1.428645531E1,1.017862305E3
1.436645531E1,1.017853516E3
1.444645531E1,1.017854492E3
1.452645688E1,1.017835449E3
1.460645688E1,1.017848633E3
1.468645531E1,1.017867188E3
1.476645531E1,1.017876465E3
1.484645531E1,1.017860352E3
1.492645531E1,1.017844238E3
1.500645531E1,1.017826660E3
1.508645531E1,1.017825195E3
1.516645688E1,1.017830566E3
1.524645688E1,1.017857910E3
1.532645531E1,1.017843750E3
1.540645531E1,1.017840820E3
1.548645531E1,1.017861816E3
1.556645531E1,1.017847168E3
1.564645531E1,1.017851562E3
1.572645531E1,1.017833008E3
1.580645531E1,1.017861816E3
1.588645531E1,1.017844238E3
1.596645531E1,1.017847168E3
1.604645531E1,1.017821777E3
1.612645688E1,1.017830078E3
1.620645531E1,1.017852051E3
1.628645531E1,1.017876953E3
1.636645531E1,1.017867676E3
1.644645531E1,1.017856934E3
1.652645688E1,1.017857422E3
1.660645688E1,1.017835938E3
1.668645531E1,1.017837402E3
1.676645531E1,1.017841797E3
1.684645531E1,1.017867676E3
1.692645531E1,1.017870117E3
1.700645531E1,1.017862305E3
1.708645531E1,1.017846191E3
1.716645688E1,1.017843262E3
1.724645688E1,1.017862793E3
1.732645688E1,1.017867188E3
1.740645531E1,1.017871094E3
1.748645531E1,1.017852539E3
1.756645531E1,1.017867188E3
1.764645531E1,1.017852539E3
1.772645531E1,1.017835938E3
1.780645531E1,1.017850098E3
1.788645688E1,1.017863770E3
1.796645688E1,1.017892578E3
1.804645531E1,1.017890625E3
1.812645531E1,1.017885742E3
1.820645531E1,1.017858887E3
1.828645531E1,1.017855957E3
1.836645531E1,1.017859375E3
1.844645531E1,1.017871582E3
1.852645688E1,1.017859863E3
1.860645531E1,1.017845703E3
1.868645688E1,1.017864258E3
1.876645531E1,1.017860840E3
1.884645531E1,1.017870117E3
1.892645531E1,1.017869141E3
1.900645531E1,1.017879395E3
1.908645531E1,1.017871094E3
1.916645688E1,1.017866699E3
1.924645688E1,1.017846680E3
1.932645688E1,1.017836914E3
1.940645531E1,1.017827637E3
1.948645531E1,1.017856445E3
1.956645531E1,1.017865234E3
1.964645531E1,1.017859863E3
1.972645531E1,1.017859863E3
1.980645531E1,1.017862305E3
1.988645688E1,1.017843750E3
1.996645688E1,1.017851074E3
2.004645531E1,1.017847168E3
2.012645531E1,1.017872559E3
2.020645531E1,1.017867188E3
2.028645531E1,1.017864258E3
2.036645531E1,1.017844238E3
2.044645531E1,1.017847656E3
2.052645531E1,1.017847656E3
2.060645531E1,1.017873047E3
2.068645531E1,1.017872559E3
2.076645531E1,1.017880859E3
2.084645531E1,1.017882812E3
2.092645688E1,1.017874512E3
2.100645531E1,1.017881348E3
2.108645531E1,1.017877441E3
2.116645531E1,1.017888184E3
2.124645688E1,1.017877441E3
2.132645531E1,1.017872070E3
2.140645531E1,1.017865723E3
2.148645531E1,1.017849121E3
2.156645531E1,1.017853516E3
2.164645531E1,1.017869629E3
2.172645531E1,1.017881348E3
2.180645531E1,1.017867676E3
2.188645531E1,1.017877441E3
2.196645531E1,1.017873535E3
2.204645531E1,1.017876953E3
2.212645531E1,1.017871582E3
2.220645531E1,1.017874023E3
2.228645531E1,1.017892090E3
2.236645531E1,1.017881836E3
2.244645531E1,1.017882812E3
2.252645688E1,1.017858887E3
2.260645531E1,1.017836426E3
2.268645688E1,1.017859863E3
2.276645531E1,1.017878906E3
2.284645531E1,1.017871094E3
2.292645531E1,1.017855469E3
2.300645531E1,1.017879395E3
2.308645531E1,1.017880859E3
2.316645531E1,1.017873535E3
2.324645688E1,1.017862793E3
2.332645688E1,1.017868164E3
2.340645531E1,1.017895508E3
2.348645531E1,1.017874023E3
