"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.548478750E-1,1.575334221E-1,-7.210653424E-1,-1.155757010E-1
1.748541250E-1,-5.940228105E-1,-1.657801032E0,-1.096101642E0
1.968478750E-1,-1.421972156E0,-4.820948541E-1,-2.539279461E0
2.168494380E-1,-1.718730450E0,1.615703702E0,-3.345761299E0
2.388666250E-1,-1.569277883E0,3.521271467E0,-3.071796894E0
2.608478750E-1,-6.057513952E-1,3.318987846E0,-2.131134272E0
2.808478750E-1,1.882337630E-1,3.348728418E0,-1.881237984E0
3.028478750E-1,1.057669520E-1,3.936048985E0,-1.978068948E0
3.248525630E-1,-5.962917209E-1,2.110486984E0,-2.647193193E0
3.468463130E-1,-4.530874789E-1,4.794768393E-1,-3.903830290E0
3.668478750E-1,-4.564734101E-1,8.541292548E-1,-3.538777113E0
3.888478750E-1,1.660855263E-1,2.616615057E0,-2.912273884E0
4.088478750E-1,6.707649231E-1,3.062633991E0,-2.935207367E0
4.308463130E-1,4.388630390E-1,3.045424938E0,-3.142727137E0
4.508463130E-1,3.282789886E-1,3.670706749E0,-3.409657717E0
4.708463130E-1,-1.202531811E-2,4.846587181E0,-3.641402483E0
4.908541250E-1,-9.866870046E-1,5.191482067E0,-2.563888550E0
5.128478750E-1,-7.037167549E-1,2.813191414E0,-1.173192859E0
5.328494380E-1,-4.863359928E-1,1.033060431E0,-6.323328018E-1
5.548494380E-1,-1.210316062E0,1.586574078E0,-4.094891548E-1
5.768478750E-1,-2.482608795E0,3.200340509E0,4.865977913E-2
5.988478750E-1,-3.627195597E0,3.498739481E0,3.166027367E-1
6.208463130E-1,-2.910825253E0,4.286301613E0,-5.938308239E-1
6.408478750E-1,-1.335805178E0,7.297413349E0,-1.925220370E0
6.628478750E-1,-2.582406521E0,5.409944534E0,-2.299698114E0
6.848697500E-1,-7.037237167E0,1.648795128E0,-7.527779341E-1
7.068478750E-1,-7.332721710E0,-2.468768120E0,-2.438225038E-2
7.268494380E-1,-5.927051067E0,-3.957883120E-1,-1.353886843E0
7.488478750E-1,-8.282372475E0,4.523439407E0,-3.187005997E0
7.688478750E-1,-1.032882404E1,7.083802700E0,-5.100445271E0
7.888478750E-1,-8.157581329E0,4.246630192E0,-6.885184288E0
8.088478750E-1,-5.947401524E0,5.301437378E-1,-8.682926178E0
8.288478750E-1,-7.257916927E0,4.037103653E0,-8.904774666E0
8.508478750E-1,-7.941422462E0,4.444062233E0,-8.676345825E0
8.728478750E-1,-5.256512642E0,-2.225294709E-2,-8.316738129E0
8.948463130E-1,-3.092095137E0,-2.732941151E0,-9.395020485E0
9.148478750E-1,-4.696907997E0,-2.576804161E0,-7.930305004E0
9.348541250E-1,-6.604029179E0,-1.724402785E0,-6.933372974E0
9.568478750E-1,-6.080116272E0,3.976558149E-1,-6.740548611E0
9.768478750E-1,-4.233331203E0,4.683765471E-1,-5.943020821E0
9.968478750E-1,-3.583963871E0,-1.625844002E0,-5.588945866E0
1.016847875E0,-3.643374681E0,-2.197875738E0,-6.166126251E0
1.036847875E0,-2.503063917E0,-1.565228701E0,-6.470843315E0
1.056847875E0,-2.153544188E0,-9.406626225E-1,-5.620204449E0
1.076847875E0,-3.055460691E0,-4.366290271E-1,-3.913726330E0
1.096847875E0,-2.579823494E0,-9.288467765E-1,-3.189519405E0
1.116847875E0,-8.338484764E-1,-1.595649838E0,-3.909223318E0
1.136847875E0,9.570164084E-1,-2.601081610E0,-3.598223209E0
1.156849438E0,3.211056709E0,-2.282489300E0,-3.170652390E0
1.178847875E0,5.139122009E0,-9.404357672E-1,-3.322792768E0
1.198847875E0,4.310858727E0,-1.148391724E0,-2.072229385E0
1.218847875E0,2.945557356E0,-1.748313785E0,-1.474489093E0
1.238866625E0,3.734271526E0,-6.943094134E-1,-1.697594523E0
