"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.199687500E-2,5.691999793E-1,3.658999801E-1,1.142019939E1
3.199687500E-2,-5.094999671E-1,-3.467700005E0,3.141599894E0
5.199687500E-2,1.503600001E0,1.331099987E0,1.750599980E0
7.199687500E-2,1.976499915E0,1.079930019E1,5.918399811E0
9.200156300E-2,-2.495199919E0,9.294599533E0,-3.111599922E0
1.219968750E-1,1.240299940E0,6.164000034E0,-6.119099617E0
1.419968750E-1,4.597899914E0,-5.259999633E-1,1.840799928E0
1.619968750E-1,4.344500065E0,-4.938799858E0,3.871099949E0
1.820046880E-1,4.376999855E0,-6.014999866E0,-4.843199730E0
2.119968750E-1,2.763900042E0,-2.653899908E0,-7.820099831E0
2.319968750E-1,4.380999804E-1,-1.081200004E0,-4.437999725E0
2.519968750E-1,-1.597000003E0,7.135999799E-1,1.805299997E0
2.820000000E-1,-2.020999938E-1,3.694999814E-1,-1.544999957E0
3.119968750E-1,8.988999724E-1,-8.008999825E-1,1.385599971E0
3.320015630E-1,3.729599953E0,-3.945499897E0,2.412999868E0
3.619953130E-1,2.178299904E0,1.396699905E0,-2.486199856E0
3.820031250E-1,1.627999902E0,1.087100029E0,-2.975299835E0
4.119968750E-1,1.351499915E0,-2.648599863E0,-1.203799963E0
4.319968750E-1,2.802999914E-1,-3.710999966E0,-2.406699896E0
4.519968750E-1,-1.594099998E0,-5.563600063E0,-4.191499710E0
4.819968750E-1,-8.948599815E0,-9.287799835E0,-4.047500134E0
5.019968750E-1,-9.940400124E0,-1.300990009E1,5.719999790E0
5.220078130E-1,-6.592999935E0,-1.501049995E1,6.109699726E0
5.519968750E-1,-5.203499794E0,-1.883449936E1,-5.521999836E0
5.819968750E-1,-7.059199810E0,-1.759959984E1,-6.195199966E0
6.019968750E-1,-4.006299973E0,-2.148149872E1,6.304000020E-1
6.319968750E-1,5.551999807E-1,-2.496309853E1,-4.752099991E0
6.619968750E-1,-8.011300087E0,-1.661019897E1,-5.448400021E0
6.919953130E-1,1.972000003E0,-2.712839890E1,8.677899361E0
7.119968750E-1,1.333619976E1,-3.386059952E1,9.325499535E0
7.319968750E-1,2.016160011E1,-3.716740036E1,-6.471799850E0
7.519968750E-1,1.156299973E1,-3.799359894E1,-1.009560013E1
7.719968750E-1,2.318300009E0,-5.110589981E1,1.718669891E1
7.919968750E-1,2.680999994E0,-4.953469849E1,3.900169754E1
8.119968750E-1,-1.380599976E0,-4.398629761E1,1.939539909E1
