"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.123754167E-2,-8.671620488E-1,-1.189662337E0,-6.724864244E-1
6.115754167E-2,-1.180063605E0,-1.468080163E0,-6.789997816E-1
8.107654167E-2,-1.156469107E0,-1.547538519E0,-4.347431958E-1
1.009965417E-1,-8.712113500E-1,-1.197387576E0,-6.302458048E-2
1.209165417E-1,-5.226038098E-1,-7.851743102E-1,2.507496178E-1
1.408355417E-1,-1.625041962E-1,-5.188676715E-1,4.364827573E-1
1.607555417E-1,1.160207540E-1,-1.403109133E-1,5.822961330E-1
1.806755417E-1,1.578868330E-1,7.573537529E-2,6.293105483E-1
2.005945417E-1,-1.299931854E-2,1.232984066E-1,6.149271131E-1
2.205145417E-1,-1.715386659E-1,1.003354564E-1,6.087390780E-1
2.404335417E-1,-1.223276705E-1,-1.030083979E-3,5.247760415E-1
2.603535417E-1,2.119278163E-2,-1.629989780E-2,4.034828544E-1
2.802735417E-1,1.095501855E-1,-1.162978411E-1,3.326969147E-1
3.001925417E-1,9.917633981E-2,-2.074120045E-1,3.173790872E-1
3.201125417E-1,1.064788699E-1,-3.578366637E-1,2.813655734E-1
3.400315417E-1,1.788410395E-1,-3.193499744E-1,2.186370343E-1
3.599515417E-1,2.557529211E-1,-3.797455430E-1,1.847666949E-1
3.798715417E-1,2.919162512E-1,-2.819570899E-1,2.530444264E-1
3.997905417E-1,2.392848879E-1,-2.573102415E-1,3.887225091E-1
4.197105417E-1,1.134092584E-1,-2.805937231E-1,4.455365241E-1
4.396295417E-1,-8.869972080E-4,-3.300521672E-1,4.053865671E-1
4.595495417E-1,-6.648632139E-2,-4.638079107E-1,3.476679325E-1
4.794695417E-1,-1.600638330E-1,-5.531262159E-1,3.640413880E-1
4.993886667E-1,-2.926431000E-1,-6.160469055E-1,4.208198488E-1
5.193086667E-1,-3.643151224E-1,-5.695697069E-1,5.018782020E-1
5.392276667E-1,-3.452663720E-1,-3.481595218E-1,5.736806989E-1
5.591476667E-1,-3.203174174E-1,-4.337369278E-2,5.501839519E-1
5.790676667E-1,-2.269442528E-1,-1.774654090E-1,5.716784000E-1
5.989866667E-1,-1.190597117E-1,-3.917537630E-1,5.473837852E-1
6.189066667E-1,-1.056568176E-1,-7.735441327E-1,4.643142819E-1
6.388256667E-1,-1.523084342E-1,-5.189678669E-1,4.009214938E-1
6.587456667E-1,-2.599378824E-1,-1.594125181E-1,2.287762463E-1
6.786656667E-1,-4.500549734E-1,-2.188956738E-1,1.268379018E-2
6.985846667E-1,-6.379453540E-1,-6.796322465E-1,-1.333351433E-2
7.185046667E-1,-6.935201883E-1,-8.017365932E-1,1.058666408E-1
7.384246667E-1,-6.629263759E-1,-4.783297479E-1,2.475408614E-1
7.583436667E-1,-5.076632500E-1,1.211337894E-1,3.507566452E-1
7.782636667E-1,-2.399282157E-1,6.510425210E-1,4.050630033E-1
7.981826667E-1,-1.020961720E-2,5.867013931E-1,3.153856695E-1
8.181026667E-1,2.129476368E-1,2.110876441E-1,2.406903356E-1
8.380226667E-1,3.952742517E-1,-1.606545150E-1,2.411301881E-1
8.579416667E-1,4.508083463E-1,-3.686004281E-1,2.004140615E-1
8.778616667E-1,2.920884192E-1,-7.492304444E-1,6.387963146E-2
8.977806667E-1,8.006358892E-2,-1.019392848E0,-3.657029569E-1
9.177006667E-1,-3.475277871E-2,-1.210284114E0,-7.611005902E-1
9.376206667E-1,1.950410567E-2,-6.551015973E-1,-7.890378237E-1
9.575396667E-1,4.428180400E-3,1.148063391E-1,-6.199110746E-1
9.774596667E-1,-1.956796199E-1,6.099382639E-1,-4.643942416E-1
9.973786667E-1,-5.166893005E-1,5.167149305E-1,-2.104572952E-1
1.017298667E0,-7.265759110E-1,1.973269880E-1,1.165723428E-1
1.037218667E0,-7.622965574E-1,-1.440281421E-1,1.533796936E-1
1.057137667E0,-7.289878726E-1,-5.078143626E-2,-2.275375724E-1
1.077057667E0,-7.935771942E-1,1.607802957E-1,-7.594695687E-1
1.096976667E0,-7.790091634E-1,-2.049681172E-2,-1.023605466E0
1.116896667E0,-5.755124688E-1,-1.628549248E-1,-9.256644845E-1
1.136816667E0,-1.659728140E-1,-2.199822068E-1,-7.866355181E-1
1.156735667E0,1.804845035E-1,-2.052869201E-1,-6.290719509E-1
1.176655667E0,2.690454423E-1,-5.700260401E-1,-4.502078593E-1
1.196574667E0,1.145324633E-1,-1.182269931E0,-1.432728488E-2
1.216494667E0,1.766096801E-1,-1.344468594E0,2.810593545E-1
1.236414667E0,3.877224922E-1,-1.137180209E0,4.049839973E-1
1.256333667E0,5.707319379E-1,-1.270726025E-1,3.397001922E-1
1.276253667E0,4.780282080E-1,7.133116126E-1,2.990511954E-1
1.296172667E0,1.933741570E-1,9.431238770E-1,6.258807182E-1
1.316092667E0,-1.538464054E-2,7.784451246E-1,1.220409393E0
1.336012667E0,7.170339674E-2,1.359422058E-1,1.648891807E0
1.355931667E0,3.639756441E-1,-2.496353686E-1,1.917244077E0
1.375851667E0,5.476669669E-1,-2.203116119E-1,1.996946216E0
1.395771667E0,4.703728855E-1,-5.064946413E-1,1.716946483E0
1.415690667E0,2.245947421E-1,-5.718004107E-1,1.204856396E0
1.435610667E0,1.883810014E-1,-3.204906359E-2,1.059559941E0
1.455529667E0,4.566162527E-1,3.157466650E-1,1.200862288E0
1.475449667E0,7.807011008E-1,5.307640433E-1,1.407823086E0
1.495369667E0,8.482087851E-1,3.823428750E-1,1.437516212E0
1.515288958E0,6.613417864E-1,-1.454597265E-1,1.165134072E0
1.535208958E0,4.874904752E-1,-5.054261684E-1,8.077916503E-1
1.555127958E0,4.685830474E-1,-4.243326485E-1,6.039971113E-1
1.575047958E0,5.907932520E-1,1.490869820E-1,8.435798883E-1
1.594967958E0,5.424153209E-1,1.682886779E-1,1.024107814E0
1.614886958E0,5.644636154E-1,7.826264948E-2,1.263548970E0
1.634806958E0,5.274674892E-1,9.060438722E-2,1.239846349E0
1.654725958E0,3.401468098E-1,4.671807587E-1,8.298369646E-1
1.674645958E0,6.801552325E-2,6.322959661E-1,5.624694228E-1
1.694565958E0,-1.528979652E-2,1.526216984E0,6.144865751E-1
1.714484958E0,1.856994256E-2,1.819900036E0,6.681387424E-1
1.734404958E0,1.709576696E-2,1.500728369E0,6.408693790E-1
1.754323958E0,8.759249747E-2,1.082467318E0,5.479022861E-1
1.774243958E0,2.540065944E-1,6.114243865E-1,5.315303206E-1
1.794163958E0,3.184571266E-1,1.070136204E-1,5.417076349E-1
1.814082958E0,3.169178367E-1,-5.128738880E-1,5.035141706E-1
1.834002958E0,3.262123764E-1,-7.278245091E-1,4.698379934E-1
1.853921958E0,3.153926432E-1,-7.710585594E-1,7.101283073E-1
1.873841958E0,3.827499747E-1,-5.208134651E-1,9.940731525E-1
1.893761958E0,3.251747489E-1,-1.365767792E-3,1.187594056E0
1.913680958E0,4.207569957E-1,4.069614708E-1,1.012445807E0
1.933600958E0,3.611024320E-1,7.538982630E-1,9.715946913E-1
1.953519958E0,9.099499136E-2,5.926794410E-1,8.924421072E-1
1.973439958E0,1.415923834E-1,1.751561761E-1,7.987453938E-1
1.993359958E0,-4.163679183E-1,5.607152581E-1,8.063585162E-1
2.013278958E0,-5.679957271E-1,3.645761907E-1,6.262278557E-1
2.033198958E0,-3.674616814E-1,-1.369436979E-1,4.348725080E-1
2.053117958E0,-3.296496347E-2,2.835860252E-1,5.071632266E-1
2.073037958E0,3.036333025E-1,1.334744930E0,6.860508919E-1
2.092957958E0,2.131313980E-1,1.796057105E0,9.218487144E-1
2.112876958E0,-2.337959558E-1,8.011916280E-1,1.079039693E0
2.132796958E0,-7.859050483E-2,-6.560601592E-1,8.528531194E-1
2.152715958E0,6.114221215E-1,-1.774090290E0,5.068894625E-1
2.172635958E0,8.613873720E-1,-1.147122622E0,1.817325056E-1
2.192555958E0,7.599403858E-1,-3.673640192E-1,3.336318135E-1
2.212474958E0,4.282308817E-1,-4.253947437E-1,5.891386867E-1
2.232394958E0,3.578914702E-1,-3.340522945E-1,4.844364822E-1
2.252313958E0,5.119396448E-1,-4.512146115E-1,4.454496503E-1
2.272233958E0,7.045371532E-1,-1.306679696E-1,4.796136916E-1
2.292153958E0,8.304685354E-1,3.618870080E-1,4.226478338E-1
2.312072958E0,7.528480887E-1,6.047641635E-1,4.627540708E-1
2.331992958E0,6.669860482E-1,7.801624537E-1,5.968444347E-1
2.351911958E0,5.121858120E-1,1.195007205E0,9.778394103E-1
2.371831958E0,2.136162817E-1,2.009584188E0,1.015293241E0
2.391751958E0,3.653156012E-2,1.523542166E0,4.847450554E-1
2.411670958E0,5.152458325E-2,5.362442732E-1,9.058286995E-2
2.431590958E0,9.760830551E-2,7.333841920E-1,5.713402480E-2
2.451509958E0,1.203716397E-1,1.451355815E0,-4.253128543E-2
2.471429958E0,3.133618087E-2,2.314299107E0,-2.797517739E-2
2.491349958E0,-1.307220459E-1,2.419994116E0,-1.911332756E-1
2.511270792E0,-1.887827516E-1,1.504804134E0,-3.561203480E-1
2.531190792E0,-1.003857031E-1,8.735330701E-1,-3.270214796E-1
2.551109792E0,1.167141646E-1,6.012265086E-1,1.369291395E-1
2.571029792E0,4.623129666E-1,9.469485283E-1,7.898330092E-1
2.590948792E0,7.693870664E-1,1.297336340E0,1.119120002E0
2.610868792E0,6.689786911E-1,2.412636757E0,1.104601622E0
2.630788792E0,3.270541131E-1,3.159381390E0,9.307799935E-1
2.650707792E0,7.264158875E-2,3.175853968E0,6.772964001E-1
2.670627792E0,-1.486306041E-1,2.553587437E0,1.066796541E0
2.690546792E0,-3.370006979E-1,1.413624167E0,2.454011202E0
2.710466792E0,-3.464820683E-1,6.137223244E-1,2.578017473E0
2.730386792E0,-2.487432808E-1,1.685933173E-1,2.127720118E0
2.750305792E0,-1.894713342E-1,1.830205023E-1,1.563069820E0
2.770225792E0,-7.374469638E-1,7.795947194E-1,1.247667551E0
2.790144792E0,-1.361968637E0,1.208082199E0,7.142041922E-1
2.810064792E0,-1.616065621E0,1.693527341E0,5.164967775E-1
2.829984792E0,-1.708013892E0,2.409096241E0,3.830755055E-1
2.849903792E0,-1.869640112E0,3.064640760E0,-1.529908627E-1
2.869823792E0,-1.709706664E0,3.264430761E0,-8.313557506E-1
2.889742792E0,-1.082850099E0,3.128188610E0,-1.227074742E0
2.909662792E0,-7.238789797E-1,3.168651342E0,-1.424282551E0
2.929582792E0,-1.091134906E0,3.060383797E0,-1.460157990E0
2.949501792E0,-1.398301840E0,2.938339710E0,-1.187918067E0
2.969421792E0,-1.501301527E0,2.423577785E0,-8.317567110E-1
2.989340792E0,-1.456907392E0,1.580886722E0,-3.726178706E-1
3.009260792E0,-2.391655743E-1,6.443989873E-1,1.787518710E-1
3.029180792E0,2.309902608E-1,4.923596084E-1,3.768381178E-1
3.049099792E0,2.292032987E-1,6.811297536E-1,5.020554662E-1
3.069019792E0,7.199873216E-4,6.810736656E-1,5.944266319E-1
3.088938792E0,-3.470510840E-1,5.329298973E-1,5.959068537E-1
3.108858792E0,-7.218864560E-1,-3.613448143E-2,4.448130429E-1
3.128777792E0,-8.146149516E-1,-1.310502142E-1,1.649613529E-1
3.148697792E0,-8.794755936E-1,2.599144578E-1,-1.381794363E-1
