"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.105524998E-2,1.600252539E-1,1.374059081E0,-2.316031754E-1
6.099625002E-2,1.614384502E-1,1.469201446E0,4.283097386E-2
8.093725005E-2,-2.494587749E-1,1.144985080E0,4.546299577E-3
1.008782501E-1,-5.540871024E-1,5.043280125E-1,-4.334451854E-1
1.208192499E-1,-3.744507730E-1,-5.820543692E-2,-9.098073244E-1
1.407602499E-1,1.492051780E-1,-2.679438889E-1,-8.615277410E-1
1.607012500E-1,4.902842641E-1,-5.441915616E-2,-3.085358739E-1
1.806422500E-1,3.729664981E-1,3.279958069E-1,2.481669039E-1
2.005832500E-1,4.968606308E-2,7.105973959E-1,3.361507356E-1
2.205242501E-1,-3.534071147E-1,7.602718472E-1,1.581791788E-1
2.404652501E-1,-6.338479519E-1,5.337020755E-1,3.783017769E-2
2.604062499E-1,-6.481317282E-1,1.809670329E-1,1.907682866E-1
2.803472499E-1,-4.953840673E-1,-2.309276611E-1,5.244078040E-1
3.002882500E-1,-3.345721066E-1,-4.683089852E-1,7.112827897E-1
3.202292500E-1,-1.658082902E-1,-2.508194745E-1,4.657257199E-1
3.401702500E-1,-1.451042891E-1,3.276542723E-1,6.238929927E-2
3.601112501E-1,-3.944989145E-1,1.018603206E0,-8.076163381E-2
3.800522501E-1,-7.966523170E-1,1.123034954E0,2.581652105E-1
3.999932499E-1,-9.559563398E-1,3.646684587E-1,6.106722355E-1
4.199342499E-1,-8.677550554E-1,8.843480796E-2,4.427766502E-1
4.398752500E-1,-7.366189957E-1,4.900758862E-1,1.047984138E-1
4.598162500E-1,-7.436842918E-1,6.776719093E-1,7.885827124E-2
4.797572501E-1,-8.909462094E-1,7.090243697E-1,3.678431809E-1
4.996982501E-1,-9.875910282E-1,2.551050782E-1,5.446799397E-1
5.196392499E-1,-9.462425709E-1,-7.975936681E-2,4.026713967E-1
5.395802499E-1,-8.345590234E-1,-5.459604859E-1,7.492567599E-2
5.595212500E-1,-1.070378423E0,-8.795347810E-1,-4.122840762E-1
5.794622500E-1,-1.352749705E0,-5.811627507E-1,-7.650297880E-1
5.994032500E-1,-1.416223288E0,-4.959554672E-1,-7.589656711E-1
6.193442501E-1,-1.328935862E0,-6.548476815E-1,-5.122746825E-1
6.392852501E-1,-1.104153633E0,-8.486348987E-1,-4.696249217E-2
6.592262499E-1,-9.078121781E-1,-7.472624779E-1,-2.409550697E-1
6.791672499E-1,-5.124343634E-1,-7.325752825E-2,-7.395136356E-1
6.991082500E-1,5.384178758E-1,7.082689404E-1,-1.040118694E0
7.190492083E-1,1.469583035E0,1.710434914E0,-1.482443929E0
7.389902084E-1,1.753378272E0,1.674268126E0,-1.637626529E0
7.589312084E-1,1.653779864E0,7.629360557E-1,-1.487571359E0
7.788722084E-1,1.089159250E0,-7.381548882E-1,-1.629740834E0
7.988132082E-1,4.699444473E-1,-1.019163728E0,-1.947958350E0
8.187542083E-1,1.505565047E-1,-7.439542413E-1,-2.337229729E0
8.386952083E-1,3.223888278E-1,-6.561794877E-1,-2.362569809E0
8.586362083E-1,5.950914621E-1,1.641795188E-1,-1.983538032E0
8.785772084E-1,5.483897924E-1,1.545863509E0,-1.704525828E0
8.985182084E-1,4.957626462E-1,1.848182797E0,-1.743441939E0
9.184592084E-1,4.363443255E-1,1.048697352E0,-1.887115717E0
9.384002083E-1,6.714007258E-1,4.179838598E-1,-1.773339152E0
9.583412083E-1,8.525574803E-1,1.387277395E-1,-1.135119796E0
9.782822083E-1,8.676255345E-1,1.387055218E-1,-6.279073954E-1
9.982232084E-1,8.816407919E-1,2.839462459E-1,-6.935766935E-1
1.018164208E0,1.168392420E0,4.253363609E-1,-6.903445125E-1
1.038105208E0,1.486998916E0,5.949994326E-1,-2.443527281E-1
1.058046208E0,1.511954308E0,1.037110209E0,3.700848818E-1
1.077987208E0,1.446903944E0,1.548866272E0,8.034168482E-1
1.097928208E0,1.410094261E0,1.768757939E0,8.670182228E-1
1.117869208E0,1.091439605E0,1.758219957E0,5.323958993E-1
1.137810208E0,5.339277983E-1,1.337589264E0,2.131697387E-1
1.157751208E0,-1.193353534E-1,1.059702396E0,1.934801042E-1
1.177692208E0,-7.136427760E-1,9.881941676E-1,4.762582481E-1
1.197633208E0,-1.050326347E0,9.063858986E-1,7.046787739E-1
1.217574208E0,-1.088312984E0,8.187452555E-1,6.128188372E-1
1.237515208E0,-7.234717011E-1,4.060524404E-1,2.421209216E-1
1.257456208E0,-1.134542972E-1,-2.225527614E-1,4.343489418E-4
1.277397208E0,2.819326818E-1,-6.596590281E-1,2.337178029E-2
1.297338208E0,3.238519728E-1,-4.989906549E-1,1.563412398E-1
1.317279208E0,2.517160475E-1,-8.788260818E-2,3.020613790E-1
1.337220208E0,2.481731027E-1,2.521386445E-1,2.947028577E-1
1.357161208E0,2.252724022E-1,5.183470845E-1,2.229171991E-1
1.377102208E0,1.868055612E-1,6.141670346E-1,2.049293518E-1
1.397043208E0,1.851834506E-1,4.207666218E-1,2.706087530E-1
1.416984208E0,1.229498163E-1,8.952169120E-2,3.946893513E-1
1.436925208E0,-8.332680166E-2,-2.534527481E-1,4.202029109E-1
1.456866208E0,-4.356831610E-1,-3.471577168E-1,3.595055342E-1
1.476807208E0,-6.283409595E-1,-2.253326476E-1,1.567123085E-1
