"Time (s)","X (hPa)"
-5.354062917E-1,1.017028656E3
4.941137081E-1,1.017026978E3
1.523627708E0,1.017025299E3
2.553158708E0,1.017021255E3
3.582682708E0,1.017019806E3
3.779421708E0,1.017016983E3
4.842149708E0,1.017015076E3
5.904872708E0,1.017013245E3
6.967610708E0,1.017010727E3
8.030377708E0,1.017010040E3
9.093129708E0,1.017007523E3
1.015591571E1,1.017003632E3
1.121869571E1,1.016998062E3
1.228143971E1,1.016994705E3
1.334417271E1,1.016989441E3
1.440694271E1,1.016984329E3
1.546969471E1,1.016981583E3
1.653242271E1,1.016979294E3
1.759515371E1,1.016978226E3
1.865787671E1,1.016975250E3
1.972064871E1,1.016971130E3
2.078342671E1,1.016966705E3
2.184618671E1,1.016963120E3
2.290894371E1,1.016958389E3
2.397173171E1,1.016955109E3
2.503452471E1,1.016951981E3
2.609730771E1,1.016947556E3
2.716009671E1,1.016945419E3
2.822286271E1,1.016940765E3
2.928562271E1,1.016937256E3
3.034836371E1,1.016932297E3
3.141110771E1,1.016929626E3
3.247381071E1,1.016925888E3
3.353654171E1,1.016922913E3
3.459926271E1,1.016919708E3
3.566199171E1,1.016917572E3
3.672472571E1,1.016913605E3
3.778746471E1,1.016910477E3
3.885021471E1,1.016906662E3
3.991297171E1,1.016904984E3
4.097570871E1,1.016903152E3
4.203848571E1,1.016902618E3
4.310126771E1,1.016902618E3
4.416399771E1,1.016903076E3
4.522675371E1,1.016903992E3
4.628948571E1,1.016903992E3
4.735221571E1,1.016904297E3
4.841496471E1,1.016905212E3
4.947772571E1,1.016905212E3
5.054053471E1,1.016905594E3
5.160333971E1,1.016907272E3
5.266611771E1,1.016909256E3
5.372889771E1,1.016910858E3
5.479168571E1,1.016913223E3
5.585441971E1,1.016916199E3
5.691714271E1,1.016918869E3
5.797985271E1,1.016919937E3
5.904254671E1,1.016921616E3
6.010526471E1,1.016923523E3
6.116799571E1,1.016925812E3
6.223070071E1,1.016928406E3
6.329344871E1,1.016931152E3
6.435618171E1,1.016937637E3
6.541887771E1,1.016942673E3
6.648160271E1,1.016948395E3
6.754432471E1,1.016952820E3
6.860702971E1,1.016958847E3
6.966972771E1,1.016959076E3
7.073239571E1,1.016959305E3
7.179508971E1,1.016959763E3
7.285779571E1,1.016961594E3
7.392049071E1,1.016962814E3
7.498320371E1,1.016962814E3
7.604590671E1,1.016963501E3
7.710862471E1,1.016964111E3
7.817138671E1,1.016964340E3
7.923415171E1,1.016965256E3
8.029690371E1,1.016966248E3
8.135964371E1,1.016968613E3
8.242236471E1,1.016968918E3
8.348506871E1,1.016969376E3
8.454776871E1,1.016972122E3
8.561050771E1,1.016973343E3
8.667323871E1,1.016973572E3
8.773594771E1,1.016975708E3
8.879866971E1,1.016977997E3
8.986140471E1,1.016978226E3
9.092411571E1,1.016979980E3
9.198683071E1,1.016981812E3
9.304953271E1,1.016982269E3
9.411222571E1,1.016982422E3
9.517492671E1,1.016985626E3
9.623761971E1,1.016987915E3
9.730032771E1,1.016987915E3
9.836301671E1,1.016989365E3
9.942568171E1,1.016989365E3
1.004883497E2,1.016987152E3
1.015510307E2,1.016985245E3
1.026136947E2,1.016985245E3
1.036764087E2,1.016986847E3
1.047391027E2,1.016987076E3
1.058017527E2,1.016987381E3
1.068644007E2,1.016987991E3
1.079270477E2,1.016988373E3
1.089897317E2,1.016988373E3
1.100524187E2,1.016988602E3
1.111150847E2,1.016990509E3
1.121777157E2,1.016991501E3
1.132403097E2,1.016992188E3
1.143029147E2,1.016992188E3
1.153655237E2,1.016991501E3
1.164281607E2,1.016990051E3
1.174908087E2,1.016990051E3
1.185534547E2,1.016991348E3
1.196160867E2,1.016991348E3
1.206787697E2,1.016990204E3
1.217414367E2,1.016988373E3
1.228041307E2,1.016986008E3
1.238668437E2,1.016983719E3
1.249295287E2,1.016983032E3
1.259922097E2,1.016983032E3
1.270548397E2,1.016983032E3
1.281174697E2,1.016982498E3
1.291801307E2,1.016982193E3
1.302427937E2,1.016982193E3
1.313054797E2,1.016981812E3
1.323681417E2,1.016981812E3
1.334308307E2,1.016985245E3
1.344935297E2,1.016986008E3
1.355562527E2,1.016987915E3
1.366189347E2,1.016989212E3
1.376816357E2,1.016991119E3
1.387443497E2,1.016995544E3
1.398070397E2,1.017008820E3
1.408697567E2,1.017024536E3
1.419324367E2,1.017043457E3
1.429951477E2,1.017069855E3
1.440578147E2,1.017098465E3
1.451204737E2,1.017121124E3
1.461831557E2,1.017141342E3
1.472458557E2,1.017159042E3
1.483085067E2,1.017168732E3
1.493711377E2,1.017168732E3
1.504337977E2,1.017165833E3
1.514964597E2,1.017160721E3
1.525590697E2,1.017156372E3
1.536216587E2,1.017151031E3
1.546842677E2,1.017145996E3
1.557468777E2,1.017145538E3
1.568095117E2,1.017145157E3
1.578721307E2,1.017143707E3
1.589347137E2,1.017143478E3
1.599973267E2,1.017143326E3
1.610599687E2,1.017141342E3
1.621225917E2,1.017140961E3
1.631852217E2,1.017140350E3
1.642478407E2,1.017137604E3
1.653104897E2,1.017136993E3
1.663731167E2,1.017136536E3
1.674357397E2,1.017136536E3
1.684983917E2,1.017136765E3
1.695610687E2,1.017138672E3
1.706237087E2,1.017139435E3
1.716863287E2,1.017140198E3
1.727489047E2,1.017141876E3
1.738115027E2,1.017141876E3
1.748741117E2,1.017140961E3
1.759368397E2,1.017140121E3
1.769995327E2,1.017140121E3
1.780621917E2,1.017138290E3
1.791248787E2,1.017138290E3
1.801875937E2,1.017138290E3
1.812503177E2,1.017138596E3
1.823129787E2,1.017138672E3
1.833756297E2,1.017140808E3
1.844382047E2,1.017141190E3
1.855007917E2,1.017141190E3
1.865633847E2,1.017141190E3
1.876259767E2,1.017140121E3
1.886885867E2,1.017137833E3
1.897512197E2,1.017134857E3
1.908138817E2,1.017131882E3
1.918765397E2,1.017128601E3
1.929391827E2,1.017127533E3
1.940018357E2,1.017127533E3
1.950644857E2,1.017130661E3
1.961270857E2,1.017131271E3
1.971896467E2,1.017133636E3
1.982521967E2,1.017134476E3
1.993147727E2,1.017135315E3
2.003773477E2,1.017135315E3
2.014399127E2,1.017135315E3
2.025024727E2,1.017136383E3
2.035650317E2,1.017136917E3
2.046276197E2,1.017137146E3
2.056902037E2,1.017137146E3
2.067527977E2,1.017138596E3
2.078153997E2,1.017138596E3
2.088779747E2,1.017139893E3
2.099405487E2,1.017140121E3
2.110031337E2,1.017141876E3
2.120657177E2,1.017141876E3
2.131282837E2,1.017140808E3
2.141908477E2,1.017140579E3
2.152534157E2,1.017140579E3
2.163159857E2,1.017138062E3
2.173785427E2,1.017137756E3
2.184411267E2,1.017137756E3
2.195037157E2,1.017138062E3
2.205663447E2,1.017138214E3
2.216289537E2,1.017139893E3
2.226915277E2,1.017141037E3
2.237541477E2,1.017141037E3
2.248167647E2,1.017139664E3
2.258793857E2,1.017139130E3
2.269420157E2,1.017139130E3
2.280046087E2,1.017138214E3
2.290672167E2,1.017138214E3
2.301298457E2,1.017139664E3
2.311924947E2,1.017140961E3
2.322551387E2,1.017141342E3
2.333177747E2,1.017141342E3
2.343803777E2,1.017139740E3
2.354429677E2,1.017138596E3
2.365055907E2,1.017135468E3
2.375682047E2,1.017133865E3
2.386308157E2,1.017132721E3
2.396933857E2,1.017132721E3
2.407559797E2,1.017132721E3
2.418185267E2,1.017133026E3
2.428810707E2,1.017133026E3
2.439436177E2,1.017134705E3
2.450061867E2,1.017134705E3
2.460687797E2,1.017134171E3
2.471314227E2,1.017133179E3
2.481940447E2,1.017132950E3
2.492566587E2,1.017129822E3
2.503192567E2,1.017129822E3
2.513818697E2,1.017130051E3
2.524444967E2,1.017130890E3
2.535071427E2,1.017135925E3
2.545697657E2,1.017144547E3
2.556324107E2,1.017153168E3
2.566950477E2,1.017161560E3
2.577576957E2,1.017169418E3
2.588203837E2,1.017175674E3
2.598830137E2,1.017180176E3
2.609456287E2,1.017181625E3
2.620082727E2,1.017181854E3
2.630709047E2,1.017181854E3
2.641335547E2,1.017182465E3
2.651961757E2,1.017182922E3
2.662588377E2,1.017182922E3
2.673214927E2,1.017183075E3
2.683841127E2,1.017185440E3
2.694467377E2,1.017185440E3
2.705093757E2,1.017184982E3
2.715720077E2,1.017181168E3
2.726346017E2,1.017180328E3
2.736971797E2,1.017179489E3
2.747597197E2,1.017174606E3
2.758222387E2,1.017172775E3
2.768848047E2,1.017171097E3
2.779473847E2,1.017169647E3
2.790099277E2,1.017165451E3
2.800724797E2,1.017164993E3
2.811349907E2,1.017164993E3
2.821975297E2,1.017164993E3
2.832600907E2,1.017164764E3
2.843226527E2,1.017164764E3
2.853852467E2,1.017164764E3
2.864478647E2,1.017161865E3
2.875104747E2,1.017159119E3
2.885730967E2,1.017157974E3
2.896357267E2,1.017156296E3
2.906982747E2,1.017154694E3
2.917608427E2,1.017154694E3
2.928234337E2,1.017156067E3
2.938860327E2,1.017158203E3
2.949486607E2,1.017161789E3
2.960112677E2,1.017164993E3
2.970738937E2,1.017170258E3
2.981365297E2,1.017170258E3
2.991991407E2,1.017167511E3
3.002617427E2,1.017165146E3
3.013243647E2,1.017164154E3
3.023869767E2,1.017159042E3
3.034496157E2,1.017157593E3
3.045122517E2,1.017156982E3
3.055748827E2,1.017156982E3
3.066374297E2,1.017156982E3
3.076999887E2,1.017156982E3
3.087625817E2,1.017157822E3
3.098251547E2,1.017159271E3
3.108877397E2,1.017159348E3
3.119503247E2,1.017162018E3
3.130129117E2,1.017162399E3
3.140754747E2,1.017164917E3
3.151380497E2,1.017166901E3
3.162005707E2,1.017167435E3
3.172631107E2,1.017166901E3
3.183256617E2,1.017165222E3
3.193882077E2,1.017162399E3
3.204507407E2,1.017156525E3
3.215132937E2,1.017151489E3
3.225758567E2,1.017147446E3
3.236384137E2,1.017142258E3
3.247009967E2,1.017141342E3
3.257636137E2,1.017139511E3
3.268262117E2,1.017139511E3
3.278887337E2,1.017142181E3
3.289512247E2,1.017143326E3
3.300137377E2,1.017144699E3
3.310762757E2,1.017147064E3
3.321388607E2,1.017147064E3
3.332014547E2,1.017148285E3
3.342640527E2,1.017147675E3
3.353266137E2,1.017147675E3
3.363891767E2,1.017145233E3
3.374517117E2,1.017142487E3
3.385142027E2,1.017140579E3
3.395767467E2,1.017139969E3
3.406392837E2,1.017138901E3
3.417018107E2,1.017137756E3
3.427643457E2,1.017136307E3
3.438268907E2,1.017135773E3
3.448894287E2,1.017134857E3
3.459519927E2,1.017133026E3
3.470145437E2,1.017131958E3
3.480770917E2,1.017130890E3
3.491396297E2,1.017130585E3
3.502021977E2,1.017129974E3
3.512647197E2,1.017129974E3
3.523272367E2,1.017130814E3
3.533897367E2,1.017133179E3
3.544522487E2,1.017134933E3
3.555147957E2,1.017137833E3
3.565773677E2,1.017138062E3
3.576399097E2,1.017140121E3
3.587024377E2,1.017140732E3
3.597649507E2,1.017141800E3
3.608274617E2,1.017142487E3
3.618900027E2,1.017147751E3
3.629525337E2,1.017147751E3
3.640150717E2,1.017147751E3
3.650775887E2,1.017148819E3
3.661400977E2,1.017148819E3
3.672026307E2,1.017144318E3
3.682651557E2,1.017140732E3
3.693277107E2,1.017139435E3
3.703902377E2,1.017134018E3
3.714527677E2,1.017127914E3
3.725153467E2,1.017125015E3
3.735779477E2,1.017122498E3
3.746405057E2,1.017121201E3
3.757030467E2,1.017120590E3
3.767656167E2,1.017117767E3
3.778281777E2,1.017117462E3
3.788906687E2,1.017115326E3
3.799531817E2,1.017115250E3
3.810157397E2,1.017114639E3
3.820783137E2,1.017114639E3
3.831408457E2,1.017114639E3
3.842033977E2,1.017108536E3
3.852659597E2,1.017106628E3
3.863285277E2,1.017105865E3
3.873911037E2,1.017103348E3
3.884536857E2,1.017103348E3
3.895162837E2,1.017107239E3
3.905788927E2,1.017109451E3
3.916414117E2,1.017110825E3
3.927039017E2,1.017110825E3
3.937663867E2,1.017110062E3
3.948289037E2,1.017109833E3
3.958913987E2,1.017109604E3
3.969538607E2,1.017108307E3
3.980162997E2,1.017108307E3
3.990787847E2,1.017111664E3
4.001412307E2,1.017113037E3
4.012037157E2,1.017113037E3
4.022661867E2,1.017112732E3
4.033286827E2,1.017110901E3
4.043911707E2,1.017112579E3
4.054537087E2,1.017112579E3
4.065162017E2,1.017122269E3
4.075787087E2,1.017132339E3
4.086411777E2,1.017138290E3
4.097036447E2,1.017138290E3
4.107660677E2,1.017134399E3
4.118285087E2,1.017123871E3
4.128909787E2,1.017119293E3
4.139534327E2,1.017119293E3
4.150158877E2,1.017120819E3
4.160783627E2,1.017124710E3
4.171408907E2,1.017126083E3
4.182033977E2,1.017126083E3
4.192659407E2,1.017122650E3
4.203284547E2,1.017117233E3
4.213909527E2,1.017112122E3
4.224534667E2,1.017111053E3
4.235159397E2,1.017107239E3
4.245784207E2,1.017102280E3
4.256408937E2,1.017102280E3
4.267033827E2,1.017100143E3
4.277658467E2,1.017096558E3
4.288283417E2,1.017094879E3
4.298908687E2,1.017094650E3
4.309533977E2,1.017091751E3
4.320159317E2,1.017089386E3
4.330784567E2,1.017089233E3
4.341409547E2,1.017089233E3
4.352034297E2,1.017087708E3
4.362658697E2,1.017086868E3
4.373283147E2,1.017086868E3
4.383907777E2,1.017086182E3
4.394532587E2,1.017084808E3
4.405158127E2,1.017084503E3
